,efm,reaction,kcat,dq/dk,dlogq/dlogk
5,690,R3,1.15e+02,9.28e-04,1.04e-01
6,690,R27,7.81e+01,3.82e-03,2.90e-01
7,690,R7rb,3.90e+02,1.16e-04,4.41e-02
8,690,R24,1.08e+02,4.40e-06,4.64e-04
9,690,R23r,3.26e+01,3.28e-05,1.04e-03
10,690,R10c,1.10e+02,1.03e-06,1.10e-04
11,690,R40,1.23e+02,1.33e-04,1.59e-02
12,690,R6r,7.84e+03,3.73e-06,2.84e-02
13,690,R5r,7.99e+00,1.03e-02,7.99e-02
14,690,R15r,7.53e+01,2.94e-05,2.15e-03
15,690,R2r,3.22e+02,5.08e-05,1.59e-02
16,690,R28r,2.82e+02,1.72e-05,4.72e-03
17,690,R27b,1.79e+02,5.30e-04,9.24e-02
18,690,R7ra,2.33e+02,5.42e-04,1.23e-01
19,690,R7rc,5.31e+01,4.22e-04,2.18e-02
20,690,R10a,2.41e+02,1.86e-07,4.35e-05
21,690,R1,1.04e+02,4.59e-04,4.64e-02
22,690,R10b,4.10e+02,4.83e-08,1.93e-05
23,690,R29r,2.11e+02,3.39e-06,6.95e-04
24,690,R93,9.97e+01,9.29e-06,9.00e-04
25,690,R8r,2.11e+02,8.87e-05,1.82e-02
26,690,R12r,1.36e+03,2.84e-08,3.76e-05
27,690,R11r,1.34e+02,5.07e-07,6.59e-05
28,690,R95,1.00e+02,2.94e-05,2.86e-03
29,690,R70,9.95e+01,1.78e-06,1.72e-04
0,692,R91,1.00e+02,2.12e-05,2.42e-03
1,692,R55b,5.88e+01,7.19e-05,4.83e-03
2,692,R55a,9.13e+01,6.68e-05,6.97e-03
3,692,R22,3.59e+02,1.68e-06,6.89e-04
4,692,R21,3.77e+01,1.07e-03,4.61e-02
5,692,R3,1.15e+02,5.09e-04,6.69e-02
6,692,R27,7.81e+01,6.02e-03,5.37e-01
7,692,R9,5.13e+02,2.86e-07,1.68e-04
8,692,R7rb,3.90e+02,4.10e-05,1.83e-02
9,692,R24,1.08e+02,4.90e-06,6.08e-04
10,692,R23r,3.26e+01,2.88e-05,1.07e-03
11,692,R10c,1.10e+02,1.37e-04,1.73e-02
12,692,R40,1.23e+02,1.40e-05,1.97e-03
13,692,R6r,7.84e+03,1.42e-06,1.27e-02
14,692,R5r,7.99e+00,3.85e-03,3.51e-02
15,692,R15r,7.53e+01,2.21e-04,1.90e-02
16,692,R14r,1.67e+01,3.00e-03,5.73e-02
17,692,R27b,1.79e+02,3.76e-04,7.70e-02
18,692,R7ra,2.33e+02,1.30e-04,3.46e-02
19,692,R7rc,5.31e+01,1.37e-04,8.34e-03
20,692,R13r,4.64e+01,3.98e-05,2.11e-03
21,692,R10a,2.41e+02,3.49e-05,9.62e-03
22,692,R1,1.04e+02,1.61e-04,1.91e-02
23,692,R10b,4.10e+02,1.82e-05,8.52e-03
24,692,R93,9.97e+01,9.29e-06,1.06e-03
25,692,R8r,2.11e+02,2.79e-05,6.72e-03
26,692,R12r,1.36e+03,3.30e-08,5.14e-05
27,692,R11r,1.34e+02,2.63e-05,4.02e-03
28,692,R70,9.95e+01,8.32e-07,9.47e-05
0,694,R22,3.59e+02,2.73e-06,9.90e-04
1,694,R21,3.77e+01,3.17e-04,1.21e-02
2,694,R3,1.15e+02,6.97e-04,8.11e-02
3,694,R27,7.81e+01,5.77e-03,4.56e-01
4,694,R9,5.13e+02,8.01e-07,4.16e-04
5,694,R7rb,3.90e+02,5.90e-05,2.33e-02
6,694,R24,1.08e+02,6.61e-06,7.26e-04
7,694,R23r,3.26e+01,3.57e-05,1.18e-03
8,694,R10c,1.10e+02,2.21e-04,2.46e-02
9,694,R40,1.23e+02,1.86e-05,2.32e-03
10,694,R6r,7.84e+03,2.39e-06,1.90e-02
11,694,R5r,7.99e+00,6.58e-03,5.32e-02
12,694,R15r,7.53e+01,3.67e-04,2.80e-02
13,694,R14r,1.67e+01,4.94e-03,8.37e-02
14,694,R27b,1.79e+02,4.55e-04,8.26e-02
15,694,R7ra,2.33e+02,1.97e-04,4.65e-02
16,694,R7rc,5.31e+01,2.26e-04,1.22e-02
17,694,R13r,4.64e+01,7.13e-05,3.35e-03
18,694,R10a,2.41e+02,4.22e-05,1.03e-02
19,694,R1,1.04e+02,2.47e-04,2.60e-02
20,694,R10b,4.10e+02,2.09e-05,8.66e-03
21,694,R94,1.00e+02,4.75e-05,4.81e-03
22,694,R53r,1.39e+02,1.68e-05,2.37e-03
23,694,R93,9.97e+01,9.29e-06,9.37e-04
24,694,R8r,2.11e+02,4.43e-05,9.45e-03
25,694,R12r,1.36e+03,5.50e-08,7.59e-05
26,694,R11r,1.34e+02,4.42e-05,6.00e-03
27,694,R70,9.95e+01,1.08e-06,1.09e-04
0,696,R22,3.59e+02,2.35e-05,6.62e-03
1,696,R21,3.77e+01,1.38e-03,4.10e-02
2,696,R26r,8.92e+01,8.03e-05,5.63e-03
3,696,R3,1.15e+02,1.20e-03,1.09e-01
4,696,R27,7.81e+01,4.51e-03,2.77e-01
5,696,R7rb,3.90e+02,1.41e-04,4.31e-02
6,696,R25,1.51e+02,2.14e-04,2.54e-02
7,696,R24,1.08e+02,6.79e-05,5.79e-03
8,696,R23r,3.26e+01,4.45e-04,1.14e-02
9,696,R40,1.23e+02,2.29e-04,2.22e-02
10,696,R6r,7.84e+03,4.95e-06,3.05e-02
11,696,R5r,7.99e+00,1.37e-02,8.58e-02
12,696,R15r,7.53e+01,5.01e-05,2.96e-03
13,696,R14r,1.67e+01,2.42e-05,3.19e-04
14,696,R2r,3.22e+02,6.72e-05,1.70e-02
15,696,R28r,2.82e+02,1.28e-05,2.84e-03
16,696,R27b,1.79e+02,6.40e-04,9.01e-02
17,696,R7ra,2.33e+02,7.16e-04,1.31e-01
18,696,R7rc,5.31e+01,5.36e-04,2.24e-02
19,696,R13r,4.64e+01,1.89e-05,6.88e-04
20,696,R1,1.04e+02,5.03e-04,4.11e-02
21,696,R94,1.00e+02,3.90e-05,3.07e-03
22,696,R53r,1.39e+02,1.42e-05,1.56e-03
23,696,R29r,2.11e+02,1.30e-06,2.15e-04
24,696,R93,9.97e+01,9.29e-06,7.28e-04
25,696,R8r,2.11e+02,1.11e-04,1.83e-02
26,696,R12r,1.36e+03,9.62e-08,1.03e-04
27,696,R11r,1.34e+02,1.88e-06,1.98e-04
28,696,R95,1.00e+02,4.21e-05,3.31e-03
29,696,R70,9.95e+01,3.18e-06,2.48e-04
0,698,R54ra,3.51e-01,1.56e+01,6.17e-01
1,698,R22,3.59e+02,2.16e-05,8.73e-04
2,698,R21,3.77e+01,2.24e-02,9.49e-02
3,698,R54rb,3.24e+02,4.11e-04,1.50e-02
4,698,R26r,8.92e+01,7.69e-05,7.73e-04
5,698,R3,1.15e+02,3.95e-03,5.12e-02
6,698,R7rb,3.90e+02,6.70e-04,2.95e-02
7,698,R25,1.51e+02,6.69e-04,1.13e-02
8,698,R24,1.08e+02,1.00e-04,1.22e-03
9,698,R23r,3.26e+01,4.49e-04,1.65e-03
10,698,R40,1.23e+02,3.63e-04,5.04e-03
11,698,R6r,7.84e+03,1.20e-05,1.06e-02
12,698,R5r,7.99e+00,3.28e-02,2.95e-02
13,698,R15r,7.53e+01,1.99e-05,1.68e-04
14,698,R14r,1.67e+01,1.43e-05,2.70e-05
15,698,R2r,3.22e+02,1.70e-04,6.17e-03
16,698,R28r,2.82e+02,3.12e-05,9.90e-04
17,698,R27b,1.79e+02,1.07e-04,2.15e-03
18,698,R7ra,2.33e+02,1.57e-03,4.12e-02
19,698,R7rc,5.31e+01,2.20e-03,1.32e-02
20,698,R13r,4.64e+01,7.81e-06,4.08e-05
21,698,R1,1.04e+02,4.53e-03,5.30e-02
22,698,R29r,2.11e+02,1.56e-06,3.71e-05
23,698,R93,9.97e+01,9.29e-06,1.04e-04
24,698,R8r,2.11e+02,5.41e-04,1.28e-02
25,698,R12r,1.36e+03,5.85e-08,8.98e-06
26,698,R11r,1.34e+02,1.32e-06,1.99e-05
27,698,R95,1.00e+02,1.14e-04,1.29e-03
28,698,R70,9.95e+01,1.89e-06,2.12e-05
0,699,R54ra,3.51e-01,9.62e+00,5.46e-01
1,699,R22,3.59e+02,2.29e-05,1.33e-03
2,699,R21,3.77e+01,1.61e-02,9.83e-02
3,699,R54rb,3.24e+02,2.93e-04,1.54e-02
4,699,R26r,8.92e+01,7.32e-05,1.06e-03
5,699,R3,1.15e+02,3.21e-03,5.97e-02
6,699,R7rb,3.90e+02,5.62e-04,3.54e-02
7,699,R25,1.51e+02,6.63e-04,1.61e-02
8,699,R24,1.08e+02,8.60e-05,1.51e-03
9,699,R23r,3.26e+01,4.28e-04,2.26e-03
10,699,R40,1.23e+02,3.73e-04,7.42e-03
11,699,R6r,7.84e+03,1.10e-05,1.39e-02
12,699,R5r,7.99e+00,3.04e-02,3.93e-02
13,699,R15r,7.53e+01,2.05e-05,2.49e-04
14,699,R14r,1.67e+01,1.46e-05,3.95e-05
15,699,R2r,3.22e+02,1.53e-04,7.94e-03
16,699,R28r,2.82e+02,3.17e-05,1.44e-03
17,699,R27b,1.79e+02,1.10e-04,3.19e-03
18,699,R7ra,2.33e+02,1.36e-03,5.14e-02
19,699,R7rc,5.31e+01,1.98e-03,1.70e-02
20,699,R13r,4.64e+01,8.05e-06,6.04e-05
21,699,R1,1.04e+02,3.65e-03,6.14e-02
22,699,R94,1.00e+02,3.79e-05,6.14e-04
23,699,R53r,1.39e+02,1.24e-05,2.79e-04
24,699,R29r,2.11e+02,1.73e-06,5.89e-05
25,699,R93,9.97e+01,9.29e-06,1.50e-04
26,699,R8r,2.11e+02,4.80e-04,1.64e-02
27,699,R12r,1.36e+03,5.97e-08,1.31e-05
28,699,R11r,1.34e+02,1.33e-06,2.89e-05
29,699,R95,1.00e+02,1.14e-04,1.85e-03
30,699,R70,9.95e+01,1.93e-06,3.10e-05
0,7,R22,3.59e+02,2.01e-04,1.68e-02
1,7,R21,3.77e+01,4.77e-03,4.19e-02
2,7,R26r,8.92e+01,5.41e-04,1.12e-02
3,7,R27,7.81e+01,2.81e-02,5.11e-01
4,7,RR9,1.32e+01,2.80e-02,8.63e-02
5,7,R25,1.51e+02,1.30e-03,4.56e-02
6,7,R24,1.08e+02,7.04e-04,1.78e-02
7,7,R23r,3.26e+01,2.30e-03,1.75e-02
8,7,R10c,1.10e+02,1.04e-05,2.66e-04
9,7,R40,1.23e+02,9.87e-04,2.83e-02
10,7,R6r,7.84e+03,4.99e-06,9.10e-03
11,7,R5r,7.99e+00,7.09e-03,1.32e-02
12,7,R14r,1.67e+01,8.23e-04,3.21e-03
13,7,R2r,3.22e+02,4.16e-05,3.12e-03
14,7,R4,2.54e+01,2.24e-03,1.33e-02
15,7,R27b,1.79e+02,1.74e-03,7.26e-02
16,7,R13r,4.64e+01,1.07e-05,1.15e-04
17,7,R61r,7.99e+01,2.73e-03,5.08e-02
18,7,R10a,2.41e+02,2.78e-04,1.56e-02
19,7,R1,1.04e+02,6.46e-04,1.56e-02
20,7,R10b,4.10e+02,1.29e-04,1.23e-02
21,7,R60,2.47e+02,2.29e-04,1.32e-02
22,7,R93,9.97e+01,9.29e-06,2.16e-04
23,7,R12r,1.36e+03,4.72e-08,1.50e-05
24,7,R11r,1.34e+02,8.04e-07,2.51e-05
25,7,R95,1.00e+02,5.90e-05,1.37e-03
26,7,R70,9.95e+01,1.57e-06,3.64e-05
0,700,R22,3.59e+02,1.89e-05,6.49e-03
1,700,R21,3.77e+01,1.58e-03,5.68e-02
2,700,R26r,8.92e+01,7.12e-05,6.07e-03
3,700,R3,1.15e+02,8.54e-04,9.37e-02
4,700,R7rb,3.90e+02,1.44e-04,5.35e-02
5,700,R25,1.51e+02,1.98e-04,2.84e-02
6,700,R24,1.08e+02,4.42e-05,4.57e-03
7,700,R23r,3.26e+01,4.25e-04,1.32e-02
8,700,R40,1.23e+02,4.60e-04,5.41e-02
9,700,R6r,7.84e+03,6.54e-06,4.89e-02
10,700,R5r,7.99e+00,2.02e-02,1.54e-01
11,700,R15r,7.53e+01,2.69e-05,1.93e-03
12,700,R14r,1.67e+01,1.76e-05,2.82e-04
13,700,R2r,3.22e+02,7.21e-05,2.22e-02
14,700,R28r,2.82e+02,4.92e-05,1.32e-02
15,700,R27b,1.79e+02,4.64e-04,7.95e-02
16,700,R7ra,2.33e+02,6.73e-04,1.50e-01
17,700,R7rc,5.31e+01,9.83e-04,4.99e-02
18,700,R13r,4.64e+01,1.05e-05,4.66e-04
19,700,R1,1.04e+02,8.68e-04,8.62e-02
20,700,R94,1.00e+02,9.99e-05,9.54e-03
21,700,R53r,1.39e+02,4.93e-05,6.56e-03
22,700,R29r,2.11e+02,2.12e-05,4.27e-03
23,700,R93,9.97e+01,9.29e-06,8.84e-04
24,700,R8r,2.11e+02,2.01e-04,4.06e-02
25,700,R12r,1.36e+03,7.21e-08,9.37e-05
26,700,R11r,1.34e+02,1.52e-06,1.95e-04
27,700,R95,1.00e+02,1.47e-04,1.41e-02
28,700,R70,9.95e+01,2.56e-06,2.43e-04
0,702,R91,1.00e+02,4.65e-05,4.17e-03
1,702,R55b,5.88e+01,1.66e-04,8.75e-03
2,702,R55a,9.13e+01,1.51e-04,1.24e-02
3,702,R22,3.59e+02,2.75e-06,8.85e-04
4,702,R21,3.77e+01,2.38e-03,8.04e-02
5,702,R3,1.15e+02,9.02e-04,9.29e-02
6,702,R27,7.81e+01,3.89e-03,2.72e-01
7,702,RR9,1.32e+01,1.64e-03,1.94e-02
8,702,R7rb,3.90e+02,1.28e-04,4.46e-02
9,702,R24,1.08e+02,5.80e-06,5.64e-04
10,702,R23r,3.26e+01,3.69e-05,1.08e-03
11,702,R40,1.23e+02,1.68e-04,1.86e-02
12,702,R6r,7.84e+03,3.79e-06,2.66e-02
13,702,R5r,7.99e+00,1.08e-02,7.73e-02
14,702,R15r,7.53e+01,3.36e-05,2.27e-03
15,702,R14r,1.67e+01,1.93e-05,2.89e-04
16,702,R2r,3.22e+02,5.28e-05,1.52e-02
17,702,R28r,2.82e+02,1.88e-05,4.75e-03
18,702,R27b,1.79e+02,6.25e-04,1.00e-01
19,702,R7ra,2.33e+02,4.85e-04,1.01e-01
20,702,R7rc,5.31e+01,4.96e-04,2.36e-02
21,702,R13r,4.64e+01,1.29e-05,5.35e-04
22,702,R1,1.04e+02,7.10e-04,6.61e-02
23,702,R29r,2.11e+02,4.03e-06,7.61e-04
24,702,R93,9.97e+01,9.29e-06,8.30e-04
25,702,R8r,2.11e+02,1.07e-04,2.02e-02
26,702,R12r,1.36e+03,7.79e-08,9.51e-05
27,702,R11r,1.34e+02,1.61e-06,1.93e-04
28,702,R95,1.00e+02,3.41e-05,3.06e-03
29,702,R70,9.95e+01,3.12e-06,2.78e-04
0,703,R91,1.00e+02,4.32e-05,4.11e-03
1,703,R55b,5.88e+01,1.47e-04,8.24e-03
2,703,R55a,9.13e+01,1.36e-04,1.18e-02
3,703,R22,3.59e+02,2.09e-06,7.12e-04
4,703,R21,3.77e+01,2.30e-03,8.26e-02
5,703,R3,1.15e+02,9.83e-04,1.07e-01
6,703,R27,7.81e+01,3.55e-03,2.64e-01
7,703,R7rb,3.90e+02,1.22e-04,4.51e-02
8,703,R24,1.08e+02,4.34e-06,4.48e-04
9,703,R23r,3.26e+01,3.28e-05,1.02e-03
10,703,R40,1.23e+02,1.48e-04,1.73e-02
11,703,R6r,7.84e+03,4.02e-06,2.99e-02
12,703,R5r,7.99e+00,1.11e-02,8.46e-02
13,703,R15r,7.53e+01,4.62e-05,3.30e-03
14,703,R14r,1.67e+01,2.31e-05,3.67e-04
15,703,R2r,3.22e+02,5.50e-05,1.68e-02
16,703,R28r,2.82e+02,1.89e-05,5.06e-03
17,703,R27b,1.79e+02,5.45e-04,9.29e-02
18,703,R7ra,2.33e+02,5.68e-04,1.26e-01
19,703,R7rc,5.31e+01,4.60e-04,2.32e-02
20,703,R13r,4.64e+01,1.74e-05,7.69e-04
21,703,R1,1.04e+02,4.95e-04,4.89e-02
22,703,R94,1.00e+02,3.77e-06,3.59e-04
23,703,R53r,1.39e+02,1.33e-06,1.77e-04
24,703,R29r,2.11e+02,4.06e-06,8.13e-04
25,703,R93,9.97e+01,9.29e-06,8.80e-04
26,703,R8r,2.11e+02,9.64e-05,1.93e-02
27,703,R12r,1.36e+03,9.20e-08,1.19e-04
28,703,R11r,1.34e+02,1.82e-06,2.32e-04
29,703,R95,1.00e+02,3.28e-05,3.12e-03
30,703,R70,9.95e+01,3.45e-06,3.26e-04
0,704,R91,1.00e+02,3.64e-05,8.46e-03
1,704,R55b,5.88e+01,1.44e-04,1.96e-02
2,704,R55a,9.13e+01,1.10e-04,2.34e-02
3,704,R22,3.59e+02,7.96e-07,6.64e-04
4,704,R21,3.77e+01,1.78e-03,1.56e-01
5,704,R3,1.15e+02,3.22e-04,8.60e-02
6,704,RR9,1.32e+01,2.39e-04,7.37e-03
7,704,R80,4.00e+06,1.51e-09,1.41e-02
8,704,R7rb,3.90e+02,5.28e-05,4.79e-02
9,704,R24,1.08e+02,1.88e-06,4.75e-04
10,704,R23r,3.26e+01,2.32e-05,1.76e-03
11,704,R40,1.23e+02,1.35e-04,3.86e-02
12,704,R6r,7.84e+03,2.29e-06,4.18e-02
13,704,R5r,7.99e+00,7.04e-03,1.31e-01
14,704,R15r,7.53e+01,2.63e-05,4.61e-03
15,704,R14r,1.67e+01,1.74e-05,6.75e-04
16,704,R2r,3.22e+02,2.65e-05,1.98e-02
17,704,R28r,2.82e+02,1.84e-05,1.21e-02
18,704,R27b,1.79e+02,1.78e-04,7.42e-02
19,704,R7ra,2.33e+02,2.33e-04,1.26e-01
20,704,R7rc,5.31e+01,3.52e-04,4.35e-02
21,704,R13r,4.64e+01,1.03e-05,1.11e-03
22,704,R1,1.04e+02,3.66e-04,8.84e-02
23,704,R29r,2.11e+02,7.98e-06,3.91e-03
24,704,R93,9.97e+01,9.29e-06,2.15e-03
25,704,R8r,2.11e+02,7.33e-05,3.59e-02
26,704,R12r,1.36e+03,7.09e-08,2.25e-04
27,704,R11r,1.34e+02,1.51e-06,4.69e-04
28,704,R95,1.00e+02,4.19e-05,9.74e-03
29,704,R70,9.95e+01,2.62e-06,6.05e-04
0,705,R91,1.00e+02,3.27e-05,8.83e-03
1,705,R55b,5.88e+01,1.28e-04,2.03e-02
2,705,R55a,9.13e+01,9.87e-05,2.43e-02
3,705,R22,3.59e+02,7.65e-07,7.40e-04
4,705,R21,3.77e+01,1.61e-03,1.64e-01
5,705,R3,1.15e+02,2.89e-04,8.96e-02
6,705,R80,4.00e+06,1.62e-09,1.74e-02
7,705,R7rb,3.90e+02,4.51e-05,4.75e-02
8,705,R24,1.08e+02,1.84e-06,5.38e-04
9,705,R23r,3.26e+01,2.30e-05,2.02e-03
10,705,R10c,1.10e+02,9.78e-07,2.90e-04
11,705,R40,1.23e+02,1.09e-04,3.61e-02
12,705,R6r,7.84e+03,1.97e-06,4.17e-02
13,705,R5r,7.99e+00,6.08e-03,1.31e-01
14,705,R15r,7.53e+01,1.61e-05,3.27e-03
15,705,R2r,3.22e+02,2.33e-05,2.02e-02
16,705,R28r,2.82e+02,1.48e-05,1.12e-02
17,705,R27b,1.79e+02,1.49e-04,7.20e-02
18,705,R7ra,2.33e+02,2.02e-04,1.27e-01
19,705,R7rc,5.31e+01,3.04e-04,4.35e-02
20,705,R10a,2.41e+02,1.58e-07,1.03e-04
21,705,R1,1.04e+02,3.12e-04,8.74e-02
22,705,R10b,4.10e+02,3.52e-08,3.89e-05
23,705,R29r,2.11e+02,6.44e-06,3.66e-03
24,705,R93,9.97e+01,9.29e-06,2.50e-03
25,705,R8r,2.11e+02,6.31e-05,3.58e-02
26,705,R12r,1.36e+03,2.27e-08,8.32e-05
27,705,R11r,1.34e+02,4.48e-07,1.62e-04
28,705,R95,1.00e+02,3.34e-05,9.02e-03
29,705,R70,9.95e+01,1.33e-06,3.56e-04
0,707,R91,1.00e+02,3.47e-05,8.19e-03
1,707,R55b,5.88e+01,1.37e-04,1.90e-02
2,707,R55a,9.13e+01,1.06e-04,2.27e-02
3,707,R22,3.59e+02,7.93e-07,6.70e-04
4,707,R21,3.77e+01,1.72e-03,1.53e-01
5,707,R3,1.15e+02,3.33e-04,9.03e-02
6,707,R80,4.00e+06,1.45e-09,1.37e-02
7,707,R7rb,3.90e+02,5.25e-05,4.83e-02
8,707,R24,1.08e+02,1.87e-06,4.79e-04
9,707,R23r,3.26e+01,2.32e-05,1.78e-03
10,707,R40,1.23e+02,1.30e-04,3.77e-02
11,707,R6r,7.84e+03,2.31e-06,4.26e-02
12,707,R5r,7.99e+00,7.10e-03,1.34e-01
13,707,R15r,7.53e+01,2.64e-05,4.69e-03
14,707,R14r,1.67e+01,1.74e-05,6.85e-04
15,707,R2r,3.22e+02,2.72e-05,2.06e-02
16,707,R28r,2.82e+02,1.78e-05,1.18e-02
17,707,R27b,1.79e+02,1.74e-04,7.36e-02
18,707,R7ra,2.33e+02,2.34e-04,1.29e-01
19,707,R7rc,5.31e+01,3.53e-04,4.42e-02
20,707,R13r,4.64e+01,1.03e-05,1.13e-03
21,707,R1,1.04e+02,3.58e-04,8.77e-02
22,707,R94,1.00e+02,3.92e-06,9.24e-04
23,707,R53r,1.39e+02,1.81e-06,5.96e-04
24,707,R29r,2.11e+02,7.72e-06,3.83e-03
25,707,R93,9.97e+01,9.29e-06,2.18e-03
26,707,R8r,2.11e+02,7.32e-05,3.64e-02
27,707,R12r,1.36e+03,7.10e-08,2.28e-04
28,707,R11r,1.34e+02,1.51e-06,4.75e-04
29,707,R95,1.00e+02,4.03e-05,9.50e-03
30,707,R70,9.95e+01,2.62e-06,6.14e-04
0,708,R91,1.00e+02,4.20e-05,7.99e-04
1,708,R55b,5.88e+01,1.05e-04,1.18e-03
2,708,R54ra,3.51e-01,8.23e+00,5.49e-01
3,708,R55a,9.13e+01,7.52e-05,1.30e-03
4,708,R22,3.59e+02,1.16e-06,7.88e-05
5,708,R21,3.77e+01,1.65e-02,1.18e-01
6,708,R54rb,3.24e+02,2.52e-04,1.55e-02
7,708,R3,1.15e+02,2.77e-03,6.04e-02
8,708,R7rb,3.90e+02,4.70e-04,3.48e-02
9,708,R24,1.08e+02,3.90e-06,8.04e-05
10,708,R23r,3.26e+01,2.50e-05,1.55e-04
11,708,R40,1.23e+02,2.52e-04,5.89e-03
12,708,R6r,7.84e+03,9.01e-06,1.34e-02
13,708,R5r,7.99e+00,2.49e-02,3.77e-02
14,708,R15r,7.53e+01,2.03e-05,2.90e-04
15,708,R14r,1.67e+01,1.45e-05,4.61e-05
16,708,R2r,3.22e+02,1.27e-04,7.77e-03
17,708,R28r,2.82e+02,3.07e-05,1.64e-03
18,708,R27b,1.79e+02,1.05e-04,3.57e-03
19,708,R7ra,2.33e+02,1.12e-03,4.96e-02
20,708,R7rc,5.31e+01,1.65e-03,1.67e-02
21,708,R13r,4.64e+01,7.98e-06,7.03e-05
22,708,R1,1.04e+02,3.24e-03,6.39e-02
23,708,R29r,2.11e+02,4.02e-06,1.61e-04
24,708,R93,9.97e+01,9.29e-06,1.76e-04
25,708,R8r,2.11e+02,4.02e-04,1.61e-02
26,708,R12r,1.36e+03,5.93e-08,1.53e-05
27,708,R11r,1.34e+02,1.33e-06,3.38e-05
28,708,R95,1.00e+02,7.56e-05,1.44e-03
29,708,R70,9.95e+01,2.34e-06,4.42e-05
0,709,R91,1.00e+02,4.41e-05,8.52e-04
1,709,R55b,5.88e+01,1.11e-04,1.26e-03
2,709,R54ra,3.51e-01,7.96e+00,5.39e-01
3,709,R55a,9.13e+01,7.92e-05,1.39e-03
4,709,R22,3.59e+02,1.18e-06,8.17e-05
5,709,R21,3.77e+01,1.65e-02,1.20e-01
6,709,R54rb,3.24e+02,2.49e-04,1.56e-02
7,709,R3,1.15e+02,2.76e-03,6.11e-02
8,709,RR9,1.32e+01,3.21e-04,8.21e-04
9,709,R7rb,3.90e+02,4.70e-04,3.54e-02
10,709,R24,1.08e+02,3.93e-06,8.23e-05
11,709,R23r,3.26e+01,2.52e-05,1.58e-04
12,709,R40,1.23e+02,2.68e-04,6.38e-03
13,709,R6r,7.84e+03,9.12e-06,1.38e-02
14,709,R5r,7.99e+00,2.52e-02,3.88e-02
15,709,R15r,7.53e+01,2.05e-05,2.98e-04
16,709,R14r,1.67e+01,1.52e-05,4.91e-05
17,709,R2r,3.22e+02,1.28e-04,7.95e-03
18,709,R28r,2.82e+02,3.21e-05,1.75e-03
19,709,R27b,1.79e+02,1.10e-04,3.80e-03
20,709,R7ra,2.33e+02,1.13e-03,5.08e-02
21,709,R7rc,5.31e+01,1.67e-03,1.71e-02
22,709,R13r,4.64e+01,8.18e-06,7.32e-05
23,709,R1,1.04e+02,3.25e-03,6.52e-02
24,709,R29r,2.11e+02,4.59e-06,1.87e-04
25,709,R93,9.97e+01,9.29e-06,1.79e-04
26,709,R8r,2.11e+02,4.07e-04,1.66e-02
27,709,R12r,1.36e+03,6.27e-08,1.65e-05
28,709,R11r,1.34e+02,1.38e-06,3.56e-05
29,709,R95,1.00e+02,7.90e-05,1.52e-03
30,709,R70,9.95e+01,2.44e-06,4.69e-05
0,71,R22,3.59e+02,2.48e-05,2.69e-02
1,71,R21,3.77e+01,1.08e-03,1.23e-01
2,71,R26r,8.92e+01,9.40e-05,2.54e-02
3,71,R27,7.81e+01,1.03e-03,2.43e-01
4,71,RR9,1.32e+01,2.87e-03,1.15e-01
5,71,R80,4.00e+06,5.01e-09,6.07e-02
6,71,R25,1.51e+02,1.95e-04,8.90e-02
7,71,R24,1.08e+02,3.56e-05,1.17e-02
8,71,R23r,3.26e+01,4.28e-04,4.23e-02
9,71,R40,1.23e+02,2.66e-05,9.92e-03
10,71,R6r,7.84e+03,3.94e-07,9.36e-03
11,71,R5r,7.99e+00,5.35e-04,1.29e-02
12,71,R15r,7.53e+01,8.94e-05,2.04e-02
13,71,R14r,1.67e+01,7.92e-05,4.02e-03
14,71,R2r,3.22e+02,1.91e-06,1.87e-03
15,71,R4,2.54e+01,2.68e-04,2.07e-02
16,71,R28r,2.82e+02,1.53e-05,1.31e-02
17,71,R13r,4.64e+01,4.31e-05,6.06e-03
18,71,R61r,7.99e+01,3.00e-04,7.26e-02
19,71,R10a,2.41e+02,1.65e-05,1.21e-02
20,71,R1,1.04e+02,1.15e-04,3.63e-02
21,71,R10b,4.10e+02,7.13e-06,8.85e-03
22,71,R60,2.47e+02,1.49e-05,1.12e-02
23,71,R29r,2.11e+02,2.01e-05,1.28e-02
24,71,R93,9.97e+01,9.29e-06,2.81e-03
25,71,R12r,1.36e+03,3.12e-07,1.29e-03
26,71,R11r,1.34e+02,5.05e-06,2.05e-03
27,71,R70,9.95e+01,1.31e-05,3.94e-03
0,710,R22,3.59e+02,1.10e-05,8.85e-03
1,710,R21,3.77e+01,9.75e-04,8.22e-02
2,710,R26r,8.92e+01,4.64e-05,9.25e-03
3,710,R3,1.15e+02,3.45e-04,8.86e-02
4,710,R80,4.00e+06,1.73e-09,1.55e-02
5,710,R7rb,3.90e+02,5.53e-05,4.82e-02
6,710,R25,1.51e+02,1.35e-04,4.54e-02
7,710,R24,1.08e+02,2.74e-05,6.65e-03
8,710,R23r,3.26e+01,2.82e-04,2.05e-02
9,710,R40,1.23e+02,1.70e-04,4.69e-02
10,710,R6r,7.84e+03,2.59e-06,4.54e-02
11,710,R5r,7.99e+00,8.03e-03,1.43e-01
12,710,R15r,7.53e+01,2.69e-05,4.53e-03
13,710,R14r,1.67e+01,1.76e-05,6.60e-04
14,710,R2r,3.22e+02,2.92e-05,2.10e-02
15,710,R28r,2.82e+02,1.48e-05,9.33e-03
16,710,R27b,1.79e+02,1.71e-04,6.87e-02
