,efm,reaction,kcat,dq/dk,dlogq/dlogk
28,1295,R11r,1.34e+02,1.37e-06,4.35e-04
29,1295,R95,1.00e+02,5.71e-06,1.35e-03
30,1295,R70,9.95e+01,2.88e-06,6.77e-04
0,1297,R54ra,3.51e-01,5.95e-01,2.23e-01
1,1297,R22,3.59e+02,7.77e-07,2.97e-04
2,1297,R21,3.77e+01,3.61e-03,1.45e-01
3,1297,R54rb,3.24e+02,4.14e-05,1.43e-02
4,1297,R3,1.15e+02,3.78e-04,4.63e-02
5,1297,R7rb,3.90e+02,1.33e-04,5.52e-02
6,1297,R24,1.08e+02,2.57e-06,2.97e-04
7,1297,R23r,3.26e+01,2.25e-05,7.84e-04
8,1297,R40,1.23e+02,2.46e-05,3.24e-03
9,1297,R6r,7.84e+03,1.16e-06,9.67e-03
10,1297,R5r,7.99e+00,3.17e-03,2.70e-02
11,1297,R15r,7.53e+01,2.31e-05,1.86e-03
12,1297,R14r,1.67e+01,1.55e-05,2.77e-04
13,1297,R2r,3.22e+02,1.73e-05,5.95e-03
14,1297,R28r,2.82e+02,1.70e-06,5.10e-04
15,1297,R27b,1.79e+02,6.64e-06,1.27e-03
16,1297,R7ra,2.33e+02,4.72e-04,1.17e-01
17,1297,R7rc,5.31e+01,6.23e-04,3.53e-02
18,1297,R13r,4.64e+01,9.02e-06,4.46e-04
19,1297,R61r,7.99e+01,1.23e-03,1.05e-01
20,1297,R10a,2.41e+02,5.07e-05,1.30e-02
21,1297,R1,1.04e+02,9.32e-04,1.03e-01
22,1297,R10b,4.10e+02,1.81e-05,7.91e-03
23,1297,R60,2.47e+02,4.40e-05,1.16e-02
24,1297,R94,1.00e+02,2.51e-04,2.68e-02
25,1297,R53r,1.39e+02,9.20e-05,1.37e-02
26,1297,R29r,2.11e+02,3.12e-07,7.02e-05
27,1297,R93,9.97e+01,9.29e-06,9.88e-04
28,1297,R8r,2.11e+02,1.28e-04,2.88e-02
29,1297,R12r,1.36e+03,6.33e-08,9.20e-05
30,1297,R11r,1.34e+02,1.39e-06,1.99e-04
31,1297,R95,1.00e+02,4.13e-06,4.41e-04
32,1297,R70,9.95e+01,2.45e-06,2.60e-04
0,1298,R22,3.59e+02,1.64e-06,1.46e-03
1,1298,R21,3.77e+01,6.89e-04,6.45e-02
2,1298,R3,1.15e+02,1.72e-04,4.90e-02
3,1298,R80,4.00e+06,7.83e-11,7.78e-04
4,1298,R7rb,3.90e+02,4.91e-05,4.76e-02
5,1298,R24,1.08e+02,2.42e-06,6.51e-04
6,1298,R23r,3.26e+01,3.09e-05,2.50e-03
7,1298,R40,1.23e+02,2.36e-05,7.22e-03
8,1298,R6r,7.84e+03,8.75e-07,1.70e-02
9,1298,R5r,7.99e+00,2.46e-03,4.88e-02
10,1298,R15r,7.53e+01,2.12e-05,3.97e-03
11,1298,R14r,1.67e+01,1.51e-05,6.26e-04
12,1298,R2r,3.22e+02,1.07e-05,8.56e-03
13,1298,R28r,2.82e+02,1.57e-06,1.10e-03
14,1298,R27b,1.79e+02,1.85e-05,8.26e-03
15,1298,R7ra,2.33e+02,2.83e-04,1.64e-01
16,1298,R7rc,5.31e+01,4.40e-04,5.81e-02
17,1298,R13r,4.64e+01,8.37e-06,9.64e-04
18,1298,R61r,7.99e+01,4.38e-04,8.69e-02
19,1298,R10a,2.41e+02,3.93e-05,2.35e-02
20,1298,R1,1.04e+02,6.75e-04,1.74e-01
21,1298,R10b,4.10e+02,1.25e-05,1.27e-02
22,1298,R60,2.47e+02,3.45e-05,2.12e-02
23,1298,R94,1.00e+02,3.00e-04,7.45e-02
24,1298,R53r,1.39e+02,2.19e-04,7.59e-02
25,1298,R29r,2.11e+02,7.29e-07,3.81e-04
26,1298,R93,9.97e+01,9.29e-06,2.30e-03
27,1298,R8r,2.11e+02,7.89e-05,4.13e-02
28,1298,R12r,1.36e+03,6.17e-08,2.09e-04
29,1298,R11r,1.34e+02,1.36e-06,4.54e-04
30,1298,R95,1.00e+02,3.49e-06,8.68e-04
31,1298,R70,9.95e+01,2.86e-06,7.07e-04
0,1299,R22,3.59e+02,1.92e-06,1.54e-03
1,1299,R21,3.77e+01,7.47e-04,6.27e-02
2,1299,R3,1.15e+02,2.79e-04,7.14e-02
3,1299,R27,7.81e+01,2.67e-04,4.65e-02
4,1299,R7rb,3.90e+02,5.40e-05,4.69e-02
5,1299,R24,1.08e+02,2.92e-06,7.06e-04
6,1299,R23r,3.26e+01,3.30e-05,2.39e-03
7,1299,R40,1.23e+02,2.29e-05,6.29e-03
8,1299,R6r,7.84e+03,9.18e-07,1.60e-02
9,1299,R5r,7.99e+00,2.56e-03,4.55e-02
10,1299,R15r,7.53e+01,2.09e-05,3.50e-03
11,1299,R14r,1.67e+01,1.47e-05,5.50e-04
12,1299,R2r,3.22e+02,1.38e-05,9.92e-03
13,1299,R28r,2.82e+02,1.38e-06,8.67e-04
14,1299,R27b,1.79e+02,8.69e-05,3.47e-02
15,1299,R7ra,2.33e+02,2.91e-04,1.51e-01
16,1299,R7rc,5.31e+01,4.47e-04,5.29e-02
17,1299,R13r,4.64e+01,8.20e-06,8.46e-04
18,1299,R61r,7.99e+01,4.15e-04,7.38e-02
19,1299,R10a,2.41e+02,4.11e-05,2.21e-02
20,1299,R1,1.04e+02,6.86e-04,1.59e-01
21,1299,R10b,4.10e+02,1.33e-05,1.21e-02
22,1299,R60,2.47e+02,3.61e-05,1.99e-02
23,1299,R94,1.00e+02,2.87e-04,6.40e-02
24,1299,R53r,1.39e+02,1.72e-04,5.35e-02
25,1299,R29r,2.11e+02,4.31e-07,2.02e-04
26,1299,R93,9.97e+01,9.29e-06,2.06e-03
27,1299,R8r,2.11e+02,8.04e-05,3.77e-02
28,1299,R12r,1.36e+03,6.04e-08,1.83e-04
29,1299,R11r,1.34e+02,1.34e-06,4.01e-04
30,1299,R95,1.00e+02,2.03e-06,4.51e-04
31,1299,R70,9.95e+01,2.85e-06,6.32e-04
0,13,R22,3.59e+02,1.33e-05,1.41e-02
1,13,R21,3.77e+01,1.42e-03,1.59e-01
2,13,R26r,8.92e+01,1.12e-04,2.96e-02
3,13,RR9,1.32e+01,5.58e-03,2.19e-01
4,13,R80,4.00e+06,5.42e-09,6.44e-02
5,13,R25,1.51e+02,2.41e-04,1.08e-01
6,13,R24,1.08e+02,3.71e-05,1.19e-02
7,13,R23r,3.26e+01,4.28e-04,4.14e-02
8,13,R10c,1.10e+02,2.71e-06,8.85e-04
9,13,R40,1.23e+02,9.09e-05,3.32e-02
10,13,R6r,7.84e+03,7.86e-07,1.83e-02
11,13,R5r,7.99e+00,1.03e-03,2.45e-02
12,13,R15r,7.53e+01,2.97e-05,6.65e-03
13,13,R14r,1.67e+01,1.90e-04,9.47e-03
14,13,R2r,3.22e+02,9.40e-06,8.98e-03
15,13,R4,2.54e+01,4.97e-04,3.75e-02
16,13,R13r,4.64e+01,5.52e-06,7.60e-04
17,13,R61r,7.99e+01,3.91e-04,9.27e-02
18,13,R10a,2.41e+02,3.44e-05,2.46e-02
19,13,R1,1.04e+02,1.18e-04,3.64e-02
20,13,R10b,4.10e+02,1.48e-05,1.80e-02
21,13,R60,2.47e+02,3.04e-05,2.24e-02
22,13,R93,9.97e+01,9.29e-06,2.75e-03
23,13,R12r,1.36e+03,1.81e-08,7.33e-05
24,13,R95,1.00e+02,4.77e-05,1.42e-02
25,13,R70,9.95e+01,2.01e-06,5.93e-04
0,1301,R22,3.59e+02,1.74e-05,2.79e-02
1,1301,R21,3.77e+01,8.19e-04,1.38e-01
2,1301,R26r,8.92e+01,6.41e-05,2.55e-02
3,1301,R27,7.81e+01,7.30e-04,2.54e-01
4,1301,RR9,1.32e+01,1.32e-03,7.82e-02
5,1301,R80,4.00e+06,3.86e-09,6.87e-02
6,1301,R7rb,3.90e+02,1.84e-06,3.20e-03
7,1301,R25,1.51e+02,1.37e-04,9.17e-02
8,1301,R24,1.08e+02,2.56e-05,1.24e-02
9,1301,R23r,3.26e+01,3.11e-04,4.52e-02
10,1301,R10c,1.10e+02,3.23e-06,1.59e-03
11,1301,R40,1.23e+02,2.36e-05,1.30e-02
12,1301,R14r,1.67e+01,2.36e-04,1.76e-02
13,1301,R2r,3.22e+02,9.33e-08,1.34e-04
14,1301,R28r,2.82e+02,1.04e-05,1.31e-02
15,1301,R7ra,2.33e+02,4.44e-05,4.62e-02
16,1301,R7rc,5.31e+01,2.56e-05,6.07e-03
17,1301,R13r,4.64e+01,3.00e-06,6.20e-04
18,1301,R61r,7.99e+01,1.94e-04,6.91e-02
19,1301,R10a,2.41e+02,8.58e-06,9.21e-03
20,1301,R1,1.04e+02,9.14e-05,4.23e-02
21,1301,R10b,4.10e+02,3.72e-06,6.78e-03
22,1301,R60,2.47e+02,7.13e-06,7.86e-03
23,1301,R29r,2.11e+02,1.32e-05,1.24e-02
24,1301,R93,9.97e+01,9.29e-06,4.13e-03
25,1301,R8r,2.11e+02,3.61e-06,3.39e-03
26,1301,R12r,1.36e+03,1.16e-08,7.03e-05
27,1301,R11r,1.34e+02,2.22e-07,1.32e-04
28,1301,R70,9.95e+01,3.94e-06,1.75e-03
0,1302,R22,3.59e+02,1.32e-05,1.71e-02
1,1302,R21,3.77e+01,9.31e-04,1.27e-01
2,1302,R26r,8.92e+01,8.12e-05,2.62e-02
3,1302,R27,7.81e+01,8.90e-04,2.51e-01
4,1302,RR9,1.32e+01,2.65e-03,1.27e-01
5,1302,R80,4.00e+06,3.50e-09,5.05e-02
6,1302,R7rb,3.90e+02,2.97e-06,4.19e-03
7,1302,R25,1.51e+02,1.62e-04,8.80e-02
8,1302,R24,1.08e+02,2.67e-05,1.05e-02
9,1302,R23r,3.26e+01,3.00e-04,3.53e-02
10,1302,R10c,1.10e+02,3.19e-06,1.27e-03
11,1302,R41,7.59e+01,1.01e-04,2.78e-02
12,1302,R40,1.23e+02,9.88e-05,4.40e-02
13,1302,R14r,1.67e+01,2.25e-04,1.36e-02
14,1302,R2r,3.22e+02,1.07e-07,1.24e-04
15,1302,R28r,2.82e+02,1.32e-05,1.34e-02
16,1302,R7ra,2.33e+02,4.76e-05,4.01e-02
17,1302,R7rc,5.31e+01,3.25e-05,6.23e-03
18,1302,R13r,4.64e+01,2.96e-06,4.96e-04
19,1302,R61r,7.99e+01,2.08e-04,6.00e-02
20,1302,R10a,2.41e+02,8.08e-06,7.04e-03
21,1302,R1,1.04e+02,8.05e-05,3.02e-02
22,1302,R10b,4.10e+02,3.39e-06,5.03e-03
23,1302,R60,2.47e+02,6.72e-06,6.01e-03
24,1302,R93,9.97e+01,9.29e-06,3.35e-03
25,1302,R8r,2.11e+02,5.18e-06,3.95e-03
26,1302,R12r,1.36e+03,1.12e-08,5.52e-05
27,1302,R11r,1.34e+02,2.15e-07,1.04e-04
28,1302,R70,9.95e+01,1.68e-06,6.04e-04
0,1304,R91,1.00e+02,2.44e-05,1.53e-02
1,1304,R55b,5.88e+01,9.13e-05,3.36e-02
2,1304,R55a,9.13e+01,7.25e-05,4.14e-02
3,1304,R22,3.59e+02,6.71e-07,1.51e-03
4,1304,R21,3.77e+01,1.35e-03,3.18e-01
5,1304,R3,1.15e+02,6.27e-05,4.51e-02
6,1304,R80,4.00e+06,2.71e-09,6.77e-02
7,1304,R7rb,3.90e+02,8.75e-06,2.14e-02
8,1304,R24,1.08e+02,1.53e-06,1.04e-03
9,1304,R23r,3.26e+01,2.22e-05,4.53e-03
10,1304,R40,1.23e+02,9.44e-06,7.28e-03
11,1304,R6r,7.84e+03,3.82e-07,1.87e-02
12,1304,R5r,7.99e+00,1.21e-03,6.04e-02
13,1304,R15r,7.53e+01,3.54e-05,1.67e-02
14,1304,R14r,1.67e+01,2.04e-05,2.14e-03
15,1304,R2r,3.22e+02,5.50e-06,1.11e-02
16,1304,R7ra,2.33e+02,7.62e-05,1.11e-01
17,1304,R7rc,5.31e+01,8.03e-05,2.67e-02
18,1304,R13r,4.64e+01,1.36e-05,3.96e-03
19,1304,R61r,7.99e+01,1.62e-04,8.11e-02
20,1304,R10a,2.41e+02,3.23e-06,4.87e-03
21,1304,R1,1.04e+02,1.06e-04,6.90e-02
22,1304,R10b,4.10e+02,9.98e-07,2.56e-03
23,1304,R60,2.47e+02,2.83e-06,4.38e-03
24,1304,R93,9.97e+01,9.29e-06,5.80e-03
25,1304,R8r,2.11e+02,1.47e-05,1.94e-02
26,1304,R12r,1.36e+03,8.26e-08,7.04e-04
27,1304,R11r,1.34e+02,1.68e-06,1.41e-03
28,1304,R70,9.95e+01,4.63e-06,2.88e-03
0,1307,R22,3.59e+02,6.56e-05,1.48e-02
1,1307,R21,3.77e+01,1.85e-03,4.39e-02
2,1307,R26r,8.92e+01,1.76e-04,9.86e-03
3,1307,R27,7.81e+01,1.04e-02,5.11e-01
4,1307,RR9,1.32e+01,8.80e-03,7.34e-02
5,1307,R7rb,3.90e+02,6.84e-05,1.68e-02
6,1307,R25,1.51e+02,4.20e-04,3.97e-02
7,1307,R24,1.08e+02,2.14e-04,1.46e-02
8,1307,R23r,3.26e+01,8.12e-04,1.67e-02
9,1307,R10c,1.10e+02,4.31e-06,2.99e-04
10,1307,R40,1.23e+02,3.96e-04,3.07e-02
11,1307,R15r,7.53e+01,1.36e-05,6.46e-04
12,1307,R14r,1.67e+01,1.01e-04,1.06e-03
13,1307,R27b,1.79e+02,7.73e-04,8.72e-02
14,1307,R7ra,2.33e+02,2.35e-04,3.44e-02
15,1307,R7rc,5.31e+01,1.40e-04,4.69e-03
16,1307,R13r,4.64e+01,5.20e-06,1.52e-04
17,1307,R61r,7.99e+01,1.14e-03,5.72e-02
18,1307,R10a,2.41e+02,4.33e-05,6.56e-03
19,1307,R1,1.04e+02,2.95e-04,1.93e-02
20,1307,R10b,4.10e+02,2.05e-05,5.28e-03
21,1307,R60,2.47e+02,3.65e-05,5.68e-03
22,1307,R93,9.97e+01,9.29e-06,5.83e-04
23,1307,R8r,2.11e+02,2.96e-05,3.93e-03
24,1307,R12r,1.36e+03,3.28e-08,2.81e-05
25,1307,R95,1.00e+02,2.07e-05,1.30e-03
26,1307,R70,9.95e+01,1.39e-06,8.69e-05
0,1308,R54ra,3.51e-01,3.90e+01,7.38e-01
1,1308,R22,3.59e+02,9.43e-07,1.82e-05
2,1308,R21,3.77e+01,5.11e-02,1.04e-01
3,1308,R54rb,3.24e+02,8.78e-04,1.53e-02
4,1308,R3,1.15e+02,1.12e-03,6.91e-03
5,1308,R27,7.81e+01,2.80e-04,1.18e-03
6,1308,R7rb,3.90e+02,1.03e-03,2.17e-02
7,1308,R24,1.08e+02,3.93e-06,2.30e-05
8,1308,R23r,3.26e+01,2.35e-05,4.13e-05
9,1308,R40,1.23e+02,1.17e-05,7.78e-05
10,1308,R6r,7.84e+03,1.68e-06,7.08e-04
11,1308,R5r,7.99e+00,3.94e-03,1.69e-03
12,1308,R15r,7.53e+01,7.14e-05,2.89e-04
13,1308,R14r,1.67e+01,5.26e-05,4.74e-05
14,1308,R2r,3.22e+02,2.46e-05,4.26e-04
15,1308,R27b,1.79e+02,8.84e-06,8.53e-05
16,1308,R7ra,2.33e+02,2.92e-03,3.66e-02
17,1308,R7rc,5.31e+01,1.03e-03,2.94e-03
18,1308,R13r,4.64e+01,3.11e-05,7.77e-05
19,1308,R61r,7.99e+01,1.21e-02,5.21e-02
20,1308,R10a,2.41e+02,1.17e-04,1.52e-03
21,1308,R1,1.04e+02,1.96e-03,1.10e-02
22,1308,R10b,4.10e+02,5.04e-05,1.11e-03
23,1308,R60,2.47e+02,9.72e-05,1.30e-03
24,1308,R93,9.97e+01,9.29e-06,4.98e-05
25,1308,R8r,2.11e+02,2.45e-04,2.78e-03
26,1308,R12r,1.36e+03,2.07e-07,1.52e-05
27,1308,R11r,1.34e+02,3.52e-06,2.54e-05
28,1308,R70,9.95e+01,6.67e-06,3.57e-05
0,1309,R22,3.59e+02,3.36e-06,2.26e-03
1,1309,R21,3.77e+01,7.74e-04,5.48e-02
2,1309,R27,7.81e+01,5.07e-04,7.45e-02
3,1309,RR9,1.32e+01,3.65e-03,9.07e-02
4,1309,R7rb,3.90e+02,5.43e-05,3.98e-02
5,1309,R24,1.08e+02,4.99e-06,1.02e-03
6,1309,R23r,3.26e+01,4.35e-05,2.66e-03
7,1309,R10c,1.10e+02,2.40e-06,4.96e-04
8,1309,R40,1.23e+02,4.57e-05,1.06e-02
9,1309,R15r,7.53e+01,3.97e-06,5.62e-04
10,1309,R14r,1.67e+01,3.11e-05,9.77e-04
11,1309,R28r,2.82e+02,1.94e-06,1.03e-03
12,1309,R27b,1.79e+02,1.54e-04,5.20e-02
13,1309,R7ra,2.33e+02,2.04e-04,8.94e-02
14,1309,R7rc,5.31e+01,4.63e-04,4.62e-02
15,1309,R13r,4.64e+01,2.26e-06,1.97e-04
16,1309,R61r,7.99e+01,8.83e-04,1.32e-01
17,1309,R10a,2.41e+02,7.84e-05,3.55e-02
18,1309,R1,1.04e+02,8.78e-04,1.71e-01
19,1309,R10b,4.10e+02,3.18e-05,2.45e-02
20,1309,R60,2.47e+02,7.00e-05,3.25e-02
21,1309,R94,1.00e+02,3.16e-04,5.95e-02
22,1309,R53r,1.39e+02,1.57e-04,4.13e-02
23,1309,R29r,2.11e+02,7.54e-07,2.99e-04
24,1309,R93,9.97e+01,9.29e-06,1.74e-03
25,1309,R8r,2.11e+02,8.23e-05,3.26e-02
26,1309,R12r,1.36e+03,1.49e-08,3.82e-05
27,1309,R95,1.00e+02,2.97e-06,5.58e-04
28,1309,R70,9.95e+01,1.55e-06,2.90e-04
0,1310,R22,3.59e+02,3.52e-06,2.30e-03
1,1310,R21,3.77e+01,7.71e-04,5.29e-02
2,1310,R27,7.81e+01,5.79e-04,8.23e-02
3,1310,RR9,1.32e+01,3.86e-03,9.30e-02
4,1310,R7rb,3.90e+02,5.62e-05,3.99e-02
5,1310,R24,1.08e+02,5.31e-06,1.05e-03
6,1310,R23r,3.26e+01,4.44e-05,2.64e-03
7,1310,R10c,1.10e+02,3.74e-06,7.50e-04
8,1310,R40,1.23e+02,5.00e-05,1.12e-02
9,1310,R14r,1.67e+01,5.76e-05,1.75e-03
10,1310,R2r,3.22e+02,1.07e-07,6.27e-05
11,1310,R28r,2.82e+02,2.20e-06,1.13e-03
12,1310,R27b,1.79e+02,1.70e-04,5.55e-02
13,1310,R7ra,2.33e+02,2.07e-04,8.76e-02
14,1310,R7rc,5.31e+01,4.68e-04,4.53e-02
15,1310,R13r,4.64e+01,3.52e-06,2.97e-04
16,1310,R61r,7.99e+01,9.01e-04,1.31e-01
17,1310,R10a,2.41e+02,8.04e-05,3.52e-02
18,1310,R1,1.04e+02,8.90e-04,1.68e-01
19,1310,R10b,4.10e+02,3.29e-05,2.45e-02
20,1310,R60,2.47e+02,7.15e-05,3.22e-02
21,1310,R94,1.00e+02,3.14e-04,5.72e-02
22,1310,R53r,1.39e+02,1.53e-04,3.89e-02
23,1310,R29r,2.11e+02,8.35e-07,3.20e-04
24,1310,R93,9.97e+01,9.29e-06,1.68e-03
25,1310,R8r,2.11e+02,8.37e-05,3.21e-02
26,1310,R12r,1.36e+03,1.60e-08,3.96e-05
27,1310,R11r,1.34e+02,3.04e-07,7.41e-05
28,1310,R95,1.00e+02,3.43e-06,6.23e-04
29,1310,R70,9.95e+01,1.45e-06,2.63e-04
0,1312,R54ra,3.51e-01,4.83e+01,7.42e-01
1,1312,R22,3.59e+02,2.14e-06,3.36e-05
2,1312,R21,3.77e+01,6.27e-02,1.04e-01
3,1312,R54rb,3.24e+02,1.07e-03,1.52e-02
4,1312,RR9,1.32e+01,5.18e-03,3.00e-03
5,1312,R7rb,3.90e+02,1.16e-03,1.98e-02
6,1312,R24,1.08e+02,7.04e-06,3.34e-05
7,1312,R23r,3.26e+01,3.04e-05,4.34e-05
8,1312,R10c,1.10e+02,7.22e-06,3.48e-05
9,1312,R40,1.23e+02,7.50e-05,4.04e-04
10,1312,R15r,7.53e+01,2.31e-05,7.63e-05
11,1312,R14r,1.67e+01,1.68e-04,1.23e-04
12,1312,R28r,2.82e+02,2.37e-06,2.93e-05
13,1312,R27b,1.79e+02,7.79e-06,6.12e-05
14,1312,R7ra,2.33e+02,3.36e-03,3.43e-02
15,1312,R7rc,5.31e+01,9.94e-04,2.31e-03
16,1312,R13r,4.64e+01,8.80e-06,1.79e-05
17,1312,R61r,7.99e+01,1.68e-02,5.86e-02
18,1312,R10a,2.41e+02,3.71e-04,3.91e-03
19,1312,R1,1.04e+02,1.74e-03,7.91e-03
20,1312,R10b,4.10e+02,1.67e-04,2.99e-03
21,1312,R60,2.47e+02,2.90e-04,3.14e-03
22,1312,R29r,2.11e+02,3.45e-07,3.19e-06
23,1312,R93,9.97e+01,9.29e-06,4.05e-05
24,1312,R8r,2.11e+02,2.36e-04,2.18e-03
25,1312,R12r,1.36e+03,5.27e-08,3.14e-06
26,1312,R95,1.00e+02,5.85e-06,2.56e-05
27,1312,R70,9.95e+01,2.84e-06,1.24e-05
0,1314,R54ra,3.51e-01,4.88e+01,7.42e-01
1,1314,R22,3.59e+02,2.20e-06,3.42e-05
2,1314,R21,3.77e+01,6.35e-02,1.04e-01
3,1314,R54rb,3.24e+02,1.09e-03,1.52e-02
4,1314,RR9,1.32e+01,5.39e-03,3.09e-03
5,1314,R7rb,3.90e+02,1.17e-03,1.98e-02
6,1314,R24,1.08e+02,7.19e-06,3.37e-05
7,1314,R23r,3.26e+01,3.07e-05,4.33e-05
8,1314,R10c,1.10e+02,1.12e-05,5.33e-05
9,1314,R40,1.23e+02,8.41e-05,4.48e-04
10,1314,R14r,1.67e+01,3.05e-04,2.21e-04
11,1314,R2r,3.22e+02,2.17e-07,3.02e-06
12,1314,R28r,2.82e+02,2.79e-06,3.40e-05
13,1314,R27b,1.79e+02,9.17e-06,7.11e-05
14,1314,R7ra,2.33e+02,3.40e-03,3.43e-02
15,1314,R7rc,5.31e+01,1.01e-03,2.33e-03
16,1314,R13r,4.64e+01,1.10e-05,2.22e-05
17,1314,R61r,7.99e+01,1.70e-02,5.86e-02
18,1314,R10a,2.41e+02,3.78e-04,3.94e-03
19,1314,R1,1.04e+02,1.77e-03,7.95e-03
20,1314,R10b,4.10e+02,1.70e-04,3.01e-03
21,1314,R60,2.47e+02,2.94e-04,3.15e-03
22,1314,R29r,2.11e+02,4.33e-07,3.95e-06
23,1314,R93,9.97e+01,9.29e-06,4.00e-05
24,1314,R8r,2.11e+02,2.41e-04,2.20e-03
25,1314,R12r,1.36e+03,5.42e-08,3.19e-06
26,1314,R11r,1.34e+02,7.98e-07,4.62e-06
27,1314,R95,1.00e+02,6.88e-06,2.98e-05
28,1314,R70,9.95e+01,1.92e-06,8.26e-06
0,1315,R22,3.59e+02,2.36e-06,1.94e-03
1,1315,R21,3.77e+01,7.53e-04,6.52e-02
2,1315,RR9,1.32e+01,2.63e-03,8.01e-02
3,1315,R80,4.00e+06,1.35e-10,1.24e-03
4,1315,R7rb,3.90e+02,4.58e-05,4.10e-02
5,1315,R24,1.08e+02,3.03e-06,7.56e-04
6,1315,R23r,3.26e+01,3.70e-05,2.77e-03
7,1315,R10c,1.10e+02,2.23e-06,5.65e-04
8,1315,R40,1.23e+02,3.94e-05,1.11e-02
9,1315,R15r,7.53e+01,4.13e-06,7.13e-04
10,1315,R14r,1.67e+01,3.26e-05,1.25e-03
11,1315,R28r,2.82e+02,2.46e-06,1.59e-03
12,1315,R27b,1.79e+02,2.23e-05,9.19e-03
13,1315,R7ra,2.33e+02,1.97e-04,1.05e-01
14,1315,R7rc,5.31e+01,4.48e-04,5.46e-02
15,1315,R13r,4.64e+01,2.05e-06,2.18e-04
16,1315,R61r,7.99e+01,8.11e-04,1.49e-01
17,1315,R10a,2.41e+02,6.61e-05,3.66e-02
18,1315,R1,1.04e+02,7.79e-04,1.86e-01
19,1315,R10b,4.10e+02,2.52e-05,2.37e-02
20,1315,R60,2.47e+02,5.88e-05,3.34e-02
21,1315,R94,1.00e+02,3.40e-04,7.82e-02
22,1315,R53r,1.39e+02,2.30e-04,7.35e-02
23,1315,R29r,2.11e+02,1.19e-06,5.75e-04
24,1315,R93,9.97e+01,9.29e-06,2.13e-03
25,1315,R8r,2.11e+02,7.85e-05,3.80e-02
26,1315,R12r,1.36e+03,1.26e-08,3.94e-05
27,1315,R95,1.00e+02,5.40e-06,1.24e-03
28,1315,R70,9.95e+01,1.40e-06,3.20e-04
0,1317,R54ra,3.51e-01,3.77e+01,7.39e-01
1,1317,R22,3.59e+02,9.45e-07,1.89e-05
2,1317,R21,3.77e+01,4.94e-02,1.04e-01
3,1317,R54rb,3.24e+02,8.48e-04,1.53e-02
4,1317,R3,1.15e+02,1.09e-03,7.00e-03
5,1317,R80,4.00e+06,1.97e-10,4.40e-05
6,1317,R7rb,3.90e+02,9.96e-04,2.17e-02
7,1317,R24,1.08e+02,3.94e-06,2.38e-05
8,1317,R23r,3.26e+01,2.35e-05,4.28e-05
9,1317,R40,1.23e+02,1.18e-05,8.09e-05
10,1317,R6r,7.84e+03,1.66e-06,7.26e-04
11,1317,R5r,7.99e+00,3.90e-03,1.74e-03
12,1317,R15r,7.53e+01,7.12e-05,3.00e-04
13,1317,R14r,1.67e+01,5.26e-05,4.91e-05
14,1317,R2r,3.22e+02,2.43e-05,4.36e-04
15,1317,R7ra,2.33e+02,2.82e-03,3.67e-02
16,1317,R7rc,5.31e+01,9.99e-04,2.96e-03
17,1317,R13r,4.64e+01,3.11e-05,8.05e-05
18,1317,R61r,7.99e+01,1.17e-02,5.21e-02
19,1317,R10a,2.41e+02,1.13e-04,1.52e-03
20,1317,R1,1.04e+02,1.91e-03,1.11e-02
21,1317,R10b,4.10e+02,4.85e-05,1.11e-03
22,1317,R60,2.47e+02,9.37e-05,1.29e-03
23,1317,R93,9.97e+01,9.29e-06,5.17e-05
24,1317,R8r,2.11e+02,2.38e-04,2.81e-03
25,1317,R12r,1.36e+03,2.07e-07,1.58e-05
26,1317,R11r,1.34e+02,3.52e-06,2.64e-05
27,1317,R70,9.95e+01,6.67e-06,3.70e-05
0,1319,R54ra,3.51e-01,8.90e-01,2.66e-01
1,1319,R22,3.59e+02,1.27e-06,3.87e-04
2,1319,R21,3.77e+01,4.59e-03,1.47e-01
3,1319,R54rb,3.24e+02,5.49e-05,1.51e-02
4,1319,RR9,1.32e+01,2.96e-03,3.33e-02
5,1319,R7rb,3.90e+02,1.32e-04,4.40e-02
6,1319,R24,1.08e+02,3.54e-06,3.27e-04
7,1319,R23r,3.26e+01,2.60e-05,7.22e-04
8,1319,R10c,1.10e+02,3.02e-06,2.83e-04
9,1319,R40,1.23e+02,5.78e-05,6.07e-03
10,1319,R15r,7.53e+01,6.72e-06,4.31e-04
11,1319,R14r,1.67e+01,5.06e-05,7.22e-04
12,1319,R28r,2.82e+02,2.75e-06,6.60e-04
13,1319,R27b,1.79e+02,1.01e-05,1.54e-03
14,1319,R7ra,2.33e+02,4.53e-04,8.98e-02
15,1319,R7rc,5.31e+01,6.29e-04,2.84e-02
16,1319,R13r,4.64e+01,3.23e-06,1.28e-04
17,1319,R61r,7.99e+01,2.14e-03,1.45e-01
18,1319,R10a,2.41e+02,1.17e-04,2.41e-02
19,1319,R1,1.04e+02,1.04e-03,9.17e-02
20,1319,R10b,4.10e+02,5.22e-05,1.82e-02
21,1319,R60,2.47e+02,1.04e-04,2.20e-02
22,1319,R94,1.00e+02,3.03e-04,2.58e-02
23,1319,R53r,1.39e+02,1.09e-04,1.30e-02
24,1319,R29r,2.11e+02,8.08e-07,1.45e-04
25,1319,R93,9.97e+01,9.29e-06,7.88e-04
26,1319,R8r,2.11e+02,1.27e-04,2.28e-02
27,1319,R12r,1.36e+03,2.18e-08,2.53e-05
