,efm,reaction,kcat,dq/dk,dlogq/dlogk
12,327,r5r,7.99e+00,7.71e-03,1.04e-01
13,327,r14r,1.67e+01,1.32e-04,3.73e-03
14,327,r2r,3.22e+02,3.54e-05,1.92e-02
15,327,r28r,2.82e+02,9.36e-06,4.45e-03
16,327,r27b,1.79e+02,4.43e-05,1.34e-02
17,327,r7ra,2.33e+02,2.96e-04,1.16e-01
18,327,r7rc,5.31e+01,3.72e-04,3.34e-02
19,327,r13r,4.64e+01,2.78e-06,2.18e-04
20,327,r10a,2.41e+02,6.40e-07,2.61e-04
21,327,r1,1.04e+02,3.61e-04,6.34e-02
22,327,r10b,4.10e+02,2.28e-07,1.58e-04
23,327,r94,1.00e+02,2.56e-05,4.32e-03
24,327,r53r,1.39e+02,9.53e-06,2.24e-03
25,327,r29r,2.11e+02,1.18e-06,4.20e-04
26,327,r93,9.97e+01,8.03e-06,1.35e-03
27,327,r8r,2.11e+02,7.90e-05,2.81e-02
28,327,r12r,1.36e+03,1.16e-08,2.66e-05
29,327,r11r,1.34e+02,2.21e-07,4.99e-05
30,327,r95,1.00e+02,4.03e-05,6.81e-03
31,327,r70,9.95e+01,7.74e-07,1.30e-04
0,328,r91,1.00e+02,8.84e-05,6.52e-03
1,328,r55b,5.88e+01,3.62e-04,1.57e-02
2,328,r55a,9.13e+01,2.76e-04,1.86e-02
3,328,r22,3.59e+02,8.28e-07,2.19e-04
4,328,r21,3.77e+01,4.14e-03,1.15e-01
5,328,r3,1.15e+02,8.90e-04,7.54e-02
6,328,rr9,1.32e+01,4.81e-03,4.69e-02
7,328,r7rb,3.90e+02,1.78e-04,5.13e-02
8,328,r24,1.08e+02,1.82e-06,1.46e-04
9,328,r23r,3.26e+01,2.13e-05,5.12e-04
10,328,r10c,1.10e+02,1.89e-06,1.54e-04
11,328,r40,1.23e+02,5.90e-04,5.36e-02
12,328,r6r,7.84e+03,7.19e-06,4.15e-02
13,328,r5r,7.99e+00,2.20e-02,1.29e-01
14,328,r15r,7.53e+01,6.96e-06,3.86e-04
15,328,r14r,1.67e+01,5.74e-05,7.08e-04
16,328,r2r,3.22e+02,7.49e-05,1.78e-02
17,328,r28r,2.82e+02,8.21e-05,1.70e-02
18,328,r27b,1.79e+02,6.58e-04,8.69e-02
19,328,r7ra,2.33e+02,7.42e-04,1.27e-01
20,328,r7rc,5.31e+01,1.14e-03,4.46e-02
21,328,r13r,4.64e+01,1.83e-06,6.25e-05
22,328,r10a,2.41e+02,3.83e-07,6.80e-05
23,328,r1,1.04e+02,1.21e-03,9.29e-02
24,328,r10b,4.10e+02,1.28e-07,3.86e-05
25,328,r29r,2.11e+02,3.41e-05,5.30e-03
26,328,r93,9.97e+01,8.03e-06,5.90e-04
27,328,r8r,2.11e+02,2.41e-04,3.74e-02
28,328,r12r,1.36e+03,1.03e-08,1.04e-05
29,328,r95,1.00e+02,1.88e-04,1.38e-02
30,328,r70,9.95e+01,8.34e-07,6.11e-05
0,329,r22,3.59e+02,1.60e-05,6.34e-03
1,329,r21,3.77e+01,1.34e-03,5.58e-02
2,329,r26r,8.92e+01,5.96e-05,5.89e-03
3,329,r3,1.15e+02,7.38e-04,9.39e-02
4,329,r7rb,3.90e+02,1.24e-04,5.37e-02
5,329,r25,1.51e+02,1.65e-04,2.75e-02
6,329,r24,1.08e+02,3.71e-05,4.45e-03
7,329,r23r,3.26e+01,3.56e-04,1.28e-02
8,329,r10c,1.10e+02,2.70e-06,3.29e-04
9,329,r40,1.23e+02,3.98e-04,5.43e-02
10,329,r6r,7.84e+03,5.65e-06,4.90e-02
11,329,r5r,7.99e+00,1.75e-02,1.55e-01
12,329,r14r,1.67e+01,1.18e-04,2.19e-03
13,329,r2r,3.22e+02,6.17e-05,2.20e-02
14,329,r28r,2.82e+02,4.28e-05,1.34e-02
15,329,r27b,1.79e+02,4.02e-04,7.98e-02
16,329,r7ra,2.33e+02,5.83e-04,1.51e-01
17,329,r7rc,5.31e+01,8.51e-04,5.01e-02
18,329,r13r,4.64e+01,2.48e-06,1.27e-04
19,329,r10a,2.41e+02,5.17e-07,1.38e-04
20,329,r1,1.04e+02,7.53e-04,8.66e-02
21,329,r10b,4.10e+02,1.60e-07,7.26e-05
22,329,r94,1.00e+02,8.75e-05,9.70e-03
23,329,r53r,1.39e+02,4.32e-05,6.67e-03
24,329,r29r,2.11e+02,1.85e-05,4.31e-03
25,329,r93,9.97e+01,8.03e-06,8.86e-04
26,329,r8r,2.11e+02,1.74e-04,4.07e-02
27,329,r12r,1.36e+03,9.04e-09,1.36e-05
28,329,r11r,1.34e+02,1.75e-07,2.60e-05
29,329,r95,1.00e+02,1.27e-04,1.41e-02
30,329,r70,9.95e+01,7.99e-07,8.80e-05
0,330,r91,1.00e+02,4.08e-05,5.77e-03
1,330,r55b,5.88e+01,1.48e-04,1.23e-02
2,330,r55a,9.13e+01,1.26e-04,1.62e-02
3,330,r22,3.59e+02,1.49e-06,7.56e-04
4,330,r21,3.77e+01,2.04e-03,1.09e-01
5,330,r3,1.15e+02,6.09e-04,9.88e-02
6,330,r27,7.81e+01,1.51e-03,1.67e-01
7,330,rr9,1.32e+01,8.84e-04,1.65e-02
8,330,r7rb,3.90e+02,8.06e-05,4.44e-02
9,330,r24,1.08e+02,3.09e-06,4.73e-04
10,330,r23r,3.26e+01,2.63e-05,1.21e-03
11,330,r10c,1.10e+02,2.94e-06,4.57e-04
12,330,r40,1.23e+02,1.49e-04,2.59e-02
13,330,r6r,7.84e+03,2.89e-06,3.20e-02
14,330,r5r,7.99e+00,8.55e-03,9.64e-02
15,330,r14r,1.67e+01,1.32e-04,3.11e-03
16,330,r2r,3.22e+02,3.93e-05,1.79e-02
17,330,r28r,2.82e+02,1.78e-05,7.09e-03
18,330,r27b,1.79e+02,3.76e-04,9.51e-02
19,330,r7ra,2.33e+02,3.28e-04,1.08e-01
20,330,r7rc,5.31e+01,4.20e-04,3.15e-02
21,330,r13r,4.64e+01,2.76e-06,1.81e-04
22,330,r10a,2.41e+02,6.33e-07,2.15e-04
23,330,r1,1.04e+02,5.23e-04,7.67e-02
24,330,r10b,4.10e+02,2.24e-07,1.29e-04
25,330,r29r,2.11e+02,5.53e-06,1.64e-03
26,330,r93,9.97e+01,8.03e-06,1.13e-03
27,330,r8r,2.11e+02,8.94e-05,2.66e-02
28,330,r12r,1.36e+03,1.14e-08,2.20e-05
29,330,r11r,1.34e+02,2.18e-07,4.13e-05
30,330,r95,1.00e+02,3.09e-05,4.36e-03
31,330,r70,9.95e+01,1.05e-06,1.47e-04
0,331,r54ra,3.51e-01,3.35e+01,7.19e-01
1,331,r22,3.59e+02,1.33e-06,2.93e-05
2,331,r21,3.77e+01,3.88e-02,8.93e-02
3,331,r54rb,3.24e+02,7.12e-04,1.41e-02
4,331,r3,1.15e+02,5.41e-03,3.80e-02
5,331,r7rb,3.90e+02,8.62e-04,2.06e-02
6,331,r24,1.08e+02,4.58e-06,3.04e-05
7,331,r23r,3.26e+01,2.35e-05,4.69e-05
8,331,r10c,1.10e+02,4.78e-06,3.22e-05
9,331,r41,7.59e+01,8.81e-04,4.09e-03
10,331,r40,1.23e+02,3.18e-04,2.40e-03
11,331,r6r,7.84e+03,1.37e-05,6.54e-03
12,331,r5r,7.99e+00,3.66e-02,1.79e-02
13,331,r14r,1.67e+01,8.33e-05,8.53e-05
14,331,r2r,3.22e+02,1.98e-04,3.90e-03
15,331,r28r,2.82e+02,2.44e-06,4.20e-05
16,331,r27b,1.79e+02,8.07e-06,8.84e-05
17,331,r7ra,2.33e+02,1.95e-03,2.78e-02
18,331,r7rc,5.31e+01,2.56e-03,8.30e-03
19,331,r13r,4.64e+01,4.47e-06,1.27e-05
20,331,r10a,2.41e+02,1.56e-06,2.29e-05
21,331,r1,1.04e+02,6.22e-03,3.95e-02
22,331,r10b,4.10e+02,7.00e-07,1.75e-05
23,331,r29r,2.11e+02,4.32e-06,5.57e-05
24,331,r93,9.97e+01,8.03e-06,4.89e-05
25,331,r8r,2.11e+02,6.42e-04,8.28e-03
26,331,r12r,1.36e+03,2.22e-08,1.85e-06
27,331,r11r,1.34e+02,4.31e-07,3.53e-06
28,331,r95,1.00e+02,6.01e-06,3.67e-05
29,331,r70,9.95e+01,8.97e-07,5.46e-06
0,333,r91,1.00e+02,3.71e-05,5.54e-03
1,333,r55b,5.88e+01,1.29e-04,1.13e-02
2,333,r55a,9.13e+01,1.12e-04,1.53e-02
3,333,r22,3.59e+02,1.32e-06,7.05e-04
4,333,r21,3.77e+01,1.93e-03,1.08e-01
5,333,r3,1.15e+02,6.41e-04,1.10e-01
6,333,r27,7.81e+01,1.35e-03,1.57e-01
7,333,r7rb,3.90e+02,7.72e-05,4.49e-02
8,333,r24,1.08e+02,2.74e-06,4.42e-04
9,333,r23r,3.26e+01,2.51e-05,1.22e-03
10,333,r10c,1.10e+02,2.88e-06,4.73e-04
11,333,r40,1.23e+02,1.34e-04,2.45e-02
12,333,r6r,7.84e+03,2.99e-06,3.49e-02
13,333,r5r,7.99e+00,8.71e-03,1.04e-01
14,333,r14r,1.67e+01,1.60e-04,3.98e-03
15,333,r2r,3.22e+02,4.04e-05,1.94e-02
16,333,r28r,2.82e+02,1.73e-05,7.27e-03
17,333,r27b,1.79e+02,3.43e-04,9.16e-02
18,333,r7ra,2.33e+02,3.64e-04,1.27e-01
19,333,r7rc,5.31e+01,4.00e-04,3.17e-02
20,333,r13r,4.64e+01,2.70e-06,1.86e-04
21,333,r10a,2.41e+02,6.04e-07,2.17e-04
22,333,r1,1.04e+02,4.25e-04,6.58e-02
23,333,r10b,4.10e+02,2.08e-07,1.27e-04
24,333,r94,1.00e+02,5.46e-06,8.15e-04
25,333,r53r,1.39e+02,2.02e-06,4.20e-04
26,333,r29r,2.11e+02,5.16e-06,1.62e-03
27,333,r93,9.97e+01,8.03e-06,1.19e-03
28,333,r8r,2.11e+02,8.37e-05,2.63e-02
29,333,r12r,1.36e+03,1.09e-08,2.21e-05
30,333,r11r,1.34e+02,2.08e-07,4.15e-05
31,333,r95,1.00e+02,2.89e-05,4.31e-03
32,333,r70,9.95e+01,1.12e-06,1.65e-04
0,335,r54ra,3.51e-01,1.48e+01,5.68e-01
1,335,r22,3.59e+02,4.00e-05,1.56e-03
2,335,r21,3.77e+01,2.33e-02,9.57e-02
3,335,r54rb,3.24e+02,4.29e-04,1.52e-02
4,335,r26r,8.92e+01,1.23e-04,1.20e-03
5,335,r3,1.15e+02,4.35e-03,5.45e-02
6,335,rr9,1.32e+01,3.64e-03,5.26e-03
7,335,r7rb,3.90e+02,7.68e-04,3.27e-02
8,335,r25,1.51e+02,1.04e-03,1.71e-02
9,335,r24,1.08e+02,1.48e-04,1.75e-03
10,335,r23r,3.26e+01,6.83e-04,2.43e-03
11,335,r10c,1.10e+02,2.62e-06,3.15e-05
12,335,r40,1.23e+02,6.22e-04,8.35e-03
13,335,r6r,7.84e+03,1.45e-05,1.24e-02
14,335,r5r,7.99e+00,3.99e-02,3.47e-02
15,335,r15r,7.53e+01,6.16e-06,5.06e-05
16,335,r14r,1.67e+01,4.58e-05,8.36e-05
17,335,r2r,3.22e+02,2.00e-04,7.00e-03
18,335,r28r,2.82e+02,4.91e-05,1.51e-03
19,335,r27b,1.79e+02,1.70e-04,3.32e-03
20,335,r7ra,2.33e+02,1.84e-03,4.67e-02
21,335,r7rc,5.31e+01,2.65e-03,1.54e-02
22,335,r13r,4.64e+01,2.84e-06,1.44e-05
23,335,r10a,2.41e+02,7.50e-07,1.97e-05
24,335,r1,1.04e+02,5.13e-03,5.82e-02
25,335,r10b,4.10e+02,3.17e-07,1.42e-05
26,335,r29r,2.11e+02,2.88e-06,6.63e-05
27,335,r93,9.97e+01,8.03e-06,8.73e-05
28,335,r8r,2.11e+02,6.50e-04,1.49e-02
29,335,r12r,1.36e+03,1.88e-08,2.80e-06
30,335,r95,1.00e+02,1.86e-04,2.03e-03
31,335,r70,9.95e+01,5.99e-07,6.50e-06
0,22,r22,3.59e+02,6.05e-05,2.75e-02
1,22,r21,3.77e+01,1.38e-03,6.62e-02
2,22,r26r,8.92e+01,1.55e-04,1.76e-02
3,22,r27,7.81e+01,4.16e-03,4.12e-01
4,22,rr9,1.32e+01,4.96e-03,8.33e-02
5,22,r25,1.51e+02,3.67e-04,7.00e-02
6,22,r24,1.08e+02,1.44e-04,1.97e-02
7,22,r23r,3.26e+01,7.44e-04,3.08e-02
8,22,r10c,1.10e+02,4.00e-06,5.58e-04
9,22,r40,1.23e+02,3.77e-05,5.90e-03
10,22,r6r,7.84e+03,8.30e-07,8.24e-03
11,22,r5r,7.99e+00,1.13e-03,1.14e-02
12,22,r14r,1.67e+01,6.54e-04,1.39e-02
13,22,r2r,3.22e+02,6.32e-06,2.58e-03
14,22,r4,2.54e+01,3.25e-04,1.05e-02
15,22,r28r,2.82e+02,2.47e-05,8.81e-03
16,22,r27b,1.79e+02,3.92e-04,8.91e-02
17,22,r13r,4.64e+01,4.06e-06,2.39e-04
18,22,r61r,7.99e+01,5.35e-04,5.42e-02
19,22,r10a,2.41e+02,4.16e-05,1.27e-02
20,22,r1,1.04e+02,2.03e-04,2.68e-02
21,22,r10b,4.10e+02,1.97e-05,1.02e-02
22,22,r60,2.47e+02,3.54e-05,1.11e-02
23,22,r29r,2.11e+02,2.04e-05,5.45e-03
24,22,r93,9.97e+01,8.03e-06,1.01e-03
25,22,r12r,1.36e+03,1.91e-08,3.30e-05
26,22,r11r,1.34e+02,3.49e-07,5.93e-05
27,22,r70,9.95e+01,1.17e-06,1.48e-04
0,338,r54ra,3.51e-01,8.31e+00,5.47e-01
1,338,r22,3.59e+02,1.92e-05,1.29e-03
2,338,r21,3.77e+01,1.39e-02,9.83e-02
3,338,r54rb,3.24e+02,2.53e-04,1.54e-02
4,338,r26r,8.92e+01,6.15e-05,1.03e-03
5,338,r3,1.15e+02,2.77e-03,5.97e-02
6,338,r7rb,3.90e+02,4.85e-04,3.55e-02
7,338,r25,1.51e+02,5.55e-04,1.57e-02
8,338,r24,1.08e+02,7.21e-05,1.46e-03
9,338,r23r,3.26e+01,3.58e-04,2.19e-03
10,338,r10c,1.10e+02,3.87e-06,7.97e-05
11,338,r40,1.23e+02,3.21e-04,7.40e-03
12,338,r6r,7.84e+03,9.48e-06,1.39e-02
13,338,r5r,7.99e+00,2.63e-02,3.93e-02
14,338,r14r,1.67e+01,9.19e-05,2.88e-04
15,338,r2r,3.22e+02,1.31e-04,7.89e-03
16,338,r28r,2.82e+02,2.76e-05,1.45e-03
17,338,r27b,1.79e+02,9.58e-05,3.21e-03
18,338,r7ra,2.33e+02,1.18e-03,5.15e-02
19,338,r7rc,5.31e+01,1.71e-03,1.71e-02
20,338,r13r,4.64e+01,3.68e-06,3.20e-05
21,338,r10a,2.41e+02,1.09e-06,4.94e-05
22,338,r1,1.04e+02,3.16e-03,6.15e-02
23,338,r10b,4.10e+02,4.64e-07,3.56e-05
24,338,r94,1.00e+02,3.39e-05,6.34e-04
25,338,r53r,1.39e+02,1.11e-05,2.89e-04
26,338,r29r,2.11e+02,1.52e-06,6.00e-05
27,338,r93,9.97e+01,8.03e-06,1.50e-04
28,338,r8r,2.11e+02,4.15e-04,1.64e-02
29,338,r12r,1.36e+03,1.77e-08,4.51e-06
30,338,r11r,1.34e+02,3.40e-07,8.53e-06
31,338,r95,1.00e+02,9.86e-05,1.85e-03
32,338,r70,9.95e+01,5.17e-07,9.63e-06
0,346,r91,1.00e+02,3.01e-05,5.42e-03
1,346,r55b,5.88e+01,1.14e-04,1.20e-02
2,346,r55a,9.13e+01,9.66e-05,1.59e-02
3,346,r22,3.59e+02,1.72e-06,1.11e-03
4,346,r21,3.77e+01,1.60e-03,1.08e-01
5,346,r3,1.15e+02,4.76e-04,9.84e-02
6,346,rr9,1.32e+01,6.71e-04,1.60e-02
7,346,r80,7.10e+01,1.91e-03,2.44e-01
8,346,r7rb,3.90e+02,6.64e-05,4.66e-02
9,346,r24,1.08e+02,3.53e-06,6.88e-04
10,346,r23r,3.26e+01,2.79e-05,1.63e-03
11,346,r10c,1.10e+02,3.00e-06,5.95e-04
12,346,r40,1.23e+02,1.17e-04,2.59e-02
13,346,r6r,7.84e+03,2.24e-06,3.16e-02
14,346,r5r,7.99e+00,6.65e-03,9.56e-02
15,346,r14r,1.67e+01,1.19e-04,3.58e-03
16,346,r2r,3.22e+02,3.06e-05,1.77e-02
17,346,r28r,2.82e+02,1.25e-05,6.33e-03
18,346,r27b,1.79e+02,5.53e-05,1.78e-02
19,346,r7ra,2.33e+02,2.46e-04,1.03e-01
20,346,r7rc,5.31e+01,3.39e-04,3.24e-02
21,346,r13r,4.64e+01,2.83e-06,2.36e-04
22,346,r10a,2.41e+02,6.62e-07,2.87e-04
23,346,r1,1.04e+02,4.19e-04,7.84e-02
24,346,r10b,4.10e+02,2.40e-07,1.77e-04
25,346,r29r,2.11e+02,3.71e-06,1.41e-03
26,346,r93,9.97e+01,8.03e-06,1.44e-03
27,346,r8r,2.11e+02,7.31e-05,2.77e-02
28,346,r12r,1.36e+03,1.19e-08,2.92e-05
29,346,r11r,1.34e+02,2.28e-07,5.49e-05
30,346,r95,1.00e+02,3.01e-05,5.41e-03
31,346,r70,9.95e+01,1.04e-06,1.87e-04
0,349,r91,1.00e+02,3.80e-05,8.24e-04
1,349,r55b,5.88e+01,9.62e-05,1.22e-03
2,349,r54ra,3.51e-01,7.12e+00,5.41e-01
3,349,r55a,9.13e+01,6.84e-05,1.35e-03
4,349,r22,3.59e+02,1.04e-06,8.05e-05
5,349,r21,3.77e+01,1.45e-02,1.19e-01
6,349,r54rb,3.24e+02,2.21e-04,1.55e-02
7,349,r3,1.15e+02,2.44e-03,6.08e-02
8,349,rr9,1.32e+01,4.13e-04,1.19e-03
9,349,r7rb,3.90e+02,4.17e-04,3.52e-02
10,349,r24,1.08e+02,3.43e-06,8.07e-05
11,349,r23r,3.26e+01,2.18e-05,1.54e-04
12,349,r10c,1.10e+02,3.97e-06,9.46e-05
13,349,r40,1.23e+02,2.43e-04,6.49e-03
14,349,r6r,7.84e+03,8.07e-06,1.37e-02
15,349,r5r,7.99e+00,2.23e-02,3.85e-02
16,349,r14r,1.67e+01,8.94e-05,3.24e-04
17,349,r2r,3.22e+02,1.13e-04,7.84e-03
18,349,r28r,2.82e+02,2.88e-05,1.76e-03
19,349,r27b,1.79e+02,9.85e-05,3.82e-03
20,349,r7ra,2.33e+02,1.00e-03,5.06e-02
21,349,r7rc,5.31e+01,1.48e-03,1.71e-02
22,349,r13r,4.64e+01,3.78e-06,3.80e-05
23,349,r10a,2.41e+02,1.14e-06,5.95e-05
24,349,r1,1.04e+02,2.88e-03,6.49e-02
25,349,r10b,4.10e+02,4.91e-07,4.36e-05
26,349,r29r,2.11e+02,4.27e-06,1.95e-04
27,349,r93,9.97e+01,8.03e-06,1.73e-04
28,349,r8r,2.11e+02,3.62e-04,1.65e-02
29,349,r12r,1.36e+03,1.83e-08,5.39e-06
30,349,r11r,1.34e+02,3.52e-07,1.02e-05
31,349,r95,1.00e+02,7.08e-05,1.53e-03
32,349,r70,9.95e+01,8.49e-07,1.83e-05
0,350,r22,3.59e+02,2.44e-06,1.01e-03
1,350,r21,3.77e+01,4.12e-04,1.80e-02
2,350,r3,1.15e+02,1.05e-03,1.39e-01
3,350,r80,7.10e+01,7.27e-04,5.98e-02
4,350,r7rb,3.90e+02,1.13e-04,5.11e-02
5,350,r24,1.08e+02,2.98e-06,3.74e-04
6,350,r23r,3.26e+01,3.53e-05,1.33e-03
7,350,r10c,1.10e+02,2.70e-06,3.45e-04
8,350,r41,7.59e+01,1.93e-04,1.69e-02
9,350,r40,1.23e+02,3.62e-04,5.17e-02
10,350,r6r,7.84e+03,5.92e-06,5.38e-02
11,350,r5r,7.99e+00,1.85e-02,1.71e-01
12,350,r14r,1.67e+01,1.25e-04,2.43e-03
13,350,r2r,3.22e+02,7.89e-05,2.94e-02
14,350,r28r,2.82e+02,3.67e-06,1.20e-03
15,350,r27b,1.79e+02,2.60e-05,5.39e-03
16,350,r7ra,2.33e+02,6.20e-04,1.68e-01
17,350,r7rc,5.31e+01,8.19e-04,5.04e-02
18,350,r13r,4.64e+01,2.48e-06,1.33e-04
19,350,r10a,2.41e+02,5.19e-07,1.45e-04
20,350,r1,1.04e+02,7.32e-04,8.81e-02
21,350,r10b,4.10e+02,1.61e-07,7.67e-05
22,350,r94,1.00e+02,2.28e-04,2.64e-02
23,350,r53r,1.39e+02,1.25e-04,2.02e-02
24,350,r29r,2.11e+02,1.06e-05,2.58e-03
25,350,r93,9.97e+01,8.03e-06,9.27e-04
26,350,r8r,2.11e+02,1.60e-04,3.92e-02
27,350,r12r,1.36e+03,9.10e-09,1.44e-05
28,350,r11r,1.34e+02,1.76e-07,2.74e-05
29,350,r95,1.00e+02,7.35e-06,8.52e-04
30,350,r70,9.95e+01,1.22e-06,1.40e-04
0,352,r22,3.59e+02,1.50e-06,6.65e-04
1,352,r21,3.77e+01,3.36e-04,1.56e-02
2,352,r3,1.15e+02,6.40e-04,9.09e-02
3,352,r7rb,3.90e+02,1.09e-04,5.25e-02
4,352,r24,1.08e+02,1.97e-06,2.64e-04
5,352,r23r,3.26e+01,2.77e-05,1.12e-03
6,352,r10c,1.10e+02,2.64e-06,3.59e-04
7,352,r41,7.59e+01,1.96e-04,1.84e-02
8,352,r40,1.23e+02,4.00e-04,6.08e-02
9,352,r6r,7.84e+03,6.07e-06,5.88e-02
10,352,r5r,7.99e+00,1.92e-02,1.89e-01
11,352,r14r,1.67e+01,1.23e-04,2.54e-03
12,352,r2r,3.22e+02,5.87e-05,2.34e-02
13,352,r28r,2.82e+02,9.11e-06,3.17e-03
14,352,r27b,1.79e+02,1.19e-04,2.64e-02
15,352,r7ra,2.33e+02,6.33e-04,1.82e-01
16,352,r7rc,5.31e+01,8.60e-04,5.64e-02
17,352,r13r,4.64e+01,2.40e-06,1.38e-04
18,352,r10a,2.41e+02,4.87e-07,1.45e-04
19,352,r1,1.04e+02,7.53e-04,9.66e-02
20,352,r10b,4.10e+02,1.44e-07,7.27e-05
21,352,r94,1.00e+02,2.57e-04,3.18e-02
22,352,r53r,1.39e+02,2.09e-04,3.60e-02
23,352,r29r,2.11e+02,2.21e-05,5.74e-03
24,352,r93,9.97e+01,8.03e-06,9.88e-04
25,352,r8r,2.11e+02,1.68e-04,4.37e-02
26,352,r12r,1.36e+03,8.32e-09,1.40e-05
27,352,r11r,1.34e+02,1.63e-07,2.69e-05
28,352,r95,1.00e+02,1.74e-05,2.14e-03
29,352,r70,9.95e+01,1.23e-06,1.51e-04
0,354,r91,1.00e+02,2.76e-05,5.17e-03
1,354,r55b,5.88e+01,1.03e-04,1.13e-02
2,354,r55a,9.13e+01,8.89e-05,1.52e-02
3,354,r22,3.59e+02,1.62e-06,1.08e-03
4,354,r21,3.77e+01,1.54e-03,1.08e-01
5,354,r3,1.15e+02,4.90e-04,1.05e-01
6,354,r80,7.10e+01,1.79e-03,2.38e-01
7,354,r7rb,3.90e+02,6.57e-05,4.79e-02
8,354,r24,1.08e+02,3.30e-06,6.68e-04
9,354,r23r,3.26e+01,2.72e-05,1.66e-03
10,354,r10c,1.10e+02,2.96e-06,6.10e-04
11,354,r40,1.23e+02,1.07e-04,2.47e-02
12,354,r6r,7.84e+03,2.31e-06,3.38e-02
13,354,r5r,7.99e+00,6.81e-03,1.02e-01
14,354,r14r,1.67e+01,1.30e-04,4.06e-03
15,354,r2r,3.22e+02,3.14e-05,1.89e-02
16,354,r28r,2.82e+02,1.18e-05,6.20e-03
17,354,r27b,1.79e+02,5.43e-05,1.82e-02
18,354,r7ra,2.33e+02,2.61e-04,1.14e-01
19,354,r7rc,5.31e+01,3.37e-04,3.35e-02
20,354,r13r,4.64e+01,2.79e-06,2.41e-04
21,354,r10a,2.41e+02,6.43e-07,2.90e-04
22,354,r1,1.04e+02,3.68e-04,7.15e-02
23,354,r10b,4.10e+02,2.30e-07,1.76e-04
24,354,r94,1.00e+02,5.45e-06,1.02e-03
25,354,r53r,1.39e+02,1.98e-06,5.15e-04
26,354,r29r,2.11e+02,3.56e-06,1.40e-03
27,354,r93,9.97e+01,8.03e-06,1.50e-03
28,354,r8r,2.11e+02,7.21e-05,2.84e-02
29,354,r12r,1.36e+03,1.16e-08,2.95e-05
30,354,r11r,1.34e+02,2.22e-07,5.55e-05
31,354,r95,1.00e+02,2.83e-05,5.30e-03
32,354,r70,9.95e+01,1.07e-06,1.98e-04
0,355,r54ra,3.51e-01,1.36e+01,6.18e-01
1,355,r22,3.59e+02,1.84e-05,8.55e-04
2,355,r21,3.77e+01,1.94e-02,9.49e-02
3,355,r54rb,3.24e+02,3.57e-04,1.50e-02
4,355,r26r,8.92e+01,6.54e-05,7.56e-04
5,355,r3,1.15e+02,3.43e-03,5.11e-02
6,355,r7rb,3.90e+02,5.81e-04,2.94e-02
7,355,r25,1.51e+02,5.66e-04,1.10e-02
8,355,r24,1.08e+02,8.47e-05,1.19e-03
9,355,r23r,3.26e+01,3.80e-04,1.60e-03
10,355,r10c,1.10e+02,2.60e-06,3.71e-05
11,355,r40,1.23e+02,3.13e-04,4.99e-03
12,355,r6r,7.84e+03,1.04e-05,1.05e-02
13,355,r5r,7.99e+00,2.84e-02,2.94e-02
14,355,r15r,7.53e+01,6.02e-06,5.87e-05
15,355,r14r,1.67e+01,4.50e-05,9.76e-05
16,355,r2r,3.22e+02,1.47e-04,6.12e-03
17,355,r28r,2.82e+02,2.71e-05,9.89e-04
18,355,r27b,1.79e+02,9.26e-05,2.15e-03
19,355,r7ra,2.33e+02,1.36e-03,4.11e-02
20,355,r7rc,5.31e+01,1.91e-03,1.31e-02
21,355,r13r,4.64e+01,2.77e-06,1.67e-05
22,355,r10a,2.41e+02,7.44e-07,2.32e-05
23,355,r1,1.04e+02,3.93e-03,5.30e-02
24,355,r10b,4.10e+02,3.08e-07,1.64e-05
25,355,r29r,2.11e+02,1.36e-06,3.72e-05
26,355,r93,9.97e+01,8.03e-06,1.04e-04
27,355,r8r,2.11e+02,4.69e-04,1.28e-02
28,355,r12r,1.36e+03,1.85e-08,3.27e-06
29,355,r95,1.00e+02,9.85e-05,1.28e-03
30,355,r70,9.95e+01,5.81e-07,7.50e-06
0,356,r91,1.00e+02,3.50e-05,7.40e-04
1,356,r55b,5.88e+01,8.77e-05,1.09e-03
2,356,r54ra,3.51e-01,7.50e+00,5.57e-01
3,356,r55a,9.13e+01,6.26e-05,1.21e-03
4,356,r22,3.59e+02,1.01e-06,7.62e-05
5,356,r21,3.77e+01,1.46e-02,1.17e-01
6,356,r54rb,3.24e+02,2.26e-04,1.55e-02
7,356,r3,1.15e+02,2.45e-03,5.95e-02
8,356,r7rb,3.90e+02,4.16e-04,3.43e-02
9,356,r24,1.08e+02,3.40e-06,7.78e-05
10,356,r23r,3.26e+01,2.16e-05,1.49e-04
11,356,r10c,1.10e+02,3.91e-06,9.08e-05
12,356,r40,1.23e+02,2.19e-04,5.70e-03
13,356,r6r,7.84e+03,7.91e-06,1.31e-02
14,356,r5r,7.99e+00,2.18e-02,3.68e-02
15,356,r14r,1.67e+01,9.08e-05,3.21e-04
16,356,r2r,3.22e+02,1.11e-04,7.53e-03
17,356,r28r,2.82e+02,2.68e-05,1.59e-03
18,356,r27b,1.79e+02,9.13e-05,3.46e-03
19,356,r7ra,2.33e+02,9.90e-04,4.87e-02
20,356,r7rc,5.31e+01,1.45e-03,1.63e-02
21,356,r13r,4.64e+01,3.72e-06,3.64e-05
22,356,r10a,2.41e+02,1.11e-06,5.67e-05
23,356,r1,1.04e+02,2.87e-03,6.29e-02
24,356,r10b,4.10e+02,4.74e-07,4.11e-05
