!!SBtab TableName='ReactionStoichiometry' TableType='Stoichiometry' Document='Escherichia coli core metabolism, Wortel et al. 2017' HeaderGAMS='parameter stoich(r0,m0)' SBtabVersion='1.0',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
!Reaction,!Compound,!StoichiometricCoefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R7ra,0.088486876
R7rb,727.33174
R7rc,0.16087119
R8r,3.5014543
!!SBtab TableName='ParameterKM' TableType='Quantity' Document='Escherichia coli core metabolism, Wortel et al. 2017' HeaderGAMS='parameter kms(r0,m0)' SBtabVersion='1.0',,
!Reaction,!Compound,!Value
R91,acetate,0.099946203
R55b,acetate,3.4359883
R91,acetateExt,0.10005383
R54ra,acetylcoa,0.024178638
R55a,acetylcoa,0.042439428
R22,acetylcoa,0.086650189
R21,acetylcoa,0.15894089
R20,acetylcoa,0.035199023
R54ra,acald,1.8017317
R54rb,acald,0.059298483
R55a,acetylp,0.31264297
R55b,acetylp,0.15416707
R26r,adp,0.056003086
R3,adp,0.11341715
R55b,adp,0.40208482
R27,adp,0.37055218
R9,adp,0.21836598
RR9,adp,0.087324025
R80,adp,0.001
R82,adp,0.13004037
R7rb,adp,0.042552917
R42,adp,0.048429688
R25,akg,0.06702331
R24,akg,0.48256956
R26r,atp,0.081214311
R3,atp,0.14095742
R55b,atp,0.07135368
R27,atp,0.026986753
R9,atp,8.4531988
RR9,atp,0.035012678
R80,atp,1000.
R82,atp,0.076899197
R7rb,atp,0.23500152
R42,atp,0.074986177
R82,ATPmain,0.13004037
R23r,citrate,3.4864698
R22,citrate,0.07557239
R10c,co2,0.062614572
R97r,co2,0.099946772
R41,co2,0.088484867
R40,co2,0.1145046
R42,co2,5.2104037
R25,co2,0.10790898
R24,co2,2.0223528
R21,co2,0.15894089
R97r,co2Ext,0.10005326
R54ra,coash,0.0078602485
R26r,coash,0.0073087434
R55a,coash,0.085984844
R25,coash,0.092670691
R22,coash,0.07557239
R21,coash,0.06291647
R20,coash,0.016796243
R6r,dhap,0.074991868
R5r,dhap,0.078151432
R15r,eryth4p,0.093367041
R14r,eryth4p,0.17515892
R54rb,etoh,5.4946439
R90,etoh,0.099929218
R90,ethanolExt,0.10007083
R96,formate,0.099938862
R20,formate,6.3475273
R96,formateExt,0.10006118
R15r,fru6p,0.73697349
R3,fru6p,0.11627167
R2r,fru6p,0.16239803
R4,fru6p,0.170733
R14r,fru6p,0.88809327
R3,frubisp,0.11341715
R4,frubisp,0.016114823
R5r,frubisp,0.20436478
R28r,fumarate,0.31389369
R27,fumarate,0.081233216
R27b,fumarate,0.020134856
R7ra,dpg,0.057569553
R7rb,dpg,0.042552917
R7rb,pg3,0.23500152
R7rc,pg3,0.13245863
R13r,ga3p,1.2270802
R15r,ga3p,1.2697442
R6r,ga3p,0.74464775
R14r,ga3p,0.57795789
R7ra,ga3p,0.68673903
R5r,ga3p,0.078151432
R61r,ga3p,0.0014648186
R10a,glu6p,0.31390635
R2r,glu6p,0.27279661
R1,glu6p,0.10173498
R10a,glulac6p,0.12873433
R10b,glulac6p,0.16825514
R10b,gluco6p,0.059433547
R10c,gluco6p,0.10133236
R60,gluco6p,0.043395965
R60,kdpg,0.14959596
R61r,kdpg,0.56077905
R1,glucoseExt,0.11626023
R23r,isocit,2.4203186
R24,isocit,0.022669351
R94,lactate,0.099963433
R53r,lactate,0.5173743
R94,lactateExt,0.10003658
R28r,malate,0.61515013
R29r,malate,3.1896955
R41,malate,0.36140168
R54ra,nad,0.041481191
R54rb,nad,0.16863838
R10a,nad,0.86322771
R10c,nad,0.059104496
R27b,nad,0.043142381
R53r,nad,0.51737436
R80,nad,1000.
R29r,nad,0.45965456
R7ra,nad,0.0557564
R41,nad,0.069121414
R25,nad,0.092670691
R24,nad,1.0645761
R21,nad,0.06291647
R54ra,nadh,0.11298473
R54rb,nadh,0.059298483
R10a,nadh,0.12873433
R10c,nadh,0.062614572
R27b,nadh,0.23179064
R53r,nadh,0.019328362
R80,nadh,0.001
R29r,nadh,0.032069119
R7ra,nadh,0.057569553
R41,nadh,0.088484867
R25,nadh,0.10790898
R24,nadh,0.011912136
R21,nadh,0.15894089
R93,nh3,0.099854971
R93,nh3Ext,0.10014524
R29r,oxalo,0.02826558
R40,oxalo,0.042589638
R42,oxalo,0.57097592
R22,oxalo,0.028686021
R27,oxygen,0.37055218
R80,oxygen,1000.
R8r,pep,0.13067264
R1,pep,0.098294607
R9,pep,0.2914003
RR9,pep,0.093447325
R40,pep,0.3637061
R42,pep,0.064276432
R8r,pg,0.1083616
R7rc,pg,0.075495268
R1,pyr,0.10173498
R9,pyr,0.047641018
RR9,pyr,0.086415071
R53r,pyr,0.019328364
R41,pyr,0.088484867
R21,pyr,0.29067982
R20,pyr,2.1802383
R61r,pyr,0.0014648186
R13r,ribose5p,0.97227973
R12r,ribose5p,1.2472893
R10c,ribulose5p,0.062614572
R12r,ribulose5p,0.55814248
R11r,ribulose5p,0.087822018
R13r,sed7p,2.1101234
R14r,sed7p,0.20642087
R26r,succ,0.23699996
R95,succ,0.099985447
R27,succ,0.075580976
R27b,succ,0.20543726
R26r,succcoa,0.010491808
R25,succcoa,0.10790898
R95,succinateExt,0.10001456
R13r,xyl5p,0.1567701
R15r,xyl5p,0.15150254
R11r,xyl5p,0.11386666
!!SBtab TableName='KineticPrefactor' TableType='QuantityMatrix' Document='Escherichia coli core metabolism, Wortel et al. 2017' HeaderGAMS='parameter AF(r0,k,m0)' SBtabVersion='1.0',,
!Reaction,!ID,!Compound,!Value
R70,k1,acetylcoa,-1
R70,k2,akg,-1
R70,k3,eryth4p,-1
R70,k4,glu6p,-1
R70,k5,nadh,-1
R70,k6,nh3,-1
R70,k7,oxalo,-1
R70,k8,pep,-1
R70,k9,pyr,-1
R70,k10,ribose5p,-1
!!SBtab TableName='KineticExponent' TableType='QuantityMatrix' Document='Escherichia coli core metabolism, Wortel et al. 2017' HeaderGAMS='parameter alphaF(r0,k)' SBtabVersion='1.0',,
!Reaction,!ID,!Value
R70,k1,0.606
R70,k2,0.443
R70,k3,0.01
R70,k4,8.75
R70,k5,0.0832
R70,k6,0.01
R70,k7,0.004
R70,k8,0.184
R70,k9,0.39
R70,k10,1.32
R70,k12,1
!!SBtab TableName='Flux' TableType='QuantityMatrix' Document='Escherichia coli core metabolism, Wortel et al. 2017' HeaderGAMS='table efms(t0,r0)' SBtabVersion='1.0',,
Counter,R54ra,R54rb,R13r,R26r,R15r,R96,R94,R95,R93,R91,R8r,R10a,R10b,R10c,R28r,R3,R70,R6r,R2r,R55a,R55b,R4,R12r,R1,R27,R27b,R23r,R9,R14r,RR9,R53r,R80,R82,R29r,R7ra,R7rb,R7rc,R41,R40,R11r,R42,R5r,R25,R24,R22,R21,R20,R60,R61r
Counter,R54ra,R54rb,R13r,R26r,R15r,R96,R94,R95,R93,R91,R8r,R10a,R10b,R10c,R28r,R3,R70,R6r,R2r,R55a,R55b,R4,R12r,R1,R27,R27b,R23r,R9,R14r,RR9,R53r,R80,R82,R29r,R7ra,R7rb,R7rc,R41,R40,R11r,R42,R5r,R25,R24,R22,R21,R20,R60,R61r
3,0.,0.,167.5455,0.,162.5455,0.,0.,0.,139.,0.,0.,673.6364,673.6364,510.6364,0.,0.,1.,162.7727,-492.8636,0.,0.,162.7727,180.5455,184.7727,0.,0.,14.,0.,167.5455,254.7727,0.,1075.2727,0.,0.,0.,0.,0.,0.,38.,330.0909,0.,-162.7727,0.,14.,14.,55.,0.,163.,163.
4,0.,0.,382.6,0.,377.6,0.,0.,0.,139.,0.,0.,1318.8,1318.8,1155.8,0.,0.,1.,270.3,-1030.5,0.,0.,270.3,395.6,292.3,2365.6,2365.6,14.,0.,382.6,362.3,0.,0.,0.,0.,0.,0.,0.,0.,38.,760.2,0.,-270.3,0.,14.,14.,55.,0.,163.,163.
7,0.,0.,5.,944.,0.,0.,0.,944.,139.,0.,0.,2074.,2074.,23.,0.,0.,1.,1025.5,-1030.5,0.,0.,1025.5,18.,1047.5,4820.,4820.,958.,0.,5.,2061.5,0.,0.,0.,0.,0.,0.,0.,0.,982.,5.,0.,-1025.5,944.,958.,958.,999.,0.,2051.,2051.
9,0.,0.,5.,255.4286,0.,0.,0.,255.4286,139.,0.,0.,696.8571,696.8571,23.,0.,0.,1.,336.9286,-341.9286,0.,0.,336.9286,18.,358.9286,0.,0.,269.4286,0.,5.,684.3571,0.,1377.1429,0.,0.,0.,0.,0.,0.,293.4286,5.,0.,-336.9286,255.4286,269.4286,269.4286,310.4286,0.,673.8571,673.8571
12,0.,0.,0.,956.5,-5.,0.,0.,956.5,139.,0.,0.,2084.,2084.,8.,0.,0.,1.,1035.5,-1030.5,0.,0.,1035.5,13.,1057.5,4852.5,4852.5,970.5,0.,0.,2084.,0.,0.,0.,0.,0.,0.,0.,0.,994.5,-5.,0.,-1035.5,956.5,970.5,970.5,1011.5,0.,2076.,2076.
13,0.,0.,2.5,259.3571,-2.5,0.,0.,259.3571,139.,0.,0.,697.2143,697.2143,15.5,0.,0.,1.,339.6071,-339.6071,0.,0.,339.6071,15.5,361.6071,0.,0.,273.3571,0.,2.5,690.9643,0.,1381.7857,0.,0.,0.,0.,0.,0.,297.3571,0.,0.,-339.6071,259.3571,273.3571,273.3571,314.3571,0.,681.7143,681.7143
14,0.,0.,2.5,950.25,-2.5,0.,0.,950.25,139.,0.,0.,2079.,2079.,15.5,0.,0.,1.,1030.5,-1030.5,0.,0.,1030.5,15.5,1052.5,4836.25,4836.25,964.25,0.,2.5,2072.75,0.,0.,0.,0.,0.,0.,0.,0.,988.25,0.,0.,-1030.5,950.25,964.25,964.25,1005.25,0.,2063.5,2063.5
18,0.,0.,0.,263.2857,-5.,0.,0.,263.2857,139.,0.,0.,697.5714,697.5714,8.,0.,0.,1.,342.2857,-337.2857,0.,0.,342.2857,13.,364.2857,0.,0.,277.2857,0.,0.,697.5714,0.,1386.4286,0.,0.,0.,0.,0.,0.,301.2857,-5.,0.,-342.2857,263.2857,277.2857,277.2857,318.2857,0.,689.5714,689.5714
19,0.,0.,-2.6667,267.4762,-7.6667,0.,0.,267.4762,139.,0.,0.,697.9524,697.9524,0.,0.,0.,1.,345.1429,-334.8095,0.,0.,345.1429,10.3333,367.1429,0.,0.,281.4762,0.,-2.6667,704.619,0.,1391.381,0.,0.,0.,0.,0.,0.,305.4762,-10.3333,0.,-345.1429,267.4762,281.4762,281.4762,322.4762,0.,697.9524,697.9524
20,0.,0.,5.,472.,0.,0.,0.,0.,139.,0.,0.,658.,658.,23.,472.,0.,1.,317.5,-322.5,0.,0.,317.5,18.,339.5,2932.,2460.,486.,0.,5.,881.5,0.,0.,0.,0.,0.,0.,0.,472.,510.,5.,0.,-317.5,472.,486.,486.,527.,0.,635.,635.
21,0.,0.,-2.6667,963.1667,-7.6667,0.,0.,963.1667,139.,0.,0.,2089.3333,2089.3333,0.,0.,0.,1.,1040.8333,-1030.5,0.,0.,1040.8333,10.3333,1062.8333,4869.8333,4869.8333,977.1667,0.,-2.6667,2096.,0.,0.,0.,0.,0.,0.,0.,0.,1001.1667,-10.3333,0.,-1040.8333,963.1667,977.1667,977.1667,1018.1667,0.,2089.3333,2089.3333
22,0.,0.,5.,314.6667,0.,0.,0.,0.,139.,0.,0.,500.6667,500.6667,23.,314.6667,0.,1.,238.8333,-243.8333,0.,0.,238.8333,18.,260.8333,1988.,1673.3333,328.6667,0.,5.,330.8333,0.,0.,0.,314.6667,0.,0.,0.,0.,38.,5.,0.,-238.8333,314.6667,328.6667,328.6667,369.6667,0.,477.6667,477.6667
29,0.,0.,5.,198.6667,0.,0.,0.,0.,139.,0.,0.,384.6667,384.6667,23.,198.6667,0.,1.,180.8333,-185.8333,0.,0.,180.8333,18.,202.8333,198.6667,0.,212.6667,0.,5.,471.5,0.,1093.3333,0.,0.,0.,0.,0.,198.6667,236.6667,5.,0.,-180.8333,198.6667,212.6667,212.6667,253.6667,0.,361.6667,361.6667
30,0.,0.,2.5,475.125,-2.5,0.,0.,0.,139.,0.,0.,653.625,653.625,15.5,475.125,0.,1.,317.8125,-317.8125,0.,0.,317.8125,15.5,339.8125,2935.75,2460.625,489.125,0.,2.5,884.9375,0.,0.,0.,0.,0.,0.,0.,475.125,513.125,0.,0.,-317.8125,475.125,489.125,489.125,530.125,0.,638.125,638.125
31,0.,0.,5.,162.5455,0.,0.,0.,0.,139.,0.,0.,348.5455,348.5455,23.,162.5455,0.,1.,162.7727,-167.7727,0.,0.,162.7727,18.,184.7727,162.5455,0.,176.5455,0.,5.,254.7727,0.,912.7273,0.,162.5455,0.,0.,0.,0.,38.,5.,0.,-162.7727,162.5455,176.5455,176.5455,217.5455,0.,325.5455,325.5455
32,0.,0.,2.5,316.75,-2.5,0.,0.,0.,139.,0.,0.,495.25,495.25,15.5,316.75,0.,1.,238.625,-238.625,0.,0.,238.625,15.5,260.625,1985.5,1668.75,330.75,0.,2.5,330.625,0.,0.,0.,316.75,0.,0.,0.,0.,38.,0.,0.,-238.625,316.75,330.75,330.75,371.75,0.,479.75,479.75
34,0.,0.,2.5,201.7222,-2.5,0.,0.,0.,139.,0.,0.,380.2222,380.2222,15.5,201.7222,0.,1.,181.1111,-181.1111,0.,0.,181.1111,15.5,203.1111,201.7222,0.,215.7222,0.,2.5,474.8333,0.,1093.6111,0.,0.,0.,0.,0.,201.7222,239.7222,0.,0.,-181.1111,201.7222,215.7222,215.7222,256.7222,0.,364.7222,364.7222
35,0.,0.,2.5,165.0455,-2.5,0.,0.,0.,139.,0.,0.,343.5455,343.5455,15.5,165.0455,0.,1.,162.7727,-162.7727,0.,0.,162.7727,15.5,184.7727,165.0455,0.,179.0455,0.,2.5,254.7727,0.,910.2273,0.,165.0455,0.,0.,0.,0.,38.,0.,0.,-162.7727,165.0455,179.0455,179.0455,220.0455,0.,328.0455,328.0455
37,0.,0.,5.,0.,0.,0.,0.,0.,139.,944.,0.,1130.,1130.,23.,0.,0.,1.,553.5,-558.5,944.,944.,553.5,18.,575.5,1988.,1988.,14.,0.,5.,645.5,0.,0.,0.,0.,0.,0.,0.,0.,38.,5.,0.,-553.5,0.,14.,14.,999.,0.,1107.,1107.
41,0.,0.,5.,0.,0.,0.,0.,0.,139.,447.,0.,633.,633.,23.,0.,0.,1.,305.,-310.,447.,447.,305.,18.,327.,0.,0.,14.,0.,5.,397.,0.,994.,0.,0.,0.,0.,0.,0.,38.,5.,0.,-305.,0.,14.,14.,502.,0.,610.,610.
43,0.,0.,2.5,0.,-2.5,0.,0.,0.,139.,950.25,0.,1128.75,1128.75,15.5,0.,0.,1.,555.375,-555.375,950.25,950.25,555.375,15.5,577.375,1985.5,1985.5,14.,0.,2.5,647.375,0.,0.,0.,0.,0.,0.,0.,0.,38.,0.,0.,-555.375,0.,14.,14.,1005.25,0.,1113.25,1113.25
58,0.,0.,0.,478.25,-5.,0.,0.,0.,139.,0.,0.,649.25,649.25,8.,478.25,0.,1.,318.125,-313.125,0.,0.,318.125,13.,340.125,2939.5,2461.25,492.25,0.,0.,888.375,0.,0.,0.,0.,0.,0.,0.,478.25,516.25,-5.,0.,-318.125,478.25,492.25,492.25,533.25,0.,641.25,641.25
59,0.,0.,0.,318.8333,-5.,0.,0.,0.,139.,0.,0.,489.8333,489.8333,8.,318.8333,0.,1.,238.4167,-233.4167,0.,0.,238.4167,13.,260.4167,1983.,1664.1667,332.8333,0.,0.,330.4167,0.,0.,0.,318.8333,0.,0.,0.,0.,38.,-5.,0.,-238.4167,318.8333,332.8333,332.8333,373.8333,0.,481.8333,481.8333
62,0.,0.,-2.6667,481.5833,-7.6667,0.,0.,0.,139.,0.,0.,644.5833,644.5833,0.,481.5833,0.,1.,318.4583,-308.125,0.,0.,318.4583,10.3333,340.4583,2943.5,2461.9167,495.5833,0.,-2.6667,892.0417,0.,0.,0.,0.,0.,0.,0.,481.5833,519.5833,-10.3333,0.,-318.4583,481.5833,495.5833,495.5833,536.5833,0.,644.5833,644.5833
64,0.,0.,-2.6667,321.0556,-7.6667,0.,0.,0.,139.,0.,0.,484.0556,484.0556,0.,321.0556,0.,1.,238.1944,-227.8611,0.,0.,238.1944,10.3333,260.1944,1980.3333,1659.2778,335.0556,0.,-2.6667,330.1944,0.,0.,0.,321.0556,0.,0.,0.,0.,38.,-10.3333,0.,-238.1944,321.0556,335.0556,335.0556,376.0556,0.,484.0556,484.0556
65,0.,0.,0.,167.5455,-5.,0.,0.,0.,139.,0.,0.,338.5455,338.5455,8.,167.5455,0.,1.,162.7727,-157.7727,0.,0.,162.7727,13.,184.7727,167.5455,0.,181.5455,0.,0.,254.7727,0.,907.7273,0.,167.5455,0.,0.,0.,0.,38.,-5.,0.,-162.7727,167.5455,181.5455,181.5455,222.5455,0.,330.5455,330.5455
66,0.,0.,2.5,0.,-2.5,0.,0.,0.,139.,453.875,0.,632.375,632.375,15.5,0.,0.,1.,307.1875,-307.1875,453.875,453.875,307.1875,15.5,329.1875,0.,0.,14.,0.,2.5,399.1875,0.,992.75,0.,0.,0.,0.,0.,0.,38.,0.,0.,-307.1875,0.,14.,14.,508.875,0.,616.875,616.875
68,0.,0.,-2.6667,208.037,-7.6667,0.,0.,0.,139.,0.,0.,371.037,371.037,0.,208.037,0.,1.,181.6852,-171.3519,0.,0.,181.6852,10.3333,203.6852,208.037,0.,222.037,0.,-2.6667,481.7222,0.,1094.1852,0.,0.,0.,0.,0.,208.037,246.037,-10.3333,0.,-181.6852,208.037,222.037,222.037,263.037,0.,371.037,371.037
69,0.,0.,0.,204.7778,-5.,0.,0.,0.,139.,0.,0.,375.7778,375.7778,8.,204.7778,0.,1.,181.3889,-176.3889,0.,0.,181.3889,13.,203.3889,204.7778,0.,218.7778,0.,0.,478.1667,0.,1093.8889,0.,0.,0.,0.,0.,204.7778,242.7778,-5.,0.,-181.3889,204.7778,218.7778,218.7778,259.7778,0.,367.7778,367.7778
71,0.,0.,-2.6667,170.2121,-7.6667,0.,0.,0.,139.,0.,0.,333.2121,333.2121,0.,170.2121,0.,1.,162.7727,-152.4394,0.,0.,162.7727,10.3333,184.7727,170.2121,0.,184.2121,0.,-2.6667,254.7727,0.,905.0606,0.,170.2121,0.,0.,0.,0.,38.,-10.3333,0.,-162.7727,170.2121,184.2121,184.2121,225.2121,0.,333.2121,333.2121
74,0.,0.,-2.6667,0.,-7.6667,0.,0.,0.,139.,963.1667,0.,1126.1667,1126.1667,0.,0.,0.,1.,559.25,-548.9167,963.1667,963.1667,559.25,10.3333,581.25,1980.3333,1980.3333,14.,0.,-2.6667,651.25,0.,0.,0.,0.,0.,0.,0.,0.,38.,-10.3333,0.,-559.25,0.,14.,14.,1018.1667,0.,1126.1667,1126.1667
76,0.,0.,0.,0.,-5.,0.,0.,0.,139.,956.5,0.,1127.5,1127.5,8.,0.,0.,1.,557.25,-552.25,956.5,956.5,557.25,13.,579.25,1983.,1983.,14.,0.,0.,649.25,0.,0.,0.,0.,0.,0.,0.,0.,38.,-5.,0.,-557.25,0.,14.,14.,1011.5,0.,1119.5,1119.5
84,0.,0.,0.,0.,-5.,0.,0.,0.,139.,460.75,0.,631.75,631.75,8.,0.,0.,1.,309.375,-304.375,460.75,460.75,309.375,13.,331.375,0.,0.,14.,0.,0.,401.375,0.,991.5,0.,0.,0.,0.,0.,0.,38.,-5.,0.,-309.375,0.,14.,14.,515.75,0.,623.75,623.75
95,0.,0.,-2.6667,0.,-7.6667,0.,0.,0.,139.,468.0833,0.,631.0833,631.0833,0.,0.,0.,1.,311.7083,-301.375,468.0833,468.0833,311.7083,10.3333,333.7083,0.,0.,14.,0.,-2.6667,403.7083,0.,990.1667,0.,0.,0.,0.,0.,0.,38.,-10.3333,0.,-311.7083,0.,14.,14.,523.0833,0.,631.0833,631.0833
97,0.,0.,0.,588.1667,-5.,0.,0.,1805.5,139.,0.,1270.8333,1293.8333,1293.8333,8.,-1217.3333,0.,1.,5.,0.,0.,0.,5.,13.,1297.8333,0.,1217.3333,602.1667,0.,0.,1902.5,0.,1793.5,0.,-1217.3333,1270.8333,1270.8333,1270.8333,0.,1843.5,-5.,0.,-5.,588.1667,602.1667,602.1667,643.1667,0.,1285.8333,1285.8333
98,0.,0.,0.,0.,-5.,0.,0.,1834.5,139.,1793.5,1888.,1911.,1911.,8.,-1834.5,0.,1.,5.,0.,1793.5,1793.5,5.,13.,1915.,1822.5,3657.,14.,0.,0.,1931.5,0.,0.,0.,-1834.5,1888.,1888.,1888.,0.,1872.5,-5.,0.,-5.,0.,14.,14.,1848.5,0.,1903.,1903.
102,0.,0.,0.,0.,-5.,0.,3529.,41.,139.,0.,1859.,1882.,1882.,8.,-41.,0.,1.,5.,0.,0.,0.,5.,13.,1886.,0.,41.,14.,0.,0.,138.,3529.,29.,0.,-41.,1859.,1859.,1859.,0.,79.,-5.,0.,-5.,0.,14.,14.,55.,0.,1874.,1874.
103,0.,0.,0.,0.,-5.,0.,3587.,41.,139.,0.,1888.,1911.,1911.,8.,-41.,0.,1.,5.,0.,0.,0.,5.,13.,1915.,29.,70.,14.,0.,0.,138.,3587.,0.,0.,-41.,1888.,1888.,1888.,0.,79.,-5.,0.,-5.,0.,14.,14.,55.,0.,1903.,1903.
105,29.,29.,0.,0.,-5.,0.,3703.,70.,139.,0.,1975.,1998.,1998.,8.,-70.,0.,1.,5.,0.,0.,0.,5.,13.,2002.,0.,70.,14.,0.,0.,167.,3703.,0.,0.,-70.,1975.,1975.,1975.,0.,108.,-5.,0.,-5.,0.,14.,14.,84.,0.,1990.,1990.
106,0.,0.,0.,0.,-5.,0.,3732.,70.,139.,0.,1975.,1998.,1998.,8.,-70.,0.,1.,5.,0.,0.,0.,5.,13.,2002.,0.,70.,14.,0.,0.,167.,3732.,0.,0.,-70.,1975.,1975.,1975.,0.,108.,-5.,0.,-5.,0.,14.,14.,55.,0.,1990.,1990.
