,efm,reaction,dq/dKeq,dlogq/dlogKeq
4902,465,R7ra,-3.99e-01,-3.50e-02
4903,465,R7rb,-9.94e-06,-7.15e-03
4904,465,R7rc,-9.52e-02,-1.52e-02
4905,465,R8r,-3.17e-03,-1.10e-02
4906,465,R93,0.00e+00,0.00e+00
4907,465,R94,0.00e+00,0.00e+00
4908,468,R1,0.00e+00,0.00e+00
4909,468,R10a,0.00e+00,0.00e+00
4910,468,R10b,0.00e+00,0.00e+00
4911,468,R10c,0.00e+00,0.00e+00
4912,468,R11r,-1.28e-05,-3.18e-05
4913,468,R12r,-2.07e-05,-5.17e-05
4914,468,R13r,-1.04e-06,-4.06e-06
4915,468,R14r,-1.29e-04,-1.25e-04
4916,468,R21,0.00e+00,0.00e+00
4917,468,R22,0.00e+00,0.00e+00
4918,468,R23r,-3.73e-02,-2.96e-03
4919,468,R24,0.00e+00,0.00e+00
4920,468,R25,0.00e+00,0.00e+00
4921,468,R26r,-4.49e-03,-2.51e-03
4922,468,R27,0.00e+00,0.00e+00
4923,468,R27b,0.00e+00,0.00e+00
4924,468,R28r,-1.54e-04,-7.80e-04
4925,468,R2r,-9.99e-02,-5.46e-02
4926,468,R3,0.00e+00,0.00e+00
4927,468,R40,0.00e+00,0.00e+00
4928,468,R41,0.00e+00,0.00e+00
4929,468,R55a,0.00e+00,0.00e+00
4930,468,R55b,0.00e+00,0.00e+00
4931,468,R5r,-1.78e+02,-5.67e-02
4932,468,R6r,5.74e-03,6.93e-02
4933,468,R7ra,-3.52e-01,-3.34e-02
4934,468,R7rb,-8.89e-06,-6.93e-03
4935,468,R7rc,-8.47e-02,-1.46e-02
4936,468,R8r,-2.86e-03,-1.07e-02
4937,468,R91,0.00e+00,0.00e+00
4938,468,R93,0.00e+00,0.00e+00
4939,475,R1,0.00e+00,0.00e+00
4940,475,R10a,0.00e+00,0.00e+00
4941,475,R10b,0.00e+00,0.00e+00
4942,475,R10c,0.00e+00,0.00e+00
4943,475,R11r,-3.52e-06,-3.80e-05
4944,475,R12r,-6.67e-06,-7.19e-05
4945,475,R13r,-3.35e-07,-5.69e-06
4946,475,R14r,-9.35e-05,-3.91e-04
4947,475,R21,0.00e+00,0.00e+00
4948,475,R22,0.00e+00,0.00e+00
4949,475,R23r,-1.59e-02,-5.44e-03
4950,475,R24,0.00e+00,0.00e+00
4951,475,R25,0.00e+00,0.00e+00
4952,475,R26r,-7.01e-03,-1.70e-02
4953,475,R27,0.00e+00,0.00e+00
4954,475,R28r,-7.87e-04,-1.73e-02
4955,475,R29r,-5.46e+01,-1.55e-02
4956,475,R2r,-2.36e-02,-5.59e-02
4957,475,R3,0.00e+00,0.00e+00
4958,475,R40,0.00e+00,0.00e+00
4959,475,R41,0.00e+00,0.00e+00
4960,475,R5r,-4.45e+01,-6.15e-02
4961,475,R6r,1.61e-03,8.43e-02
4962,475,R7ra,-1.74e-02,-7.15e-03
4963,475,R7rb,-7.41e-07,-2.50e-03
4964,475,R7rc,-1.46e-02,-1.09e-02
4965,475,R80,0.00e+00,0.00e+00
4966,475,R8r,-4.04e-04,-6.56e-03
4967,475,R93,0.00e+00,0.00e+00
4968,478,R1,0.00e+00,0.00e+00
4969,478,R10a,0.00e+00,0.00e+00
4970,478,R10b,0.00e+00,0.00e+00
4971,478,R10c,0.00e+00,0.00e+00
4972,478,R11r,-2.85e-05,-5.30e-05
4973,478,R12r,-4.13e-05,-7.68e-05
4974,478,R13r,-5.32e-06,-1.56e-05
4975,478,R14r,-5.59e-05,-4.03e-05
4976,478,R21,0.00e+00,0.00e+00
4977,478,R22,0.00e+00,0.00e+00
4978,478,R23r,-6.23e-02,-3.68e-03
4979,478,R24,0.00e+00,0.00e+00
4980,478,R25,0.00e+00,0.00e+00
4981,478,R26r,-1.40e-02,-5.85e-03
4982,478,R27,0.00e+00,0.00e+00
4983,478,R28r,-1.85e-03,-7.02e-03
4984,478,R2r,-1.22e-01,-4.96e-02
4985,478,R3,0.00e+00,0.00e+00
4986,478,R40,0.00e+00,0.00e+00
4987,478,R41,0.00e+00,0.00e+00
4988,478,R54ra,-9.23e+00,-1.67e-02
4989,478,R54rb,-1.11e-06,-2.46e-03
4990,478,R5r,-2.18e+02,-5.19e-02
4991,478,R6r,6.86e-03,6.17e-02
4992,478,R7ra,-7.79e-01,-5.51e-02
4993,478,R7rb,-4.55e-05,-2.65e-02
4994,478,R7rc,-2.89e-01,-3.72e-02
4995,478,R80,0.00e+00,0.00e+00
4996,478,R8r,-1.13e-02,-3.15e-02
4997,478,R93,0.00e+00,0.00e+00
4998,479,R1,0.00e+00,0.00e+00
4999,479,R10a,0.00e+00,0.00e+00
5000,479,R10b,0.00e+00,0.00e+00
5001,479,R10c,0.00e+00,0.00e+00
5002,479,R11r,-3.52e-06,-3.91e-05
5003,479,R12r,-6.67e-06,-7.39e-05
5004,479,R13r,-3.40e-07,-5.92e-06
5005,479,R14r,-9.21e-05,-3.95e-04
5006,479,R21,0.00e+00,0.00e+00
5007,479,R22,0.00e+00,0.00e+00
5008,479,R23r,-1.60e-02,-5.62e-03
5009,479,R24,0.00e+00,0.00e+00
5010,479,R25,0.00e+00,0.00e+00
5011,479,R26r,-6.81e-03,-1.69e-02
5012,479,R27,0.00e+00,0.00e+00
5013,479,R28r,-7.51e-04,-1.70e-02
5014,479,R29r,-5.47e+01,-1.59e-02
5015,479,R2r,-2.31e-02,-5.63e-02
5016,479,R3,0.00e+00,0.00e+00
5017,479,R40,0.00e+00,0.00e+00
5018,479,R5r,-4.37e+01,-6.20e-02
5019,479,R6r,1.59e-03,8.51e-02
5020,479,R7ra,-1.75e-02,-7.37e-03
5021,479,R7rb,-7.73e-07,-2.68e-03
5022,479,R7rc,-1.49e-02,-1.15e-02
5023,479,R80,0.00e+00,0.00e+00
5024,479,R8r,-4.16e-04,-6.95e-03
5025,479,R9,0.00e+00,0.00e+00
5026,479,R93,0.00e+00,0.00e+00
5027,481,R1,0.00e+00,0.00e+00
5028,481,R10a,0.00e+00,0.00e+00
5029,481,R10b,0.00e+00,0.00e+00
5030,481,R10c,0.00e+00,0.00e+00
5031,481,R12r,-1.14e-05,-1.51e-04
5032,481,R13r,-1.70e-06,-3.54e-05
5033,481,R14r,-2.88e-05,-1.47e-04
5034,481,R15r,1.78e-05,3.80e-03
5035,481,R21,0.00e+00,0.00e+00
5036,481,R22,0.00e+00,0.00e+00
5037,481,R23r,-5.71e-04,-2.40e-04
5038,481,R24,0.00e+00,0.00e+00
5039,481,R29r,1.51e+01,5.26e-03
5040,481,R2r,-1.59e-02,-4.63e-02
5041,481,R3,0.00e+00,0.00e+00
5042,481,R40,0.00e+00,0.00e+00
5043,481,R41,0.00e+00,0.00e+00
5044,481,R55a,0.00e+00,0.00e+00
5045,481,R55b,0.00e+00,0.00e+00
5046,481,R5r,-4.48e+01,-7.58e-02
5047,481,R6r,1.76e-03,1.12e-01
5048,481,R7ra,-4.26e-02,-2.15e-02
5049,481,R7rb,-2.60e-06,-1.08e-02
5050,481,R7rc,-3.69e-02,-3.38e-02
5051,481,R80,0.00e+00,0.00e+00
5052,481,R8r,-1.12e-03,-2.22e-02
5053,481,R91,0.00e+00,0.00e+00
5054,481,R93,0.00e+00,0.00e+00
5055,485,R1,0.00e+00,0.00e+00
5056,485,R10a,0.00e+00,0.00e+00
5057,485,R10b,0.00e+00,0.00e+00
5058,485,R10c,0.00e+00,0.00e+00
5059,485,R12r,-5.70e-05,-7.17e-06
5060,485,R13r,-1.28e-05,-2.54e-06
5061,485,R14r,-1.86e-05,-9.09e-07
5062,485,R15r,1.46e-05,2.96e-05
5063,485,R21,0.00e+00,0.00e+00
5064,485,R22,0.00e+00,0.00e+00
5065,485,R23r,-5.26e-03,-2.10e-05
5066,485,R24,0.00e+00,0.00e+00
5067,485,R27,0.00e+00,0.00e+00
5068,485,R27b,0.00e+00,0.00e+00
5069,485,R29r,1.74e+01,5.75e-05
5070,485,R2r,-1.24e+00,-3.43e-02
5071,485,R3,0.00e+00,0.00e+00
5072,485,R40,0.00e+00,0.00e+00
5073,485,R41,0.00e+00,0.00e+00
5074,485,R54ra,-1.15e+02,-1.41e-02
5075,485,R54rb,-6.22e-06,-9.32e-04
5076,485,R5r,-2.27e+03,-3.66e-02
5077,485,R6r,7.01e-02,4.27e-02
5078,485,R7ra,-9.74e+00,-4.67e-02
5079,485,R7rb,-7.01e-04,-2.76e-02
5080,485,R7rc,-4.04e+00,-3.52e-02
5081,485,R8r,-1.63e-01,-3.10e-02
5082,485,R93,0.00e+00,0.00e+00
5083,486,R1,0.00e+00,0.00e+00
5084,486,R10a,0.00e+00,0.00e+00
5085,486,R10b,0.00e+00,0.00e+00
5086,486,R10c,0.00e+00,0.00e+00
5087,486,R11r,-3.62e-06,-3.54e-05
5088,486,R12r,-6.81e-06,-6.65e-05
5089,486,R13r,-4.16e-07,-6.39e-06
5090,486,R14r,-7.50e-05,-2.84e-04
5091,486,R21,0.00e+00,0.00e+00
5092,486,R22,0.00e+00,0.00e+00
5093,486,R23r,-8.99e-03,-2.79e-03
5094,486,R24,0.00e+00,0.00e+00
5095,486,R25,0.00e+00,0.00e+00
5096,486,R26r,-7.63e-03,-1.67e-02
5097,486,R27,0.00e+00,0.00e+00
5098,486,R28r,-5.78e-04,-1.15e-02
5099,486,R2r,-2.88e-02,-6.17e-02
5100,486,R3,0.00e+00,0.00e+00
5101,486,R40,0.00e+00,0.00e+00
5102,486,R41,0.00e+00,0.00e+00
5103,486,R53r,-1.43e-09,-1.24e-04
5104,486,R5r,-5.43e+01,-6.79e-02
5105,486,R6r,2.03e-03,9.58e-02
5106,486,R7ra,-3.98e-02,-1.48e-02
5107,486,R7rb,-1.53e-06,-4.69e-03
5108,486,R7rc,-2.58e-02,-1.74e-02
5109,486,R80,0.00e+00,0.00e+00
5110,486,R8r,-7.38e-04,-1.09e-02
5111,486,R93,0.00e+00,0.00e+00
5112,486,R94,0.00e+00,0.00e+00
5113,487,R1,0.00e+00,0.00e+00
5114,487,R10a,0.00e+00,0.00e+00
5115,487,R10b,0.00e+00,0.00e+00
5116,487,R10c,0.00e+00,0.00e+00
5117,487,R11r,-3.58e-06,-4.17e-05
5118,487,R12r,-6.75e-06,-7.84e-05
5119,487,R13r,-4.14e-07,-7.56e-06
5120,487,R14r,-7.45e-05,-3.35e-04
5121,487,R21,0.00e+00,0.00e+00
5122,487,R22,0.00e+00,0.00e+00
5123,487,R23r,-5.45e-03,-2.01e-03
5124,487,R24,0.00e+00,0.00e+00
5125,487,R25,0.00e+00,0.00e+00
5126,487,R26r,-6.26e-03,-1.63e-02
5127,487,R27,0.00e+00,0.00e+00
5128,487,R28r,-4.79e-04,-1.13e-02
5129,487,R2r,-2.36e-02,-6.02e-02
5130,487,R3,0.00e+00,0.00e+00
5131,487,R40,0.00e+00,0.00e+00
5132,487,R41,0.00e+00,0.00e+00
5133,487,R55a,0.00e+00,0.00e+00
5134,487,R55b,0.00e+00,0.00e+00
5135,487,R5r,-4.48e+01,-6.67e-02
5136,487,R6r,1.67e-03,9.40e-02
5137,487,R7ra,-2.86e-02,-1.26e-02
5138,487,R7rb,-1.22e-06,-4.44e-03
5139,487,R7rc,-2.08e-02,-1.68e-02
5140,487,R80,0.00e+00,0.00e+00
5141,487,R8r,-5.95e-04,-1.04e-02
5142,487,R91,0.00e+00,0.00e+00
5143,487,R93,0.00e+00,0.00e+00
5144,488,R1,0.00e+00,0.00e+00
5145,488,R10a,0.00e+00,0.00e+00
5146,488,R10b,0.00e+00,0.00e+00
5147,488,R10c,0.00e+00,0.00e+00
5148,488,R11r,-3.54e-06,-4.20e-05
5149,488,R12r,-6.68e-06,-7.91e-05
5150,488,R13r,-4.22e-07,-7.87e-06
5151,488,R14r,-7.14e-05,-3.28e-04
5152,488,R21,0.00e+00,0.00e+00
5153,488,R22,0.00e+00,0.00e+00
5154,488,R23r,-1.62e-02,-6.12e-03
5155,488,R24,0.00e+00,0.00e+00
5156,488,R25,0.00e+00,0.00e+00
5157,488,R26r,-6.22e-03,-1.66e-02
5158,488,R27,0.00e+00,0.00e+00
5159,488,R28r,-8.01e-04,-1.93e-02
5160,488,R29r,-6.01e+01,-1.87e-02
5161,488,R2r,-2.46e-02,-6.39e-02
5162,488,R3,0.00e+00,0.00e+00
5163,488,R40,0.00e+00,0.00e+00
5164,488,R5r,-4.67e+01,-7.09e-02
5165,488,R6r,1.77e-03,1.02e-01
5166,488,R7ra,-2.17e-02,-9.80e-03
5167,488,R7rb,-1.21e-06,-4.48e-03
5168,488,R7rc,-2.15e-02,-1.76e-02
5169,488,R80,0.00e+00,0.00e+00
5170,488,R8r,-6.04e-04,-1.08e-02
5171,488,R93,0.00e+00,0.00e+00
5172,488,R95,0.00e+00,0.00e+00
5173,489,R1,0.00e+00,0.00e+00
5174,489,R10a,0.00e+00,0.00e+00
5175,489,R10b,0.00e+00,0.00e+00
5176,489,R10c,0.00e+00,0.00e+00
5177,489,R11r,-3.61e-06,-4.98e-05
5178,489,R12r,-6.76e-06,-9.32e-05
5179,489,R13r,-5.73e-07,-1.24e-05
5180,489,R14r,-4.86e-05,-2.60e-04
5181,489,R21,0.00e+00,0.00e+00
5182,489,R22,0.00e+00,0.00e+00
5183,489,R23r,-8.60e-03,-3.77e-03
5184,489,R24,0.00e+00,0.00e+00
5185,489,R25,0.00e+00,0.00e+00
5186,489,R26r,-9.66e-04,-2.99e-03
5187,489,R2r,-1.31e-02,-3.97e-02
5188,489,R3,0.00e+00,0.00e+00
5189,489,R40,0.00e+00,0.00e+00
5190,489,R5r,-4.28e+01,-7.57e-02
5191,489,R6r,1.67e-03,1.12e-01
5192,489,R7ra,-3.87e-02,-2.03e-02
5193,489,R7rb,-2.41e-06,-1.04e-02
5194,489,R7rc,-3.44e-02,-3.29e-02
5195,489,R80,0.00e+00,0.00e+00
5196,489,R8r,-1.04e-03,-2.16e-02
5197,489,R93,0.00e+00,0.00e+00
5198,489,R95,0.00e+00,0.00e+00
5199,489,RR9,0.00e+00,0.00e+00
5200,497,R1,0.00e+00,0.00e+00
5201,497,R10a,0.00e+00,0.00e+00
5202,497,R10b,0.00e+00,0.00e+00
5203,497,R10c,0.00e+00,0.00e+00
5204,497,R11r,-6.00e-06,-2.26e-05
5205,497,R12r,-1.06e-05,-4.00e-05
5206,497,R13r,-9.53e-07,-5.64e-06
5207,497,R14r,-5.22e-05,-7.60e-05
5208,497,R21,0.00e+00,0.00e+00
5209,497,R22,0.00e+00,0.00e+00
5210,497,R23r,-3.04e-03,-3.63e-04
5211,497,R24,0.00e+00,0.00e+00
5212,497,R27,0.00e+00,0.00e+00
5213,497,R27b,0.00e+00,0.00e+00
5214,497,R28r,2.25e-04,1.73e-03
5215,497,R29r,8.28e+00,8.19e-04
5216,497,R2r,-1.21e-01,-9.98e-02
5217,497,R3,0.00e+00,0.00e+00
5218,497,R40,0.00e+00,0.00e+00
5219,497,R53r,-3.10e-09,-1.03e-04
5220,497,R5r,-2.27e+02,-1.09e-01
5221,497,R6r,8.57e-03,1.56e-01
5222,497,R7ra,-4.20e-01,-6.02e-02
5223,497,R7rb,-1.49e-05,-1.75e-02
5224,497,R7rc,-1.75e-01,-4.56e-02
5225,497,R8r,-5.17e-03,-2.93e-02
5226,497,R9,0.00e+00,0.00e+00
5227,497,R93,0.00e+00,0.00e+00
5228,497,R94,0.00e+00,0.00e+00
5229,497,R95,0.00e+00,0.00e+00
5230,499,R1,0.00e+00,0.00e+00
5231,499,R10a,0.00e+00,0.00e+00
5232,499,R10b,0.00e+00,0.00e+00
5233,499,R10c,0.00e+00,0.00e+00
5234,499,R11r,-3.96e-06,-2.02e-05
5235,499,R12r,-7.35e-06,-3.75e-05
5236,499,R13r,-6.31e-07,-5.06e-06
5237,499,R14r,-4.76e-05,-9.39e-05
5238,499,R21,0.00e+00,0.00e+00
5239,499,R22,0.00e+00,0.00e+00
5240,499,R23r,-1.25e-03,-2.02e-04
5241,499,R24,0.00e+00,0.00e+00
5242,499,R27b,0.00e+00,0.00e+00
5243,499,R28r,5.24e-04,5.44e-03
5244,499,R29r,2.83e+01,3.80e-03
5245,499,R2r,-4.62e-02,-5.17e-02
5246,499,R3,0.00e+00,0.00e+00
5247,499,R40,0.00e+00,0.00e+00
5248,499,R53r,-1.26e-08,-5.71e-04
5249,499,R5r,-1.86e+02,-1.21e-01
5250,499,R6r,7.27e-03,1.79e-01
5251,499,R7ra,-2.73e-01,-5.31e-02
5252,499,R7rb,-1.07e-05,-1.70e-02
5253,499,R7rc,-1.47e-01,-5.18e-02
5254,499,R80,0.00e+00,0.00e+00
5255,499,R8r,-4.29e-03,-3.29e-02
5256,499,R9,0.00e+00,0.00e+00
5257,499,R93,0.00e+00,0.00e+00
5258,499,R94,0.00e+00,0.00e+00
5259,499,R95,0.00e+00,0.00e+00
5260,500,R1,0.00e+00,0.00e+00
5261,500,R10a,0.00e+00,0.00e+00
5262,500,R10b,0.00e+00,0.00e+00
5263,500,R10c,0.00e+00,0.00e+00
5264,500,R11r,-4.47e-05,-1.05e-05
5265,500,R12r,-6.13e-05,-1.43e-05
5266,500,R13r,-1.21e-05,-4.46e-06
5267,500,R14r,-3.02e-05,-2.74e-06
5268,500,R21,0.00e+00,0.00e+00
5269,500,R22,0.00e+00,0.00e+00
5270,500,R23r,-3.57e-03,-2.66e-05
5271,500,R24,0.00e+00,0.00e+00
5272,500,R27b,0.00e+00,0.00e+00
5273,500,R28r,1.86e-04,8.85e-05
5274,500,R29r,6.24e-01,3.84e-06
5275,500,R2r,-7.23e-01,-3.71e-02
5276,500,R3,0.00e+00,0.00e+00
5277,500,R40,0.00e+00,0.00e+00
5278,500,R54ra,-6.23e+01,-1.42e-02
5279,500,R54rb,-3.48e-06,-9.70e-04
5280,500,R5r,-1.32e+03,-3.95e-02
5281,500,R6r,4.07e-02,4.61e-02
5282,500,R7ra,-5.65e+00,-5.03e-02
5283,500,R7rb,-4.08e-04,-2.99e-02
5284,500,R7rc,-2.35e+00,-3.80e-02
5285,500,R8r,-9.48e-02,-3.34e-02
5286,500,R9,0.00e+00,0.00e+00
5287,500,R93,0.00e+00,0.00e+00
5288,500,R95,0.00e+00,0.00e+00
5289,501,R1,0.00e+00,0.00e+00
5290,501,R10a,0.00e+00,0.00e+00
5291,501,R10b,0.00e+00,0.00e+00
5292,501,R10c,0.00e+00,0.00e+00
5293,501,R11r,-4.07e-06,-1.90e-05
5294,501,R12r,-7.54e-06,-3.50e-05
5295,501,R13r,-6.53e-07,-4.77e-06
5296,501,R14r,-4.75e-05,-8.55e-05
5297,501,R21,0.00e+00,0.00e+00
5298,501,R22,0.00e+00,0.00e+00
5299,501,R23r,-1.38e-03,-2.04e-04
5300,501,R24,0.00e+00,0.00e+00
5301,501,R27b,0.00e+00,0.00e+00
5302,501,R28r,7.97e-04,7.55e-03
5303,501,R29r,4.09e+01,5.00e-03
5304,501,R2r,-5.22e-02,-5.32e-02
5305,501,R3,0.00e+00,0.00e+00
5306,501,R40,0.00e+00,0.00e+00
5307,501,R53r,-1.13e-08,-4.64e-04
5308,501,R5r,-2.04e+02,-1.22e-01
5309,501,R6r,7.96e-03,1.79e-01
5310,501,R7ra,-3.18e-01,-5.63e-02
5311,501,R7rb,-1.23e-05,-1.79e-02
5312,501,R7rc,-1.65e-01,-5.33e-02
5313,501,R8r,-4.85e-03,-3.40e-02
5314,501,R9,0.00e+00,0.00e+00
5315,501,R93,0.00e+00,0.00e+00
5316,501,R94,0.00e+00,0.00e+00
5317,501,R95,0.00e+00,0.00e+00
5318,502,R1,0.00e+00,0.00e+00
5319,502,R10a,0.00e+00,0.00e+00
5320,502,R10b,0.00e+00,0.00e+00
5321,502,R10c,0.00e+00,0.00e+00
5322,502,R12r,-5.79e-05,-7.74e-06
5323,502,R13r,-1.30e-05,-2.74e-06
5324,502,R14r,-1.87e-05,-9.70e-07
5325,502,R15r,1.46e-05,3.16e-05
5326,502,R21,0.00e+00,0.00e+00
5327,502,R22,0.00e+00,0.00e+00
5328,502,R23r,-5.31e-03,-2.26e-05
5329,502,R24,0.00e+00,0.00e+00
5330,502,R29r,1.69e+01,5.95e-05
5331,502,R2r,-1.17e+00,-3.44e-02
5332,502,R3,0.00e+00,0.00e+00
5333,502,R40,0.00e+00,0.00e+00
5334,502,R41,0.00e+00,0.00e+00
5335,502,R54ra,-1.09e+02,-1.42e-02
5336,502,R54rb,-5.90e-06,-9.40e-04
5337,502,R5r,-2.15e+03,-3.68e-02
5338,502,R6r,6.62e-02,4.29e-02
5339,502,R7ra,-9.20e+00,-4.69e-02
5340,502,R7rb,-6.64e-04,-2.78e-02
5341,502,R7rc,-3.82e+00,-3.54e-02
5342,502,R80,0.00e+00,0.00e+00
5343,502,R8r,-1.54e-01,-3.11e-02
5344,502,R93,0.00e+00,0.00e+00
5345,504,R1,0.00e+00,0.00e+00
5346,504,R10a,0.00e+00,0.00e+00
5347,504,R10b,0.00e+00,0.00e+00
5348,504,R10c,0.00e+00,0.00e+00
5349,504,R11r,-3.61e-06,-5.06e-05
5350,504,R12r,-6.76e-06,-9.46e-05
5351,504,R13r,-5.72e-07,-1.26e-05
5352,504,R14r,-4.90e-05,-2.66e-04
5353,504,R21,0.00e+00,0.00e+00
5354,504,R22,0.00e+00,0.00e+00
5355,504,R23r,-7.55e-03,-3.36e-03
5356,504,R24,0.00e+00,0.00e+00
5357,504,R25,0.00e+00,0.00e+00
5358,504,R26r,-8.69e-04,-2.73e-03
5359,504,R2r,-1.41e-02,-4.34e-02
5360,504,R3,0.00e+00,0.00e+00
5361,504,R40,0.00e+00,0.00e+00
5362,504,R55a,0.00e+00,0.00e+00
5363,504,R55b,0.00e+00,0.00e+00
5364,504,R5r,-4.25e+01,-7.63e-02
5365,504,R6r,1.66e-03,1.13e-01
5366,504,R7ra,-3.79e-02,-2.02e-02
5367,504,R7rb,-2.35e-06,-1.03e-02
5368,504,R7rc,-3.38e-02,-3.27e-02
5369,504,R80,0.00e+00,0.00e+00
5370,504,R8r,-1.01e-03,-2.14e-02
5371,504,R91,0.00e+00,0.00e+00
5372,504,R93,0.00e+00,0.00e+00
5373,504,R95,0.00e+00,0.00e+00
5374,505,R1,0.00e+00,0.00e+00
5375,505,R10a,0.00e+00,0.00e+00
5376,505,R10b,0.00e+00,0.00e+00
5377,505,R10c,0.00e+00,0.00e+00
5378,505,R11r,-1.92e-05,-8.58e-05
5379,505,R12r,-2.92e-05,-1.30e-04
5380,505,R13r,-4.23e-06,-2.97e-05
5381,505,R14r,-4.02e-05,-6.95e-05
5382,505,R21,0.00e+00,0.00e+00
5383,505,R22,0.00e+00,0.00e+00
5384,505,R23r,-2.84e-02,-4.04e-03
5385,505,R24,0.00e+00,0.00e+00
5386,505,R25,0.00e+00,0.00e+00
5387,505,R26r,-5.19e-04,-5.21e-04
5388,505,R2r,-6.85e-02,-6.71e-02
5389,505,R3,0.00e+00,0.00e+00
5390,505,R40,0.00e+00,0.00e+00
5391,505,R54ra,-5.32e+00,-2.31e-02
5392,505,R54rb,-1.67e-06,-8.89e-03
5393,505,R5r,-1.38e+02,-7.90e-02
5394,505,R6r,4.57e-03,9.89e-02
5395,505,R7ra,-5.05e-01,-8.60e-02
5396,505,R7rb,-3.14e-05,-4.39e-02
5397,505,R7rc,-2.17e-01,-6.71e-02
5398,505,R80,0.00e+00,0.00e+00
5399,505,R8r,-8.19e-03,-5.51e-02
5400,505,R93,0.00e+00,0.00e+00
5401,505,R95,0.00e+00,0.00e+00
5402,506,R1,0.00e+00,0.00e+00
5403,506,R10a,0.00e+00,0.00e+00
5404,506,R10b,0.00e+00,0.00e+00
5405,506,R10c,0.00e+00,0.00e+00
5406,506,R11r,-1.25e-05,-2.42e-05
5407,506,R12r,-2.01e-05,-3.88e-05
5408,506,R13r,-2.47e-06,-7.49e-06
5409,506,R14r,-4.27e-05,-3.20e-05
5410,506,R21,0.00e+00,0.00e+00
5411,506,R22,0.00e+00,0.00e+00
5412,506,R23r,-1.79e-03,-1.10e-04
5413,506,R24,0.00e+00,0.00e+00
5414,506,R27b,0.00e+00,0.00e+00
5415,506,R28r,2.29e-04,9.01e-04
5416,506,R29r,4.46e+00,2.27e-04
5417,506,R2r,-1.71e-01,-7.24e-02
5418,506,R3,0.00e+00,0.00e+00
5419,506,R40,0.00e+00,0.00e+00
5420,506,R53r,-3.18e-10,-5.44e-06
5421,506,R54ra,-1.33e+01,-2.49e-02
5422,506,R54rb,-5.08e-06,-1.17e-02
5423,506,R5r,-4.05e+02,-1.00e-01
5424,506,R6r,1.41e-02,1.32e-01
5425,506,R7ra,-1.28e+00,-9.42e-02
5426,506,R7rb,-6.84e-05,-4.13e-02
5427,506,R7rc,-5.45e-01,-7.29e-02
5428,506,R8r,-1.92e-02,-5.59e-02
5429,506,R9,0.00e+00,0.00e+00
5430,506,R93,0.00e+00,0.00e+00
5431,506,R94,0.00e+00,0.00e+00
5432,506,R95,0.00e+00,0.00e+00
5433,510,R1,0.00e+00,0.00e+00
5434,510,R10a,0.00e+00,0.00e+00
5435,510,R10b,0.00e+00,0.00e+00
5436,510,R10c,0.00e+00,0.00e+00
5437,510,R11r,-1.31e-05,-3.80e-05
5438,510,R12r,-2.12e-05,-6.14e-05
5439,510,R13r,-1.26e-06,-5.75e-06
5440,510,R14r,-1.06e-04,-1.20e-04
5441,510,R21,0.00e+00,0.00e+00
5442,510,R22,0.00e+00,0.00e+00
5443,510,R23r,-3.26e-03,-3.01e-04
5444,510,R24,0.00e+00,0.00e+00
5445,510,R27,0.00e+00,0.00e+00
5446,510,R27b,0.00e+00,0.00e+00
5447,510,R2r,-1.03e-01,-6.55e-02
5448,510,R3,0.00e+00,0.00e+00
5449,510,R40,0.00e+00,0.00e+00
5450,510,R55a,0.00e+00,0.00e+00
5451,510,R55b,0.00e+00,0.00e+00
5452,510,R5r,-1.85e+02,-6.86e-02
5453,510,R6r,6.06e-03,8.52e-02
5454,510,R7ra,-3.84e-01,-4.25e-02
5455,510,R7rb,-1.11e-05,-1.01e-02
5456,510,R7rc,-9.64e-02,-1.94e-02
5457,510,R8r,-3.21e-03,-1.41e-02
5458,510,R9,0.00e+00,0.00e+00
5459,510,R91,0.00e+00,0.00e+00
5460,510,R93,0.00e+00,0.00e+00
5461,512,R1,0.00e+00,0.00e+00
5462,512,R10a,0.00e+00,0.00e+00
5463,512,R10b,0.00e+00,0.00e+00
5464,512,R10c,0.00e+00,0.00e+00
5465,512,R11r,-3.61e-06,-4.94e-05
5466,512,R12r,-6.77e-06,-9.24e-05
5467,512,R13r,-5.73e-07,-1.23e-05
5468,512,R14r,-4.89e-05,-2.59e-04
5469,512,R21,0.00e+00,0.00e+00
5470,512,R22,0.00e+00,0.00e+00
5471,512,R23r,-8.46e-03,-3.67e-03
5472,512,R24,0.00e+00,0.00e+00
5473,512,R25,0.00e+00,0.00e+00
5474,512,R26r,-9.24e-04,-2.83e-03
5475,512,R2r,-1.44e-02,-4.30e-02
5476,512,R3,0.00e+00,0.00e+00
5477,512,R40,0.00e+00,0.00e+00
5478,512,R53r,-3.99e-10,-4.83e-05
5479,512,R5r,-4.45e+01,-7.78e-02
5480,512,R6r,1.74e-03,1.15e-01
5481,512,R7ra,-4.12e-02,-2.14e-02
5482,512,R7rb,-2.48e-06,-1.06e-02
5483,512,R7rc,-3.55e-02,-3.36e-02
5484,512,R80,0.00e+00,0.00e+00
5485,512,R8r,-1.07e-03,-2.20e-02
5486,512,R93,0.00e+00,0.00e+00
5487,512,R94,0.00e+00,0.00e+00
5488,512,R95,0.00e+00,0.00e+00
5489,515,R1,0.00e+00,0.00e+00
5490,515,R10a,0.00e+00,0.00e+00
5491,515,R10b,0.00e+00,0.00e+00
