,efm,reaction,dq/dKeq,dlogq/dlogKeq
3684,362,r10c,0.00e+00,0.00e+00
3685,362,r11r,-2.24e-05,-1.19e-05
3686,362,r12r,-3.27e-05,-1.74e-05
3687,362,r13r,-5.31e-06,-4.46e-06
3688,362,r14r,-3.34e-05,-6.90e-06
3689,362,r21,0.00e+00,0.00e+00
3690,362,r22,0.00e+00,0.00e+00
3691,362,r23r,-3.07e-03,-5.21e-05
3692,362,r24,0.00e+00,0.00e+00
3693,362,r27b,0.00e+00,0.00e+00
3694,362,r28r,1.81e-03,1.97e-03
3695,362,r29r,1.49e+01,2.09e-04
3696,362,r2r,-4.63e-01,-5.42e-02
3697,362,r3,0.00e+00,0.00e+00
3698,362,r40,0.00e+00,0.00e+00
3699,362,r53r,-2.88e-12,-1.36e-08
3700,362,r54ra,-3.43e+01,-1.78e-02
3701,362,r54rb,-4.59e-06,-2.92e-03
3702,362,r55a,0.00e+00,0.00e+00
3703,362,r55b,0.00e+00,0.00e+00
3704,362,r5r,-8.94e+02,-6.12e-02
3705,362,r6r,2.88e-02,7.44e-02
3706,362,r7ra,-3.57e+00,-7.26e-02
3707,362,r7rb,-2.37e-04,-3.96e-02
3708,362,r7rc,-1.52e+00,-5.61e-02
3709,362,r8r,-5.91e-02,-4.75e-02
3710,362,r91,0.00e+00,0.00e+00
3711,362,r93,0.00e+00,0.00e+00
3712,362,r94,0.00e+00,0.00e+00
3713,362,r95,0.00e+00,0.00e+00
3714,364,r1,0.00e+00,0.00e+00
3715,364,r10a,0.00e+00,0.00e+00
3716,364,r10b,0.00e+00,0.00e+00
3717,364,r10c,0.00e+00,0.00e+00
3718,364,r11r,-4.43e-06,-1.33e-05
3719,364,r12r,-7.98e-06,-2.39e-05
3720,364,r13r,-7.51e-07,-3.54e-06
3721,364,r14r,-4.04e-05,-4.69e-05
3722,364,r21,0.00e+00,0.00e+00
3723,364,r22,0.00e+00,0.00e+00
3724,364,r23r,-1.21e-03,-1.15e-04
3725,364,r24,0.00e+00,0.00e+00
3726,364,r27b,0.00e+00,0.00e+00
3727,364,r28r,3.72e-03,2.27e-02
3728,364,r29r,1.38e+02,1.09e-02
3729,364,r2r,-9.84e-02,-6.47e-02
3730,364,r3,0.00e+00,0.00e+00
3731,364,r40,0.00e+00,0.00e+00
3732,364,r53r,-6.52e-10,-1.73e-05
3733,364,r55a,0.00e+00,0.00e+00
3734,364,r55b,0.00e+00,0.00e+00
3735,364,r5r,-2.71e+02,-1.04e-01
3736,364,r6r,1.02e-02,1.48e-01
3737,364,r7ra,-5.96e-01,-6.81e-02
3738,364,r7rb,-2.64e-05,-2.48e-02
3739,364,r7rc,-2.89e-01,-6.00e-02
3740,364,r8r,-9.28e-03,-4.19e-02
3741,364,r91,0.00e+00,0.00e+00
3742,364,r93,0.00e+00,0.00e+00
3743,364,r94,0.00e+00,0.00e+00
3744,364,r95,0.00e+00,0.00e+00
3745,366,r1,0.00e+00,0.00e+00
3746,366,r10a,0.00e+00,0.00e+00
3747,366,r10b,0.00e+00,0.00e+00
3748,366,r10c,0.00e+00,0.00e+00
3749,366,r12r,-1.71e-05,-4.99e-05
3750,366,r13r,-2.13e-06,-9.82e-06
3751,366,r14r,-3.77e-05,-4.27e-05
3752,366,r15r,2.14e-05,1.01e-03
3753,366,r21,0.00e+00,0.00e+00
3754,366,r22,0.00e+00,0.00e+00
3755,366,r23r,-4.72e-02,-4.39e-03
3756,366,r24,0.00e+00,0.00e+00
3757,366,r25,0.00e+00,0.00e+00
3758,366,r26r,-6.59e-03,-4.33e-03
3759,366,r27,0.00e+00,0.00e+00
3760,366,r27b,0.00e+00,0.00e+00
3761,366,r28r,8.00e-04,4.76e-03
3762,366,r29r,9.30e+00,7.16e-04
3763,366,r2r,-1.38e-01,-8.85e-02
3764,366,r3,0.00e+00,0.00e+00
3765,366,r40,0.00e+00,0.00e+00
3766,366,r53r,-2.63e-10,-6.81e-06
3767,366,r5r,-2.52e+02,-9.46e-02
3768,366,r6r,8.96e-03,1.27e-01
3769,366,r7ra,-4.85e-01,-5.41e-02
3770,366,r7rb,-1.77e-05,-1.62e-02
3771,366,r7rc,-1.81e-01,-3.66e-02
3772,366,r8r,-5.76e-03,-2.54e-02
3773,366,r93,0.00e+00,0.00e+00
3774,366,r94,0.00e+00,0.00e+00
3775,366,r95,0.00e+00,0.00e+00
3776,371,r1,0.00e+00,0.00e+00
3777,371,r10a,0.00e+00,0.00e+00
3778,371,r10b,0.00e+00,0.00e+00
3779,371,r10c,0.00e+00,0.00e+00
3780,371,r12r,-1.92e-05,-7.53e-05
3781,371,r13r,-2.98e-06,-1.84e-05
3782,371,r14r,-2.65e-05,-4.02e-05
3783,371,r15r,1.67e-05,1.06e-03
3784,371,r21,0.00e+00,0.00e+00
3785,371,r22,0.00e+00,0.00e+00
3786,371,r23r,-3.96e-02,-4.94e-03
3787,371,r24,0.00e+00,0.00e+00
3788,371,r25,0.00e+00,0.00e+00
3789,371,r26r,-1.12e-03,-9.87e-04
3790,371,r27b,0.00e+00,0.00e+00
3791,371,r28r,6.73e-04,5.37e-03
3792,371,r29r,4.91e+00,5.06e-04
3793,371,r2r,-9.72e-02,-8.37e-02
3794,371,r3,0.00e+00,0.00e+00
3795,371,r40,0.00e+00,0.00e+00
3796,371,r53r,-1.59e-10,-5.51e-06
3797,371,r5r,-1.79e+02,-8.99e-02
3798,371,r6r,6.41e-03,1.22e-01
3799,371,r7ra,-4.28e-01,-6.39e-02
3800,371,r7rb,-1.79e-05,-2.20e-02
3801,371,r7rc,-1.67e-01,-4.54e-02
3802,371,r80,0.00e+00,0.00e+00
3803,371,r8r,-5.45e-03,-3.22e-02
3804,371,r93,0.00e+00,0.00e+00
3805,371,r94,0.00e+00,0.00e+00
3806,371,r95,0.00e+00,0.00e+00
3807,372,r1,0.00e+00,0.00e+00
3808,372,r10a,0.00e+00,0.00e+00
3809,372,r10b,0.00e+00,0.00e+00
3810,372,r10c,0.00e+00,0.00e+00
3811,372,r12r,-3.68e-05,-1.60e-05
3812,372,r13r,-7.98e-06,-5.46e-06
3813,372,r14r,-1.49e-05,-2.51e-06
3814,372,r15r,1.28e-05,9.01e-05
3815,372,r21,0.00e+00,0.00e+00
3816,372,r22,0.00e+00,0.00e+00
3817,372,r23r,-7.66e-02,-1.06e-03
3818,372,r24,0.00e+00,0.00e+00
3819,372,r25,0.00e+00,0.00e+00
3820,372,r26r,-2.14e-03,-2.09e-04
3821,372,r27b,0.00e+00,0.00e+00
3822,372,r28r,1.80e-03,1.60e-03
3823,372,r29r,5.40e+00,6.18e-05
3824,372,r2r,-5.47e-01,-5.22e-02
3825,372,r3,0.00e+00,0.00e+00
3826,372,r40,0.00e+00,0.00e+00
3827,372,r53r,-1.99e-11,-7.67e-08
3828,372,r54ra,-4.11e+01,-1.74e-02
3829,372,r54rb,-5.26e-06,-2.73e-03
3830,372,r5r,-1.08e+03,-6.00e-02
3831,372,r6r,3.48e-02,7.32e-02
3832,372,r7ra,-4.24e+00,-7.03e-02
3833,372,r7rb,-2.76e-04,-3.76e-02
3834,372,r7rc,-1.77e+00,-5.34e-02
3835,372,r8r,-6.86e-02,-4.50e-02
3836,372,r93,0.00e+00,0.00e+00
3837,372,r94,0.00e+00,0.00e+00
3838,372,r95,0.00e+00,0.00e+00
3839,376,r1,0.00e+00,0.00e+00
3840,376,r10a,0.00e+00,0.00e+00
3841,376,r10b,0.00e+00,0.00e+00
3842,376,r10c,0.00e+00,0.00e+00
3843,376,r11r,-7.14e-06,-2.62e-05
3844,376,r12r,-1.22e-05,-4.47e-05
3845,376,r13r,-9.23e-07,-5.31e-06
3846,376,r14r,-6.05e-05,-8.58e-05
3847,376,r21,0.00e+00,0.00e+00
3848,376,r22,0.00e+00,0.00e+00
3849,376,r23r,-2.64e-03,-3.07e-04
3850,376,r24,0.00e+00,0.00e+00
3851,376,r27,0.00e+00,0.00e+00
3852,376,r27b,0.00e+00,0.00e+00
3853,376,r28r,1.26e-03,9.37e-03
3854,376,r29r,2.38e+01,2.29e-03
3855,376,r2r,-1.06e-01,-8.48e-02
3856,376,r3,0.00e+00,0.00e+00
3857,376,r40,0.00e+00,0.00e+00
3858,376,r55a,0.00e+00,0.00e+00
3859,376,r55b,0.00e+00,0.00e+00
3860,376,r5r,-1.94e+02,-9.08e-02
3861,376,r6r,6.82e-03,1.21e-01
3862,376,r7ra,-4.10e-01,-5.71e-02
3863,376,r7rb,-1.61e-05,-1.85e-02
3864,376,r7rc,-1.55e-01,-3.93e-02
3865,376,r8r,-5.07e-03,-2.80e-02
3866,376,r91,0.00e+00,0.00e+00
3867,376,r93,0.00e+00,0.00e+00
3868,376,r95,0.00e+00,0.00e+00
3869,377,r1,0.00e+00,0.00e+00
3870,377,r10a,0.00e+00,0.00e+00
3871,377,r10b,0.00e+00,0.00e+00
3872,377,r10c,0.00e+00,0.00e+00
3873,377,r12r,-4.98e-05,-7.03e-06
3874,377,r13r,-1.12e-05,-2.49e-06
3875,377,r14r,-1.62e-05,-8.85e-07
3876,377,r15r,1.26e-05,2.88e-05
3877,377,r21,0.00e+00,0.00e+00
3878,377,r22,0.00e+00,0.00e+00
3879,377,r23r,-4.60e-03,-2.07e-05
3880,377,r24,0.00e+00,0.00e+00
3881,377,r27b,0.00e+00,0.00e+00
3882,377,r28r,1.36e-04,3.92e-05
3883,377,r29r,1.68e+01,6.25e-05
3884,377,r2r,-1.12e+00,-3.47e-02
3885,377,r3,0.00e+00,0.00e+00
3886,377,r40,0.00e+00,0.00e+00
3887,377,r41,0.00e+00,0.00e+00
3888,377,r54ra,-1.03e+02,-1.42e-02
3889,377,r54rb,-5.66e-06,-9.53e-04
3890,377,r5r,-2.05e+03,-3.71e-02
3891,377,r6r,6.33e-02,4.33e-02
3892,377,r7ra,-8.79e+00,-4.73e-02
3893,377,r7rb,-6.33e-04,-2.80e-02
3894,377,r7rc,-3.65e+00,-3.57e-02
3895,377,r8r,-1.47e-01,-3.14e-02
3896,377,r93,0.00e+00,0.00e+00
3897,377,r95,0.00e+00,0.00e+00
3898,378,r1,0.00e+00,0.00e+00
3899,378,r10a,0.00e+00,0.00e+00
3900,378,r10b,0.00e+00,0.00e+00
3901,378,r10c,0.00e+00,0.00e+00
3902,378,r12r,-1.99e-05,-8.38e-05
3903,378,r13r,-3.32e-06,-2.20e-05
3904,378,r14r,-2.32e-05,-3.79e-05
3905,378,r15r,1.53e-05,1.04e-03
3906,378,r21,0.00e+00,0.00e+00
3907,378,r22,0.00e+00,0.00e+00
3908,378,r23r,-3.57e-03,-4.78e-04
3909,378,r24,0.00e+00,0.00e+00
3910,378,r27b,0.00e+00,0.00e+00
3911,378,r28r,9.18e-04,7.86e-03
3912,378,r29r,2.12e+01,2.34e-03
3913,378,r2r,-8.47e-02,-7.82e-02
3914,378,r3,0.00e+00,0.00e+00
3915,378,r40,0.00e+00,0.00e+00
3916,378,r55a,0.00e+00,0.00e+00
3917,378,r55b,0.00e+00,0.00e+00
3918,378,r5r,-1.56e+02,-8.42e-02
3919,378,r6r,5.59e-03,1.14e-01
3920,378,r7ra,-4.07e-01,-6.52e-02
3921,378,r7rb,-1.83e-05,-2.41e-02
3922,378,r7rc,-1.65e-01,-4.80e-02
3923,378,r80,0.00e+00,0.00e+00
3924,378,r8r,-5.49e-03,-3.48e-02
3925,378,r91,0.00e+00,0.00e+00
3926,378,r93,0.00e+00,0.00e+00
3927,378,r95,0.00e+00,0.00e+00
3928,378,rr9,0.00e+00,0.00e+00
3929,379,r1,0.00e+00,0.00e+00
3930,379,r10a,0.00e+00,0.00e+00
3931,379,r10b,0.00e+00,0.00e+00
3932,379,r10c,0.00e+00,0.00e+00
3933,379,r12r,-3.82e-05,-1.94e-05
3934,379,r13r,-8.33e-06,-6.66e-06
3935,379,r14r,-1.50e-05,-2.96e-06
3936,379,r15r,1.29e-05,1.05e-04
3937,379,r21,0.00e+00,0.00e+00
3938,379,r22,0.00e+00,0.00e+00
3939,379,r23r,-3.22e-03,-5.21e-05
3940,379,r24,0.00e+00,0.00e+00
3941,379,r27b,0.00e+00,0.00e+00
3942,379,r28r,1.92e-03,1.98e-03
3943,379,r29r,1.75e+01,2.34e-04
3944,379,r2r,-4.81e-01,-5.37e-02
3945,379,r3,0.00e+00,0.00e+00
3946,379,r40,0.00e+00,0.00e+00
3947,379,r54ra,-3.58e+01,-1.77e-02
3948,379,r54rb,-4.71e-06,-2.85e-03
3949,379,r55a,0.00e+00,0.00e+00
3950,379,r55b,0.00e+00,0.00e+00
3951,379,r5r,-9.32e+02,-6.07e-02
3952,379,r6r,2.99e-02,7.37e-02
3953,379,r7ra,-3.74e+00,-7.24e-02
3954,379,r7rb,-2.50e-04,-3.98e-02
3955,379,r7rc,-1.59e+00,-5.58e-02
3956,379,r8r,-6.17e-02,-4.73e-02
3957,379,r91,0.00e+00,0.00e+00
3958,379,r93,0.00e+00,0.00e+00
3959,379,r95,0.00e+00,0.00e+00
3960,379,rr9,0.00e+00,0.00e+00
3961,380,r1,0.00e+00,0.00e+00
3962,380,r10a,0.00e+00,0.00e+00
3963,380,r10b,0.00e+00,0.00e+00
3964,380,r10c,0.00e+00,0.00e+00
3965,380,r12r,-1.87e-05,-6.19e-05
3966,380,r13r,-2.87e-06,-1.49e-05
3967,380,r14r,-2.69e-05,-3.44e-05
3968,380,r15r,1.68e-05,8.96e-04
3969,380,r21,0.00e+00,0.00e+00
3970,380,r22,0.00e+00,0.00e+00
3971,380,r23r,-2.97e-03,-3.12e-04
3972,380,r24,0.00e+00,0.00e+00
3973,380,r27,0.00e+00,0.00e+00
3974,380,r27b,0.00e+00,0.00e+00
3975,380,r28r,1.39e-03,9.38e-03
3976,380,r29r,3.33e+01,2.90e-03
3977,380,r2r,-1.08e-01,-7.84e-02
3978,380,r3,0.00e+00,0.00e+00
3979,380,r40,0.00e+00,0.00e+00
3980,380,r55a,0.00e+00,0.00e+00
3981,380,r55b,0.00e+00,0.00e+00
3982,380,r5r,-1.99e+02,-8.43e-02
3983,380,r6r,7.12e-03,1.14e-01
3984,380,r7ra,-4.78e-01,-6.02e-02
3985,380,r7rb,-2.05e-05,-2.12e-02
3986,380,r7rc,-1.91e-01,-4.38e-02
3987,380,r8r,-6.30e-03,-3.14e-02
3988,380,r91,0.00e+00,0.00e+00
3989,380,r93,0.00e+00,0.00e+00
3990,380,r95,0.00e+00,0.00e+00
3991,380,rr9,0.00e+00,0.00e+00
3992,381,r1,0.00e+00,0.00e+00
3993,381,r10a,0.00e+00,0.00e+00
3994,381,r10b,0.00e+00,0.00e+00
3995,381,r10c,0.00e+00,0.00e+00
3996,381,r12r,-1.23e-05,-3.18e-05
3997,381,r13r,-1.96e-06,-7.92e-06
3998,381,r14r,-2.29e-05,-2.28e-05
3999,381,r15r,1.47e-05,6.09e-04
4000,381,r21,0.00e+00,0.00e+00
4001,381,r22,0.00e+00,0.00e+00
4002,381,r23r,-3.18e-02,-2.60e-03
4003,381,r24,0.00e+00,0.00e+00
4004,381,r25,0.00e+00,0.00e+00
4005,381,r26r,-2.53e-03,-1.46e-03
4006,381,r27b,0.00e+00,0.00e+00
4007,381,r28r,3.94e-03,2.06e-02
4008,381,r29r,1.46e+02,9.91e-03
4009,381,r2r,-1.11e-01,-6.24e-02
4010,381,r3,0.00e+00,0.00e+00
4011,381,r40,0.00e+00,0.00e+00
4012,381,r53r,-1.87e-09,-4.27e-05
4013,381,r5r,-3.23e+02,-1.06e-01
4014,381,r6r,1.22e-02,1.52e-01
4015,381,r7ra,-6.79e-01,-6.65e-02
4016,381,r7rb,-2.91e-05,-2.34e-02
4017,381,r7rc,-3.28e-01,-5.84e-02
4018,381,r8r,-1.04e-02,-4.01e-02
4019,381,r93,0.00e+00,0.00e+00
4020,381,r94,0.00e+00,0.00e+00
4021,381,r95,0.00e+00,0.00e+00
4022,382,r1,0.00e+00,0.00e+00
4023,382,r10a,0.00e+00,0.00e+00
4024,382,r10b,0.00e+00,0.00e+00
4025,382,r10c,0.00e+00,0.00e+00
4026,382,r11r,-8.23e-06,-3.92e-05
4027,382,r12r,-1.38e-05,-6.59e-05
4028,382,r13r,-9.45e-07,-7.08e-06
4029,382,r14r,-7.10e-05,-1.31e-04
4030,382,r21,0.00e+00,0.00e+00
4031,382,r22,0.00e+00,0.00e+00
4032,382,r23r,-3.05e-03,-4.62e-04
4033,382,r24,0.00e+00,0.00e+00
4034,382,r27,0.00e+00,0.00e+00
4035,382,r27b,0.00e+00,0.00e+00
4036,382,r29r,3.03e+00,3.80e-04
4037,382,r2r,-6.83e-02,-7.14e-02
4038,382,r3,0.00e+00,0.00e+00
4039,382,r40,0.00e+00,0.00e+00
4040,382,r41,0.00e+00,0.00e+00
4041,382,r55a,0.00e+00,0.00e+00
4042,382,r55b,0.00e+00,0.00e+00
4043,382,r5r,-1.25e+02,-7.60e-02
4044,382,r6r,4.26e-03,9.83e-02
4045,382,r7ra,-2.60e-01,-4.72e-02
4046,382,r7rb,-9.74e-06,-1.45e-02
4047,382,r7rc,-8.93e-02,-2.95e-02
4048,382,r8r,-2.97e-03,-2.13e-02
4049,382,r91,0.00e+00,0.00e+00
4050,382,r93,0.00e+00,0.00e+00
4051,384,r1,0.00e+00,0.00e+00
4052,384,r10a,0.00e+00,0.00e+00
4053,384,r10b,0.00e+00,0.00e+00
4054,384,r10c,0.00e+00,0.00e+00
4055,384,r12r,-1.78e-05,-6.16e-05
4056,384,r13r,-2.37e-06,-1.30e-05
4057,384,r14r,-3.40e-05,-4.58e-05
4058,384,r15r,1.99e-05,1.11e-03
4059,384,r21,0.00e+00,0.00e+00
4060,384,r22,0.00e+00,0.00e+00
4061,384,r23r,-2.51e-03,-2.77e-04
4062,384,r24,0.00e+00,0.00e+00
4063,384,r27,0.00e+00,0.00e+00
4064,384,r27b,0.00e+00,0.00e+00
4065,384,r28r,1.40e-03,9.91e-03
4066,384,r29r,3.13e+01,2.85e-03
4067,384,r2r,-1.14e-01,-8.70e-02
4068,384,r3,0.00e+00,0.00e+00
4069,384,r40,0.00e+00,0.00e+00
4070,384,r53r,-2.54e-11,-7.81e-07
4071,384,r55a,0.00e+00,0.00e+00
4072,384,r55b,0.00e+00,0.00e+00
4073,384,r5r,-2.09e+02,-9.31e-02
4074,384,r6r,7.43e-03,1.25e-01
4075,384,r7ra,-4.44e-01,-5.87e-02
4076,384,r7rb,-1.76e-05,-1.91e-02
4077,384,r7rc,-1.72e-01,-4.13e-02
4078,384,r8r,-5.59e-03,-2.93e-02
4079,384,r91,0.00e+00,0.00e+00
4080,384,r93,0.00e+00,0.00e+00
4081,384,r94,0.00e+00,0.00e+00
4082,384,r95,0.00e+00,0.00e+00
4083,385,r1,0.00e+00,0.00e+00
4084,385,r10a,0.00e+00,0.00e+00
4085,385,r10b,0.00e+00,0.00e+00
4086,385,r10c,0.00e+00,0.00e+00
4087,385,r12r,-1.11e-05,-3.09e-05
4088,385,r13r,-1.69e-06,-7.40e-06
4089,385,r14r,-2.43e-05,-2.61e-05
4090,385,r15r,1.52e-05,6.83e-04
4091,385,r21,0.00e+00,0.00e+00
4092,385,r22,0.00e+00,0.00e+00
4093,385,r23r,-1.87e-03,-1.65e-04
4094,385,r24,0.00e+00,0.00e+00
4095,385,r27,0.00e+00,0.00e+00
4096,385,r27b,0.00e+00,0.00e+00
4097,385,r28r,1.07e-03,6.06e-03
4098,385,r29r,9.75e+01,7.12e-03
4099,385,r2r,-1.12e-01,-6.86e-02
4100,385,r3,0.00e+00,0.00e+00
4101,385,r40,0.00e+00,0.00e+00
4102,385,r41,0.00e+00,0.00e+00
4103,385,r53r,-1.47e-08,-3.61e-04
4104,385,r5r,-3.12e+02,-1.11e-01
4105,385,r6r,1.21e-02,1.63e-01
4106,385,r7ra,-5.10e-01,-5.40e-02
4107,385,r7rb,-1.93e-05,-1.68e-02
4108,385,r7rc,-2.56e-01,-4.92e-02
4109,385,r8r,-7.56e-03,-3.17e-02
4110,385,r93,0.00e+00,0.00e+00
4111,385,r94,0.00e+00,0.00e+00
4112,385,r95,0.00e+00,0.00e+00
4113,387,r1,0.00e+00,0.00e+00
4114,387,r10a,0.00e+00,0.00e+00
4115,387,r10b,0.00e+00,0.00e+00
4116,387,r10c,0.00e+00,0.00e+00
4117,387,r12r,-1.23e-05,-3.31e-05
4118,387,r13r,-1.87e-06,-7.93e-06
4119,387,r14r,-2.53e-05,-2.64e-05
4120,387,r15r,1.54e-05,6.69e-04
4121,387,r21,0.00e+00,0.00e+00
4122,387,r22,0.00e+00,0.00e+00
4123,387,r23r,-2.81e-03,-2.41e-04
4124,387,r24,0.00e+00,0.00e+00
4125,387,r27b,0.00e+00,0.00e+00
4126,387,r28r,5.05e-04,2.78e-03
4127,387,r29r,5.38e+01,3.82e-03
4128,387,r2r,-1.70e-01,-1.01e-01
4129,387,r3,0.00e+00,0.00e+00
4130,387,r40,0.00e+00,0.00e+00
4131,387,r41,0.00e+00,0.00e+00
4132,387,r53r,-8.47e-09,-2.02e-04
4133,387,r5r,-3.19e+02,-1.10e-01
4134,387,r6r,1.23e-02,1.61e-01
4135,387,r7ra,-5.57e-01,-5.72e-02
4136,387,r7rb,-2.00e-05,-1.69e-02
4137,387,r7rc,-2.55e-01,-4.76e-02
4138,387,r80,0.00e+00,0.00e+00
4139,387,r8r,-7.53e-03,-3.06e-02
4140,387,r93,0.00e+00,0.00e+00
4141,387,r94,0.00e+00,0.00e+00
4142,387,r95,0.00e+00,0.00e+00
4143,388,r1,0.00e+00,0.00e+00
4144,388,r10a,0.00e+00,0.00e+00
4145,388,r10b,0.00e+00,0.00e+00
4146,388,r10c,0.00e+00,0.00e+00
4147,388,r12r,-1.07e-05,-3.09e-05
4148,388,r13r,-1.63e-06,-7.39e-06
4149,388,r14r,-2.35e-05,-2.63e-05
4150,388,r15r,1.53e-05,7.11e-04
4151,388,r21,0.00e+00,0.00e+00
4152,388,r22,0.00e+00,0.00e+00
4153,388,r23r,-1.48e-03,-1.36e-04
4154,388,r24,0.00e+00,0.00e+00
4155,388,r27b,0.00e+00,0.00e+00
4156,388,r28r,1.67e-03,9.77e-03
4157,388,r29r,1.40e+02,1.06e-02
4158,388,r2r,-8.33e-02,-5.27e-02
4159,388,r3,0.00e+00,0.00e+00
4160,388,r40,0.00e+00,0.00e+00
4161,388,r41,0.00e+00,0.00e+00
4162,388,r53r,-2.15e-08,-5.49e-04
4163,388,r5r,-3.15e+02,-1.16e-01
4164,388,r6r,1.23e-02,1.71e-01
4165,388,r7ra,-4.96e-01,-5.44e-02
4166,388,r7rb,-1.99e-05,-1.79e-02
4167,388,r7rc,-2.65e-01,-5.29e-02
4168,388,r8r,-7.89e-03,-3.42e-02
4169,388,r93,0.00e+00,0.00e+00
4170,388,r94,0.00e+00,0.00e+00
4171,388,r95,0.00e+00,0.00e+00
4172,390,r1,0.00e+00,0.00e+00
4173,390,r10a,0.00e+00,0.00e+00
4174,390,r10b,0.00e+00,0.00e+00
4175,390,r10c,0.00e+00,0.00e+00
4176,390,r12r,-3.72e-05,-1.85e-05
4177,390,r13r,-8.11e-06,-6.34e-06
4178,390,r14r,-1.49e-05,-2.87e-06
4179,390,r15r,1.27e-05,1.02e-04
4180,390,r21,0.00e+00,0.00e+00
4181,390,r22,0.00e+00,0.00e+00
4182,390,r23r,-3.16e-03,-5.00e-05
4183,390,r24,0.00e+00,0.00e+00
4184,390,r27b,0.00e+00,0.00e+00
4185,390,r28r,1.80e-03,1.82e-03
4186,390,r29r,1.41e+01,1.85e-04
4187,390,r2r,-4.83e-01,-5.27e-02
4188,390,r3,0.00e+00,0.00e+00
4189,390,r40,0.00e+00,0.00e+00
4190,390,r54ra,-3.61e+01,-1.75e-02
4191,390,r54rb,-4.49e-06,-2.66e-03
4192,390,r55a,0.00e+00,0.00e+00
4193,390,r55b,0.00e+00,0.00e+00
4194,390,r5r,-9.28e+02,-5.91e-02
4195,390,r6r,2.97e-02,7.16e-02
4196,390,r7ra,-3.74e+00,-7.07e-02
4197,390,r7rb,-2.50e-04,-3.89e-02
4198,390,r7rc,-1.58e+00,-5.45e-02
4199,390,r8r,-6.20e-02,-4.64e-02
4200,390,r91,0.00e+00,0.00e+00
4201,390,r93,0.00e+00,0.00e+00
4202,390,r95,0.00e+00,0.00e+00
4203,392,r1,0.00e+00,0.00e+00
4204,392,r10a,0.00e+00,0.00e+00
4205,392,r10b,0.00e+00,0.00e+00
4206,392,r10c,0.00e+00,0.00e+00
4207,392,r12r,-1.93e-05,-8.39e-05
4208,392,r13r,-3.03e-06,-2.07e-05
4209,392,r14r,-2.59e-05,-4.37e-05
4210,392,r15r,1.64e-05,1.15e-03
4211,392,r21,0.00e+00,0.00e+00
4212,392,r22,0.00e+00,0.00e+00
4213,392,r23r,-3.28e-03,-4.54e-04
4214,392,r24,0.00e+00,0.00e+00
4215,392,r27b,0.00e+00,0.00e+00
4216,392,r28r,8.78e-04,7.78e-03
4217,392,r29r,2.07e+01,2.36e-03
4218,392,r2r,-8.72e-02,-8.33e-02
4219,392,r3,0.00e+00,0.00e+00
4220,392,r40,0.00e+00,0.00e+00
4221,392,r53r,-2.27e-11,-8.74e-07
4222,392,r55a,0.00e+00,0.00e+00
4223,392,r55b,0.00e+00,0.00e+00
4224,392,r5r,-1.61e+02,-8.95e-02
4225,392,r6r,5.73e-03,1.21e-01
4226,392,r7ra,-3.97e-01,-6.57e-02
4227,392,r7rb,-1.73e-05,-2.36e-02
4228,392,r7rc,-1.59e-01,-4.78e-02
4229,392,r80,0.00e+00,0.00e+00
4230,392,r8r,-5.27e-03,-3.45e-02
4231,392,r91,0.00e+00,0.00e+00
4232,392,r93,0.00e+00,0.00e+00
4233,392,r94,0.00e+00,0.00e+00
4234,392,r95,0.00e+00,0.00e+00
4235,394,r1,0.00e+00,0.00e+00
4236,394,r10a,0.00e+00,0.00e+00
4237,394,r10b,0.00e+00,0.00e+00
4238,394,r10c,0.00e+00,0.00e+00
4239,394,r12r,-3.65e-05,-1.95e-05
4240,394,r13r,-7.91e-06,-6.66e-06
4241,394,r14r,-1.48e-05,-3.07e-06
4242,394,r15r,1.28e-05,1.10e-04
4243,394,r21,0.00e+00,0.00e+00
4244,394,r22,0.00e+00,0.00e+00
4245,394,r23r,-3.07e-03,-5.23e-05
4246,394,r24,0.00e+00,0.00e+00
4247,394,r27b,0.00e+00,0.00e+00
4248,394,r28r,1.81e-03,1.97e-03
4249,394,r29r,1.48e+01,2.08e-04
4250,394,r2r,-4.62e-01,-5.43e-02
4251,394,r3,0.00e+00,0.00e+00
4252,394,r40,0.00e+00,0.00e+00
4253,394,r53r,-2.50e-12,-1.18e-08
4254,394,r54ra,-3.42e+01,-1.78e-02
4255,394,r54rb,-4.58e-06,-2.92e-03
4256,394,r55a,0.00e+00,0.00e+00
4257,394,r55b,0.00e+00,0.00e+00
4258,394,r5r,-8.92e+02,-6.11e-02
4259,394,r6r,2.87e-02,7.44e-02
4260,394,r7ra,-3.56e+00,-7.26e-02
4261,394,r7rb,-2.37e-04,-3.97e-02
4262,394,r7rc,-1.51e+00,-5.61e-02
4263,394,r8r,-5.89e-02,-4.76e-02
4264,394,r91,0.00e+00,0.00e+00
4265,394,r93,0.00e+00,0.00e+00
4266,394,r94,0.00e+00,0.00e+00
4267,394,r95,0.00e+00,0.00e+00
4268,396,r1,0.00e+00,0.00e+00
4269,396,r10a,0.00e+00,0.00e+00
4270,396,r10b,0.00e+00,0.00e+00
4271,396,r10c,0.00e+00,0.00e+00
4272,396,r12r,-1.99e-05,-3.08e-05
4273,396,r13r,-3.57e-06,-8.70e-06
4274,396,r14r,-1.97e-05,-1.18e-05
4275,396,r15r,1.38e-05,3.45e-04
4276,396,r21,0.00e+00,0.00e+00
