,efm,reaction,metabolite,dq/dKm,dlogq/dlogKm,dmu/dKm,dlogmu/dlogKm
325,1213,R55b,acetylp,1.60e-02,1.59e-02,-3.31e-02,-3.22e-04
326,1213,R55b,adp,5.24e-03,1.36e-02,-1.08e-02,-2.75e-04
327,1213,R55b,atp,-2.68e-02,-1.23e-02,5.55e-02,2.50e-04
328,1215,R55b,acetate,-4.96e-05,-1.26e-03,1.21e-04,1.37e-05
329,1215,R55b,acetylp,9.69e-03,1.10e-02,-2.36e-02,-1.20e-04
330,1215,R55b,adp,4.04e-03,1.20e-02,-9.83e-03,-1.31e-04
331,1215,R55b,atp,-2.00e-02,-1.05e-02,4.88e-02,1.15e-04
332,1219,R55b,acetate,-7.51e-05,-1.76e-03,1.67e-04,2.72e-05
333,1219,R55b,acetylp,1.41e-02,1.48e-02,-3.13e-02,-2.30e-04
334,1219,R55b,adp,5.47e-03,1.50e-02,-1.21e-02,-2.32e-04
335,1219,R55b,atp,-2.80e-02,-1.37e-02,6.23e-02,2.11e-04
336,1240,R55b,acetate,-6.79e-06,-2.55e-05,8.87e-07,2.14e-08
337,1240,R55b,acetylp,1.65e-03,2.77e-04,-2.15e-04,-2.33e-07
338,1240,R55b,adp,2.07e-04,9.10e-05,-2.71e-05,-7.66e-08
339,1240,R55b,atp,-6.60e-04,-5.14e-05,8.62e-05,4.32e-08
340,125,R55b,acetate,-6.93e-04,-7.71e-04,9.20e-06,1.00e-05
341,125,R55b,acetylp,1.47e-01,7.31e-03,-1.94e-03,-9.49e-05
342,125,R55b,adp,3.89e-02,5.06e-03,-5.16e-04,-6.56e-05
343,125,R55b,atp,-2.00e-01,-4.62e-03,2.65e-03,5.99e-05
344,1250,R55b,acetate,-6.84e-04,-7.64e-04,9.16e-06,9.83e-06
345,1250,R55b,acetylp,1.45e-01,7.25e-03,-1.94e-03,-9.32e-05
346,1250,R55b,adp,3.84e-02,5.02e-03,-5.13e-04,-6.45e-05
347,1250,R55b,atp,-1.97e-01,-4.58e-03,2.64e-03,5.88e-05
348,1254,R55b,acetate,-3.99e-04,-1.83e-03,7.45e-05,4.43e-05
349,1254,R55b,acetylp,7.33e-02,1.51e-02,-1.37e-02,-3.65e-04
350,1254,R55b,adp,2.62e-02,1.41e-02,-4.90e-03,-3.41e-04
351,1254,R55b,atp,-1.36e-01,-1.30e-02,2.55e-02,3.14e-04
352,1265,R55b,acetate,-6.83e-04,-7.66e-04,9.22e-06,9.88e-06
353,1265,R55b,acetylp,1.44e-01,7.27e-03,-1.95e-03,-9.37e-05
354,1265,R55b,adp,3.83e-02,5.03e-03,-5.17e-04,-6.48e-05
355,1265,R55b,atp,-1.97e-01,-4.59e-03,2.66e-03,5.91e-05
356,1270,R55b,acetate,-5.12e-05,-2.35e-04,9.60e-06,2.03e-06
357,1270,R55b,acetylp,1.88e-02,3.88e-03,-3.53e-03,-3.36e-05
358,1270,R55b,adp,1.56e-03,8.40e-04,-2.93e-04,-7.27e-06
359,1270,R55b,atp,-4.19e-03,-4.00e-04,7.86e-04,3.46e-06
360,128,R55b,acetate,-4.09e-04,-1.85e-03,7.46e-05,4.54e-05
361,128,R55b,acetylp,7.52e-02,1.52e-02,-1.37e-02,-3.74e-04
362,128,R55b,adp,2.69e-02,1.42e-02,-4.90e-03,-3.49e-04
363,128,R55b,atp,-1.40e-01,-1.31e-02,2.55e-02,3.22e-04
364,1281,R55b,acetate,-3.99e-04,-1.83e-03,7.50e-05,4.46e-05
365,1281,R55b,acetylp,7.34e-02,1.51e-02,-1.38e-02,-3.68e-04
366,1281,R55b,adp,2.62e-02,1.41e-02,-4.92e-03,-3.43e-04
367,1281,R55b,atp,-1.36e-01,-1.30e-02,2.56e-02,3.16e-04
368,1304,R55b,acetate,-9.93e-05,-2.14e-03,1.99e-04,4.41e-05
369,1304,R55b,acetylp,1.68e-02,1.62e-02,-3.35e-02,-3.34e-04
370,1304,R55b,adp,5.56e-03,1.40e-02,-1.11e-02,-2.89e-04
371,1304,R55b,atp,-2.85e-02,-1.27e-02,5.70e-02,2.63e-04
372,1323,R55b,acetate,-1.27e-04,-5.05e-04,1.85e-05,4.99e-06
373,1323,R55b,acetylp,3.03e-02,5.42e-03,-4.42e-03,-5.36e-05
374,1323,R55b,adp,5.52e-03,2.58e-03,-8.06e-04,-2.55e-05
375,1323,R55b,atp,-2.62e-02,-2.17e-03,3.83e-03,2.15e-05
376,1346,R55b,acetate,-1.14e-04,-2.49e-03,2.32e-04,5.77e-05
377,1346,R55b,acetylp,1.94e-02,1.91e-02,-3.97e-02,-4.43e-04
378,1346,R55b,adp,6.78e-03,1.73e-02,-1.38e-02,-4.03e-04
379,1346,R55b,atp,-3.49e-02,-1.58e-02,7.12e-02,3.68e-04
380,1365,R55b,acetate,-6.82e-04,-7.69e-04,9.29e-06,9.93e-06
381,1365,R55b,acetylp,1.44e-01,7.29e-03,-1.96e-03,-9.42e-05
382,1365,R55b,adp,3.82e-02,5.04e-03,-5.20e-04,-6.52e-05
383,1365,R55b,atp,-1.97e-01,-4.60e-03,2.68e-03,5.95e-05
384,1367,R55b,acetate,-6.84e-04,-7.74e-04,9.37e-06,1.01e-05
385,1367,R55b,acetylp,1.45e-01,7.35e-03,-1.98e-03,-9.55e-05
386,1367,R55b,adp,3.85e-02,5.09e-03,-5.27e-04,-6.61e-05
387,1367,R55b,atp,-1.98e-01,-4.65e-03,2.71e-03,6.04e-05
388,1370,R55b,acetate,-4.04e-04,-1.85e-03,7.56e-05,4.55e-05
389,1370,R55b,acetylp,7.45e-02,1.53e-02,-1.39e-02,-3.76e-04
390,1370,R55b,adp,2.67e-02,1.43e-02,-4.99e-03,-3.51e-04
391,1370,R55b,atp,-1.39e-01,-1.32e-02,2.59e-02,3.24e-04
392,1371,R55b,acetate,-4.00e-04,-1.84e-03,7.54e-05,4.50e-05
393,1371,R55b,acetylp,7.35e-02,1.52e-02,-1.38e-02,-3.71e-04
394,1371,R55b,adp,2.63e-02,1.41e-02,-4.95e-03,-3.46e-04
395,1371,R55b,atp,-1.36e-01,-1.30e-02,2.57e-02,3.19e-04
396,1407,R55b,acetate,-1.28e-04,-5.10e-04,1.87e-05,5.11e-06
397,1407,R55b,acetylp,3.05e-02,5.48e-03,-4.47e-03,-5.48e-05
398,1407,R55b,adp,5.57e-03,2.61e-03,-8.16e-04,-2.61e-05
399,1407,R55b,atp,-2.65e-02,-2.20e-03,3.88e-03,2.20e-05
400,1431,R55b,acetate,-1.16e-04,-2.51e-03,2.34e-04,5.90e-05
401,1431,R55b,acetylp,1.97e-02,1.92e-02,-3.99e-02,-4.52e-04
402,1431,R55b,adp,6.87e-03,1.75e-02,-1.39e-02,-4.11e-04
403,1431,R55b,atp,-3.53e-02,-1.59e-02,7.16e-02,3.75e-04
404,1449,R55b,acetate,-1.30e-04,-5.19e-04,1.90e-05,5.26e-06
405,1449,R55b,acetylp,3.10e-02,5.56e-03,-4.55e-03,-5.64e-05
406,1449,R55b,adp,5.67e-03,2.66e-03,-8.33e-04,-2.69e-05
407,1449,R55b,atp,-2.70e-02,-2.24e-03,3.96e-03,2.27e-05
408,1478,R55b,acetate,-1.35e-04,-5.39e-04,1.97e-05,5.59e-06
409,1478,R55b,acetylp,3.24e-02,5.79e-03,-4.72e-03,-6.02e-05
410,1478,R55b,adp,6.04e-03,2.81e-03,-8.80e-04,-2.92e-05
411,1478,R55b,atp,-2.90e-02,-2.39e-03,4.22e-03,2.49e-05
412,1479,R55b,acetate,-1.18e-04,-2.55e-03,2.37e-04,6.10e-05
413,1479,R55b,acetylp,2.02e-02,1.95e-02,-4.05e-02,-4.68e-04
414,1479,R55b,adp,7.07e-03,1.78e-02,-1.42e-02,-4.26e-04
415,1479,R55b,atp,-3.64e-02,-1.63e-02,7.28e-02,3.89e-04
416,1503,R55b,acetate,-1.25e-04,-2.59e-03,2.39e-04,6.34e-05
417,1503,R55b,acetylp,2.17e-02,2.01e-02,-4.13e-02,-4.93e-04
418,1503,R55b,adp,7.69e-03,1.86e-02,-1.47e-02,-4.55e-04
419,1503,R55b,atp,-3.96e-02,-1.70e-02,7.55e-02,4.17e-04
420,1555,R55b,acetate,-2.35e-06,-7.89e-06,2.52e-07,2.10e-09
421,1555,R55b,acetylp,6.96e-04,1.05e-04,-7.48e-05,-2.79e-08
422,1555,R55b,adp,7.28e-05,2.86e-05,-7.81e-06,-7.61e-09
423,1555,R55b,atp,-2.30e-04,-1.61e-05,2.47e-05,4.27e-09
424,1563,R55b,acetate,-9.58e-06,-1.96e-04,1.81e-05,3.62e-07
425,1563,R55b,acetylp,1.90e-03,1.75e-03,-3.59e-03,-3.23e-06
426,1563,R55b,adp,6.97e-04,1.67e-03,-1.31e-03,-3.08e-06
427,1563,R55b,atp,-3.65e-03,-1.55e-03,6.87e-03,2.86e-06
428,165,R55b,acetate,-1.31e-04,-5.18e-04,1.89e-05,5.24e-06
429,165,R55b,acetylp,3.11e-02,5.54e-03,-4.50e-03,-5.60e-05
430,165,R55b,adp,5.72e-03,2.65e-03,-8.26e-04,-2.68e-05
431,165,R55b,atp,-2.72e-02,-2.24e-03,3.93e-03,2.27e-05
432,190,R55b,acetate,-1.35e-04,-5.30e-04,1.91e-05,5.45e-06
433,190,R55b,acetylp,3.22e-02,5.65e-03,-4.55e-03,-5.81e-05
434,190,R55b,adp,5.98e-03,2.74e-03,-8.45e-04,-2.82e-05
435,190,R55b,atp,-2.86e-02,-2.32e-03,4.04e-03,2.39e-05
436,195,R55b,acetate,-1.19e-04,-2.53e-03,2.35e-04,6.06e-05
437,195,R55b,acetylp,2.03e-02,1.94e-02,-4.01e-02,-4.64e-04
438,195,R55b,adp,7.07e-03,1.76e-02,-1.40e-02,-4.22e-04
439,195,R55b,atp,-3.63e-02,-1.61e-02,7.19e-02,3.85e-04
440,203,R55b,acetate,-1.24e-04,-2.54e-03,2.33e-04,6.16e-05
441,203,R55b,acetylp,2.13e-02,1.95e-02,-4.00e-02,-4.74e-04
442,203,R55b,adp,7.47e-03,1.79e-02,-1.40e-02,-4.34e-04
443,203,R55b,atp,-3.85e-02,-1.63e-02,7.22e-02,3.96e-04
444,259,R55b,acetate,-8.54e-05,-1.00e-04,1.26e-06,1.98e-07
445,259,R55b,acetylp,1.44e-02,7.57e-04,-2.12e-04,-1.50e-06
446,259,R55b,adp,3.44e-03,4.73e-04,-5.07e-05,-9.36e-07
447,259,R55b,atp,-1.63e-02,-3.96e-04,2.39e-04,7.84e-07
448,270,R55b,acetate,-6.30e-05,-3.20e-04,1.41e-05,1.32e-06
449,270,R55b,acetylp,1.10e-02,2.52e-03,-2.48e-03,-1.04e-05
450,270,R55b,adp,4.21e-03,2.50e-03,-9.45e-04,-1.04e-05
451,270,R55b,atp,-2.15e-02,-2.27e-03,4.83e-03,9.40e-06
452,278,R55b,acetate,-4.72e-05,-1.67e-04,5.58e-06,6.59e-07
453,278,R55b,acetylp,1.10e-02,1.76e-03,-1.31e-03,-6.92e-06
454,278,R55b,adp,1.71e-03,7.10e-04,-2.02e-04,-2.80e-06
455,278,R55b,atp,-7.33e-03,-5.40e-04,8.67e-04,2.12e-06
456,282,R55b,acetate,-5.66e-05,-1.19e-03,1.10e-04,1.29e-05
457,282,R55b,acetylp,1.01e-02,9.50e-03,-1.96e-02,-1.03e-04
458,282,R55b,adp,4.00e-03,9.81e-03,-7.75e-03,-1.07e-04
459,282,R55b,atp,-2.02e-02,-8.81e-03,3.92e-02,9.59e-05
460,291,R55b,acetate,-4.65e-05,-1.75e-04,6.08e-06,7.63e-07
461,291,R55b,acetylp,1.13e-02,1.90e-03,-1.47e-03,-8.30e-06
462,291,R55b,adp,1.62e-03,7.10e-04,-2.11e-04,-3.11e-06
463,291,R55b,atp,-6.62e-03,-5.16e-04,8.66e-04,2.26e-06
464,297,R55b,acetate,-6.27e-05,-1.51e-03,1.43e-04,1.99e-05
465,297,R55b,acetylp,1.16e-02,1.26e-02,-2.66e-02,-1.65e-04
466,297,R55b,adp,4.75e-03,1.34e-02,-1.09e-02,-1.76e-04
467,297,R55b,atp,-2.38e-02,-1.19e-02,5.44e-02,1.56e-04
468,307,R55b,acetate,-4.82e-04,-1.04e-03,2.29e-05,1.53e-05
469,307,R55b,acetylp,8.51e-02,8.27e-03,-4.04e-03,-1.22e-04
470,307,R55b,adp,3.10e-02,7.85e-03,-1.47e-03,-1.15e-04
471,307,R55b,atp,-1.60e-01,-7.19e-03,7.59e-03,1.06e-04
472,328,R55b,acetate,-4.79e-04,-1.05e-03,2.32e-05,1.54e-05
473,328,R55b,acetylp,8.46e-02,8.30e-03,-4.09e-03,-1.22e-04
474,328,R55b,adp,3.08e-02,7.88e-03,-1.49e-03,-1.16e-04
475,328,R55b,atp,-1.59e-01,-7.22e-03,7.68e-03,1.06e-04
476,330,R55b,acetate,-1.49e-04,-4.46e-04,1.29e-05,3.53e-06
477,330,R55b,acetylp,2.92e-02,3.91e-03,-2.52e-03,-3.10e-05
478,330,R55b,adp,6.80e-03,2.38e-03,-5.87e-04,-1.88e-05
479,330,R55b,atp,-3.34e-02,-2.07e-03,2.88e-03,1.64e-05
480,333,R55b,acetate,-9.71e-05,-3.15e-04,9.77e-06,2.28e-06
481,333,R55b,acetylp,2.21e-02,3.22e-03,-2.22e-03,-2.33e-05
482,333,R55b,adp,3.58e-03,1.36e-03,-3.61e-04,-9.86e-06
483,333,R55b,atp,-1.56e-02,-1.05e-03,1.57e-03,7.63e-06
484,346,R55b,acetate,-1.61e-04,-1.27e-03,7.61e-05,1.99e-05
485,346,R55b,acetylp,2.78e-02,9.86e-03,-1.31e-02,-1.54e-04
486,346,R55b,adp,9.94e-03,9.21e-03,-4.71e-03,-1.44e-04
487,346,R55b,atp,-5.12e-02,-8.42e-03,2.42e-02,1.31e-04
488,349,R55b,acetate,-7.54e-05,-4.84e-05,3.43e-07,5.82e-08
489,349,R55b,acetylp,7.33e-03,2.11e-04,-3.34e-05,-2.54e-07
490,349,R55b,adp,2.53e-03,1.90e-04,-1.15e-05,-2.28e-07
491,349,R55b,atp,-1.03e-02,-1.38e-04,4.71e-05,1.66e-07
492,354,R55b,acetate,-1.48e-04,-1.20e-03,7.25e-05,1.75e-05
493,354,R55b,acetylp,2.56e-02,9.29e-03,-1.26e-02,-1.36e-04
494,354,R55b,adp,9.09e-03,8.61e-03,-4.46e-03,-1.26e-04
495,354,R55b,atp,-4.68e-02,-7.88e-03,2.30e-02,1.15e-04
496,356,R55b,acetate,-6.33e-05,-3.97e-05,2.75e-07,4.25e-08
497,356,R55b,acetylp,6.28e-03,1.77e-04,-2.72e-05,-1.89e-07
498,356,R55b,adp,2.05e-03,1.51e-04,-8.90e-06,-1.61e-07
499,356,R55b,atp,-8.08e-03,-1.05e-04,3.50e-05,1.13e-07
500,362,R55b,acetate,-6.45e-05,-4.40e-05,3.30e-07,5.13e-08
501,362,R55b,acetylp,6.37e-03,1.95e-04,-3.26e-05,-2.28e-07
502,362,R55b,adp,2.11e-03,1.68e-04,-1.08e-05,-1.96e-07
503,362,R55b,atp,-8.35e-03,-1.18e-04,4.28e-05,1.38e-07
504,364,R55b,acetate,-2.15e-04,-8.23e-04,2.92e-05,9.17e-06
505,364,R55b,acetylp,3.87e-02,6.65e-03,-5.26e-03,-7.42e-05
506,364,R55b,adp,1.38e-02,6.18e-03,-1.87e-03,-6.89e-05
507,364,R55b,atp,-7.15e-02,-5.68e-03,9.71e-03,6.34e-05
508,37,R55b,acetate,-3.39e-04,-7.13e-04,1.53e-05,9.00e-06
509,37,R55b,acetylp,7.82e-02,7.39e-03,-3.52e-03,-9.33e-05
510,37,R55b,adp,1.80e-02,4.44e-03,-8.11e-04,-5.60e-05
511,37,R55b,atp,-9.11e-02,-3.99e-03,4.11e-03,5.03e-05
512,376,R55b,acetate,-9.15e-05,-3.06e-04,9.71e-06,2.25e-06
513,376,R55b,acetylp,2.15e-02,3.23e-03,-2.29e-03,-2.38e-05
514,376,R55b,adp,3.28e-03,1.28e-03,-3.48e-04,-9.44e-06
515,376,R55b,atp,-1.39e-02,-9.64e-04,1.47e-03,7.10e-06
516,378,R55b,acetate,-1.61e-04,-1.28e-03,7.70e-05,2.02e-05
517,378,R55b,acetylp,2.78e-02,9.94e-03,-1.33e-02,-1.56e-04
518,378,R55b,adp,9.96e-03,9.28e-03,-4.75e-03,-1.46e-04
519,378,R55b,atp,-5.13e-02,-8.48e-03,2.45e-02,1.33e-04
520,379,R55b,acetate,-7.50e-05,-4.87e-05,3.48e-07,5.91e-08
521,379,R55b,acetylp,7.30e-03,2.13e-04,-3.39e-05,-2.58e-07
522,379,R55b,adp,2.51e-03,1.90e-04,-1.16e-05,-2.31e-07
523,379,R55b,atp,-1.02e-02,-1.38e-04,4.75e-05,1.67e-07
524,380,R55b,acetate,-1.47e-04,-4.44e-04,1.30e-05,3.54e-06
525,380,R55b,acetylp,2.89e-02,3.91e-03,-2.54e-03,-3.11e-05
526,380,R55b,adp,6.64e-03,2.34e-03,-5.84e-04,-1.87e-05
527,380,R55b,atp,-3.25e-02,-2.03e-03,2.85e-03,1.62e-05
528,382,R55b,acetate,-6.20e-05,-2.38e-04,8.44e-06,1.65e-06
529,382,R55b,acetylp,1.70e-02,2.93e-03,-2.32e-03,-2.04e-05
530,382,R55b,adp,2.01e-03,9.04e-04,-2.74e-04,-6.28e-06
531,382,R55b,atp,-7.29e-03,-5.81e-04,9.93e-04,4.04e-06
532,384,R55b,acetate,-9.78e-05,-3.18e-04,9.90e-06,2.34e-06
533,384,R55b,acetylp,2.23e-02,3.25e-03,-2.25e-03,-2.39e-05
534,384,R55b,adp,3.60e-03,1.37e-03,-3.64e-04,-1.01e-05
535,384,R55b,atp,-1.57e-02,-1.06e-03,1.59e-03,7.77e-06
536,390,R55b,acetate,-6.43e-05,-4.08e-05,2.86e-07,4.48e-08
537,390,R55b,acetylp,6.37e-03,1.82e-04,-2.83e-05,-1.99e-07
538,390,R55b,adp,2.08e-03,1.55e-04,-9.27e-06,-1.70e-07
539,390,R55b,atp,-8.21e-03,-1.08e-04,3.65e-05,1.19e-07
540,392,R55b,acetate,-1.50e-04,-1.22e-03,7.39e-05,1.81e-05
541,392,R55b,acetylp,2.59e-02,9.44e-03,-1.28e-02,-1.41e-04
542,392,R55b,adp,9.22e-03,8.75e-03,-4.54e-03,-1.30e-04
543,392,R55b,atp,-4.75e-02,-8.00e-03,2.34e-02,1.19e-04
544,394,R55b,acetate,-6.53e-05,-4.47e-05,3.36e-07,5.29e-08
545,394,R55b,acetylp,6.45e-03,1.98e-04,-3.32e-05,-2.34e-07
546,394,R55b,adp,2.13e-03,1.71e-04,-1.10e-05,-2.02e-07
547,394,R55b,atp,-8.45e-03,-1.20e-04,4.35e-05,1.42e-07
548,397,R55b,acetate,-1.37e-04,-1.33e-03,8.98e-05,2.10e-05
549,397,R55b,acetylp,2.35e-02,1.02e-02,-1.54e-02,-1.61e-04
550,397,R55b,adp,8.34e-03,9.46e-03,-5.45e-03,-1.49e-04
551,397,R55b,atp,-4.29e-02,-8.64e-03,2.81e-02,1.36e-04
552,407,R55b,acetate,-2.17e-04,-8.33e-04,2.96e-05,9.41e-06
553,407,R55b,acetylp,3.91e-02,6.73e-03,-5.33e-03,-7.60e-05
554,407,R55b,adp,1.39e-02,6.25e-03,-1.90e-03,-7.06e-05
555,407,R55b,atp,-7.21e-02,-5.75e-03,9.84e-03,6.49e-05
556,41,R55b,acetate,-2.09e-04,-2.69e-03,2.10e-04,7.82e-05
557,41,R55b,acetylp,3.75e-02,2.17e-02,-3.77e-02,-6.30e-04
558,41,R55b,adp,1.42e-02,2.14e-02,-1.42e-02,-6.21e-04
559,41,R55b,atp,-7.30e-02,-1.95e-02,7.32e-02,5.67e-04
560,43,R55b,acetate,-3.42e-04,-7.21e-04,1.54e-05,9.17e-06
561,43,R55b,acetylp,7.90e-02,7.47e-03,-3.56e-03,-9.51e-05
562,43,R55b,adp,1.82e-02,4.49e-03,-8.21e-04,-5.72e-05
563,43,R55b,atp,-9.24e-02,-4.04e-03,4.16e-03,5.14e-05
564,430,R55b,acetate,-1.06e-04,-2.09e-03,1.90e-04,4.13e-05
565,430,R55b,acetylp,1.78e-02,1.58e-02,-3.21e-02,-3.13e-04
566,430,R55b,adp,6.66e-03,1.54e-02,-1.20e-02,-3.05e-04
567,430,R55b,atp,-3.40e-02,-1.40e-02,6.13e-02,2.76e-04
568,432,R55b,acetate,-2.67e-06,-9.00e-06,2.88e-07,2.72e-09
569,432,R55b,acetylp,7.92e-04,1.20e-04,-8.53e-05,-3.62e-08
570,432,R55b,adp,8.29e-05,3.27e-05,-8.93e-06,-9.88e-09
571,432,R55b,atp,-2.63e-04,-1.84e-05,2.83e-05,5.55e-09
572,436,R55b,acetate,-9.28e-05,-3.10e-04,9.84e-06,2.31e-06
573,436,R55b,acetylp,2.18e-02,3.26e-03,-2.31e-03,-2.43e-05
574,436,R55b,adp,3.33e-03,1.30e-03,-3.53e-04,-9.69e-06
575,436,R55b,atp,-1.41e-02,-9.80e-04,1.50e-03,7.29e-06
576,443,R55b,acetate,-1.41e-04,-1.34e-03,8.89e-05,2.12e-05
577,443,R55b,acetylp,2.41e-02,1.03e-02,-1.52e-02,-1.63e-04
578,443,R55b,adp,8.57e-03,9.50e-03,-5.40e-03,-1.51e-04
579,443,R55b,atp,-4.41e-02,-8.67e-03,2.78e-02,1.38e-04
580,450,R55b,acetate,-6.26e-05,-2.40e-04,8.52e-06,1.69e-06
581,450,R55b,acetylp,1.72e-02,2.96e-03,-2.34e-03,-2.08e-05
582,450,R55b,adp,2.03e-03,9.11e-04,-2.76e-04,-6.40e-06
583,450,R55b,atp,-7.34e-03,-5.85e-04,1.00e-03,4.11e-06
584,468,R55b,acetate,-1.75e-05,-6.45e-05,2.22e-06,1.48e-07
585,468,R55b,acetylp,5.52e-03,9.13e-04,-6.99e-04,-2.09e-06
586,468,R55b,adp,5.36e-04,2.31e-04,-6.78e-05,-5.29e-07
587,468,R55b,atp,-1.57e-03,-1.20e-04,1.98e-04,2.75e-07
588,481,R55b,acetate,-1.08e-04,-2.11e-03,1.92e-04,4.24e-05
589,481,R55b,acetylp,1.82e-02,1.60e-02,-3.23e-02,-3.21e-04
590,481,R55b,adp,6.82e-03,1.56e-02,-1.21e-02,-3.13e-04
591,481,R55b,atp,-3.48e-02,-1.41e-02,6.19e-02,2.84e-04
592,487,R55b,acetate,-2.73e-05,-4.70e-04,4.10e-05,2.62e-06
593,487,R55b,acetylp,4.79e-03,3.69e-03,-7.19e-03,-2.06e-05
594,487,R55b,adp,1.30e-03,2.62e-03,-1.95e-03,-1.46e-05
595,487,R55b,atp,-6.49e-03,-2.32e-03,9.75e-03,1.29e-05
596,504,R55b,acetate,-1.08e-05,-2.24e-04,2.06e-05,4.69e-07
597,504,R55b,acetylp,2.14e-03,1.99e-03,-4.08e-03,-4.16e-06
598,504,R55b,adp,7.83e-04,1.90e-03,-1.49e-03,-3.97e-06
599,504,R55b,atp,-4.09e-03,-1.76e-03,7.82e-03,3.68e-06
600,510,R55b,acetate,-5.61e-05,-2.41e-04,9.35e-06,1.65e-06
601,510,R55b,acetylp,1.55e-02,2.98e-03,-2.57e-03,-2.04e-05
602,510,R55b,adp,1.84e-03,9.24e-04,-3.06e-04,-6.33e-06
603,510,R55b,atp,-6.77e-03,-6.03e-04,1.13e-03,4.13e-06
604,548,R55b,acetate,-1.74e-05,-6.41e-05,2.20e-06,1.46e-07
605,548,R55b,acetylp,5.50e-03,9.08e-04,-6.95e-04,-2.07e-06
606,548,R55b,adp,5.32e-04,2.29e-04,-6.73e-05,-5.24e-07
607,548,R55b,atp,-1.55e-03,-1.19e-04,1.96e-04,2.71e-07
608,559,R55b,acetate,-9.86e-05,-2.12e-03,1.98e-04,4.13e-05
609,559,R55b,acetylp,1.67e-02,1.61e-02,-3.35e-02,-3.14e-04
610,559,R55b,adp,6.27e-03,1.58e-02,-1.26e-02,-3.07e-04
611,559,R55b,atp,-3.20e-02,-1.43e-02,6.43e-02,2.79e-04
612,561,R55b,acetate,-2.70e-05,-4.59e-04,3.99e-05,2.53e-06
613,561,R55b,acetylp,4.75e-03,3.62e-03,-7.01e-03,-1.99e-05
614,561,R55b,adp,1.28e-03,2.54e-03,-1.88e-03,-1.40e-05
615,561,R55b,atp,-6.35e-03,-2.24e-03,9.38e-03,1.24e-05
616,571,R55b,acetate,-5.66e-05,-2.44e-04,9.47e-06,1.69e-06
617,571,R55b,acetylp,1.56e-02,3.00e-03,-2.60e-03,-2.08e-05
618,571,R55b,adp,1.85e-03,9.33e-04,-3.10e-04,-6.46e-06
619,571,R55b,atp,-6.81e-03,-6.09e-04,1.14e-03,4.22e-06
620,596,R55b,acetate,-1.54e-05,-5.42e-05,1.80e-06,8.38e-08
621,596,R55b,acetylp,3.84e-03,6.07e-04,-4.48e-04,-9.40e-07
622,596,R55b,adp,4.98e-04,2.05e-04,-5.82e-05,-3.18e-07
623,596,R55b,atp,-1.84e-03,-1.35e-04,2.15e-04,2.09e-07
624,611,R55b,acetate,-4.76e-04,-1.05e-03,2.35e-05,1.56e-05
625,611,R55b,acetylp,8.41e-02,8.33e-03,-4.14e-03,-1.23e-04
626,611,R55b,adp,3.06e-02,7.91e-03,-1.51e-03,-1.17e-04
627,611,R55b,atp,-1.58e-01,-7.24e-03,7.78e-03,1.07e-04
628,612,R55b,acetate,-3.95e-05,-9.50e-04,9.04e-05,7.88e-06
629,612,R55b,acetylp,7.51e-03,8.09e-03,-1.72e-02,-6.71e-05
630,612,R55b,adp,3.01e-03,8.46e-03,-6.88e-03,-7.02e-05
631,612,R55b,atp,-1.52e-02,-7.60e-03,3.48e-02,6.31e-05
632,621,R55b,acetate,-4.73e-04,-1.05e-03,2.37e-05,1.56e-05
633,621,R55b,acetylp,8.35e-02,8.35e-03,-4.19e-03,-1.24e-04
634,621,R55b,adp,3.04e-02,7.93e-03,-1.52e-03,-1.18e-04
635,621,R55b,atp,-1.57e-01,-7.26e-03,7.86e-03,1.08e-04
636,625,R55b,acetate,-1.01e-04,-2.15e-03,2.00e-04,4.25e-05
637,625,R55b,acetylp,1.71e-02,1.63e-02,-3.38e-02,-3.23e-04
638,625,R55b,adp,6.42e-03,1.60e-02,-1.27e-02,-3.17e-04
639,625,R55b,atp,-3.28e-02,-1.45e-02,6.50e-02,2.87e-04
640,629,R55b,acetate,-1.45e-04,-4.42e-04,1.30e-05,3.54e-06
641,629,R55b,acetylp,2.85e-02,3.91e-03,-2.56e-03,-3.13e-05
642,629,R55b,adp,6.46e-03,2.31e-03,-5.80e-04,-1.84e-05
643,629,R55b,atp,-3.14e-02,-1.99e-03,2.82e-03,1.59e-05
644,630,R55b,acetate,-9.84e-05,-3.22e-04,1.00e-05,2.39e-06
645,630,R55b,acetylp,2.24e-02,3.29e-03,-2.28e-03,-2.45e-05
646,630,R55b,adp,3.62e-03,1.38e-03,-3.68e-04,-1.03e-05
647,630,R55b,atp,-1.57e-02,-1.07e-03,1.60e-03,7.92e-06
648,633,R55b,acetate,-7.45e-05,-4.89e-05,3.53e-07,5.99e-08
649,633,R55b,acetylp,7.27e-03,2.14e-04,-3.44e-05,-2.62e-07
650,633,R55b,adp,2.49e-03,1.91e-04,-1.18e-05,-2.34e-07
651,633,R55b,atp,-1.01e-02,-1.38e-04,4.79e-05,1.69e-07
652,635,R55b,acetate,-6.52e-05,-4.19e-05,2.97e-07,4.72e-08
653,635,R55b,acetylp,6.46e-03,1.87e-04,-2.95e-05,-2.10e-07
654,635,R55b,adp,2.12e-03,1.59e-04,-9.66e-06,-1.79e-07
655,635,R55b,atp,-8.35e-03,-1.12e-04,3.81e-05,1.25e-07
