efm,R54ra,R54rb,R13r,R26r,R15r,R96,R94,R95,R93,R90,R91,R8r,R10a,R10b,R10c,R28r,R3,R70,R6r,R97r,R2r,R55a,R55b,R4,R12r,R1,R27,R27b,R23r,R9,R14r,RR9,R53r,R80,R82,R29r,R7ra,R7rb,R7rc,R41,R40,R11r,R42,R5r,R25,R24,R22,R21,R20,R60,R61r
154,0.0,0.0,0.668,17.063,2.894,0.0,0.0,3.519,1.548,0.0,0.0,10.315,14.237,17.566,0.0,0.0,0.0,0.335,0.299,0.0,0.0,0.0,0.0,1.318,0.398,9.101,77.894,58.404,21.411,0.0,0.676,103.179,0.0,0.0,0.0,0.0,115.96,48.913,19.613,0.0,18.971,0.645,0.0,0.664,4.04,39.304,18.964,19.07,0.0,11.009,314.932
157,11838.86,242.207,0.0,0.0,3.035,0.0,0.0,0.0,1.548,0.0,0.0,68.896,105.187,123.279,0.138,0.0,0.0,0.353,0.16,0.0,0.0,0.0,0.0,0.61,0.258,45.978,2.71,1.051,0.692,0.0,0.0,44.419,0.0,0.0,0.0,0.0,1475.055,737.631,117.919,0.0,1.135,0.267,0.0,0.336,0.0,0.991,0.433,558.806,0.0,73.423,3993.24
159,0.0,0.0,0.93,17.904,4.033,0.0,0.0,0.0,1.548,0.0,0.0,5.304,8.871,11.015,0.0,9.559,0.0,0.423,0.378,0.0,0.0,0.0,0.0,1.638,0.504,5.629,82.879,51.097,19.268,0.0,0.864,98.866,0.0,0.0,0.0,0.0,77.079,29.523,10.22,29.165,18.024,0.769,0.0,0.847,3.96,34.76,16.739,16.627,0.0,6.837,216.132
162,0.0,0.0,0.833,8.218,3.61,0.0,0.0,0.0,1.548,0.0,0.0,1.685,2.585,2.846,0.0,4.992,0.0,0.505,0.349,0.0,0.0,0.0,0.0,1.518,0.466,2.479,7.069,0.0,8.191,0.0,0.795,32.571,0.0,1.162,0.0,0.0,21.874,1.985,4.253,9.77,4.916,0.724,0.0,0.78,1.625,5.077,3.943,9.87,0.0,2.065,61.052
165,0.0,0.0,0.0,0.0,1.299,0.0,0.0,0.0,1.548,0.0,5.39,6.464,11.197,13.731,0.1,0.0,0.0,0.285,0.087,0.0,0.0,15.23,16.818,0.395,0.153,7.929,43.204,28.965,1.1,0.0,0.0,34.13,0.0,0.0,0.0,0.0,69.945,31.388,12.961,0.0,1.923,0.195,0.0,0.176,0.0,1.889,1.192,23.47,0.0,8.519,184.175
170,0.0,0.0,1.412,14.815,6.121,0.0,0.0,0.0,1.548,0.0,0.0,2.587,8.334,10.254,0.0,8.728,0.0,0.632,0.518,0.0,0.0,0.0,0.0,2.231,0.686,6.989,61.358,37.923,18.292,0.0,1.202,55.893,0.0,0.0,0.0,9.995,66.009,17.519,5.883,0.0,2.448,0.979,0.0,1.168,3.306,30.461,19.654,12.849,0.0,6.297,186.082
171,0.0,0.0,0.604,5.269,2.612,0.0,0.0,4.187,1.548,0.0,0.0,4.05,2.96,2.935,0.0,0.0,0.0,0.464,0.278,0.0,0.0,0.0,0.0,1.239,0.371,3.056,0.0,0.0,7.789,0.0,0.628,26.56,0.0,1.268,0.0,0.0,28.656,5.018,8.805,0.0,3.493,0.613,0.0,0.616,1.394,4.435,3.09,10.455,0.0,2.35,70.807
172,0.0,0.0,0.0,0.0,0.537,0.0,37.485,0.0,1.548,0.0,0.0,26.001,24.294,25.929,0.076,0.0,0.0,0.223,0.05,0.0,0.0,0.0,0.0,0.298,0.084,25.303,5.076,11.501,1.041,0.0,0.0,34.114,41.35,0.0,0.0,0.0,92.946,36.098,59.303,0.0,1.1,0.15,0.0,0.097,0.0,0.87,0.857,7.841,0.0,19.294,219.589
184,0.0,0.0,0.868,6.477,3.764,0.0,0.0,0.0,1.548,0.0,0.0,1.152,2.752,3.131,0.0,3.937,0.0,0.819,0.359,0.0,0.0,0.0,0.0,1.562,0.48,2.836,5.797,0.0,8.482,0.0,0.82,16.399,0.0,1.289,0.0,6.986,19.965,1.196,3.308,0.0,1.138,0.74,0.0,0.805,1.371,4.855,5.202,8.686,0.0,2.191,57.068
190,0.0,0.0,0.472,0.0,2.036,0.0,0.0,0.0,1.548,0.0,5.505,6.479,11.352,13.93,0.0,0.0,0.0,0.382,0.236,0.0,0.0,15.684,17.265,1.076,0.313,8.021,43.371,29.196,1.104,0.0,0.53,34.92,0.0,0.0,0.0,0.0,69.302,31.251,12.955,0.0,1.93,0.544,0.0,0.516,0.0,1.909,1.202,24.043,0.0,8.71,189.252
195,0.0,0.0,0.0,0.0,2.073,0.0,0.0,0.0,1.548,0.0,3.457,2.995,3.198,3.382,0.075,0.0,0.0,0.347,0.122,0.0,0.0,7.266,10.736,0.501,0.173,3.147,0.0,0.0,0.682,0.0,0.0,10.16,0.0,0.915,0.0,0.0,30.956,3.536,7.084,0.0,0.665,0.234,0.0,0.255,0.0,0.322,0.323,14.747,0.0,2.518,66.38
197,11351.176,232.404,0.0,0.0,3.033,0.0,0.0,0.0,1.548,0.0,0.0,66.509,101.097,118.488,0.138,0.0,0.0,0.353,0.16,0.0,0.0,0.0,0.0,0.609,0.258,44.233,0.0,0.0,0.692,0.0,0.0,42.749,0.0,0.083,0.0,0.0,1414.36,707.122,113.694,0.0,1.138,0.267,0.0,0.336,0.0,0.991,0.433,536.297,0.0,70.563,3831.765
198,12072.017,246.98,1.109,0.0,4.81,0.0,0.0,0.0,1.548,0.0,0.0,70.279,107.297,125.753,0.0,0.0,0.0,0.537,0.431,0.0,0.0,0.0,0.0,1.857,0.573,46.904,2.091,0.814,0.693,0.0,0.991,45.601,0.0,0.0,0.0,0.0,1499.384,750.008,120.144,0.0,1.139,0.849,0.0,0.968,0.0,0.993,0.433,569.911,0.0,75.018,4076.409
199,0.0,0.0,0.205,0.0,0.862,0.0,38.62,0.0,1.548,0.0,0.0,26.133,24.06,25.448,0.0,0.0,0.0,0.282,0.135,0.0,0.0,0.0,0.0,0.726,0.183,25.366,4.204,10.173,1.023,0.0,0.32,33.762,43.892,0.0,0.0,0.0,93.077,35.228,59.85,0.0,1.064,0.385,0.0,0.278,0.0,0.806,0.819,7.865,0.0,19.145,220.665
201,11695.803,239.417,1.109,0.0,4.808,0.0,0.0,0.0,1.548,0.0,0.0,68.433,104.138,122.052,0.0,0.0,0.0,0.537,0.43,0.0,0.0,0.0,0.0,1.856,0.573,45.556,0.0,0.0,0.693,0.0,0.99,44.306,0.0,0.064,0.0,0.0,1452.565,726.475,116.88,0.0,1.142,0.849,0.0,0.968,0.0,0.993,0.434,552.547,0.0,72.81,3951.825
203,0.0,0.0,0.704,0.0,3.049,0.0,0.0,0.0,1.548,0.0,3.57,2.941,3.232,3.417,0.0,0.0,0.0,0.48,0.31,0.0,0.0,7.56,11.182,1.361,0.413,3.182,0.0,0.0,0.683,0.0,0.702,10.707,0.0,0.913,0.0,0.0,28.687,3.443,6.98,0.0,0.663,0.662,0.0,0.689,0.0,0.322,0.323,15.333,0.0,2.579,71.188
211,0.0,0.0,0.225,0.0,0.953,0.0,41.525,0.0,1.548,0.0,0.0,24.455,19.981,19.827,0.0,0.0,0.0,0.273,0.146,0.0,0.0,0.0,0.0,0.763,0.192,22.213,0.0,0.0,0.909,0.0,0.334,22.705,66.027,0.066,0.0,0.0,89.882,28.862,56.935,0.0,0.838,0.396,0.0,0.304,0.0,0.507,0.614,7.477,0.0,15.848,201.867
215,0.0,0.0,0.0,0.0,0.611,0.0,40.287,0.0,1.548,0.0,0.0,23.818,19.428,19.272,0.075,0.0,0.0,0.208,0.054,0.0,0.0,0.0,0.0,0.309,0.088,21.601,0.0,0.0,0.907,0.0,0.0,21.554,64.048,0.085,0.0,0.0,88.528,28.117,55.486,0.0,0.836,0.156,0.0,0.106,0.0,0.504,0.611,7.391,0.0,15.376,195.403
226,0.0,0.0,4.398,0.0,2.884,0.0,0.0,0.0,1.548,0.0,0.0,2.095,6.234,6.457,6.589,0.0,4.785,0.103,0.0,0.0,2.081,0.0,0.0,21.03,0.963,2.068,0.0,0.0,0.555,0.0,11.937,7.227,0.0,1.375,0.0,0.0,1.786,1.484,5.078,0.0,0.418,5.843,0.0,0.0,0.0,0.277,0.178,1.738,0.0,0.0,0.0
228,0.0,0.0,14.826,0.0,8.031,0.0,0.0,0.0,1.548,0.0,0.0,1.552,43.952,54.916,26.686,0.0,0.0,0.129,0.037,0.0,6.236,0.0,0.0,2.329,4.907,8.71,70.221,33.261,0.653,0.0,34.265,33.619,0.0,0.0,0.0,0.0,2.231,1.71,4.266,0.0,0.546,20.787,0.0,0.113,0.0,0.749,0.346,1.665,0.0,0.0,0.0
233,0.0,0.0,36.694,0.0,197.12,0.0,0.0,47.604,1.548,0.0,0.0,127.969,225.758,308.394,148.945,52.908,242.447,0.124,167.858,0.0,4.372,0.0,0.0,0.0,5.052,79.211,230.3,310.077,0.948,0.0,1452.612,373.068,0.0,0.0,0.0,19.805,688.844,327.83,245.267,0.0,72.731,161.484,0.0,635.289,0.0,1.315,0.854,1.878,0.0,0.0,0.0
235,0.0,0.0,9.004,0.0,25.011,0.0,0.0,19.058,1.548,0.0,0.0,35.189,18.626,21.222,17.285,17.813,22.169,0.086,40.225,0.0,1.113,0.0,0.0,0.0,1.242,12.18,0.0,24.673,0.738,0.0,308.392,66.587,0.0,1.424,0.0,10.341,134.792,52.759,67.703,0.0,19.877,19.283,0.0,156.589,0.0,0.477,0.412,1.994,0.0,0.0,0.0
238,17669.726,425.435,43.143,0.0,110.765,0.0,0.0,110.891,1.548,0.0,0.0,887.11,128.981,160.937,97.212,96.185,1066.598,0.089,613.834,0.0,199.099,0.0,0.0,0.0,9.23,604.599,0.0,68.941,0.673,0.0,1224.271,273.489,0.0,0.0,0.0,28.241,3433.093,2098.505,1452.132,0.0,120.625,107.566,0.0,2337.109,0.0,0.788,0.39,910.109,0.0,0.0,0.0
243,5665.198,124.383,5.431,0.0,17.439,0.0,0.0,15.494,1.548,0.0,0.0,209.406,19.715,24.894,14.335,13.424,282.364,0.091,142.564,0.0,58.242,0.0,0.0,0.0,1.05,158.193,0.0,9.485,0.678,0.0,170.974,0.0,0.0,0.0,0.0,2.792,848.138,529.064,339.785,0.0,15.943,16.012,0.0,540.144,0.0,0.842,0.401,268.708,0.0,0.0,0.0
246,0.0,0.0,4.737,0.0,26.05,0.0,9.45,6.788,1.548,0.0,0.0,44.468,10.82,12.279,14.248,7.852,89.59,0.17,56.697,0.0,16.293,0.0,0.0,0.0,0.471,18.634,35.021,56.293,1.33,0.0,224.282,0.0,8.392,0.0,0.0,2.243,245.352,103.053,85.887,0.0,10.566,16.544,0.0,224.153,0.0,1.743,1.461,5.401,0.0,0.0,0.0
248,2586.958,69.642,5.015,0.0,18.106,0.0,9.089,15.86,1.548,0.0,0.0,170.074,16.639,20.745,12.821,13.775,195.121,0.083,123.785,0.0,47.232,0.0,0.0,0.0,0.749,110.195,0.0,10.027,0.638,0.0,179.125,0.0,6.712,0.0,0.0,3.556,661.056,389.942,283.395,0.0,16.31,14.739,0.0,478.226,0.0,0.676,0.327,152.201,0.0,0.0,0.0
251,0.0,0.0,3.203,0.0,11.971,0.0,7.19,8.109,1.548,0.0,0.0,29.778,4.96,4.905,5.823,7.715,20.529,0.104,35.655,0.0,5.147,0.0,0.0,0.0,0.257,11.964,0.0,13.888,0.804,0.0,136.015,0.0,8.36,0.563,0.0,4.824,129.629,42.854,59.045,0.0,8.312,6.236,0.0,145.98,0.0,0.474,0.486,3.824,0.0,0.0,0.0
255,0.0,0.0,13.306,13.374,102.656,0.0,0.0,25.87,1.548,0.0,0.0,68.615,110.168,154.318,69.672,21.598,141.043,0.051,101.027,0.0,0.0,0.0,0.0,0.0,1.283,41.282,124.162,162.273,14.838,0.0,655.949,179.022,0.0,0.0,0.0,3.85,378.977,166.36,136.115,0.0,39.444,71.349,0.0,391.15,3.152,24.886,12.271,11.355,0.0,0.0,0.0
257,0.0,0.0,4.652,0.0,20.966,0.0,18.052,22.182,1.548,0.0,0.0,71.385,6.787,6.491,9.143,20.942,49.511,0.123,83.109,0.0,16.951,0.0,0.0,0.0,0.346,27.272,0.0,34.484,0.886,0.0,214.719,0.0,22.114,0.0,0.0,12.701,323.099,104.464,141.621,0.0,21.802,10.287,0.0,346.26,0.0,0.542,0.595,5.326,0.0,0.0,0.0
259,0.0,0.0,10.642,0.0,76.699,0.0,0.0,18.344,1.548,0.0,4.014,56.103,82.071,114.435,52.527,20.635,103.585,0.127,80.487,0.0,0.0,7.329,10.298,0.0,1.088,32.022,88.763,121.852,0.969,0.0,506.679,121.175,0.0,0.0,0.0,7.698,315.382,141.309,110.193,0.0,28.255,54.645,0.0,311.529,0.0,1.281,0.872,13.414,0.0,0.0,0.0
260,5251.358,110.292,37.596,0.0,253.857,0.0,0.0,62.28,1.548,0.0,0.0,271.567,373.894,520.377,223.922,64.666,378.6,0.113,296.386,0.0,0.0,0.0,0.0,0.0,5.806,127.777,158.281,227.395,0.689,0.0,1626.248,284.17,0.0,0.0,0.0,20.851,1461.974,770.303,487.649,0.0,88.387,212.946,0.0,1130.313,0.0,0.844,0.422,223.872,0.0,0.0,0.0
264,0.0,0.0,10.597,0.0,73.246,0.0,7.347,14.683,1.548,0.0,0.0,54.259,71.729,99.249,47.163,16.659,95.195,0.12,79.245,0.0,0.0,0.0,0.0,0.0,1.031,29.977,72.887,106.134,0.928,0.0,498.808,87.03,5.481,0.0,0.0,6.793,304.485,133.155,107.443,0.0,23.971,50.692,0.0,307.451,0.0,1.167,0.791,1.9,0.0,0.0,0.0
265,0.0,0.0,5.835,2.585,20.268,0.0,0.0,17.499,1.548,0.0,0.0,30.986,14.003,16.519,12.374,14.065,20.449,0.054,37.277,0.0,0.0,0.0,0.0,0.0,0.681,10.472,0.0,20.991,4.245,0.0,223.076,50.515,0.0,1.226,0.0,8.066,125.819,45.855,60.57,0.0,17.199,14.222,0.0,147.905,0.677,3.39,2.219,4.743,0.0,0.0,0.0
269,1392.387,33.68,14.016,0.0,56.212,0.0,0.0,22.399,1.548,0.0,0.0,90.971,88.761,118.778,54.101,19.599,75.974,0.129,85.79,0.0,0.0,0.0,0.0,0.0,3.305,35.075,0.0,14.138,0.688,0.0,437.607,76.768,0.0,1.303,0.0,7.169,405.074,215.029,158.871,0.0,32.468,53.944,0.0,329.217,0.0,0.779,0.417,68.305,0.0,0.0,0.0
270,0.0,0.0,5.649,0.0,19.519,0.0,0.0,14.797,1.548,0.0,1.648,29.752,13.846,16.423,12.108,13.865,19.794,0.083,35.923,0.0,0.0,3.519,5.508,0.0,0.681,10.251,0.0,19.74,0.667,0.0,215.002,42.672,0.0,1.093,0.0,8.135,121.318,44.195,58.178,0.0,15.422,13.93,0.0,142.538,0.0,0.419,0.321,6.729,0.0,0.0,0.0
273,1888.487,32.848,5.413,0.0,39.158,0.0,0.0,3.273,1.548,0.0,0.0,43.076,74.001,102.223,41.642,3.761,66.646,0.129,44.413,0.0,0.0,0.0,0.0,0.0,1.046,22.632,42.439,30.679,0.714,0.0,229.302,0.0,0.0,0.0,0.0,0.583,265.341,148.988,74.766,0.0,5.208,34.706,0.0,166.954,0.0,1.021,0.475,69.115,0.0,0.0,0.0
274,0.0,0.0,6.076,0.0,20.184,0.0,3.293,13.86,1.548,0.0,0.0,31.634,13.627,15.799,12.386,13.079,20.085,0.088,38.534,0.0,0.0,0.0,0.0,0.0,0.709,10.891,0.0,19.235,0.744,0.0,230.265,34.525,3.046,0.999,0.0,7.896,129.906,46.553,62.063,0.0,14.954,14.099,0.0,153.095,0.0,0.468,0.417,2.082,0.0,0.0,0.0
276,0.0,0.0,4.673,0.0,38.845,0.0,5.692,3.277,1.548,0.0,0.0,21.94,16.987,21.571,23.499,4.202,56.522,0.147,35.869,0.0,0.0,0.0,0.0,0.0,0.384,9.794,45.19,44.267,1.148,0.0,241.957,0.0,4.595,0.0,0.0,0.668,131.032,56.295,44.755,0.0,5.327,24.378,0.0,138.747,0.0,1.576,1.176,3.441,0.0,0.0,0.0
278,0.0,0.0,2.386,0.0,20.683,0.0,0.0,1.19,1.548,0.0,2.629,12.315,13.314,17.968,13.363,1.788,37.796,0.116,19.026,0.0,0.0,5.845,7.227,0.0,0.213,5.939,45.355,32.561,0.865,0.0,128.352,0.0,0.0,0.0,0.0,0.132,76.365,35.061,24.39,0.0,2.157,13.267,0.0,72.924,0.0,1.137,0.695,10.75,0.0,0.0,0.0
279,966.868,18.27,4.854,0.0,16.113,0.0,0.0,1.632,1.548,0.0,0.0,26.444,36.982,48.007,20.071,1.413,24.656,0.167,23.845,0.0,0.0,0.0,0.0,0.0,1.424,12.64,0.0,0.991,0.711,0.0,112.787,0.0,0.0,0.77,0.0,0.34,137.412,77.903,44.562,0.0,3.576,16.785,0.0,90.086,0.0,0.966,0.467,39.095,0.0,0.0,0.0
282,0.0,0.0,1.536,0.0,4.605,0.0,0.0,0.773,1.548,0.0,1.42,6.031,3.471,3.953,3.133,0.788,4.637,0.1,8.927,0.0,0.0,3.049,4.935,0.0,0.22,2.787,0.0,2.101,0.586,0.0,57.052,0.0,0.0,0.822,0.0,0.607,27.768,7.897,12.666,0.0,1.348,3.419,0.0,35.726,0.0,0.307,0.215,5.664,0.0,0.0,0.0
285,2364.162,40.1,4.477,0.0,33.158,0.0,0.0,0.0,1.548,0.0,0.0,36.544,63.941,88.604,35.924,0.0,57.51,0.126,37.802,0.0,0.0,0.0,0.0,0.0,0.867,19.294,45.73,25.939,0.721,0.0,191.447,0.0,0.0,0.0,0.0,0.392,239.077,135.417,63.066,48.914,4.301,29.417,0.0,141.618,0.0,1.076,0.491,85.128,0.0,0.0,0.0
287,0.0,0.0,2.74,0.0,8.206,0.0,2.974,2.694,1.548,0.0,0.0,12.35,5.556,6.214,5.283,2.645,8.04,0.091,16.598,0.0,0.0,0.0,0.0,0.0,0.344,4.905,0.0,5.262,0.714,0.0,102.167,0.0,3.207,0.785,0.0,1.829,53.793,17.024,25.074,0.0,3.524,5.793,0.0,66.293,0.0,0.401,0.37,2.15,0.0,0.0,0.0
288,0.0,0.0,3.875,0.0,32.343,0.0,7.166,0.0,1.548,0.0,0.0,18.361,14.69,18.763,20.029,0.0,49.881,0.145,29.872,0.0,0.0,0.0,0.0,0.0,0.326,8.253,48.331,38.556,1.117,0.0,200.778,0.0,5.721,0.0,0.0,0.386,111.237,48.578,37.317,3.62,4.3,20.556,0.0,115.421,0.0,1.56,1.13,3.261,0.0,0.0,0.0
291,0.0,0.0,1.948,0.0,17.609,0.0,0.0,0.0,1.548,0.0,2.824,10.114,11.393,15.444,11.256,0.0,32.602,0.112,15.936,0.0,0.0,6.12,7.64,0.0,0.177,4.964,46.127,28.886,0.819,0.0,110.383,0.0,0.0,0.0,0.0,0.076,66.025,30.238,19.974,1.356,1.622,11.02,0.0,60.687,0.0,1.049,0.616,11.127,0.0,0.0,0.0
297,0.0,0.0,1.398,0.0,3.804,0.0,0.0,0.0,1.548,0.0,1.491,4.516,2.825,3.097,2.674,0.0,3.748,0.22,7.789,0.0,0.0,3.309,5.503,0.0,0.207,2.408,0.0,0.0,0.593,0.0,51.385,0.0,0.0,0.953,0.0,0.358,23.556,5.353,10.103,0.584,0.908,2.823,0.0,31.38,0.0,0.284,0.22,5.796,0.0,0.0,0.0
300,0.0,0.0,2.369,0.0,5.681,0.0,3.738,0.0,1.548,0.0,0.0,8.635,4.118,4.351,4.144,0.0,5.433,0.168,13.289,0.0,0.0,0.0,0.0,0.0,0.352,3.947,0.0,0.0,0.726,0.0,84.169,0.0,9.172,0.903,0.0,1.068,42.054,10.696,18.575,2.008,2.292,4.268,0.0,53.544,0.0,0.343,0.375,1.981,0.0,0.0,0.0
302,0.0,0.0,0.177,20.21,0.0,0.0,0.0,12.572,1.548,0.0,0.0,60.368,0.317,0.33,0.312,7.418,80.695,0.098,58.421,0.0,29.246,0.0,0.0,0.0,0.089,45.394,65.055,94.131,22.028,0.0,4.929,111.365,0.0,0.0,0.0,0.739,322.581,143.995,109.293,0.0,22.916,0.133,0.0,235.642,4.449,33.768,16.398,20.904,0.0,0.0,0.0
304,0.0,0.0,0.135,6.496,0.0,0.0,0.0,13.424,1.548,0.0,0.0,28.958,0.191,0.153,0.248,7.292,18.134,0.106,27.714,0.0,9.88,0.0,0.0,0.0,0.054,12.46,0.0,16.036,10.152,0.0,4.712,26.411,0.0,0.844,0.0,4.281,127.994,42.794,55.62,0.0,11.144,0.081,0.0,119.325,1.866,7.111,4.346,11.571,0.0,0.0,0.0
305,4683.755,125.099,0.217,13.282,0.0,0.0,0.0,35.415,1.548,0.0,0.0,259.399,0.464,0.532,0.385,19.974,309.943,0.064,181.98,0.0,90.068,0.0,0.0,0.0,0.117,180.177,0.0,14.552,20.037,0.0,3.575,47.895,0.0,0.0,0.0,1.631,1042.452,629.85,426.271,0.0,33.424,0.176,0.0,703.102,11.148,30.19,12.86,268.162,0.0,0.0,0.0
306,1118.838,20.353,4.195,0.0,13.877,0.0,0.0,0.0,1.548,0.0,0.0,22.887,32.873,42.794,17.759,0.0,21.685,0.162,20.566,0.0,0.0,0.0,0.0,0.0,1.25,11.046,0.0,0.0,0.715,0.0,95.394,0.0,0.0,0.804,0.0,0.204,124.706,71.357,38.293,16.658,2.938,14.517,0.0,77.427,0.0,1.008,0.476,43.786,0.0,0.0,0.0
307,0.0,0.0,0.137,0.0,0.0,0.0,0.0,36.032,1.548,0.0,12.936,96.76,0.197,0.162,0.251,33.58,63.698,0.125,90.757,0.0,33.934,28.291,42.576,0.0,0.056,42.84,0.0,56.643,0.626,0.0,4.684,63.929,0.0,0.0,0.0,19.367,422.84,147.072,184.301,0.0,31.981,0.085,0.0,389.606,0.0,0.372,0.267,47.793,0.0,0.0,0.0
308,4291.932,104.014,0.214,6.995,0.0,0.0,0.0,18.659,1.548,0.0,0.0,186.721,0.457,0.515,0.38,10.977,243.821,0.073,129.994,0.0,65.992,0.0,0.0,0.0,0.115,137.807,0.0,7.909,11.033,0.0,3.648,0.0,0.0,0.0,0.0,0.766,769.014,475.512,305.655,0.0,16.725,0.173,0.0,498.656,6.001,17.105,5.87,223.394,0.0,0.0,0.0
315,0.0,0.0,0.154,7.291,0.0,0.0,5.073,6.89,1.548,0.0,0.0,38.067,0.243,0.228,0.275,4.564,73.913,0.157,53.504,0.0,25.796,0.0,0.0,0.0,0.071,15.292,33.127,47.27,10.963,0.0,9.252,0.0,4.172,0.0,0.0,0.651,350.88,99.661,74.458,0.0,10.576,0.105,0.0,207.459,1.919,11.685,6.391,13.455,0.0,0.0,0.0
322,0.0,0.0,0.098,6.53,0.621,0.0,0.0,13.381,1.548,0.0,0.0,28.892,0.139,0.118,0.172,7.231,18.167,0.1,27.652,0.0,9.97,0.0,0.0,0.0,0.06,12.408,0.0,15.969,10.206,0.0,2.366,26.049,0.0,0.84,0.0,4.25,127.914,42.682,55.502,0.0,11.102,0.0,0.0,119.152,1.878,7.14,4.361,11.619,0.0,0.0,0.0
325,0.0,0.0,0.133,20.192,0.678,0.0,0.0,12.516,1.548,0.0,0.0,60.16,0.214,0.222,0.21,7.363,80.402,0.098,58.283,0.0,29.274,0.0,0.0,0.0,0.092,45.198,64.76,93.713,22.037,0.0,2.473,110.658,0.0,0.0,0.0,0.733,322.112,143.532,108.933,0.0,22.826,0.0,0.0,235.11,4.45,33.703,16.367,20.903,0.0,0.0,0.0
327,0.0,0.0,0.134,4.127,0.0,0.0,3.921,9.121,1.548,0.0,0.0,27.342,0.188,0.15,0.247,5.286,21.154,0.114,28.036,0.0,11.098,0.0,0.0,0.0,0.053,10.832,0.0,12.725,6.846,0.0,4.835,0.0,4.546,0.567,0.0,3.266,129.681,39.297,53.931,0.0,7.87,0.08,0.0,121.88,1.185,4.647,2.965,9.427,0.0,0.0,0.0
328,0.0,0.0,0.1,0.0,0.618,0.0,0.0,35.616,1.548,0.0,12.866,95.836,0.143,0.124,0.174,33.195,63.222,0.119,89.902,0.0,33.745,28.126,42.328,0.0,0.062,42.412,0.0,56.06,0.626,0.0,2.349,62.722,0.0,0.0,0.0,19.15,419.039,145.649,182.557,0.0,31.609,0.0,0.0,386.03,0.0,0.372,0.266,47.525,0.0,0.0,0.0
329,0.0,0.0,0.135,6.435,0.0,0.0,12.744,24.098,1.548,0.0,0.0,69.358,0.192,0.155,0.249,17.318,52.388,0.114,70.691,0.0,27.785,0.0,0.0,0.0,0.054,26.327,0.0,34.279,10.454,0.0,4.829,0.0,14.197,0.0,0.0,10.357,329.525,101.569,136.364,0.0,21.305,0.082,0.0,307.198,1.766,7.564,5.137,15.346,0.0,0.0,0.0
330,0.0,0.0,0.17,0.0,0.0,0.0,0.0,5.792,1.548,0.0,5.853,38.151,0.291,0.295,0.299,6.77,55.557,0.179,41.075,0.0,20.324,13.483,17.018,0.0,0.083,23.056,29.791,48.317,0.961,0.0,5.819,23.199,0.0,0.0,0.0,1.998,234.967,92.706,70.851,0.0,8.185,0.124,0.0,164.971,0.0,1.088,0.812,23.612,0.0,0.0,0.0
331,10527.917,206.561,0.244,0.0,0.0,0.0,0.0,1.139,1.548,0.0,0.0,255.44,0.58,0.68,0.44,0.986,383.923,0.128,170.824,0.0,89.228,0.0,0.0,0.0,0.134,217.404,0.0,0.688,0.691,0.0,3.409,0.0,0.0,0.0,0.0,2.424,1102.868,704.312,409.451,91.18,17.048,0.202,0.0,643.534,0.0,0.935,0.429,444.762,0.0,0.0,0.0
333,0.0,0.0,0.158,0.0,0.0,0.0,0.789,5.42,1.548,0.0,5.243,33.459,0.253,0.242,0.28,6.657,60.856,0.197,43.783,0.0,21.224,11.596,14.414,0.0,0.074,15.108,26.337,40.545,0.837,0.0,8.525,0.0,0.629,0.0,0.0,2.0,280.832,86.752,64.308,0.0,6.923,0.109,0.0,170.561,0.0,0.77,0.585,22.304,0.0,0.0,0.0
335,4662.905,124.605,0.155,13.278,0.547,0.0,0.0,35.264,1.548,0.0,0.0,258.395,0.279,0.308,0.242,19.858,308.759,0.086,181.33,0.0,89.866,0.0,0.0,0.0,0.113,179.477,0.0,14.467,20.057,0.0,1.873,47.494,0.0,0.0,0.0,1.618,1038.551,627.475,424.627,0.0,33.286,0.0,0.0,700.625,11.154,30.195,12.858,267.137,0.0,0.0,0.0
338,2613.931,73.484,0.201,6.644,0.0,0.0,4.929,18.692,1.548,0.0,0.0,165.197,0.407,0.451,0.356,11.146,196.933,0.074,118.615,0.0,58.983,0.0,0.0,0.0,0.107,110.528,0.0,8.164,10.518,0.0,3.759,0.0,3.632,0.0,0.0,0.853,665.795,396.404,274.534,0.0,17.161,0.16,0.0,461.256,5.954,14.719,6.185,159.717,0.0,0.0,0.0
346,0.0,0.0,0.135,0.0,0.0,0.0,0.0,7.102,1.548,0.0,4.491,25.523,0.192,0.155,0.248,6.669,19.443,0.125,24.845,0.0,9.94,9.566,14.32,0.0,0.054,11.326,0.0,13.393,0.592,0.0,4.739,4.415,0.0,0.514,0.0,3.994,114.597,37.806,49.3,0.0,6.457,0.082,0.0,107.094,0.0,0.335,0.224,17.358,0.0,0.0,0.0
349,2239.035,64.232,0.207,0.0,0.0,0.0,0.0,13.419,1.548,0.0,5.534,143.784,0.425,0.477,0.365,11.646,173.63,0.121,101.002,0.0,50.681,6.96,11.244,0.0,0.11,100.849,0.0,8.396,0.642,0.0,3.657,5.391,0.0,0.0,0.0,2.393,565.86,340.849,237.474,0.0,13.018,0.165,0.0,391.527,0.0,0.701,0.333,166.891,0.0,0.0,0.0
