efm,R54ra,R54rb,R13r,R26r,R15r,R96,R94,R95,R93,R90,R91,R8r,R10a,R10b,R10c,R28r,R3,R70,R6r,R97r,R2r,R55a,R55b,R4,R12r,R1,R27,R27b,R23r,R9,R14r,RR9,R53r,R80,R82,R29r,R7ra,R7rb,R7rc,R41,R40,R11r,R42,R5r,R25,R24,R22,R21,R20,R60,R61r
350,0.0,0.0,0.131,0.0,0.0,0.0,36.161,2.12,1.548,0.0,0.0,62.072,0.181,0.138,0.242,2.435,42.139,0.181,71.473,0.0,24.66,0.0,0.0,0.0,0.05,24.88,0.0,7.158,0.808,0.0,5.053,0.0,71.199,0.056,0.0,11.392,336.95,81.951,128.863,19.906,19.725,0.076,0.0,317.005,0.0,0.393,0.474,3.669,0.0,0.0,0.0
352,0.0,0.0,0.131,0.0,0.0,0.0,37.434,3.289,1.548,0.0,0.0,66.732,0.182,0.14,0.243,3.683,45.482,0.176,75.982,0.0,26.455,0.0,0.0,0.0,0.05,26.331,0.0,10.182,0.814,0.0,5.032,0.0,68.646,0.0,0.0,12.383,357.422,89.025,137.788,20.295,21.389,0.076,0.0,336.374,0.0,0.402,0.483,3.851,0.0,0.0,0.0
354,0.0,0.0,0.135,0.0,0.0,0.0,0.821,6.671,1.548,0.0,4.146,25.454,0.191,0.154,0.248,6.274,20.534,0.126,25.139,0.0,10.362,8.875,13.202,0.0,0.054,10.957,0.0,12.932,0.592,0.0,4.767,0.0,0.859,0.479,0.0,3.786,115.999,37.476,49.449,0.0,6.077,0.082,0.0,108.594,0.0,0.332,0.223,16.511,0.0,0.0,0.0
355,4275.207,103.75,0.152,7.055,0.534,0.0,0.0,18.675,1.548,0.0,0.0,186.461,0.277,0.3,0.239,10.953,243.415,0.083,129.878,0.0,66.065,0.0,0.0,0.0,0.111,137.522,0.0,7.893,11.155,0.0,1.842,0.0,0.0,0.0,0.0,0.764,767.96,474.753,305.246,0.0,16.746,0.0,0.0,498.273,6.065,17.285,5.914,222.827,0.0,0.0,0.0
356,2361.024,65.697,0.203,0.0,0.0,0.0,0.0,12.484,1.548,0.0,5.098,140.97,0.415,0.461,0.36,10.831,173.974,0.126,98.974,0.0,49.918,6.37,10.261,0.0,0.108,100.312,0.0,7.782,0.636,0.0,3.718,0.0,0.0,0.0,0.0,1.945,559.427,339.76,232.735,0.0,11.73,0.162,0.0,382.941,0.0,0.693,0.323,168.049,0.0,0.0,0.0
357,288.111,16.687,0.156,0.0,0.0,0.0,30.468,1.455,1.548,0.0,0.0,111.403,0.252,0.24,0.279,1.332,93.142,0.122,95.814,0.0,41.539,0.0,0.0,0.0,0.073,52.774,0.0,1.144,0.589,0.0,4.366,0.0,24.311,0.0,0.0,4.958,461.281,203.417,201.856,21.769,19.639,0.109,0.0,398.496,0.0,0.445,0.242,40.37,0.0,0.0,0.0
359,0.0,0.0,0.136,0.0,0.0,0.0,34.057,0.568,1.548,0.0,0.0,67.552,0.195,0.16,0.25,1.758,74.124,0.174,76.197,0.0,35.894,0.0,0.0,0.0,0.056,26.701,6.582,24.521,1.034,0.0,4.963,0.0,41.329,0.0,0.0,6.797,356.328,98.727,137.666,20.299,20.496,0.084,0.0,334.287,0.0,0.621,0.785,4.891,0.0,0.0,0.0
362,2095.125,60.66,0.2,0.0,0.0,0.0,0.773,12.527,1.548,0.0,5.103,137.243,0.404,0.446,0.354,10.872,166.034,0.125,96.97,0.0,48.704,6.384,10.288,0.0,0.106,95.717,0.0,7.849,0.632,0.0,3.744,0.0,0.569,0.0,0.0,2.028,541.562,326.023,227.354,0.0,11.78,0.159,0.0,376.362,0.0,0.676,0.317,157.614,0.0,0.0,0.0
364,0.0,0.0,0.136,0.0,0.0,0.0,6.489,17.347,1.548,0.0,5.752,58.447,0.194,0.158,0.249,16.29,45.51,0.13,57.967,0.0,23.48,12.98,19.107,0.0,0.055,23.951,0.0,30.146,0.626,0.0,4.783,0.0,6.705,0.0,0.0,9.724,269.751,86.759,113.72,0.0,15.562,0.083,0.0,250.813,0.0,0.363,0.266,24.696,0.0,0.0,0.0
366,0.0,0.0,0.124,7.342,1.208,0.0,5.021,6.89,1.548,0.0,0.0,38.016,0.178,0.176,0.193,4.541,73.785,0.139,53.474,0.0,25.886,0.0,0.0,0.0,0.078,15.255,33.114,47.211,11.064,0.0,4.67,0.0,4.129,0.0,0.0,0.646,351.719,99.621,74.355,0.0,10.581,0.0,0.0,207.312,1.94,11.756,6.423,13.53,0.0,0.0,0.0
371,0.0,0.0,0.097,4.191,0.634,0.0,3.866,9.135,1.548,0.0,0.0,27.298,0.137,0.116,0.172,5.251,21.16,0.107,27.964,0.0,11.178,0.0,0.0,0.0,0.059,10.801,0.0,12.701,6.946,0.0,2.428,0.0,4.487,0.567,0.0,3.248,129.593,39.231,53.838,0.0,7.872,0.0,0.0,121.659,1.206,4.709,2.998,9.509,0.0,0.0,0.0
372,2614.165,73.516,0.145,6.704,0.542,0.0,4.879,18.707,1.548,0.0,0.0,165.15,0.256,0.274,0.23,11.119,196.99,0.082,118.602,0.0,59.113,0.0,0.0,0.0,0.105,110.506,0.0,8.145,10.632,0.0,1.88,0.0,3.595,0.0,0.0,0.848,665.743,396.418,274.434,0.0,17.186,0.0,0.0,461.212,6.014,14.865,6.244,159.797,0.0,0.0,0.0
376,0.0,0.0,0.159,0.0,0.0,0.0,0.0,4.643,1.548,0.0,5.219,29.805,0.258,0.248,0.282,5.843,56.296,0.202,39.514,0.0,19.134,11.48,14.261,0.0,0.075,13.615,28.854,38.901,0.837,0.0,8.809,0.0,0.0,0.0,0.0,1.539,258.525,81.046,57.089,0.0,5.94,0.111,0.0,152.749,0.0,0.789,0.589,21.816,0.0,0.0,0.0
377,10586.353,207.526,0.169,0.0,0.531,0.0,0.0,0.968,1.548,0.0,0.0,255.926,0.329,0.364,0.263,0.838,385.028,0.153,171.177,0.0,89.573,0.0,0.0,0.0,0.127,217.992,0.0,0.585,0.691,0.0,1.806,0.0,0.0,0.0,0.0,2.427,1105.532,706.097,410.178,92.671,17.076,0.0,0.0,644.822,0.0,0.936,0.43,446.828,0.0,0.0,0.0
378,0.0,0.0,0.098,0.0,0.623,0.0,0.0,7.025,1.548,0.0,4.518,25.427,0.139,0.119,0.173,6.598,19.548,0.118,24.761,0.0,10.054,9.614,14.387,0.0,0.06,11.243,0.0,13.31,0.591,0.0,2.381,3.86,0.0,0.508,0.0,3.955,114.42,37.649,49.131,0.0,6.386,0.0,0.0,106.832,0.0,0.334,0.223,17.441,0.0,0.0,0.0
379,2214.234,63.635,0.148,0.0,0.543,0.0,0.0,13.264,1.548,0.0,5.541,142.539,0.262,0.284,0.233,11.51,172.185,0.136,100.203,0.0,50.409,6.965,11.249,0.0,0.108,99.996,0.0,8.299,0.641,0.0,1.873,4.831,0.0,0.0,0.0,2.341,561.126,338.009,235.468,0.0,12.828,0.0,0.0,388.489,0.0,0.699,0.332,165.665,0.0,0.0,0.0
380,0.0,0.0,0.13,0.0,0.797,0.0,0.0,5.726,1.548,0.0,5.853,37.726,0.201,0.205,0.204,6.706,55.334,0.175,40.976,0.0,20.357,13.425,16.946,0.0,0.087,22.597,29.393,47.623,0.954,0.0,2.972,21.854,0.0,0.0,0.0,1.986,235.798,91.913,70.178,0.0,8.06,0.0,0.0,164.445,0.0,1.068,0.797,23.603,0.0,0.0,0.0
381,0.0,0.0,0.099,6.502,0.635,0.0,12.686,24.114,1.548,0.0,0.0,69.323,0.14,0.12,0.173,17.28,52.405,0.108,70.623,0.0,27.869,0.0,0.0,0.0,0.061,26.304,0.0,34.268,10.561,0.0,2.422,0.0,14.131,0.0,0.0,10.335,329.442,101.514,136.284,0.0,21.305,0.0,0.0,306.984,1.787,7.637,5.179,15.442,0.0,0.0,0.0
382,0.0,0.0,0.166,0.0,0.0,0.0,0.0,0.0,1.548,0.0,4.433,16.659,0.278,0.277,0.292,0.0,36.972,0.217,23.289,0.0,11.184,9.576,11.897,0.0,0.08,7.995,39.236,29.18,0.797,0.0,10.051,0.0,0.0,0.0,0.0,0.362,164.611,55.08,31.432,2.861,2.756,0.119,0.0,87.221,0.0,0.8,0.541,17.737,0.0,0.0,0.0
384,0.0,0.0,0.126,0.0,1.12,0.0,0.686,5.403,1.548,0.0,5.305,33.325,0.184,0.183,0.195,6.641,60.583,0.182,43.643,0.0,21.259,11.701,14.561,0.0,0.081,15.046,26.245,40.4,0.834,0.0,4.304,0.0,0.548,0.0,0.0,1.995,280.829,86.507,64.041,0.0,6.895,0.0,0.0,169.982,0.0,0.766,0.581,22.469,0.0,0.0,0.0
385,0.0,0.0,0.099,0.0,0.652,0.0,34.596,0.493,1.548,0.0,0.0,67.105,0.14,0.12,0.173,1.633,71.695,0.165,76.15,0.0,35.348,0.0,0.0,0.0,0.061,26.622,5.948,22.875,1.015,0.0,2.499,0.0,43.371,0.0,0.0,7.003,356.266,96.632,137.27,20.592,20.48,0.0,0.0,334.762,0.0,0.591,0.755,4.78,0.0,0.0,0.0
387,0.0,0.0,0.096,0.0,0.665,0.0,36.776,1.912,1.548,0.0,0.0,62.458,0.132,0.109,0.169,2.212,42.372,0.176,72.091,0.0,24.914,0.0,0.0,0.0,0.057,25.105,0.0,6.591,0.809,0.0,2.538,0.0,73.801,0.046,0.0,11.433,340.42,82.263,129.835,20.341,19.835,0.0,0.0,320.001,0.0,0.392,0.475,3.639,0.0,0.0,0.0
388,0.0,0.0,0.096,0.0,0.662,0.0,37.79,2.924,1.548,0.0,0.0,66.405,0.133,0.11,0.169,3.301,45.211,0.171,75.864,0.0,26.432,0.0,0.0,0.0,0.057,26.305,0.0,9.309,0.813,0.0,2.528,0.0,70.94,0.0,0.0,12.306,357.457,88.286,137.354,20.608,21.263,0.0,0.0,336.17,0.0,0.399,0.481,3.799,0.0,0.0,0.0
390,2320.471,64.918,0.146,0.0,0.538,0.0,0.0,12.449,1.548,0.0,5.16,140.09,0.258,0.277,0.231,10.801,172.614,0.134,98.44,0.0,49.769,6.449,10.388,0.0,0.106,99.498,0.0,7.765,0.635,0.0,1.863,0.0,0.0,0.0,0.0,1.946,555.57,337.138,231.348,0.0,11.7,0.0,0.0,381.022,0.0,0.692,0.323,166.693,0.0,0.0,0.0
392,0.0,0.0,0.098,0.0,0.625,0.0,0.714,6.65,1.548,0.0,4.219,25.367,0.139,0.119,0.172,6.253,20.52,0.119,25.016,0.0,10.427,9.012,13.412,0.0,0.06,10.916,0.0,12.909,0.591,0.0,2.393,0.0,0.747,0.478,0.0,3.774,115.642,37.36,49.26,0.0,6.055,0.0,0.0,108.134,0.0,0.332,0.222,16.705,0.0,0.0,0.0
394,2089.01,60.527,0.144,0.0,0.54,0.0,0.672,12.487,1.548,0.0,5.165,136.835,0.254,0.272,0.229,10.838,165.684,0.133,96.688,0.0,48.706,6.462,10.413,0.0,0.105,95.488,0.0,7.823,0.632,0.0,1.871,0.0,0.495,0.0,0.0,2.019,539.976,325.146,226.648,0.0,11.743,0.0,0.0,375.27,0.0,0.676,0.317,157.597,0.0,0.0,0.0
396,252.572,15.386,0.113,0.0,0.592,0.0,30.784,1.266,1.548,0.0,0.0,109.197,0.173,0.167,0.19,1.167,90.296,0.12,94.765,0.0,40.911,0.0,0.0,0.0,0.076,51.136,0.0,1.016,0.589,0.0,2.199,0.0,24.76,0.0,0.0,4.948,454.711,196.949,198.705,22.003,19.736,0.0,0.0,395.302,0.0,0.438,0.241,37.94,0.0,0.0,0.0
397,0.0,0.0,0.135,0.0,0.0,0.0,0.0,5.116,1.548,0.0,3.909,20.585,0.191,0.153,0.248,4.817,16.821,0.125,20.33,0.0,8.423,8.246,12.298,0.0,0.054,9.0,0.0,10.369,0.581,0.0,4.762,0.0,0.0,0.55,0.0,2.926,93.494,30.209,39.983,0.0,4.72,0.081,0.0,87.774,0.0,0.323,0.211,15.244,0.0,0.0,0.0
407,0.0,0.0,0.099,0.0,0.628,0.0,6.362,17.291,1.548,0.0,5.82,58.265,0.141,0.121,0.173,16.237,45.43,0.123,57.742,0.0,23.508,13.112,19.309,0.0,0.061,23.881,0.0,30.077,0.626,0.0,2.399,0.0,6.57,0.0,0.0,9.691,268.921,86.501,113.344,0.0,15.504,0.0,0.0,249.909,0.0,0.363,0.265,24.88,0.0,0.0,0.0
423,0.0,0.0,0.18,8.577,0.0,0.0,0.0,2.147,1.548,0.0,0.0,18.827,0.324,0.339,0.315,0.0,34.27,0.123,22.136,0.0,10.899,0.0,0.0,0.0,0.091,13.767,50.418,39.704,10.972,0.0,7.064,21.812,0.0,0.0,0.0,0.0,144.062,58.323,34.558,0.0,5.672,0.135,0.0,85.45,2.131,14.437,6.608,10.864,0.0,0.0,0.0
424,9471.322,185.117,0.245,0.0,0.0,0.0,0.0,0.0,1.548,0.0,0.0,225.603,0.584,0.685,0.442,0.0,340.715,0.128,150.709,0.0,78.765,0.0,0.0,0.0,0.135,192.895,0.0,0.0,0.69,0.0,3.405,0.0,0.0,0.119,0.0,2.059,975.977,623.782,361.401,86.736,14.915,0.203,0.0,567.435,0.0,0.934,0.427,398.812,0.0,0.0,0.0
425,10163.516,198.356,0.243,0.0,0.0,0.0,0.0,0.0,1.548,0.0,0.0,241.041,0.574,0.67,0.437,0.0,365.69,0.13,161.257,0.0,84.38,0.0,0.0,0.0,0.133,206.833,4.13,2.58,0.687,0.0,3.429,0.0,0.0,0.0,0.0,2.143,1045.92,669.713,386.381,93.614,15.763,0.2,0.0,607.111,0.0,0.927,0.422,427.32,0.0,0.0,0.0
429,124.558,6.131,0.191,7.006,0.0,0.0,0.0,2.096,1.548,0.0,0.0,25.522,0.357,0.383,0.331,0.0,48.507,0.125,26.639,0.0,13.191,0.0,0.0,0.0,0.098,13.95,46.498,26.953,9.674,0.0,7.788,0.0,0.0,0.0,0.0,0.0,191.664,86.637,44.49,0.0,3.691,0.145,0.0,99.292,3.232,11.309,3.198,22.786,0.0,0.0,0.0
430,0.0,0.0,0.129,0.0,0.0,0.0,0.0,0.0,1.548,0.0,2.925,7.983,0.177,0.132,0.24,0.0,6.756,0.374,9.41,0.0,3.638,5.981,9.299,0.0,0.048,3.863,0.0,0.0,0.534,0.0,5.085,0.0,0.0,0.942,0.0,1.353,44.66,10.193,16.758,2.04,1.668,0.074,0.0,41.774,0.0,0.256,0.153,10.52,0.0,0.0,0.0
432,0.0,0.0,0.164,6.203,0.0,0.0,0.0,2.002,1.548,0.0,0.221,16.496,0.271,0.267,0.289,0.0,40.066,0.179,24.39,0.0,11.605,0.459,0.581,0.0,0.079,6.682,47.303,32.952,9.532,0.0,11.405,0.0,0.0,0.0,0.0,0.0,179.642,57.623,31.215,0.0,4.367,0.116,0.0,89.844,1.782,10.03,4.697,11.188,0.0,0.0,0.0
435,0.0,0.0,0.153,9.506,0.0,0.0,0.0,1.864,1.548,0.0,0.0,13.607,0.238,0.22,0.272,1.754,40.722,0.218,24.362,0.0,11.294,0.0,0.0,0.0,0.07,6.587,48.655,34.206,13.321,0.0,14.668,0.0,0.0,0.0,0.0,2.002,188.031,47.925,26.739,0.0,2.319,0.103,0.0,87.559,2.232,16.024,10.308,11.663,0.0,0.0,0.0
436,0.0,0.0,0.128,0.0,1.153,0.0,0.0,4.727,1.548,0.0,5.283,30.145,0.186,0.187,0.197,5.933,56.632,0.185,39.937,0.0,19.447,11.599,14.426,0.0,0.082,13.746,28.439,38.985,0.835,0.0,4.432,0.0,0.0,0.0,0.0,1.592,261.528,81.581,57.76,0.0,6.04,0.0,0.0,154.508,0.0,0.782,0.585,22.043,0.0,0.0,0.0
439,0.0,0.0,0.2,13.205,0.0,0.0,0.0,0.0,1.548,0.0,0.0,12.834,0.383,0.424,0.345,7.019,25.25,0.103,15.566,0.0,7.659,0.0,0.0,0.0,0.103,15.034,64.008,44.054,12.679,0.0,6.892,51.154,0.0,0.0,0.0,0.0,105.412,43.88,23.336,21.557,7.513,0.153,0.0,59.424,2.766,19.965,9.088,12.194,0.0,0.0,0.0
442,0.0,0.0,0.164,6.422,0.0,0.0,0.214,2.093,1.548,0.0,0.0,16.893,0.27,0.266,0.288,0.0,40.925,0.179,25.029,0.0,11.913,0.0,0.0,0.0,0.078,6.785,47.519,33.435,9.941,0.0,11.375,0.0,0.167,0.0,0.0,0.0,183.992,58.723,32.016,0.0,4.549,0.116,0.0,92.296,1.863,10.449,4.901,10.827,0.0,0.0,0.0
443,0.0,0.0,0.098,0.0,0.625,0.0,0.0,5.297,1.548,0.0,4.012,21.129,0.138,0.118,0.172,4.986,17.288,0.118,20.831,0.0,8.74,8.464,12.625,0.0,0.06,9.212,0.0,10.678,0.582,0.0,2.392,0.0,0.0,0.539,0.0,3.025,96.058,31.036,41.022,0.0,4.874,0.0,0.0,90.018,0.0,0.324,0.212,15.601,0.0,0.0,0.0
444,0.0,0.0,0.13,6.907,0.0,0.0,0.0,0.0,1.548,0.0,0.0,4.191,0.177,0.133,0.24,4.25,6.648,0.308,6.73,0.0,3.106,0.0,0.0,0.0,0.048,3.86,5.558,0.0,5.481,0.0,6.104,12.384,0.0,1.024,0.0,0.0,32.204,4.932,9.626,9.239,2.332,0.074,0.0,29.396,1.266,3.346,2.04,7.463,0.0,0.0,0.0
450,0.0,0.0,0.137,0.0,1.322,0.0,0.0,0.0,1.548,0.0,4.482,16.769,0.201,0.207,0.204,0.0,37.071,0.198,23.478,0.0,11.393,9.659,12.014,0.0,0.087,8.03,39.032,29.192,0.796,0.0,5.09,0.0,0.0,0.0,0.0,0.376,166.585,55.396,31.65,2.91,2.795,0.0,0.0,87.954,0.0,0.796,0.539,17.893,0.0,0.0,0.0
451,0.0,0.0,0.138,0.0,0.0,0.0,33.003,0.0,1.548,0.0,0.0,65.466,0.2,0.166,0.252,0.0,77.466,0.183,75.409,0.0,36.308,0.0,0.0,0.0,0.057,26.136,9.5,27.125,1.162,0.0,5.214,0.0,38.04,0.0,0.0,4.109,362.129,99.373,133.207,21.232,19.366,0.086,0.0,327.832,0.0,0.739,0.968,5.077,0.0,0.0,0.0
457,0.0,0.0,0.154,8.985,0.0,0.0,0.0,0.0,1.548,0.0,0.0,9.235,0.241,0.225,0.274,4.88,30.732,0.237,16.999,0.0,7.758,0.0,0.0,0.0,0.071,4.64,51.745,29.329,12.741,0.0,16.183,0.0,0.0,0.0,0.0,4.689,134.963,35.443,17.906,1.24,1.259,0.104,0.0,59.752,2.124,15.659,10.08,10.552,0.0,0.0,0.0
461,786.144,21.665,0.218,11.672,0.0,0.0,0.0,0.0,1.548,0.0,0.0,31.344,0.453,0.508,0.377,6.593,61.94,0.113,28.437,0.0,14.362,0.0,0.0,0.0,0.115,21.365,47.386,15.63,10.387,0.0,6.821,0.0,0.0,0.0,0.0,0.0,222.249,118.043,52.245,23.288,2.971,0.171,0.0,104.213,4.582,18.072,2.266,51.055,0.0,0.0,0.0
462,0.0,0.0,0.13,0.0,0.0,0.0,35.281,0.0,1.548,0.0,0.0,54.872,0.179,0.135,0.241,0.0,36.869,0.208,65.227,0.0,21.931,0.0,0.0,0.0,0.049,23.111,0.0,0.0,0.835,0.0,5.113,0.0,87.216,0.131,0.0,8.888,309.971,70.554,115.671,21.613,16.83,0.075,0.0,290.805,0.0,0.389,0.503,3.333,0.0,0.0,0.0
463,0.0,0.0,0.154,8.538,0.0,0.0,0.0,0.0,1.548,0.0,0.0,8.886,0.241,0.225,0.274,4.643,29.607,0.236,16.428,0.0,7.496,0.0,0.0,0.0,0.071,4.528,49.143,28.065,12.161,0.185,16.103,0.0,0.0,0.0,0.0,6.151,129.948,33.983,17.262,0.0,0.384,0.104,0.0,57.803,2.011,14.951,9.691,10.136,0.0,0.0,0.0
465,0.0,0.0,0.163,6.053,0.0,0.0,2.061,0.0,1.548,0.0,0.0,15.109,0.268,0.263,0.287,1.89,37.989,0.184,23.081,0.0,10.945,0.0,0.0,0.0,0.078,6.04,49.058,30.641,8.824,0.0,11.73,0.0,1.612,0.0,0.0,0.0,170.88,53.595,28.779,4.264,4.086,0.115,0.0,84.793,1.649,9.356,4.411,10.011,0.0,0.0,0.0
468,0.0,0.0,0.166,4.634,0.0,0.0,0.0,0.0,1.548,0.0,1.544,12.742,0.276,0.273,0.291,1.432,32.639,0.185,19.113,0.0,9.038,3.227,4.064,0.0,0.08,5.452,47.044,27.955,6.31,0.0,11.929,0.0,0.0,0.0,0.0,0.0,143.505,46.979,23.966,3.215,2.966,0.118,0.0,69.659,1.147,6.74,3.137,12.765,0.0,0.0,0.0
475,0.0,0.0,0.129,4.694,0.0,0.0,0.0,0.0,1.548,0.0,0.0,4.121,0.176,0.131,0.24,2.833,8.632,0.568,7.677,0.0,3.527,0.0,0.0,0.0,0.048,2.283,4.564,0.0,6.316,0.0,9.019,0.0,0.0,1.159,0.0,3.503,43.617,4.97,9.394,1.288,0.768,0.073,0.0,31.41,1.071,3.616,3.374,6.324,0.0,0.0,0.0
478,496.077,14.368,0.21,6.622,0.0,0.0,0.0,0.0,1.548,0.0,0.0,22.799,0.432,0.482,0.368,3.911,37.17,0.093,18.462,0.0,9.391,0.0,0.0,0.0,0.111,15.738,4.851,0.0,6.055,0.0,5.265,0.0,0.0,0.738,0.0,0.0,124.553,68.522,37.908,14.113,1.957,0.166,0.0,69.471,2.665,9.854,1.477,34.756,0.0,0.0,0.0
479,0.0,0.0,0.129,4.551,0.0,0.0,0.0,0.0,1.548,0.0,0.0,4.14,0.176,0.131,0.24,2.743,8.467,0.577,7.55,0.0,3.469,0.0,0.0,0.0,0.048,2.296,4.423,0.0,6.273,0.088,8.889,0.0,0.0,1.139,0.0,4.729,42.693,5.013,9.38,0.0,0.355,0.073,0.0,30.945,1.045,3.58,3.447,6.127,0.0,0.0,0.0
481,0.0,0.0,0.094,0.0,0.667,0.0,0.0,0.0,1.548,0.0,2.992,8.101,0.129,0.105,0.167,0.0,6.881,0.369,9.517,0.0,3.786,6.117,9.513,0.0,0.055,3.901,0.0,0.0,0.534,0.0,2.567,0.0,0.0,0.939,0.0,1.413,45.532,10.348,17.001,2.118,1.715,0.0,0.0,42.362,0.0,0.256,0.153,10.715,0.0,0.0,0.0
485,10276.588,200.55,0.168,0.0,0.529,0.0,0.0,0.0,1.548,0.0,0.0,243.673,0.327,0.36,0.262,0.0,369.522,0.152,163.042,0.0,85.452,0.0,0.0,0.0,0.126,209.005,3.514,2.206,0.688,0.0,1.802,0.0,0.0,0.0,0.0,2.186,1057.111,676.673,390.555,94.763,15.98,0.0,0.0,613.851,0.0,0.929,0.423,432.0,0.0,0.0,0.0
486,0.0,0.0,0.13,4.712,0.0,0.0,1.504,0.0,1.548,0.0,0.0,6.561,0.177,0.133,0.24,2.821,10.679,0.3,10.134,0.0,4.725,0.0,0.0,0.0,0.048,3.01,4.427,0.0,4.599,0.0,7.344,0.0,5.167,0.886,0.0,0.0,53.921,8.188,14.448,5.635,1.871,0.074,0.0,42.864,0.968,2.694,1.516,6.582,0.0,0.0,0.0
487,0.0,0.0,0.13,3.441,0.0,0.0,0.0,0.0,1.548,0.0,1.018,5.35,0.176,0.132,0.24,2.06,8.802,0.366,8.343,0.0,3.873,2.119,2.877,0.0,0.048,2.598,3.023,0.0,3.15,0.0,7.298,0.0,0.0,0.962,0.0,0.0,44.04,6.601,11.819,4.367,1.324,0.073,0.0,35.294,0.629,1.787,0.935,8.255,0.0,0.0,0.0
488,0.0,0.0,0.129,4.571,0.0,0.0,0.0,0.949,1.548,0.0,0.0,5.806,0.176,0.131,0.24,1.23,9.308,0.589,9.131,0.0,4.238,0.0,0.0,0.0,0.048,3.084,1.276,0.0,6.547,0.0,7.04,0.0,0.0,1.235,0.0,2.133,48.12,6.955,13.038,0.0,1.227,0.073,0.0,39.142,1.085,3.71,3.52,6.515,0.0,0.0,0.0
489,0.0,0.0,0.129,3.313,0.0,0.0,0.0,2.693,1.548,0.0,0.0,7.606,0.177,0.132,0.24,0.0,5.986,0.387,9.009,0.0,3.302,0.0,0.0,0.0,0.048,3.496,0.0,0.0,5.036,0.0,5.082,1.108,0.0,1.088,0.0,0.0,42.756,9.686,15.994,0.0,2.034,0.074,0.0,40.006,0.946,2.789,1.596,6.171,0.0,0.0,0.0
497,0.0,0.0,0.14,0.0,0.0,0.0,16.977,0.562,1.548,0.0,0.0,36.965,0.204,0.172,0.254,0.854,44.602,0.172,43.061,0.0,20.72,0.0,0.0,0.0,0.059,16.567,5.07,16.811,0.861,2.04,5.208,0.0,18.434,0.0,0.0,0.502,206.743,57.566,75.195,0.0,1.644,0.088,0.0,186.723,0.0,0.568,0.571,4.634,0.0,0.0,0.0
499,0.0,0.0,0.131,0.0,0.0,0.0,18.477,1.307,1.548,0.0,0.0,33.112,0.181,0.138,0.243,1.352,22.404,0.178,39.032,0.0,13.183,0.0,0.0,0.0,0.05,14.987,0.0,5.257,0.686,1.971,5.061,0.0,35.769,0.056,0.0,1.111,182.983,43.429,69.241,0.0,1.839,0.076,0.0,173.271,0.0,0.342,0.331,3.594,0.0,0.0,0.0
500,5482.194,108.063,0.245,0.0,0.0,0.0,0.0,1.14,1.548,0.0,0.0,142.768,0.581,0.683,0.441,0.986,215.113,0.116,95.288,0.0,49.86,0.0,0.0,0.0,0.135,121.97,0.0,0.689,0.614,3.381,3.408,0.0,0.0,0.0,0.0,0.084,612.605,391.079,228.759,0.0,1.577,0.202,0.0,359.027,0.0,0.714,0.291,233.407,0.0,0.0,0.0
501,0.0,0.0,0.131,0.0,0.0,0.0,19.299,2.177,1.548,0.0,0.0,36.541,0.182,0.14,0.243,2.215,24.838,0.171,42.391,0.0,14.504,0.0,0.0,0.0,0.05,16.195,0.0,7.545,0.707,2.044,5.034,0.0,33.992,0.0,0.0,1.731,198.309,48.639,75.831,0.0,2.661,0.077,0.0,187.726,0.0,0.358,0.356,3.813,0.0,0.0,0.0
502,9688.239,189.297,0.169,0.0,0.531,0.0,0.0,0.0,1.548,0.0,0.0,230.559,0.331,0.366,0.264,0.0,348.293,0.153,154.077,0.0,80.679,0.0,0.0,0.0,0.128,197.154,0.0,0.0,0.69,0.0,1.805,0.0,0.0,0.101,0.0,2.116,997.656,637.633,369.329,88.916,15.263,0.0,0.0,580.132,0.0,0.936,0.428,407.769,0.0,0.0,0.0
504,0.0,0.0,0.129,2.983,0.0,0.0,0.0,2.425,1.548,0.0,0.256,7.512,0.177,0.132,0.24,0.0,6.278,0.386,8.956,0.0,3.406,0.652,0.956,0.0,0.048,3.433,0.0,0.0,4.544,0.0,5.092,0.0,0.0,1.064,0.0,0.0,42.453,9.543,15.835,0.0,1.844,0.074,0.0,39.79,0.853,2.506,1.394,6.515,0.0,0.0,0.0
505,119.998,5.879,0.182,2.675,0.0,0.0,0.0,2.09,1.548,0.0,0.0,20.2,0.338,0.359,0.322,0.0,22.0,0.076,15.107,0.0,7.288,0.0,0.0,0.0,0.094,12.051,0.0,0.0,5.276,0.0,3.92,0.0,0.0,0.79,0.0,0.0,77.992,43.667,34.321,0.0,2.387,0.14,0.0,59.866,1.98,5.521,2.037,18.563,0.0,0.0,0.0
506,251.75,12.762,0.162,0.0,0.0,0.0,15.521,1.265,1.548,0.0,0.0,67.667,0.272,0.268,0.289,1.112,59.386,0.117,56.312,0.0,24.988,0.0,0.0,0.0,0.078,35.353,0.0,0.943,0.56,2.157,4.253,0.0,12.05,0.0,0.0,0.406,275.167,129.747,120.598,0.0,1.758,0.117,0.0,231.501,0.0,0.424,0.2,31.541,0.0,0.0,0.0
