efm,R54ra,R54rb,R13r,R26r,R15r,R96,R94,R95,R93,R91,R8r,R10a,R10b,R10c,R28r,R3,R70,R6r,R2r,R55a,R55b,R4,R12r,R1,R27,R27b,R23r,R9,R14r,RR9,R53r,R80,R82,R29r,R7ra,R7rb,R7rc,R41,R40,R11r,R42,R5r,R25,R24,R22,R21,R20,R60,R61r
340,0.0,0.0,5.0,0.0,0.0,856.5,0.0,846.5,139.0,801.5,1811.0,23.0,23.0,23.0,-846.5,905.5,1.0,-905.5,900.5,801.5,801.5,0.0,18.0,927.5,0.0,846.5,14.0,0.0,5.0,33.0,0.0,0.0,0.0,-846.5,1811.0,1811.0,1811.0,0.0,884.5,5.0,0.0,905.5,0.0,14.0,14.0,0.0,856.5,0.0,0.0
342,812.5,812.5,5.0,0.0,0.0,1636.0,0.0,1.0,139.0,768.5,1745.0,23.0,23.0,23.0,-1.0,872.5,1.0,-872.5,867.5,768.5,768.5,0.0,18.0,894.5,0.0,1.0,14.0,0.0,5.0,0.0,0.0,0.0,0.0,-780.5,1745.0,1745.0,1745.0,779.5,818.5,5.0,0.0,872.5,0.0,14.0,14.0,0.0,1636.0,0.0,0.0
343,33.0,33.0,5.0,0.0,0.0,856.5,0.0,780.5,139.0,768.5,1745.0,23.0,23.0,23.0,-780.5,872.5,1.0,-872.5,867.5,768.5,768.5,0.0,18.0,894.5,0.0,780.5,14.0,0.0,5.0,0.0,0.0,0.0,0.0,-780.5,1745.0,1745.0,1745.0,0.0,818.5,5.0,0.0,872.5,0.0,14.0,14.0,0.0,856.5,0.0,0.0
344,0.0,0.0,5.0,0.0,0.0,807.0,66.0,797.0,139.0,752.0,1778.0,23.0,23.0,23.0,-797.0,889.0,1.0,-889.0,884.0,752.0,752.0,0.0,18.0,911.0,0.0,797.0,14.0,0.0,5.0,0.0,66.0,0.0,0.0,-797.0,1778.0,1778.0,1778.0,0.0,835.0,5.0,0.0,889.0,0.0,14.0,14.0,0.0,807.0,0.0,0.0
348,44.0,44.0,5.0,0.0,0.0,99.0,3074.0,1.0,139.0,0.0,3282.0,23.0,23.0,23.0,-1.0,1641.0,1.0,-1641.0,1636.0,0.0,0.0,0.0,18.0,1663.0,0.0,1.0,14.0,0.0,5.0,0.0,3074.0,0.0,0.0,-1549.0,3282.0,3282.0,3282.0,1548.0,1587.0,5.0,0.0,1641.0,0.0,14.0,14.0,0.0,99.0,0.0,0.0
349,565.5,565.5,5.0,0.0,0.0,0.0,0.0,1143.0,139.0,521.5,2393.0,23.0,23.0,23.0,-1143.0,1196.5,1.0,-1196.5,1191.5,521.5,521.5,0.0,18.0,1218.5,0.0,1143.0,14.0,0.0,5.0,38.5,0.0,0.0,0.0,-1143.0,2393.0,2393.0,2393.0,0.0,1181.0,5.0,0.0,1196.5,0.0,14.0,14.0,1142.0,0.0,0.0,0.0
352,0.0,0.0,5.0,0.0,0.0,0.0,3019.0,100.0,139.0,0.0,3282.0,23.0,23.0,23.0,-100.0,1641.0,1.0,-1641.0,1636.0,0.0,0.0,0.0,18.0,1663.0,0.0,100.0,14.0,0.0,5.0,0.0,3019.0,0.0,0.0,-1549.0,3282.0,3282.0,3282.0,1449.0,1587.0,5.0,0.0,1641.0,0.0,14.0,14.0,55.0,0.0,0.0,0.0
355,1151.0,1151.0,2.5,209.5,-2.5,0.0,0.0,1342.0,139.0,0.0,2865.5,15.5,15.5,15.5,-1132.5,1434.0,1.0,-1434.0,1434.0,0.0,0.0,0.0,15.5,1453.5,0.0,1132.5,223.5,0.0,2.5,0.0,0.0,0.0,0.0,-1132.5,2865.5,2865.5,2865.5,0.0,1380.0,0.0,0.0,1434.0,209.5,223.5,223.5,1415.5,0.0,0.0,0.0
356,604.0,604.0,5.0,0.0,0.0,0.0,0.0,1066.0,139.0,483.0,2316.0,23.0,23.0,23.0,-1066.0,1158.0,1.0,-1158.0,1153.0,483.0,483.0,0.0,18.0,1180.0,0.0,1066.0,14.0,0.0,5.0,0.0,0.0,0.0,0.0,-1066.0,2316.0,2316.0,2316.0,0.0,1104.0,5.0,0.0,1158.0,0.0,14.0,14.0,1142.0,0.0,0.0,0.0
357,44.0,44.0,5.0,0.0,0.0,0.0,2975.0,100.0,139.0,0.0,3282.0,23.0,23.0,23.0,-100.0,1641.0,1.0,-1641.0,1636.0,0.0,0.0,0.0,18.0,1663.0,0.0,100.0,14.0,0.0,5.0,0.0,2975.0,0.0,0.0,-1549.0,3282.0,3282.0,3282.0,1449.0,1587.0,5.0,0.0,1641.0,0.0,14.0,14.0,99.0,0.0,0.0,0.0
358,0.0,0.0,5.0,0.0,0.0,55.0,3074.0,45.0,139.0,0.0,3282.0,23.0,23.0,23.0,-45.0,1641.0,1.0,-1641.0,1636.0,0.0,0.0,0.0,18.0,1663.0,0.0,45.0,14.0,0.0,5.0,0.0,3074.0,0.0,0.0,-1549.0,3282.0,3282.0,3282.0,1504.0,1587.0,5.0,0.0,1641.0,0.0,14.0,14.0,0.0,55.0,0.0,0.0
360,812.083,812.083,4.667,0.0,-0.333,1636.167,0.0,0.0,139.0,769.083,1744.167,22.0,22.0,22.0,0.0,872.25,1.0,-872.25,867.917,769.083,769.083,0.0,17.667,893.917,0.0,0.0,14.0,0.0,4.667,0.0,0.0,0.0,0.0,-780.25,1744.167,1744.167,1744.167,780.25,818.25,4.333,0.0,872.25,0.0,14.0,14.0,0.0,1636.167,0.0,0.0
361,552.667,552.667,5.0,0.0,0.0,77.0,0.0,1040.333,139.0,508.667,2264.667,23.0,23.0,23.0,-1040.333,1132.333,1.0,-1132.333,1127.333,508.667,508.667,0.0,18.0,1154.333,0.0,1040.333,14.0,0.0,5.0,0.0,0.0,0.0,0.0,-1040.333,2264.667,2264.667,2264.667,0.0,1078.333,5.0,0.0,1132.333,0.0,14.0,14.0,1039.333,77.0,0.0,0.0
362,527.0,527.0,5.0,0.0,0.0,0.0,77.0,1066.0,139.0,483.0,2316.0,23.0,23.0,23.0,-1066.0,1158.0,1.0,-1158.0,1153.0,483.0,483.0,0.0,18.0,1180.0,0.0,1066.0,14.0,0.0,5.0,0.0,77.0,0.0,0.0,-1066.0,2316.0,2316.0,2316.0,0.0,1104.0,5.0,0.0,1158.0,0.0,14.0,14.0,1065.0,0.0,0.0,0.0
363,43.0,43.0,4.667,0.0,-0.333,98.0,3076.333,0.0,139.0,0.0,3282.333,22.0,22.0,22.0,0.0,1641.333,1.0,-1641.333,1637.0,0.0,0.0,0.0,17.667,1663.0,0.0,0.0,14.0,0.0,4.667,0.0,3076.333,0.0,0.0,-1549.333,3282.333,3282.333,3282.333,1549.333,1587.333,4.333,0.0,1641.333,0.0,14.0,14.0,0.0,98.0,0.0,0.0
364,0.0,0.0,5.0,0.0,0.0,0.0,604.0,1066.0,139.0,483.0,2316.0,23.0,23.0,23.0,-1066.0,1158.0,1.0,-1158.0,1153.0,483.0,483.0,0.0,18.0,1180.0,0.0,1066.0,14.0,0.0,5.0,0.0,604.0,0.0,0.0,-1066.0,2316.0,2316.0,2316.0,0.0,1104.0,5.0,0.0,1158.0,0.0,14.0,14.0,538.0,0.0,0.0,0.0
365,813.5,813.5,5.0,0.0,0.0,1637.0,0.0,0.0,139.0,768.5,1745.0,23.0,23.0,23.0,0.0,872.5,1.0,-872.5,867.5,768.5,768.5,0.0,18.0,894.5,0.0,0.0,14.0,0.0,5.0,0.0,0.0,0.0,0.0,-780.5,1745.0,1745.0,1745.0,780.5,818.5,5.0,0.0,872.5,0.0,14.0,14.0,0.0,1637.0,0.0,0.0
367,956.6,956.6,2.5,306.7,-2.5,680.4,0.0,1244.8,139.0,0.0,2671.1,15.5,15.5,15.5,-938.1,1336.8,1.0,-1336.8,1336.8,0.0,0.0,0.0,15.5,1356.3,0.0,938.1,320.7,0.0,2.5,0.0,0.0,0.0,0.0,-938.1,2671.1,2671.1,2671.1,0.0,1282.8,0.0,0.0,1336.8,306.7,320.7,320.7,637.9,680.4,0.0,0.0
368,1575.75,1575.75,2.5,386.438,-2.5,2017.188,0.0,386.438,139.0,0.0,2511.625,15.5,15.5,15.5,0.0,1257.062,1.0,-1257.062,1257.062,0.0,0.0,0.0,15.5,1276.562,0.0,0.0,400.438,0.0,2.5,0.0,0.0,0.0,0.0,-778.625,2511.625,2511.625,2511.625,778.625,1203.062,0.0,0.0,1257.062,386.438,400.438,400.438,0.0,2017.188,0.0,0.0
369,45.0,45.0,5.0,0.0,0.0,100.0,3074.0,0.0,139.0,0.0,3282.0,23.0,23.0,23.0,0.0,1641.0,1.0,-1641.0,1636.0,0.0,0.0,0.0,18.0,1663.0,0.0,0.0,14.0,0.0,5.0,0.0,3074.0,0.0,0.0,-1549.0,3282.0,3282.0,3282.0,1549.0,1587.0,5.0,0.0,1641.0,0.0,14.0,14.0,0.0,100.0,0.0,0.0
370,0.0,0.0,2.5,253.583,-2.5,308.583,1062.833,1297.917,139.0,0.0,2777.333,15.5,15.5,15.5,-1044.333,1389.917,1.0,-1389.917,1389.917,0.0,0.0,0.0,15.5,1409.417,0.0,1044.333,267.583,0.0,2.5,0.0,1062.833,0.0,0.0,-1044.333,2777.333,2777.333,2777.333,0.0,1335.917,0.0,0.0,1389.917,253.583,267.583,267.583,0.0,308.583,0.0,0.0
372,665.0,665.0,2.5,209.5,-2.5,0.0,486.0,1342.0,139.0,0.0,2865.5,15.5,15.5,15.5,-1132.5,1434.0,1.0,-1434.0,1434.0,0.0,0.0,0.0,15.5,1453.5,0.0,1132.5,223.5,0.0,2.5,0.0,486.0,0.0,0.0,-1132.5,2865.5,2865.5,2865.5,0.0,1380.0,0.0,0.0,1434.0,209.5,223.5,223.5,929.5,0.0,0.0,0.0
374,797.125,797.125,2.5,386.438,-2.5,1238.562,0.0,1165.062,139.0,0.0,2511.625,15.5,15.5,15.5,-778.625,1257.062,1.0,-1257.062,1257.062,0.0,0.0,0.0,15.5,1276.562,0.0,778.625,400.438,0.0,2.5,0.0,0.0,0.0,0.0,-778.625,2511.625,2511.625,2511.625,0.0,1203.062,0.0,0.0,1257.062,386.438,400.438,400.438,0.0,1238.562,0.0,0.0
375,0.0,0.0,2.5,0.0,-2.5,852.125,0.0,827.125,139.0,797.125,1787.25,15.5,15.5,15.5,-827.125,894.875,1.0,-894.875,894.875,797.125,797.125,0.0,15.5,914.375,0.0,827.125,14.0,0.0,2.5,24.25,0.0,0.0,0.0,-827.125,1787.25,1787.25,1787.25,0.0,865.125,0.0,0.0,894.875,0.0,14.0,14.0,0.0,852.125,0.0,0.0
377,3036.5,3036.5,2.5,0.0,-2.5,0.0,0.0,85.0,139.0,0.0,3284.5,15.5,15.5,15.5,-85.0,1643.5,1.0,-1643.5,1643.5,0.0,0.0,0.0,15.5,1663.0,0.0,85.0,14.0,0.0,2.5,0.0,0.0,0.0,0.0,-1551.5,3284.5,3284.5,3284.5,1466.5,1589.5,0.0,0.0,1643.5,0.0,14.0,14.0,3091.5,0.0,0.0,0.0
379,558.833,558.833,2.5,0.0,-2.5,0.0,0.0,1129.667,139.0,522.333,2373.833,15.5,15.5,15.5,-1129.667,1188.167,1.0,-1188.167,1188.167,522.333,522.333,0.0,15.5,1207.667,0.0,1129.667,14.0,0.0,2.5,33.5,0.0,0.0,0.0,-1129.667,2373.833,2373.833,2373.833,0.0,1167.667,0.0,0.0,1188.167,0.0,14.0,14.0,1136.167,0.0,0.0,0.0
381,0.0,0.0,2.5,209.5,-2.5,0.0,1151.0,1342.0,139.0,0.0,2865.5,15.5,15.5,15.5,-1132.5,1434.0,1.0,-1434.0,1434.0,0.0,0.0,0.0,15.5,1453.5,0.0,1132.5,223.5,0.0,2.5,0.0,1151.0,0.0,0.0,-1132.5,2865.5,2865.5,2865.5,0.0,1380.0,0.0,0.0,1434.0,209.5,223.5,223.5,264.5,0.0,0.0,0.0
383,0.0,0.0,2.5,0.0,-2.5,55.0,3091.5,30.0,139.0,0.0,3284.5,15.5,15.5,15.5,-30.0,1643.5,1.0,-1643.5,1643.5,0.0,0.0,0.0,15.5,1663.0,0.0,30.0,14.0,0.0,2.5,0.0,3091.5,0.0,0.0,-1551.5,3284.5,3284.5,3284.5,1521.5,1589.5,0.0,0.0,1643.5,0.0,14.0,14.0,0.0,55.0,0.0,0.0
388,0.0,0.0,2.5,0.0,-2.5,0.0,3036.5,85.0,139.0,0.0,3284.5,15.5,15.5,15.5,-85.0,1643.5,1.0,-1643.5,1643.5,0.0,0.0,0.0,15.5,1663.0,0.0,85.0,14.0,0.0,2.5,0.0,3036.5,0.0,0.0,-1551.5,3284.5,3284.5,3284.5,1466.5,1589.5,0.0,0.0,1643.5,0.0,14.0,14.0,55.0,0.0,0.0,0.0
389,24.25,24.25,2.5,0.0,-2.5,852.125,0.0,778.625,139.0,772.875,1738.75,15.5,15.5,15.5,-778.625,870.625,1.0,-870.625,870.625,772.875,772.875,0.0,15.5,890.125,0.0,778.625,14.0,0.0,2.5,0.0,0.0,0.0,0.0,-778.625,1738.75,1738.75,1738.75,0.0,816.625,0.0,0.0,870.625,0.0,14.0,14.0,0.0,852.125,0.0,0.0
390,592.333,592.333,2.5,0.0,-2.5,0.0,0.0,1062.667,139.0,488.833,2306.833,15.5,15.5,15.5,-1062.667,1154.667,1.0,-1154.667,1154.667,488.833,488.833,0.0,15.5,1174.167,0.0,1062.667,14.0,0.0,2.5,0.0,0.0,0.0,0.0,-1062.667,2306.833,2306.833,2306.833,0.0,1100.667,0.0,0.0,1154.667,0.0,14.0,14.0,1136.167,0.0,0.0,0.0
391,0.0,0.0,2.5,0.0,-2.5,815.75,48.5,790.75,139.0,760.75,1763.0,15.5,15.5,15.5,-790.75,882.75,1.0,-882.75,882.75,760.75,760.75,0.0,15.5,902.25,0.0,790.75,14.0,0.0,2.5,0.0,48.5,0.0,0.0,-790.75,1763.0,1763.0,1763.0,0.0,828.75,0.0,0.0,882.75,0.0,14.0,14.0,0.0,815.75,0.0,0.0
393,547.667,547.667,2.5,0.0,-2.5,67.0,0.0,1040.333,139.0,511.167,2262.167,15.5,15.5,15.5,-1040.333,1132.333,1.0,-1132.333,1132.333,511.167,511.167,0.0,15.5,1151.833,0.0,1040.333,14.0,0.0,2.5,0.0,0.0,0.0,0.0,-1040.333,2262.167,2262.167,2262.167,0.0,1078.333,0.0,0.0,1132.333,0.0,14.0,14.0,1046.833,67.0,0.0,0.0
394,525.333,525.333,2.5,0.0,-2.5,0.0,67.0,1062.667,139.0,488.833,2306.833,15.5,15.5,15.5,-1062.667,1154.667,1.0,-1154.667,1154.667,488.833,488.833,0.0,15.5,1174.167,0.0,1062.667,14.0,0.0,2.5,0.0,67.0,0.0,0.0,-1062.667,2306.833,2306.833,2306.833,0.0,1100.667,0.0,0.0,1154.667,0.0,14.0,14.0,1069.167,0.0,0.0,0.0
396,36.5,36.5,2.5,0.0,-2.5,0.0,3000.0,85.0,139.0,0.0,3284.5,15.5,15.5,15.5,-85.0,1643.5,1.0,-1643.5,1643.5,0.0,0.0,0.0,15.5,1663.0,0.0,85.0,14.0,0.0,2.5,0.0,3000.0,0.0,0.0,-1551.5,3284.5,3284.5,3284.5,1466.5,1589.5,0.0,0.0,1643.5,0.0,14.0,14.0,91.5,0.0,0.0,0.0
398,815.875,815.875,2.5,6.5,-2.5,1637.25,0.0,6.5,139.0,759.875,1751.75,15.5,15.5,15.5,0.0,877.125,1.0,-877.125,877.125,759.875,759.875,0.0,15.5,896.625,0.0,0.0,20.5,0.0,2.5,0.0,0.0,0.0,0.0,-778.625,1751.75,1751.75,1751.75,778.625,823.125,0.0,0.0,877.125,6.5,20.5,20.5,0.0,1637.25,0.0,0.0
399,56.0,56.0,2.5,6.5,-2.5,117.5,3039.5,6.5,139.0,0.0,3271.5,15.5,15.5,15.5,0.0,1637.0,1.0,-1637.0,1637.0,0.0,0.0,0.0,15.5,1656.5,0.0,0.0,20.5,0.0,2.5,0.0,3039.5,0.0,0.0,-1538.5,3271.5,3271.5,3271.5,1538.5,1583.0,0.0,0.0,1637.0,6.5,20.5,20.5,0.0,117.5,0.0,0.0
403,1195.812,1195.812,2.5,386.438,-2.5,1637.25,0.0,766.375,139.0,0.0,2511.625,15.5,15.5,15.5,-379.938,1257.062,1.0,-1257.062,1257.062,0.0,0.0,0.0,15.5,1276.562,0.0,379.938,400.438,0.0,2.5,0.0,0.0,0.0,0.0,-778.625,2511.625,2511.625,2511.625,398.688,1203.062,0.0,0.0,1257.062,386.438,400.438,400.438,0.0,1637.25,0.0,0.0
407,0.0,0.0,2.5,0.0,-2.5,0.0,592.333,1062.667,139.0,488.833,2306.833,15.5,15.5,15.5,-1062.667,1154.667,1.0,-1154.667,1154.667,488.833,488.833,0.0,15.5,1174.167,0.0,1062.667,14.0,0.0,2.5,0.0,592.333,0.0,0.0,-1062.667,2306.833,2306.833,2306.833,0.0,1100.667,0.0,0.0,1154.667,0.0,14.0,14.0,543.833,0.0,0.0,0.0
411,802.875,802.875,2.5,0.0,-2.5,1630.75,0.0,0.0,139.0,772.875,1738.75,15.5,15.5,15.5,0.0,870.625,1.0,-870.625,870.625,772.875,772.875,0.0,15.5,890.125,0.0,0.0,14.0,0.0,2.5,0.0,0.0,0.0,0.0,-778.625,1738.75,1738.75,1738.75,778.625,816.625,0.0,0.0,870.625,0.0,14.0,14.0,0.0,1630.75,0.0,0.0
413,3121.5,3121.5,2.5,0.0,-2.5,85.0,0.0,0.0,139.0,0.0,3284.5,15.5,15.5,15.5,0.0,1643.5,1.0,-1643.5,1643.5,0.0,0.0,0.0,15.5,1663.0,0.0,0.0,14.0,0.0,2.5,0.0,0.0,0.0,0.0,-1551.5,3284.5,3284.5,3284.5,1551.5,1589.5,0.0,0.0,1643.5,0.0,14.0,14.0,3091.5,85.0,0.0,0.0
414,30.0,30.0,2.5,0.0,-2.5,85.0,3091.5,0.0,139.0,0.0,3284.5,15.5,15.5,15.5,0.0,1643.5,1.0,-1643.5,1643.5,0.0,0.0,0.0,15.5,1663.0,0.0,0.0,14.0,0.0,2.5,0.0,3091.5,0.0,0.0,-1551.5,3284.5,3284.5,3284.5,1551.5,1589.5,0.0,0.0,1643.5,0.0,14.0,14.0,0.0,85.0,0.0,0.0
418,36.5,36.5,2.5,0.0,-2.5,85.0,3085.0,0.0,139.0,0.0,3284.5,15.5,15.5,15.5,0.0,1643.5,1.0,-1643.5,1643.5,0.0,0.0,0.0,15.5,1663.0,0.0,0.0,14.0,0.0,2.5,0.0,3085.0,0.0,0.0,-1551.5,3284.5,3284.5,3284.5,1551.5,1589.5,0.0,0.0,1643.5,0.0,14.0,14.0,6.5,85.0,0.0,0.0
419,807.75,807.75,2.5,0.0,-2.5,1627.5,0.0,0.0,139.0,771.25,1742.0,15.5,15.5,15.5,0.0,872.25,1.0,-872.25,872.25,771.25,771.25,0.0,15.5,891.75,0.0,0.0,14.0,0.0,2.5,0.0,0.0,0.0,0.0,-780.25,1742.0,1742.0,1742.0,780.25,818.25,0.0,0.0,872.25,0.0,14.0,14.0,6.5,1627.5,0.0,0.0
431,956.6,956.6,2.5,306.7,-2.5,1318.3,0.0,606.9,139.0,0.0,2033.2,15.5,15.5,15.5,-300.2,1017.85,1.0,-1017.85,1017.85,0.0,0.0,0.0,15.5,1037.35,0.0,300.2,320.7,318.95,2.5,0.0,0.0,0.0,0.0,-300.2,2033.2,2033.2,2033.2,0.0,644.9,0.0,0.0,1017.85,306.7,320.7,320.7,0.0,1318.3,0.0,0.0
480,1061.667,1061.667,5.0,254.167,0.0,1370.833,0.0,254.167,139.0,0.0,1733.0,23.0,23.0,23.0,0.0,866.5,1.0,-866.5,861.5,0.0,0.0,0.0,18.0,888.5,0.0,0.0,268.167,520.333,5.0,0.0,0.0,0.0,0.0,0.0,1733.0,1733.0,1733.0,0.0,292.167,5.0,0.0,866.5,254.167,268.167,268.167,0.0,1370.833,0.0,0.0
493,552.667,552.667,5.0,0.0,0.0,1116.333,0.0,1.0,139.0,508.667,1225.333,23.0,23.0,23.0,-1.0,612.667,1.0,-612.667,607.667,508.667,508.667,0.0,18.0,634.667,0.0,1.0,14.0,519.667,5.0,0.0,0.0,0.0,0.0,-1.0,1225.333,1225.333,1225.333,0.0,39.0,5.0,0.0,612.667,0.0,14.0,14.0,0.0,1116.333,0.0,0.0
498,0.0,0.0,5.0,0.0,0.0,55.0,1570.0,45.0,139.0,0.0,1778.0,23.0,23.0,23.0,-45.0,889.0,1.0,-889.0,884.0,0.0,0.0,0.0,18.0,911.0,0.0,45.0,14.0,752.0,5.0,0.0,1570.0,0.0,0.0,-45.0,1778.0,1778.0,1778.0,0.0,83.0,5.0,0.0,889.0,0.0,14.0,14.0,0.0,55.0,0.0,0.0
500,1570.0,1570.0,5.0,0.0,0.0,0.0,0.0,100.0,139.0,0.0,1833.0,23.0,23.0,23.0,-100.0,916.5,1.0,-916.5,911.5,0.0,0.0,0.0,18.0,938.5,0.0,100.0,14.0,724.5,5.0,0.0,0.0,0.0,0.0,-100.0,1833.0,1833.0,1833.0,0.0,138.0,5.0,0.0,916.5,0.0,14.0,14.0,1625.0,0.0,0.0,0.0
501,0.0,0.0,5.0,0.0,0.0,0.0,1570.0,100.0,139.0,0.0,1833.0,23.0,23.0,23.0,-100.0,916.5,1.0,-916.5,911.5,0.0,0.0,0.0,18.0,938.5,0.0,100.0,14.0,724.5,5.0,0.0,1570.0,0.0,0.0,-100.0,1833.0,1833.0,1833.0,0.0,138.0,5.0,0.0,916.5,0.0,14.0,14.0,55.0,0.0,0.0,0.0
506,44.0,44.0,5.0,0.0,0.0,0.0,1526.0,100.0,139.0,0.0,1833.0,23.0,23.0,23.0,-100.0,916.5,1.0,-916.5,911.5,0.0,0.0,0.0,18.0,938.5,0.0,100.0,14.0,724.5,5.0,0.0,1526.0,0.0,0.0,-100.0,1833.0,1833.0,1833.0,0.0,138.0,5.0,0.0,916.5,0.0,14.0,14.0,99.0,0.0,0.0,0.0
507,44.0,44.0,5.0,0.0,0.0,99.0,1526.0,1.0,139.0,0.0,1734.0,23.0,23.0,23.0,-1.0,867.0,1.0,-867.0,862.0,0.0,0.0,0.0,18.0,889.0,0.0,1.0,14.0,774.0,5.0,0.0,1526.0,0.0,0.0,-1.0,1734.0,1734.0,1734.0,0.0,39.0,5.0,0.0,867.0,0.0,14.0,14.0,0.0,99.0,0.0,0.0
517,0.0,0.0,2.5,0.0,-2.5,55.0,1570.0,30.0,139.0,0.0,1763.0,15.5,15.5,15.5,-30.0,882.75,1.0,-882.75,882.75,0.0,0.0,0.0,15.5,902.25,0.0,30.0,14.0,760.75,2.5,0.0,1570.0,0.0,0.0,-30.0,1763.0,1763.0,1763.0,0.0,68.0,0.0,0.0,882.75,0.0,14.0,14.0,0.0,55.0,0.0,0.0
519,1570.0,1570.0,2.5,0.0,-2.5,0.0,0.0,85.0,139.0,0.0,1818.0,15.5,15.5,15.5,-85.0,910.25,1.0,-910.25,910.25,0.0,0.0,0.0,15.5,929.75,0.0,85.0,14.0,733.25,2.5,0.0,0.0,0.0,0.0,-85.0,1818.0,1818.0,1818.0,0.0,123.0,0.0,0.0,910.25,0.0,14.0,14.0,1625.0,0.0,0.0,0.0
522,0.0,0.0,2.5,0.0,-2.5,0.0,1570.0,85.0,139.0,0.0,1818.0,15.5,15.5,15.5,-85.0,910.25,1.0,-910.25,910.25,0.0,0.0,0.0,15.5,929.75,0.0,85.0,14.0,733.25,2.5,0.0,1570.0,0.0,0.0,-85.0,1818.0,1818.0,1818.0,0.0,123.0,0.0,0.0,910.25,0.0,14.0,14.0,55.0,0.0,0.0,0.0
526,36.5,36.5,2.5,0.0,-2.5,0.0,1533.5,85.0,139.0,0.0,1818.0,15.5,15.5,15.5,-85.0,910.25,1.0,-910.25,910.25,0.0,0.0,0.0,15.5,929.75,0.0,85.0,14.0,733.25,2.5,0.0,1533.5,0.0,0.0,-85.0,1818.0,1818.0,1818.0,0.0,123.0,0.0,0.0,910.25,0.0,14.0,14.0,91.5,0.0,0.0,0.0
537,1194.875,1194.875,0.0,388.625,-5.0,1638.5,0.0,763.25,139.0,0.0,2107.625,410.125,410.125,8.0,-374.625,855.25,1.0,-855.25,860.25,0.0,0.0,0.0,13.0,1274.375,0.0,374.625,402.625,0.0,0.0,0.0,0.0,0.0,0.0,-374.625,2107.625,2107.625,2107.625,0.0,801.25,-5.0,0.0,855.25,388.625,402.625,402.625,0.0,1638.5,402.125,402.125
539,1193.875,1193.875,-2.667,390.958,-7.667,1639.833,0.0,759.917,139.0,0.0,2101.958,405.792,405.792,0.0,-368.958,851.917,1.0,-851.917,862.25,0.0,0.0,0.0,10.333,1272.042,0.0,368.958,404.958,0.0,-2.667,0.0,0.0,0.0,0.0,-368.958,2101.958,2101.958,2101.958,0.0,797.917,-10.333,0.0,851.917,390.958,404.958,404.958,0.0,1639.833,405.792,405.792
545,1562.833,1562.833,-2.667,390.958,-7.667,2008.792,0.0,390.958,139.0,0.0,1733.0,774.75,774.75,0.0,0.0,482.958,1.0,-482.958,493.292,0.0,0.0,0.0,10.333,1272.042,0.0,0.0,404.958,0.0,-2.667,0.0,0.0,0.0,0.0,0.0,1733.0,1733.0,1733.0,0.0,428.958,-10.333,0.0,482.958,390.958,404.958,404.958,0.0,2008.792,774.75,774.75
549,1569.5,1569.5,0.0,388.625,-5.0,2013.125,0.0,388.625,139.0,0.0,1733.0,784.75,784.75,8.0,0.0,480.625,1.0,-480.625,485.625,0.0,0.0,0.0,13.0,1274.375,0.0,0.0,402.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1733.0,1733.0,1733.0,0.0,426.625,-5.0,0.0,480.625,388.625,402.625,402.625,0.0,2013.125,776.75,776.75
566,1570.0,1570.0,5.0,0.0,0.0,100.0,0.0,0.0,139.0,0.0,1733.0,23.0,23.0,23.0,0.0,866.5,1.0,-866.5,861.5,0.0,0.0,0.0,18.0,888.5,0.0,0.0,14.0,774.5,5.0,0.0,0.0,0.0,0.0,0.0,1733.0,1733.0,1733.0,0.0,38.0,5.0,0.0,866.5,0.0,14.0,14.0,1525.0,100.0,0.0,0.0
567,556.333,556.333,2.5,6.5,-2.5,1118.167,0.0,6.5,139.0,500.333,1232.667,15.5,15.5,15.5,0.0,617.583,1.0,-617.583,617.583,500.333,500.333,0.0,15.5,637.083,0.0,0.0,20.5,519.083,2.5,0.0,0.0,0.0,0.0,0.0,1232.667,1232.667,1232.667,0.0,44.5,0.0,0.0,617.583,6.5,20.5,20.5,0.0,1118.167,0.0,0.0
573,56.0,56.0,2.5,6.5,-2.5,117.5,1501.0,6.5,139.0,0.0,1733.0,15.5,15.5,15.5,0.0,867.75,1.0,-867.75,867.75,0.0,0.0,0.0,15.5,887.25,0.0,0.0,20.5,769.25,2.5,0.0,1501.0,0.0,0.0,0.0,1733.0,1733.0,1733.0,0.0,44.5,0.0,0.0,867.75,6.5,20.5,20.5,0.0,117.5,0.0,0.0
584,553.333,553.333,5.0,0.0,0.0,1116.667,0.0,0.0,139.0,508.333,1224.667,23.0,23.0,23.0,0.0,612.333,1.0,-612.333,607.333,508.333,508.333,0.0,18.0,634.333,0.0,0.0,14.0,520.333,5.0,0.0,0.0,0.0,0.0,0.0,1224.667,1224.667,1224.667,0.0,38.0,5.0,0.0,612.333,0.0,14.0,14.0,0.0,1116.667,0.0,0.0
588,552.0,552.0,4.667,0.0,-0.333,1116.0,0.0,0.0,139.0,509.0,1224.0,22.0,22.0,22.0,0.0,612.167,1.0,-612.167,607.833,509.0,509.0,0.0,17.667,633.833,0.0,0.0,14.0,520.167,4.667,0.0,0.0,0.0,0.0,0.0,1224.0,1224.0,1224.0,0.0,38.0,4.333,0.0,612.167,0.0,14.0,14.0,0.0,1116.0,0.0,0.0
