efm,R54ra,R54rb,R13r,R26r,R15r,R96,R94,R95,R93,R91,R8r,R10a,R10b,R10c,R28r,R3,R70,R6r,R2r,R55a,R55b,R4,R12r,R1,R27,R27b,R23r,R9,R14r,RR9,R53r,R80,R82,R29r,R7ra,R7rb,R7rc,R41,R40,R11r,R42,R5r,R25,R24,R22,R21,R20,R60,R61r
598,45.0,45.0,5.0,0.0,0.0,100.0,1525.0,0.0,139.0,0.0,1733.0,23.0,23.0,23.0,0.0,866.5,1.0,-866.5,861.5,0.0,0.0,0.0,18.0,888.5,0.0,0.0,14.0,774.5,5.0,0.0,1525.0,0.0,0.0,0.0,1733.0,1733.0,1733.0,0.0,38.0,5.0,0.0,866.5,0.0,14.0,14.0,0.0,100.0,0.0,0.0
601,43.0,43.0,4.667,0.0,-0.333,98.0,1527.0,0.0,139.0,0.0,1733.0,22.0,22.0,22.0,0.0,866.667,1.0,-866.667,862.333,0.0,0.0,0.0,17.667,888.333,0.0,0.0,14.0,774.667,4.667,0.0,1527.0,0.0,0.0,0.0,1733.0,1733.0,1733.0,0.0,38.0,4.333,0.0,866.667,0.0,14.0,14.0,0.0,98.0,0.0,0.0
604,1206.125,1206.125,0.0,392.375,-5.0,0.0,0.0,2424.25,139.0,0.0,4185.75,8.0,8.0,8.0,-2031.875,2095.375,1.0,-2095.375,2100.375,0.0,0.0,0.0,13.0,2112.375,0.0,2031.875,406.375,0.0,0.0,420.875,0.0,0.0,0.0,-2031.875,4185.75,4185.75,4185.75,0.0,2462.25,-5.0,0.0,2095.375,392.375,406.375,406.375,1653.5,0.0,0.0,0.0
611,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,2220.667,139.0,1075.333,3459.0,8.0,8.0,8.0,-2220.667,1732.0,1.0,-1732.0,1737.0,1075.333,1075.333,0.0,13.0,1749.0,0.0,2220.667,14.0,0.0,0.0,580.667,0.0,0.0,0.0,-2220.667,3459.0,3459.0,3459.0,0.0,2258.667,-5.0,0.0,1732.0,0.0,14.0,14.0,1130.333,0.0,0.0,0.0
615,1200.125,1200.125,-2.667,393.042,-7.667,0.0,0.0,2412.25,139.0,0.0,4168.417,0.0,0.0,0.0,-2019.208,2088.042,1.0,-2088.042,2098.375,0.0,0.0,0.0,10.333,2102.375,0.0,2019.208,407.042,0.0,-2.667,416.208,0.0,0.0,0.0,-2019.208,4168.417,4168.417,4168.417,0.0,2450.25,-10.333,0.0,2088.042,393.042,407.042,407.042,1648.167,0.0,0.0,0.0
621,0.0,0.0,-2.667,0.0,-7.667,0.0,0.0,2192.222,139.0,1069.111,3424.333,0.0,0.0,0.0,-2192.222,1716.0,1.0,-1716.0,1726.333,1069.111,1069.111,0.0,10.333,1730.333,0.0,2192.222,14.0,0.0,-2.667,568.222,0.0,0.0,0.0,-2192.222,3424.333,3424.333,3424.333,0.0,2230.222,-10.333,0.0,1716.0,0.0,14.0,14.0,1124.111,0.0,0.0,0.0
622,1146.0,1146.0,0.0,212.0,-5.0,0.0,0.0,1342.0,139.0,0.0,2863.0,8.0,8.0,8.0,-1130.0,1434.0,1.0,-1434.0,1439.0,0.0,0.0,0.0,13.0,1451.0,0.0,1130.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,-1130.0,2863.0,2863.0,2863.0,0.0,1380.0,-5.0,0.0,1434.0,212.0,226.0,226.0,1413.0,0.0,0.0,0.0
627,953.6,953.6,0.0,308.2,-5.0,673.4,0.0,1245.8,139.0,0.0,2670.6,8.0,8.0,8.0,-937.6,1337.8,1.0,-1337.8,1342.8,0.0,0.0,0.0,13.0,1354.8,0.0,937.6,322.2,0.0,0.0,0.0,0.0,0.0,0.0,-937.6,2670.6,2670.6,2670.6,0.0,1283.8,-5.0,0.0,1337.8,308.2,322.2,322.2,643.4,673.4,0.0,0.0
628,1194.875,1194.875,0.0,388.625,-5.0,1638.5,0.0,763.25,139.0,0.0,2509.75,8.0,8.0,8.0,-374.625,1257.375,1.0,-1257.375,1262.375,0.0,0.0,0.0,13.0,1274.375,0.0,374.625,402.625,0.0,0.0,0.0,0.0,0.0,0.0,-776.75,2509.75,2509.75,2509.75,402.125,1203.375,-5.0,0.0,1257.375,388.625,402.625,402.625,0.0,1638.5,0.0,0.0
631,0.0,0.0,0.0,0.0,-5.0,847.75,0.0,807.75,139.0,792.75,1763.5,8.0,8.0,8.0,-807.75,884.25,1.0,-884.25,889.25,792.75,792.75,0.0,13.0,901.25,0.0,807.75,14.0,0.0,0.0,15.5,0.0,0.0,0.0,-807.75,1763.5,1763.5,1763.5,0.0,845.75,-5.0,0.0,884.25,0.0,14.0,14.0,0.0,847.75,0.0,0.0
632,0.0,0.0,0.0,256.5,-5.0,311.5,1057.0,1297.5,139.0,0.0,2774.0,8.0,8.0,8.0,-1041.0,1389.5,1.0,-1389.5,1394.5,0.0,0.0,0.0,13.0,1406.5,0.0,1041.0,270.5,0.0,0.0,0.0,1057.0,0.0,0.0,-1041.0,2774.0,2774.0,2774.0,0.0,1335.5,-5.0,0.0,1389.5,256.5,270.5,270.5,0.0,311.5,0.0,0.0
633,552.167,552.167,0.0,0.0,-5.0,0.0,0.0,1116.333,139.0,523.167,2354.667,8.0,8.0,8.0,-1116.333,1179.833,1.0,-1179.833,1184.833,523.167,523.167,0.0,13.0,1196.833,0.0,1116.333,14.0,0.0,0.0,28.5,0.0,0.0,0.0,-1116.333,2354.667,2354.667,2354.667,0.0,1154.333,-5.0,0.0,1179.833,0.0,14.0,14.0,1130.333,0.0,0.0,0.0
634,0.0,0.0,0.0,0.0,-5.0,824.5,31.0,784.5,139.0,769.5,1748.0,8.0,8.0,8.0,-784.5,876.5,1.0,-876.5,881.5,769.5,769.5,0.0,13.0,893.5,0.0,784.5,14.0,0.0,0.0,0.0,31.0,0.0,0.0,-784.5,1748.0,1748.0,1748.0,0.0,822.5,-5.0,0.0,876.5,0.0,14.0,14.0,0.0,824.5,0.0,0.0
635,580.667,580.667,0.0,0.0,-5.0,0.0,0.0,1059.333,139.0,494.667,2297.667,8.0,8.0,8.0,-1059.333,1151.333,1.0,-1151.333,1156.333,494.667,494.667,0.0,13.0,1168.333,0.0,1059.333,14.0,0.0,0.0,0.0,0.0,0.0,0.0,-1059.333,2297.667,2297.667,2297.667,0.0,1097.333,-5.0,0.0,1151.333,0.0,14.0,14.0,1130.333,0.0,0.0,0.0
638,0.0,0.0,0.0,212.0,-5.0,0.0,1146.0,1342.0,139.0,0.0,2863.0,8.0,8.0,8.0,-1130.0,1434.0,1.0,-1434.0,1439.0,0.0,0.0,0.0,13.0,1451.0,0.0,1130.0,226.0,0.0,0.0,0.0,1146.0,0.0,0.0,-1130.0,2863.0,2863.0,2863.0,0.0,1380.0,-5.0,0.0,1434.0,212.0,226.0,226.0,267.0,0.0,0.0,0.0
640,665.0,665.0,0.0,212.0,-5.0,0.0,481.0,1342.0,139.0,0.0,2863.0,8.0,8.0,8.0,-1130.0,1434.0,1.0,-1434.0,1439.0,0.0,0.0,0.0,13.0,1451.0,0.0,1130.0,226.0,0.0,0.0,0.0,481.0,0.0,0.0,-1130.0,2863.0,2863.0,2863.0,0.0,1380.0,-5.0,0.0,1434.0,212.0,226.0,226.0,932.0,0.0,0.0,0.0
641,0.0,0.0,0.0,0.0,-5.0,0.0,580.667,1059.333,139.0,494.667,2297.667,8.0,8.0,8.0,-1059.333,1151.333,1.0,-1151.333,1156.333,494.667,494.667,0.0,13.0,1168.333,0.0,1059.333,14.0,0.0,0.0,0.0,580.667,0.0,0.0,-1059.333,2297.667,2297.667,2297.667,0.0,1097.333,-5.0,0.0,1151.333,0.0,14.0,14.0,549.667,0.0,0.0,0.0
642,523.667,523.667,0.0,0.0,-5.0,0.0,57.0,1059.333,139.0,494.667,2297.667,8.0,8.0,8.0,-1059.333,1151.333,1.0,-1151.333,1156.333,494.667,494.667,0.0,13.0,1168.333,0.0,1059.333,14.0,0.0,0.0,0.0,57.0,0.0,0.0,-1059.333,2297.667,2297.667,2297.667,0.0,1097.333,-5.0,0.0,1151.333,0.0,14.0,14.0,1073.333,0.0,0.0,0.0
644,542.667,542.667,0.0,0.0,-5.0,57.0,0.0,1040.333,139.0,513.667,2259.667,8.0,8.0,8.0,-1040.333,1132.333,1.0,-1132.333,1137.333,513.667,513.667,0.0,13.0,1149.333,0.0,1040.333,14.0,0.0,0.0,0.0,0.0,0.0,0.0,-1040.333,2259.667,2259.667,2259.667,0.0,1078.333,-5.0,0.0,1132.333,0.0,14.0,14.0,1054.333,57.0,0.0,0.0
670,1570.0,1570.0,2.5,0.0,-2.5,85.0,0.0,0.0,139.0,0.0,1733.0,15.5,15.5,15.5,0.0,867.75,1.0,-867.75,867.75,0.0,0.0,0.0,15.5,887.25,0.0,0.0,14.0,775.75,2.5,0.0,0.0,0.0,0.0,0.0,1733.0,1733.0,1733.0,0.0,38.0,0.0,0.0,867.75,0.0,14.0,14.0,1540.0,85.0,0.0,0.0
672,792.75,792.75,0.0,388.625,-5.0,1236.375,0.0,1165.375,139.0,0.0,2509.75,8.0,8.0,8.0,-776.75,1257.375,1.0,-1257.375,1262.375,0.0,0.0,0.0,13.0,1274.375,0.0,776.75,402.625,0.0,0.0,0.0,0.0,0.0,0.0,-776.75,2509.75,2509.75,2509.75,0.0,1203.375,-5.0,0.0,1257.375,388.625,402.625,402.625,0.0,1236.375,0.0,0.0
673,953.6,953.6,0.0,308.2,-5.0,1316.8,0.0,602.4,139.0,0.0,2027.2,8.0,8.0,8.0,-294.2,1016.1,1.0,-1016.1,1021.1,0.0,0.0,0.0,13.0,1033.1,0.0,294.2,322.2,321.7,0.0,0.0,0.0,0.0,0.0,-294.2,2027.2,2027.2,2027.2,0.0,640.4,-5.0,0.0,1016.1,308.2,322.2,322.2,0.0,1316.8,0.0,0.0
691,15.5,15.5,0.0,0.0,-5.0,847.75,0.0,776.75,139.0,777.25,1732.5,8.0,8.0,8.0,-776.75,868.75,1.0,-868.75,873.75,777.25,777.25,0.0,13.0,885.75,0.0,776.75,14.0,0.0,0.0,0.0,0.0,0.0,0.0,-776.75,1732.5,1732.5,1732.5,0.0,814.75,-5.0,0.0,868.75,0.0,14.0,14.0,0.0,847.75,0.0,0.0
697,950.4,950.4,-2.667,309.8,-7.667,665.933,0.0,1246.867,139.0,0.0,2670.067,0.0,0.0,0.0,-937.067,1338.867,1.0,-1338.867,1349.2,0.0,0.0,0.0,10.333,1353.2,0.0,937.067,323.8,0.0,-2.667,0.0,0.0,0.0,0.0,-937.067,2670.067,2670.067,2670.067,0.0,1284.867,-10.333,0.0,1338.867,309.8,323.8,323.8,649.267,665.933,0.0,0.0
698,1140.667,1140.667,-2.667,214.667,-7.667,0.0,0.0,1342.0,139.0,0.0,2860.333,0.0,0.0,0.0,-1127.333,1434.0,1.0,-1434.0,1444.333,0.0,0.0,0.0,10.333,1448.333,0.0,1127.333,228.667,0.0,-2.667,0.0,0.0,0.0,0.0,-1127.333,2860.333,2860.333,2860.333,0.0,1380.0,-10.333,0.0,1434.0,214.667,228.667,228.667,1410.333,0.0,0.0,0.0
699,665.0,665.0,-2.667,214.667,-7.667,0.0,475.667,1342.0,139.0,0.0,2860.333,0.0,0.0,0.0,-1127.333,1434.0,1.0,-1434.0,1444.333,0.0,0.0,0.0,10.333,1448.333,0.0,1127.333,228.667,0.0,-2.667,0.0,475.667,0.0,0.0,-1127.333,2860.333,2860.333,2860.333,0.0,1380.0,-10.333,0.0,1434.0,214.667,228.667,228.667,934.667,0.0,0.0,0.0
700,0.0,0.0,-2.667,214.667,-7.667,0.0,1140.667,1342.0,139.0,0.0,2860.333,0.0,0.0,0.0,-1127.333,1434.0,1.0,-1434.0,1444.333,0.0,0.0,0.0,10.333,1448.333,0.0,1127.333,228.667,0.0,-2.667,0.0,1140.667,0.0,0.0,-1127.333,2860.333,2860.333,2860.333,0.0,1380.0,-10.333,0.0,1434.0,214.667,228.667,228.667,269.667,0.0,0.0,0.0
701,1193.875,1193.875,-2.667,390.958,-7.667,1639.833,0.0,759.917,139.0,0.0,2507.75,0.0,0.0,0.0,-368.958,1257.708,1.0,-1257.708,1268.042,0.0,0.0,0.0,10.333,1272.042,0.0,368.958,404.958,0.0,-2.667,0.0,0.0,0.0,0.0,-774.75,2507.75,2507.75,2507.75,405.792,1203.708,-10.333,0.0,1257.708,390.958,404.958,404.958,0.0,1639.833,0.0,0.0
706,537.333,537.333,-2.667,0.0,-7.667,46.333,0.0,1040.333,139.0,516.333,2257.0,0.0,0.0,0.0,-1040.333,1132.333,1.0,-1132.333,1142.667,516.333,516.333,0.0,10.333,1146.667,0.0,1040.333,14.0,0.0,-2.667,0.0,0.0,0.0,0.0,-1040.333,2257.0,2257.0,2257.0,0.0,1078.333,-10.333,0.0,1132.333,0.0,14.0,14.0,1062.333,46.333,0.0,0.0
708,568.222,568.222,-2.667,0.0,-7.667,0.0,0.0,1055.778,139.0,500.889,2287.889,0.0,0.0,0.0,-1055.778,1147.778,1.0,-1147.778,1158.111,500.889,500.889,0.0,10.333,1162.111,0.0,1055.778,14.0,0.0,-2.667,0.0,0.0,0.0,0.0,-1055.778,2287.889,2287.889,2287.889,0.0,1093.778,-10.333,0.0,1147.778,0.0,14.0,14.0,1124.111,0.0,0.0,0.0
709,545.056,545.056,-2.667,0.0,-7.667,0.0,0.0,1102.111,139.0,524.056,2334.222,0.0,0.0,0.0,-1102.111,1170.944,1.0,-1170.944,1181.278,524.056,524.056,0.0,10.333,1185.278,0.0,1102.111,14.0,0.0,-2.667,23.167,0.0,0.0,0.0,-1102.111,2334.222,2334.222,2334.222,0.0,1140.111,-10.333,0.0,1170.944,0.0,14.0,14.0,1124.111,0.0,0.0,0.0
711,0.0,0.0,-2.667,0.0,-7.667,0.0,568.222,1055.778,139.0,500.889,2287.889,0.0,0.0,0.0,-1055.778,1147.778,1.0,-1147.778,1158.111,500.889,500.889,0.0,10.333,1162.111,0.0,1055.778,14.0,0.0,-2.667,0.0,568.222,0.0,0.0,-1055.778,2287.889,2287.889,2287.889,0.0,1093.778,-10.333,0.0,1147.778,0.0,14.0,14.0,555.889,0.0,0.0,0.0
712,521.889,521.889,-2.667,0.0,-7.667,0.0,46.333,1055.778,139.0,500.889,2287.889,0.0,0.0,0.0,-1055.778,1147.778,1.0,-1147.778,1158.111,500.889,500.889,0.0,10.333,1162.111,0.0,1055.778,14.0,0.0,-2.667,0.0,46.333,0.0,0.0,-1055.778,2287.889,2287.889,2287.889,0.0,1093.778,-10.333,0.0,1147.778,0.0,14.0,14.0,1077.778,0.0,0.0,0.0
714,1569.5,1569.5,0.0,388.625,-5.0,2013.125,0.0,388.625,139.0,0.0,2509.75,8.0,8.0,8.0,0.0,1257.375,1.0,-1257.375,1262.375,0.0,0.0,0.0,13.0,1274.375,0.0,0.0,402.625,0.0,0.0,0.0,0.0,0.0,0.0,-776.75,2509.75,2509.75,2509.75,776.75,1203.375,-5.0,0.0,1257.375,388.625,402.625,402.625,0.0,2013.125,0.0,0.0
722,950.4,950.4,-2.667,309.8,-7.667,1315.2,0.0,597.6,139.0,0.0,2020.8,0.0,0.0,0.0,-287.8,1014.233,1.0,-1014.233,1024.567,0.0,0.0,0.0,10.333,1028.567,0.0,287.8,323.8,324.633,-2.667,0.0,0.0,0.0,0.0,-287.8,2020.8,2020.8,2020.8,0.0,635.6,-10.333,0.0,1014.233,309.8,323.8,323.8,0.0,1315.2,0.0,0.0
723,788.083,788.083,-2.667,390.958,-7.667,1234.042,0.0,1165.708,139.0,0.0,2507.75,0.0,0.0,0.0,-774.75,1257.708,1.0,-1257.708,1268.042,0.0,0.0,0.0,10.333,1272.042,0.0,774.75,404.958,0.0,-2.667,0.0,0.0,0.0,0.0,-774.75,2507.75,2507.75,2507.75,0.0,1203.708,-10.333,0.0,1257.708,390.958,404.958,404.958,0.0,1234.042,0.0,0.0
725,1562.833,1562.833,-2.667,390.958,-7.667,2008.792,0.0,390.958,139.0,0.0,2507.75,0.0,0.0,0.0,0.0,1257.708,1.0,-1257.708,1268.042,0.0,0.0,0.0,10.333,1272.042,0.0,0.0,404.958,0.0,-2.667,0.0,0.0,0.0,0.0,-774.75,2507.75,2507.75,2507.75,774.75,1203.708,-10.333,0.0,1257.708,390.958,404.958,404.958,0.0,2008.792,0.0,0.0
726,3054.0,3054.0,0.0,0.0,-5.0,0.0,0.0,70.0,139.0,0.0,3287.0,8.0,8.0,8.0,-70.0,1646.0,1.0,-1646.0,1651.0,0.0,0.0,0.0,13.0,1663.0,0.0,70.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,-1554.0,3287.0,3287.0,3287.0,1484.0,1592.0,-5.0,0.0,1646.0,0.0,14.0,14.0,3109.0,0.0,0.0,0.0
728,547.667,547.667,2.5,0.0,-2.5,1107.333,0.0,0.0,139.0,511.167,1221.833,15.5,15.5,15.5,0.0,612.167,1.0,-612.167,612.167,511.167,511.167,0.0,15.5,631.667,0.0,0.0,14.0,520.167,2.5,0.0,0.0,0.0,0.0,0.0,1221.833,1221.833,1221.833,0.0,38.0,0.0,0.0,612.167,0.0,14.0,14.0,6.5,1107.333,0.0,0.0
729,0.0,0.0,-2.667,259.611,-7.667,314.611,1050.778,1297.056,139.0,0.0,2770.444,0.0,0.0,0.0,-1037.444,1389.056,1.0,-1389.056,1399.389,0.0,0.0,0.0,10.333,1403.389,0.0,1037.444,273.611,0.0,-2.667,0.0,1050.778,0.0,0.0,-1037.444,2770.444,2770.444,2770.444,0.0,1335.056,-10.333,0.0,1389.056,259.611,273.611,273.611,0.0,314.611,0.0,0.0
732,0.0,0.0,0.0,0.0,-5.0,55.0,3109.0,15.0,139.0,0.0,3287.0,8.0,8.0,8.0,-15.0,1646.0,1.0,-1646.0,1651.0,0.0,0.0,0.0,13.0,1663.0,0.0,15.0,14.0,0.0,0.0,0.0,3109.0,0.0,0.0,-1554.0,3287.0,3287.0,3287.0,1539.0,1592.0,-5.0,0.0,1646.0,0.0,14.0,14.0,0.0,55.0,0.0,0.0
733,0.0,0.0,0.0,0.0,-5.0,0.0,3054.0,70.0,139.0,0.0,3287.0,8.0,8.0,8.0,-70.0,1646.0,1.0,-1646.0,1651.0,0.0,0.0,0.0,13.0,1663.0,0.0,70.0,14.0,0.0,0.0,0.0,3054.0,0.0,0.0,-1554.0,3287.0,3287.0,3287.0,1484.0,1592.0,-5.0,0.0,1646.0,0.0,14.0,14.0,55.0,0.0,0.0,0.0
736,543.333,543.333,2.5,0.0,-2.5,1111.667,0.0,0.0,139.0,513.333,1219.667,15.5,15.5,15.5,0.0,611.083,1.0,-611.083,611.083,513.333,513.333,0.0,15.5,630.583,0.0,0.0,14.0,519.083,2.5,0.0,0.0,0.0,0.0,0.0,1219.667,1219.667,1219.667,0.0,38.0,0.0,0.0,611.083,0.0,14.0,14.0,0.0,1111.667,0.0,0.0
738,0.0,0.0,-2.667,0.0,-7.667,843.083,0.0,787.083,139.0,788.083,1738.167,0.0,0.0,0.0,-787.083,872.917,1.0,-872.917,883.25,788.083,788.083,0.0,10.333,887.25,0.0,787.083,14.0,0.0,-2.667,6.167,0.0,0.0,0.0,-787.083,1738.167,1738.167,1738.167,0.0,825.083,-10.333,0.0,872.917,0.0,14.0,14.0,0.0,843.083,0.0,0.0
742,29.0,29.0,0.0,0.0,-5.0,0.0,3025.0,70.0,139.0,0.0,3287.0,8.0,8.0,8.0,-70.0,1646.0,1.0,-1646.0,1651.0,0.0,0.0,0.0,13.0,1663.0,0.0,70.0,14.0,0.0,0.0,0.0,3025.0,0.0,0.0,-1554.0,3287.0,3287.0,3287.0,1484.0,1592.0,-5.0,0.0,1646.0,0.0,14.0,14.0,84.0,0.0,0.0,0.0
743,71.0,71.0,0.0,14.0,-5.0,140.0,2997.0,14.0,139.0,0.0,3259.0,8.0,8.0,8.0,0.0,1632.0,1.0,-1632.0,1637.0,0.0,0.0,0.0,13.0,1649.0,0.0,0.0,28.0,0.0,0.0,0.0,2997.0,0.0,0.0,-1526.0,3259.0,3259.0,3259.0,1526.0,1578.0,-5.0,0.0,1632.0,14.0,28.0,28.0,0.0,140.0,0.0,0.0
744,820.25,820.25,0.0,14.0,-5.0,1638.5,0.0,14.0,139.0,749.25,1760.5,8.0,8.0,8.0,0.0,882.75,1.0,-882.75,887.75,749.25,749.25,0.0,13.0,899.75,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,-776.75,1760.5,1760.5,1760.5,776.75,828.75,-5.0,0.0,882.75,14.0,28.0,28.0,0.0,1638.5,0.0,0.0
745,6.167,6.167,-2.667,0.0,-7.667,843.083,0.0,774.75,139.0,781.917,1725.833,0.0,0.0,0.0,-774.75,866.75,1.0,-866.75,877.083,781.917,781.917,0.0,10.333,881.083,0.0,774.75,14.0,0.0,-2.667,0.0,0.0,0.0,0.0,-774.75,1725.833,1725.833,1725.833,0.0,812.75,-10.333,0.0,866.75,0.0,14.0,14.0,0.0,843.083,0.0,0.0
748,0.0,0.0,-2.667,0.0,-7.667,833.833,12.333,777.833,139.0,778.833,1732.0,0.0,0.0,0.0,-777.833,869.833,1.0,-869.833,880.167,778.833,778.833,0.0,10.333,884.167,0.0,777.833,14.0,0.0,-2.667,0.0,12.333,0.0,0.0,-777.833,1732.0,1732.0,1732.0,0.0,815.833,-10.333,0.0,869.833,0.0,14.0,14.0,0.0,833.833,0.0,0.0
750,3124.0,3124.0,0.0,0.0,-5.0,70.0,0.0,0.0,139.0,0.0,3287.0,8.0,8.0,8.0,0.0,1646.0,1.0,-1646.0,1651.0,0.0,0.0,0.0,13.0,1663.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,-1554.0,3287.0,3287.0,3287.0,1554.0,1592.0,-5.0,0.0,1646.0,0.0,14.0,14.0,3109.0,70.0,0.0,0.0
752,29.0,29.0,0.0,0.0,-5.0,70.0,3095.0,0.0,139.0,0.0,3287.0,8.0,8.0,8.0,0.0,1646.0,1.0,-1646.0,1651.0,0.0,0.0,0.0,13.0,1663.0,0.0,0.0,14.0,0.0,0.0,0.0,3095.0,0.0,0.0,-1554.0,3287.0,3287.0,3287.0,1554.0,1592.0,-5.0,0.0,1646.0,0.0,14.0,14.0,14.0,70.0,0.0,0.0
753,802.75,802.75,0.0,0.0,-5.0,1617.5,0.0,0.0,139.0,773.75,1739.5,8.0,8.0,8.0,0.0,872.25,1.0,-872.25,877.25,773.75,773.75,0.0,13.0,889.25,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,-780.25,1739.5,1739.5,1739.5,780.25,818.25,-5.0,0.0,872.25,0.0,14.0,14.0,14.0,1617.5,0.0,0.0
764,36.5,36.5,2.5,0.0,-2.5,85.0,1533.5,0.0,139.0,0.0,1733.0,15.5,15.5,15.5,0.0,867.75,1.0,-867.75,867.75,0.0,0.0,0.0,15.5,887.25,0.0,0.0,14.0,775.75,2.5,0.0,1533.5,0.0,0.0,0.0,1733.0,1733.0,1733.0,0.0,38.0,0.0,0.0,867.75,0.0,14.0,14.0,6.5,85.0,0.0,0.0
766,30.0,30.0,2.5,0.0,-2.5,85.0,1540.0,0.0,139.0,0.0,1733.0,15.5,15.5,15.5,0.0,867.75,1.0,-867.75,867.75,0.0,0.0,0.0,15.5,887.25,0.0,0.0,14.0,775.75,2.5,0.0,1540.0,0.0,0.0,0.0,1733.0,1733.0,1733.0,0.0,38.0,0.0,0.0,867.75,0.0,14.0,14.0,0.0,85.0,0.0,0.0
809,1570.0,1570.0,0.0,0.0,-5.0,0.0,0.0,70.0,139.0,0.0,1803.0,8.0,8.0,8.0,-70.0,904.0,1.0,-904.0,909.0,0.0,0.0,0.0,13.0,921.0,0.0,70.0,14.0,742.0,0.0,0.0,0.0,0.0,0.0,-70.0,1803.0,1803.0,1803.0,0.0,108.0,-5.0,0.0,904.0,0.0,14.0,14.0,1625.0,0.0,0.0,0.0
812,0.0,0.0,0.0,0.0,-5.0,55.0,1570.0,15.0,139.0,0.0,1748.0,8.0,8.0,8.0,-15.0,876.5,1.0,-876.5,881.5,0.0,0.0,0.0,13.0,893.5,0.0,15.0,14.0,769.5,0.0,0.0,1570.0,0.0,0.0,-15.0,1748.0,1748.0,1748.0,0.0,53.0,-5.0,0.0,876.5,0.0,14.0,14.0,0.0,55.0,0.0,0.0
815,0.0,0.0,0.0,0.0,-5.0,0.0,1570.0,70.0,139.0,0.0,1803.0,8.0,8.0,8.0,-70.0,904.0,1.0,-904.0,909.0,0.0,0.0,0.0,13.0,921.0,0.0,70.0,14.0,742.0,0.0,0.0,1570.0,0.0,0.0,-70.0,1803.0,1803.0,1803.0,0.0,108.0,-5.0,0.0,904.0,0.0,14.0,14.0,55.0,0.0,0.0,0.0
816,29.0,29.0,0.0,0.0,-5.0,0.0,1541.0,70.0,139.0,0.0,1803.0,8.0,8.0,8.0,-70.0,904.0,1.0,-904.0,909.0,0.0,0.0,0.0,13.0,921.0,0.0,70.0,14.0,742.0,0.0,0.0,1541.0,0.0,0.0,-70.0,1803.0,1803.0,1803.0,0.0,108.0,-5.0,0.0,904.0,0.0,14.0,14.0,84.0,0.0,0.0,0.0
838,561.333,561.333,0.0,14.0,-5.0,1120.667,0.0,14.0,139.0,490.333,1242.667,8.0,8.0,8.0,0.0,623.833,1.0,-623.833,628.833,490.333,490.333,0.0,13.0,640.833,0.0,0.0,28.0,517.833,0.0,0.0,0.0,0.0,0.0,0.0,1242.667,1242.667,1242.667,0.0,52.0,-5.0,0.0,623.833,14.0,28.0,28.0,0.0,1120.667,0.0,0.0
846,71.0,71.0,0.0,14.0,-5.0,140.0,1471.0,14.0,139.0,0.0,1733.0,8.0,8.0,8.0,0.0,869.0,1.0,-869.0,874.0,0.0,0.0,0.0,13.0,886.0,0.0,0.0,28.0,763.0,0.0,0.0,1471.0,0.0,0.0,0.0,1733.0,1733.0,1733.0,0.0,52.0,-5.0,0.0,869.0,14.0,28.0,28.0,0.0,140.0,0.0,0.0
853,1051.667,1051.667,0.0,259.167,-5.0,1365.833,0.0,259.167,139.0,0.0,1733.0,8.0,8.0,8.0,0.0,869.0,1.0,-869.0,874.0,0.0,0.0,0.0,13.0,886.0,0.0,0.0,273.167,517.833,0.0,0.0,0.0,0.0,0.0,0.0,1733.0,1733.0,1733.0,0.0,297.167,-5.0,0.0,869.0,259.167,273.167,273.167,0.0,1365.833,0.0,0.0
860,1570.0,1570.0,0.0,0.0,-5.0,70.0,0.0,0.0,139.0,0.0,1733.0,8.0,8.0,8.0,0.0,869.0,1.0,-869.0,874.0,0.0,0.0,0.0,13.0,886.0,0.0,0.0,14.0,777.0,0.0,0.0,0.0,0.0,0.0,0.0,1733.0,1733.0,1733.0,0.0,38.0,-5.0,0.0,869.0,0.0,14.0,14.0,1555.0,70.0,0.0,0.0
870,792.25,792.25,0.0,0.0,-5.0,1624.5,0.0,0.0,139.0,777.25,1732.5,8.0,8.0,8.0,0.0,868.75,1.0,-868.75,873.75,777.25,777.25,0.0,13.0,885.75,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,-776.75,1732.5,1732.5,1732.5,776.75,814.75,-5.0,0.0,868.75,0.0,14.0,14.0,0.0,1624.5,0.0,0.0
872,0.0,0.0,-2.5,0.0,-7.5,55.0,3126.5,0.0,139.0,0.0,3289.5,0.5,0.5,0.5,0.0,1648.5,1.0,-1648.5,1658.5,0.0,0.0,0.0,10.5,1663.0,0.0,0.0,14.0,0.0,-2.5,0.0,3126.5,0.0,0.0,-1556.5,3289.5,3289.5,3289.5,1556.5,1594.5,-10.0,0.0,1648.5,0.0,14.0,14.0,0.0,55.0,0.0,0.0
