efm,R54ra,R54rb,R13r,R26r,R15r,R96,R94,R95,R93,R91,R8r,R10a,R10b,R10c,R28r,R3,R70,R6r,R2r,R55a,R55b,R4,R12r,R1,R27,R27b,R23r,R9,R14r,RR9,R53r,R80,R82,R29r,R7ra,R7rb,R7rc,R41,R40,R11r,R42,R5r,R25,R24,R22,R21,R20,R60,R61r
364,0.0,0.0,5.0,0.0,0.0,0.0,604.0,1066.0,139.0,483.0,2316.0,23.0,23.0,23.0,-1066.0,1158.0,1.0,-1158.0,1153.0,483.0,483.0,0.0,18.0,1180.0,0.0,1066.0,14.0,0.0,5.0,0.0,604.0,0.0,0.0,-1066.0,2316.0,2316.0,2316.0,0.0,1104.0,5.0,0.0,1158.0,0.0,14.0,14.0,538.0,0.0,0.0,0.0
366,0.0,0.0,2.5,209.5,-2.5,0.0,486.0,677.0,139.0,0.0,1535.5,15.5,15.5,15.5,-467.5,769.0,1.0,-769.0,769.0,0.0,0.0,0.0,15.5,788.5,665.0,1132.5,223.5,0.0,2.5,0.0,486.0,0.0,0.0,-467.5,1535.5,1535.5,1535.5,0.0,715.0,0.0,0.0,769.0,209.5,223.5,223.5,264.5,0.0,0.0,0.0
371,0.0,0.0,2.5,143.0,-2.5,0.0,353.0,477.5,139.0,0.0,1136.5,15.5,15.5,15.5,-334.5,569.5,1.0,-569.5,569.5,0.0,0.0,0.0,15.5,589.0,0.0,334.5,157.0,0.0,2.5,0.0,353.0,465.5,0.0,-334.5,1136.5,1136.5,1136.5,0.0,515.5,0.0,0.0,569.5,143.0,157.0,157.0,198.0,0.0,0.0,0.0
372,665.0,665.0,2.5,209.5,-2.5,0.0,486.0,1342.0,139.0,0.0,2865.5,15.5,15.5,15.5,-1132.5,1434.0,1.0,-1434.0,1434.0,0.0,0.0,0.0,15.5,1453.5,0.0,1132.5,223.5,0.0,2.5,0.0,486.0,0.0,0.0,-1132.5,2865.5,2865.5,2865.5,0.0,1380.0,0.0,0.0,1434.0,209.5,223.5,223.5,929.5,0.0,0.0,0.0
376,0.0,0.0,5.0,0.0,0.0,0.0,0.0,462.0,139.0,483.0,1108.0,23.0,23.0,23.0,-462.0,554.0,1.0,-554.0,549.0,483.0,483.0,0.0,18.0,576.0,604.0,1066.0,14.0,0.0,5.0,0.0,0.0,0.0,0.0,-462.0,1108.0,1108.0,1108.0,0.0,500.0,5.0,0.0,554.0,0.0,14.0,14.0,538.0,0.0,0.0,0.0
377,3036.5,3036.5,2.5,0.0,-2.5,0.0,0.0,85.0,139.0,0.0,3284.5,15.5,15.5,15.5,-85.0,1643.5,1.0,-1643.5,1643.5,0.0,0.0,0.0,15.5,1663.0,0.0,85.0,14.0,0.0,2.5,0.0,0.0,0.0,0.0,-1551.5,3284.5,3284.5,3284.5,1466.5,1589.5,0.0,0.0,1643.5,0.0,14.0,14.0,3091.5,0.0,0.0,0.0
378,0.0,0.0,2.5,0.0,-2.5,0.0,0.0,431.125,139.0,382.625,976.75,15.5,15.5,15.5,-431.125,489.625,1.0,-489.625,489.625,382.625,382.625,0.0,15.5,509.125,0.0,431.125,14.0,0.0,2.5,33.5,0.0,419.125,0.0,-431.125,976.75,976.75,976.75,0.0,469.125,0.0,0.0,489.625,0.0,14.0,14.0,437.625,0.0,0.0,0.0
379,558.833,558.833,2.5,0.0,-2.5,0.0,0.0,1129.667,139.0,522.333,2373.833,15.5,15.5,15.5,-1129.667,1188.167,1.0,-1188.167,1188.167,522.333,522.333,0.0,15.5,1207.667,0.0,1129.667,14.0,0.0,2.5,33.5,0.0,0.0,0.0,-1129.667,2373.833,2373.833,2373.833,0.0,1167.667,0.0,0.0,1188.167,0.0,14.0,14.0,1136.167,0.0,0.0,0.0
380,0.0,0.0,2.5,0.0,-2.5,0.0,0.0,570.833,139.0,522.333,1256.167,15.5,15.5,15.5,-570.833,629.333,1.0,-629.333,629.333,522.333,522.333,0.0,15.5,648.833,558.833,1129.667,14.0,0.0,2.5,33.5,0.0,0.0,0.0,-570.833,1256.167,1256.167,1256.167,0.0,608.833,0.0,0.0,629.333,0.0,14.0,14.0,577.333,0.0,0.0,0.0
381,0.0,0.0,2.5,209.5,-2.5,0.0,1151.0,1342.0,139.0,0.0,2865.5,15.5,15.5,15.5,-1132.5,1434.0,1.0,-1434.0,1434.0,0.0,0.0,0.0,15.5,1453.5,0.0,1132.5,223.5,0.0,2.5,0.0,1151.0,0.0,0.0,-1132.5,2865.5,2865.5,2865.5,0.0,1380.0,0.0,0.0,1434.0,209.5,223.5,223.5,264.5,0.0,0.0,0.0
382,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,139.0,417.0,580.0,23.0,23.0,23.0,0.0,290.0,1.0,-290.0,285.0,417.0,417.0,0.0,18.0,312.0,934.0,934.0,14.0,0.0,5.0,0.0,0.0,0.0,0.0,-198.0,580.0,580.0,580.0,198.0,236.0,5.0,0.0,290.0,0.0,14.0,14.0,472.0,0.0,0.0,0.0
384,0.0,0.0,2.5,0.0,-2.5,0.0,67.0,537.333,139.0,488.833,1256.167,15.5,15.5,15.5,-537.333,629.333,1.0,-629.333,629.333,488.833,488.833,0.0,15.5,648.833,525.333,1062.667,14.0,0.0,2.5,0.0,67.0,0.0,0.0,-537.333,1256.167,1256.167,1256.167,0.0,575.333,0.0,0.0,629.333,0.0,14.0,14.0,543.833,0.0,0.0,0.0
385,0.0,0.0,2.5,0.0,-2.5,0.0,3000.0,48.5,139.0,0.0,3211.5,15.5,15.5,15.5,-48.5,1607.0,1.0,-1607.0,1607.0,0.0,0.0,0.0,15.5,1626.5,36.5,85.0,14.0,0.0,2.5,0.0,3000.0,0.0,0.0,-1515.0,3211.5,3211.5,3211.5,1466.5,1553.0,0.0,0.0,1607.0,0.0,14.0,14.0,55.0,0.0,0.0,0.0
387,0.0,0.0,2.5,0.0,-2.5,0.0,2927.0,48.5,139.0,0.0,3138.5,15.5,15.5,15.5,-48.5,1570.5,1.0,-1570.5,1570.5,0.0,0.0,0.0,15.5,1590.0,0.0,48.5,14.0,0.0,2.5,0.0,2927.0,36.5,0.0,-1478.5,3138.5,3138.5,3138.5,1430.0,1516.5,0.0,0.0,1570.5,0.0,14.0,14.0,55.0,0.0,0.0,0.0
388,0.0,0.0,2.5,0.0,-2.5,0.0,3036.5,85.0,139.0,0.0,3284.5,15.5,15.5,15.5,-85.0,1643.5,1.0,-1643.5,1643.5,0.0,0.0,0.0,15.5,1663.0,0.0,85.0,14.0,0.0,2.5,0.0,3036.5,0.0,0.0,-1551.5,3284.5,3284.5,3284.5,1466.5,1589.5,0.0,0.0,1643.5,0.0,14.0,14.0,55.0,0.0,0.0,0.0
390,592.333,592.333,2.5,0.0,-2.5,0.0,0.0,1062.667,139.0,488.833,2306.833,15.5,15.5,15.5,-1062.667,1154.667,1.0,-1154.667,1154.667,488.833,488.833,0.0,15.5,1174.167,0.0,1062.667,14.0,0.0,2.5,0.0,0.0,0.0,0.0,-1062.667,2306.833,2306.833,2306.833,0.0,1100.667,0.0,0.0,1154.667,0.0,14.0,14.0,1136.167,0.0,0.0,0.0
392,0.0,0.0,2.5,0.0,-2.5,0.0,67.0,406.0,139.0,357.5,993.5,15.5,15.5,15.5,-406.0,498.0,1.0,-498.0,498.0,357.5,357.5,0.0,15.5,517.5,0.0,406.0,14.0,0.0,2.5,0.0,67.0,394.0,0.0,-406.0,993.5,993.5,993.5,0.0,444.0,0.0,0.0,498.0,0.0,14.0,14.0,412.5,0.0,0.0,0.0
394,525.333,525.333,2.5,0.0,-2.5,0.0,67.0,1062.667,139.0,488.833,2306.833,15.5,15.5,15.5,-1062.667,1154.667,1.0,-1154.667,1154.667,488.833,488.833,0.0,15.5,1174.167,0.0,1062.667,14.0,0.0,2.5,0.0,67.0,0.0,0.0,-1062.667,2306.833,2306.833,2306.833,0.0,1100.667,0.0,0.0,1154.667,0.0,14.0,14.0,1069.167,0.0,0.0,0.0
396,36.5,36.5,2.5,0.0,-2.5,0.0,3000.0,85.0,139.0,0.0,3284.5,15.5,15.5,15.5,-85.0,1643.5,1.0,-1643.5,1643.5,0.0,0.0,0.0,15.5,1663.0,0.0,85.0,14.0,0.0,2.5,0.0,3000.0,0.0,0.0,-1551.5,3284.5,3284.5,3284.5,1466.5,1589.5,0.0,0.0,1643.5,0.0,14.0,14.0,91.5,0.0,0.0,0.0
397,0.0,0.0,5.0,0.0,0.0,0.0,0.0,311.0,139.0,332.0,806.0,23.0,23.0,23.0,-311.0,403.0,1.0,-403.0,398.0,332.0,332.0,0.0,18.0,425.0,0.0,311.0,14.0,0.0,5.0,0.0,0.0,453.0,0.0,-311.0,806.0,806.0,806.0,0.0,349.0,5.0,0.0,403.0,0.0,14.0,14.0,387.0,0.0,0.0,0.0
407,0.0,0.0,2.5,0.0,-2.5,0.0,592.333,1062.667,139.0,488.833,2306.833,15.5,15.5,15.5,-1062.667,1154.667,1.0,-1154.667,1154.667,488.833,488.833,0.0,15.5,1174.167,0.0,1062.667,14.0,0.0,2.5,0.0,592.333,0.0,0.0,-1062.667,2306.833,2306.833,2306.833,0.0,1100.667,0.0,0.0,1154.667,0.0,14.0,14.0,543.833,0.0,0.0,0.0
423,0.0,0.0,5.0,211.5,0.0,0.0,0.0,211.5,139.0,0.0,586.0,23.0,23.0,23.0,0.0,293.0,1.0,-293.0,288.0,0.0,0.0,0.0,18.0,315.0,1157.5,1157.5,225.5,0.0,5.0,10.5,0.0,0.0,0.0,0.0,586.0,586.0,586.0,0.0,249.5,5.0,0.0,293.0,211.5,225.5,225.5,266.5,0.0,0.0,0.0
424,2719.0,2719.0,5.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,2882.0,23.0,23.0,23.0,0.0,1441.0,1.0,-1441.0,1436.0,0.0,0.0,0.0,18.0,1463.0,0.0,0.0,14.0,0.0,5.0,0.0,0.0,100.0,0.0,-1349.0,2882.0,2882.0,2882.0,1349.0,1387.0,5.0,0.0,1441.0,0.0,14.0,14.0,2774.0,0.0,0.0,0.0
425,2919.0,2919.0,5.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,3082.0,23.0,23.0,23.0,0.0,1541.0,1.0,-1541.0,1536.0,0.0,0.0,0.0,18.0,1563.0,100.0,100.0,14.0,0.0,5.0,0.0,0.0,0.0,0.0,-1449.0,3082.0,3082.0,3082.0,1449.0,1487.0,5.0,0.0,1541.0,0.0,14.0,14.0,2974.0,0.0,0.0,0.0
429,21.0,21.0,5.0,207.0,0.0,0.0,0.0,207.0,139.0,0.0,598.0,23.0,23.0,23.0,0.0,299.0,1.0,-299.0,294.0,0.0,0.0,0.0,18.0,321.0,1135.0,1135.0,221.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,598.0,598.0,598.0,0.0,245.0,5.0,0.0,299.0,207.0,221.0,221.0,283.0,0.0,0.0,0.0
430,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,139.0,247.182,410.182,23.0,23.0,23.0,0.0,205.091,1.0,-205.091,200.091,247.182,247.182,0.0,18.0,227.091,0.0,0.0,14.0,0.0,5.0,0.0,0.0,594.364,0.0,-113.091,410.182,410.182,410.182,113.091,151.091,5.0,0.0,205.091,0.0,14.0,14.0,302.182,0.0,0.0,0.0
432,0.0,0.0,5.0,198.0,0.0,0.0,0.0,198.0,139.0,21.0,580.0,23.0,23.0,23.0,0.0,290.0,1.0,-290.0,285.0,21.0,21.0,0.0,18.0,312.0,1132.0,1132.0,212.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,580.0,580.0,580.0,0.0,236.0,5.0,0.0,290.0,198.0,212.0,212.0,274.0,0.0,0.0,0.0
435,0.0,0.0,5.0,207.0,0.0,0.0,0.0,186.0,139.0,0.0,556.0,23.0,23.0,23.0,21.0,278.0,1.0,-278.0,273.0,0.0,0.0,0.0,18.0,300.0,1156.0,1135.0,221.0,0.0,5.0,0.0,0.0,0.0,0.0,21.0,556.0,556.0,556.0,0.0,224.0,5.0,0.0,278.0,207.0,221.0,221.0,262.0,0.0,0.0,0.0
436,0.0,0.0,2.5,0.0,-2.5,0.0,0.0,470.333,139.0,488.833,1122.167,15.5,15.5,15.5,-470.333,562.333,1.0,-562.333,562.333,488.833,488.833,0.0,15.5,581.833,592.333,1062.667,14.0,0.0,2.5,0.0,0.0,0.0,0.0,-470.333,1122.167,1122.167,1122.167,0.0,508.333,0.0,0.0,562.333,0.0,14.0,14.0,543.833,0.0,0.0,0.0
439,0.0,0.0,5.0,227.769,0.0,0.0,0.0,0.0,139.0,0.0,390.769,23.0,23.0,23.0,227.769,195.385,1.0,-195.385,190.385,0.0,0.0,0.0,18.0,217.385,1466.615,1238.846,241.769,0.0,5.0,124.385,0.0,0.0,0.0,0.0,390.769,390.769,390.769,227.769,265.769,5.0,0.0,195.385,227.769,241.769,241.769,282.769,0.0,0.0,0.0
442,0.0,0.0,5.0,207.0,0.0,0.0,21.0,207.0,139.0,0.0,598.0,23.0,23.0,23.0,0.0,299.0,1.0,-299.0,294.0,0.0,0.0,0.0,18.0,321.0,1135.0,1135.0,221.0,0.0,5.0,0.0,21.0,0.0,0.0,0.0,598.0,598.0,598.0,0.0,245.0,5.0,0.0,299.0,207.0,221.0,221.0,262.0,0.0,0.0,0.0
443,0.0,0.0,2.5,0.0,-2.5,0.0,0.0,322.25,139.0,340.75,826.0,15.5,15.5,15.5,-322.25,414.25,1.0,-414.25,414.25,340.75,340.75,0.0,15.5,433.75,0.0,322.25,14.0,0.0,2.5,0.0,0.0,444.25,0.0,-322.25,826.0,826.0,826.0,0.0,360.25,0.0,0.0,414.25,0.0,14.0,14.0,395.75,0.0,0.0,0.0
444,0.0,0.0,5.0,120.044,0.0,0.0,0.0,0.0,139.0,0.0,283.044,23.0,23.0,23.0,120.044,141.522,1.0,-141.522,136.522,0.0,0.0,0.0,18.0,163.522,120.044,0.0,134.044,0.0,5.0,70.522,0.0,700.217,0.0,0.0,283.044,283.044,283.044,120.044,158.044,5.0,0.0,141.522,120.044,134.044,134.044,175.044,0.0,0.0,0.0
450,0.0,0.0,2.5,0.0,-2.5,0.0,0.0,0.0,139.0,421.643,584.643,15.5,15.5,15.5,0.0,293.571,1.0,-293.571,293.571,421.643,421.643,0.0,15.5,313.071,928.286,928.286,14.0,0.0,2.5,0.0,0.0,0.0,0.0,-201.571,584.643,584.643,584.643,201.571,239.571,0.0,0.0,293.571,0.0,14.0,14.0,476.643,0.0,0.0,0.0
451,0.0,0.0,5.0,0.0,0.0,0.0,2919.0,0.0,139.0,0.0,3082.0,23.0,23.0,23.0,0.0,1541.0,1.0,-1541.0,1536.0,0.0,0.0,0.0,18.0,1563.0,100.0,100.0,14.0,0.0,5.0,0.0,2919.0,0.0,0.0,-1449.0,3082.0,3082.0,3082.0,1449.0,1487.0,5.0,0.0,1541.0,0.0,14.0,14.0,55.0,0.0,0.0,0.0
457,0.0,0.0,5.0,194.6,0.0,0.0,0.0,0.0,139.0,0.0,357.6,23.0,23.0,23.0,194.6,178.8,1.0,-178.8,173.8,0.0,0.0,0.0,18.0,200.8,1267.6,1073.0,208.6,0.0,5.0,0.0,0.0,0.0,0.0,107.8,357.6,357.6,357.6,86.8,124.8,5.0,0.0,178.8,194.6,208.6,208.6,249.6,0.0,0.0,0.0
461,202.125,202.125,5.0,181.125,0.0,0.0,0.0,0.0,139.0,0.0,546.25,23.0,23.0,23.0,181.125,273.125,1.0,-273.125,268.125,0.0,0.0,0.0,18.0,295.125,1186.75,1005.625,195.125,0.0,5.0,0.0,0.0,0.0,0.0,0.0,546.25,546.25,546.25,181.125,219.125,5.0,0.0,273.125,181.125,195.125,195.125,438.25,0.0,0.0,0.0
462,0.0,0.0,5.0,0.0,0.0,0.0,2719.0,0.0,139.0,0.0,2882.0,23.0,23.0,23.0,0.0,1441.0,1.0,-1441.0,1436.0,0.0,0.0,0.0,18.0,1463.0,0.0,0.0,14.0,0.0,5.0,0.0,2719.0,100.0,0.0,-1349.0,2882.0,2882.0,2882.0,1349.0,1387.0,5.0,0.0,1441.0,0.0,14.0,14.0,55.0,0.0,0.0,0.0
463,0.0,0.0,5.0,183.75,0.0,0.0,0.0,0.0,139.0,0.0,346.75,23.0,23.0,23.0,183.75,173.375,1.0,-173.375,168.375,0.0,0.0,0.0,18.0,195.375,1202.5,1018.75,197.75,81.375,5.0,0.0,0.0,0.0,0.0,183.75,346.75,346.75,346.75,0.0,38.0,5.0,0.0,173.375,183.75,197.75,197.75,238.75,0.0,0.0,0.0
465,0.0,0.0,5.0,181.125,0.0,0.0,202.125,0.0,139.0,0.0,546.25,23.0,23.0,23.0,181.125,273.125,1.0,-273.125,268.125,0.0,0.0,0.0,18.0,295.125,1186.75,1005.625,195.125,0.0,5.0,0.0,202.125,0.0,0.0,0.0,546.25,546.25,546.25,181.125,219.125,5.0,0.0,273.125,181.125,195.125,195.125,236.125,0.0,0.0,0.0
468,0.0,0.0,5.0,126.0,0.0,0.0,0.0,0.0,139.0,147.0,436.0,23.0,23.0,23.0,126.0,218.0,1.0,-218.0,213.0,147.0,147.0,0.0,18.0,240.0,1150.0,1024.0,140.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,436.0,436.0,436.0,126.0,164.0,5.0,0.0,218.0,126.0,140.0,140.0,328.0,0.0,0.0,0.0
475,0.0,0.0,5.0,108.76,0.0,0.0,0.0,0.0,139.0,0.0,271.76,23.0,23.0,23.0,108.76,135.88,1.0,-135.88,130.88,0.0,0.0,0.0,18.0,157.88,108.76,0.0,122.76,0.0,5.0,0.0,0.0,643.8,0.0,64.88,271.76,271.76,271.76,43.88,81.88,5.0,0.0,135.88,108.76,122.76,122.76,163.76,0.0,0.0,0.0
478,124.769,124.769,5.0,103.769,0.0,0.0,0.0,0.0,139.0,0.0,391.538,23.0,23.0,23.0,103.769,195.769,1.0,-195.769,190.769,0.0,0.0,0.0,18.0,217.769,103.769,0.0,117.769,0.0,5.0,0.0,0.0,618.846,0.0,0.0,391.538,391.538,391.538,103.769,141.769,5.0,0.0,195.769,103.769,117.769,117.769,283.538,0.0,0.0,0.0
479,0.0,0.0,5.0,105.385,0.0,0.0,0.0,0.0,139.0,0.0,268.385,23.0,23.0,23.0,105.385,134.192,1.0,-134.192,129.192,0.0,0.0,0.0,18.0,156.192,105.385,0.0,119.385,42.192,5.0,0.0,0.0,626.923,0.0,105.385,268.385,268.385,268.385,0.0,38.0,5.0,0.0,134.192,105.385,119.385,119.385,160.385,0.0,0.0,0.0
481,0.0,0.0,2.5,0.0,-2.5,0.0,0.0,0.0,139.0,252.864,415.864,15.5,15.5,15.5,0.0,209.182,1.0,-209.182,209.182,252.864,252.864,0.0,15.5,228.682,0.0,0.0,14.0,0.0,2.5,0.0,0.0,590.727,0.0,-117.182,415.864,415.864,415.864,117.182,155.182,0.0,0.0,209.182,0.0,14.0,14.0,307.864,0.0,0.0,0.0
485,2951.5,2951.5,2.5,0.0,-2.5,0.0,0.0,0.0,139.0,0.0,3114.5,15.5,15.5,15.5,0.0,1558.5,1.0,-1558.5,1558.5,0.0,0.0,0.0,15.5,1578.0,85.0,85.0,14.0,0.0,2.5,0.0,0.0,0.0,0.0,-1466.5,3114.5,3114.5,3114.5,1466.5,1504.5,0.0,0.0,1558.5,0.0,14.0,14.0,3006.5,0.0,0.0,0.0
486,0.0,0.0,5.0,103.769,0.0,0.0,124.769,0.0,139.0,0.0,391.538,23.0,23.0,23.0,103.769,195.769,1.0,-195.769,190.769,0.0,0.0,0.0,18.0,217.769,103.769,0.0,117.769,0.0,5.0,0.0,124.769,618.846,0.0,0.0,391.538,391.538,391.538,103.769,141.769,5.0,0.0,195.769,103.769,117.769,117.769,158.769,0.0,0.0,0.0
487,0.0,0.0,5.0,69.111,0.0,0.0,0.0,0.0,139.0,90.111,322.222,23.0,23.0,23.0,69.111,161.111,1.0,-161.111,156.111,90.111,90.111,0.0,18.0,183.111,69.111,0.0,83.111,0.0,5.0,0.0,0.0,625.778,0.0,0.0,322.222,322.222,322.222,69.111,107.111,5.0,0.0,161.111,69.111,83.111,83.111,214.222,0.0,0.0,0.0
488,0.0,0.0,5.0,112.417,0.0,0.0,0.0,91.417,139.0,0.0,366.833,23.0,23.0,23.0,21.0,183.417,1.0,-183.417,178.417,0.0,0.0,0.0,18.0,205.417,21.0,0.0,126.417,0.0,5.0,0.0,0.0,662.083,0.0,21.0,366.833,366.833,366.833,0.0,129.417,5.0,0.0,183.417,112.417,126.417,126.417,167.417,0.0,0.0,0.0
489,0.0,0.0,5.0,115.042,0.0,0.0,0.0,115.042,139.0,0.0,393.083,23.0,23.0,23.0,0.0,196.542,1.0,-196.542,191.542,0.0,0.0,0.0,18.0,218.542,0.0,0.0,129.042,0.0,5.0,10.5,0.0,675.208,0.0,0.0,393.083,393.083,393.083,0.0,153.042,5.0,0.0,196.542,115.042,129.042,129.042,170.042,0.0,0.0,0.0
497,0.0,0.0,5.0,0.0,0.0,0.0,1526.0,56.0,139.0,0.0,1745.0,23.0,23.0,23.0,-56.0,872.5,1.0,-872.5,867.5,0.0,0.0,0.0,18.0,894.5,44.0,100.0,14.0,724.5,5.0,0.0,1526.0,0.0,0.0,-56.0,1745.0,1745.0,1745.0,0.0,94.0,5.0,0.0,872.5,0.0,14.0,14.0,55.0,0.0,0.0,0.0
499,0.0,0.0,5.0,0.0,0.0,0.0,1482.0,56.0,139.0,0.0,1701.0,23.0,23.0,23.0,-56.0,850.5,1.0,-850.5,845.5,0.0,0.0,0.0,18.0,872.5,0.0,56.0,14.0,702.5,5.0,0.0,1482.0,44.0,0.0,-56.0,1701.0,1701.0,1701.0,0.0,94.0,5.0,0.0,850.5,0.0,14.0,14.0,55.0,0.0,0.0,0.0
500,1570.0,1570.0,5.0,0.0,0.0,0.0,0.0,100.0,139.0,0.0,1833.0,23.0,23.0,23.0,-100.0,916.5,1.0,-916.5,911.5,0.0,0.0,0.0,18.0,938.5,0.0,100.0,14.0,724.5,5.0,0.0,0.0,0.0,0.0,-100.0,1833.0,1833.0,1833.0,0.0,138.0,5.0,0.0,916.5,0.0,14.0,14.0,1625.0,0.0,0.0,0.0
501,0.0,0.0,5.0,0.0,0.0,0.0,1570.0,100.0,139.0,0.0,1833.0,23.0,23.0,23.0,-100.0,916.5,1.0,-916.5,911.5,0.0,0.0,0.0,18.0,938.5,0.0,100.0,14.0,724.5,5.0,0.0,1570.0,0.0,0.0,-100.0,1833.0,1833.0,1833.0,0.0,138.0,5.0,0.0,916.5,0.0,14.0,14.0,55.0,0.0,0.0,0.0
502,2781.5,2781.5,2.5,0.0,-2.5,0.0,0.0,0.0,139.0,0.0,2944.5,15.5,15.5,15.5,0.0,1473.5,1.0,-1473.5,1473.5,0.0,0.0,0.0,15.5,1493.0,0.0,0.0,14.0,0.0,2.5,0.0,0.0,85.0,0.0,-1381.5,2944.5,2944.5,2944.5,1381.5,1419.5,0.0,0.0,1473.5,0.0,14.0,14.0,2836.5,0.0,0.0,0.0
504,0.0,0.0,5.0,103.667,0.0,0.0,0.0,103.667,139.0,21.0,391.333,23.0,23.0,23.0,0.0,195.667,1.0,-195.667,190.667,21.0,21.0,0.0,18.0,217.667,0.0,0.0,117.667,0.0,5.0,0.0,0.0,660.333,0.0,0.0,391.333,391.333,391.333,0.0,141.667,5.0,0.0,195.667,103.667,117.667,117.667,179.667,0.0,0.0,0.0
505,21.0,21.0,5.0,112.417,0.0,0.0,0.0,112.417,139.0,0.0,408.833,23.0,23.0,23.0,0.0,204.417,1.0,-204.417,199.417,0.0,0.0,0.0,18.0,226.417,0.0,0.0,126.417,0.0,5.0,0.0,0.0,662.083,0.0,0.0,408.833,408.833,408.833,0.0,150.417,5.0,0.0,204.417,112.417,126.417,126.417,188.417,0.0,0.0,0.0
506,44.0,44.0,5.0,0.0,0.0,0.0,1526.0,100.0,139.0,0.0,1833.0,23.0,23.0,23.0,-100.0,916.5,1.0,-916.5,911.5,0.0,0.0,0.0,18.0,938.5,0.0,100.0,14.0,724.5,5.0,0.0,1526.0,0.0,0.0,-100.0,1833.0,1833.0,1833.0,0.0,138.0,5.0,0.0,916.5,0.0,14.0,14.0,99.0,0.0,0.0,0.0
510,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,139.0,367.5,530.5,23.0,23.0,23.0,0.0,265.25,1.0,-265.25,260.25,367.5,367.5,0.0,18.0,287.25,835.0,835.0,14.0,173.25,5.0,0.0,0.0,0.0,0.0,0.0,530.5,530.5,530.5,0.0,38.0,5.0,0.0,265.25,0.0,14.0,14.0,422.5,0.0,0.0,0.0
512,0.0,0.0,5.0,112.417,0.0,0.0,21.0,112.417,139.0,0.0,408.833,23.0,23.0,23.0,0.0,204.417,1.0,-204.417,199.417,0.0,0.0,0.0,18.0,226.417,0.0,0.0,126.417,0.0,5.0,0.0,21.0,662.083,0.0,0.0,408.833,408.833,408.833,0.0,150.417,5.0,0.0,204.417,112.417,126.417,126.417,167.417,0.0,0.0,0.0
515,0.0,0.0,2.5,229.885,-2.5,0.0,0.0,0.0,139.0,0.0,392.885,15.5,15.5,15.5,229.885,197.692,1.0,-197.692,197.692,0.0,0.0,0.0,15.5,217.192,1464.308,1234.423,243.885,0.0,2.5,124.192,0.0,0.0,0.0,0.0,392.885,392.885,392.885,229.885,267.885,0.0,0.0,197.692,229.885,243.885,243.885,284.885,0.0,0.0,0.0
518,0.0,0.0,2.5,0.0,-2.5,0.0,1497.0,48.5,139.0,0.0,1708.5,15.5,15.5,15.5,-48.5,855.5,1.0,-855.5,855.5,0.0,0.0,0.0,15.5,875.0,0.0,48.5,14.0,715.0,2.5,0.0,1497.0,36.5,0.0,-48.5,1708.5,1708.5,1708.5,0.0,86.5,0.0,0.0,855.5,0.0,14.0,14.0,55.0,0.0,0.0,0.0
519,1570.0,1570.0,2.5,0.0,-2.5,0.0,0.0,85.0,139.0,0.0,1818.0,15.5,15.5,15.5,-85.0,910.25,1.0,-910.25,910.25,0.0,0.0,0.0,15.5,929.75,0.0,85.0,14.0,733.25,2.5,0.0,0.0,0.0,0.0,-85.0,1818.0,1818.0,1818.0,0.0,123.0,0.0,0.0,910.25,0.0,14.0,14.0,1625.0,0.0,0.0,0.0
521,0.0,0.0,2.5,122.544,-2.5,0.0,0.0,0.0,139.0,0.0,285.544,15.5,15.5,15.5,122.544,144.022,1.0,-144.022,144.022,0.0,0.0,0.0,15.5,163.522,122.544,0.0,136.544,0.0,2.5,70.522,0.0,697.717,0.0,0.0,285.544,285.544,285.544,122.544,160.544,0.0,0.0,144.022,122.544,136.544,136.544,177.544,0.0,0.0,0.0
522,0.0,0.0,2.5,0.0,-2.5,0.0,1570.0,85.0,139.0,0.0,1818.0,15.5,15.5,15.5,-85.0,910.25,1.0,-910.25,910.25,0.0,0.0,0.0,15.5,929.75,0.0,85.0,14.0,733.25,2.5,0.0,1570.0,0.0,0.0,-85.0,1818.0,1818.0,1818.0,0.0,123.0,0.0,0.0,910.25,0.0,14.0,14.0,55.0,0.0,0.0,0.0
523,0.0,0.0,2.5,0.0,-2.5,0.0,2951.5,0.0,139.0,0.0,3114.5,15.5,15.5,15.5,0.0,1558.5,1.0,-1558.5,1558.5,0.0,0.0,0.0,15.5,1578.0,85.0,85.0,14.0,0.0,2.5,0.0,2951.5,0.0,0.0,-1466.5,3114.5,3114.5,3114.5,1466.5,1504.5,0.0,0.0,1558.5,0.0,14.0,14.0,55.0,0.0,0.0,0.0
