,efm,reaction,dq/dKeq,dlnq/dlnKeq,dmu/dKeq,dlnmu/dlnKeq
4964,725,R41,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
4965,725,R54ra,-4.05e+01,-1.02e-02,6.71e-02,1.01e-02
4966,725,R54rb,-1.43e-06,-4.45e-04,2.38e-09,4.40e-04
4967,725,R5r,-1.20e+03,-4.00e-02,1.99e+00,3.96e-02
4968,725,R6r,3.84e-02,4.84e-02,-6.36e-05,-4.79e-02
4969,725,R7ra,-4.21e+00,-4.18e-02,6.98e-03,4.13e-02
4970,725,R7rb,-2.11e-04,-1.72e-02,3.50e-07,1.70e-02
4971,725,R7rc,-1.23e+00,-2.22e-02,2.04e-03,2.20e-02
4972,725,R8r,-4.46e-02,-1.75e-02,7.39e-05,1.73e-02
4973,725,R93,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
4974,725,R95,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
4975,725,R96,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
4976,726,R1,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
4977,726,R10a,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
4978,726,R10b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
4979,726,R10c,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
4980,726,R11r,4.13e-05,5.02e-06,-1.51e-08,-5.00e-06
4981,726,R12r,-2.21e-05,-2.69e-06,8.09e-09,2.67e-06
4982,726,R15r,2.37e-05,4.66e-05,-8.68e-09,-4.63e-05
4983,726,R21,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
4984,726,R22,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
4985,726,R23r,-5.33e-03,-2.06e-05,1.95e-06,2.05e-05
4986,726,R24,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
4987,726,R27b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
4988,726,R28r,1.30e-04,3.21e-05,-4.75e-08,-3.20e-05
4989,726,R29r,1.95e+01,6.23e-05,-7.12e-03,-6.19e-05
4990,726,R2r,-1.30e+00,-3.46e-02,4.74e-04,3.44e-02
4991,726,R3,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
4992,726,R40,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
4993,726,R41,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
4994,726,R54ra,-1.20e+02,-1.42e-02,4.39e-02,1.41e-02
4995,726,R54rb,-6.56e-06,-9.50e-04,2.40e-09,9.45e-04
4996,726,R5r,-2.38e+03,-3.70e-02,8.70e-01,3.69e-02
4997,726,R6r,7.34e-02,4.32e-02,-2.69e-05,-4.30e-02
4998,726,R7ra,-1.02e+01,-4.72e-02,3.73e-03,4.70e-02
4999,726,R7rb,-7.35e-04,-2.80e-02,2.69e-07,2.78e-02
5000,726,R7rc,-4.23e+00,-3.56e-02,1.55e-03,3.54e-02
5001,726,R8r,-1.71e-01,-3.13e-02,6.25e-05,3.11e-02
5002,726,R93,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5003,726,R95,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5004,728,R1,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5005,728,R10a,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5006,728,R10b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5007,728,R10c,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5008,728,R12r,-4.74e-05,-3.39e-05,5.71e-07,3.29e-05
5009,728,R13r,-1.03e-05,-1.16e-05,1.24e-07,1.12e-05
5010,728,R14r,-1.82e-05,-5.05e-06,2.20e-07,4.90e-06
5011,728,R15r,1.52e-05,1.76e-04,-1.84e-07,-1.71e-04
5012,728,R20,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5013,728,R21,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5014,728,R22,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5015,728,R23r,-2.72e-03,-6.18e-05,3.28e-05,6.00e-05
5016,728,R24,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5017,728,R2r,-2.00e-01,-3.14e-02,2.41e-03,3.05e-02
5018,728,R3,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5019,728,R40,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5020,728,R54ra,-1.32e+01,-9.21e-03,1.60e-01,8.93e-03
5021,728,R54rb,-6.30e-07,-5.37e-04,7.59e-09,5.21e-04
5022,728,R55a,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5023,728,R55b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5024,728,R5r,-4.93e+02,-4.52e-02,5.94e+00,4.38e-02
5025,728,R6r,1.60e-02,5.55e-02,-1.93e-04,-5.39e-02
5026,728,R7ra,-1.78e+00,-4.86e-02,2.15e-02,4.71e-02
5027,728,R7rb,-1.00e-04,-2.24e-02,1.21e-06,2.17e-02
5028,728,R7rc,-6.32e-01,-3.13e-02,7.61e-03,3.04e-02
5029,728,R8r,-2.34e-02,-2.53e-02,2.83e-04,2.45e-02
5030,728,R9,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5031,728,R91,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5032,728,R93,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5033,728,R96,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5034,729,R1,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5035,729,R11r,1.92e-04,4.72e-04,-2.37e-05,-4.27e-04
5036,729,R12r,-7.62e-05,-1.87e-04,9.42e-06,1.69e-04
5037,729,R13r,1.41e-04,5.46e-04,-1.75e-05,-4.94e-04
5038,729,R14r,3.62e-04,3.45e-04,-4.47e-05,-3.12e-04
5039,729,R15r,6.10e-05,2.42e-03,-7.54e-06,-2.19e-03
5040,729,R20,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5041,729,R22,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5042,729,R23r,-4.44e-02,-3.47e-03,5.49e-03,3.14e-03
5043,729,R24,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5044,729,R25,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5045,729,R26r,-2.31e-03,-1.28e-03,2.86e-04,1.15e-03
5046,729,R27b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5047,729,R28r,4.41e-03,2.21e-02,-5.45e-04,-2.00e-02
5048,729,R29r,1.69e+02,1.09e-02,-2.09e+01,-9.90e-03
5049,729,R2r,-1.12e-01,-6.05e-02,1.39e-02,5.47e-02
5050,729,R3,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5051,729,R40,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5052,729,R53r,-5.83e-09,-1.27e-04,7.21e-10,1.15e-04
5053,729,R5r,-3.51e+02,-1.10e-01,4.33e+01,9.99e-02
5054,729,R6r,1.33e-02,1.59e-01,-1.65e-03,-1.44e-01
5055,729,R7ra,-6.99e-01,-6.54e-02,8.64e-02,5.92e-02
5056,729,R7rb,-2.82e-05,-2.17e-02,3.48e-06,1.96e-02
5057,729,R7rc,-3.26e-01,-5.55e-02,4.03e-02,5.02e-02
5058,729,R8r,-9.95e-03,-3.68e-02,1.23e-03,3.33e-02
5059,729,R93,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5060,729,R94,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5061,729,R95,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5062,729,R96,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5063,732,R1,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5064,732,R10a,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5065,732,R10b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5066,732,R10c,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5067,732,R11r,5.28e-05,1.37e-04,-7.23e-06,-1.24e-04
5068,732,R12r,-2.05e-05,-5.33e-05,2.80e-06,4.79e-05
5069,732,R15r,3.57e-05,1.50e-03,-4.88e-06,-1.35e-03
5070,732,R20,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5071,732,R22,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5072,732,R23r,-1.05e-03,-8.66e-05,1.43e-04,7.79e-05
5073,732,R24,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5074,732,R27b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5075,732,R28r,8.37e-04,4.43e-03,-1.15e-04,-3.99e-03
5076,732,R29r,1.24e+02,8.50e-03,-1.70e+01,-7.64e-03
5077,732,R2r,-8.83e-02,-5.04e-02,1.21e-02,4.54e-02
5078,732,R3,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5079,732,R40,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5080,732,R41,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5081,732,R53r,-4.01e-08,-9.24e-04,5.49e-09,8.31e-04
5082,732,R5r,-3.51e+02,-1.17e-01,4.81e+01,1.05e-01
5083,732,R6r,1.38e-02,1.74e-01,-1.89e-03,-1.56e-01
5084,732,R7ra,-5.04e-01,-4.99e-02,6.90e-02,4.49e-02
5085,732,R7rb,-2.01e-05,-1.64e-02,2.75e-06,1.47e-02
5086,732,R7rc,-2.80e-01,-5.05e-02,3.84e-02,4.54e-02
5087,732,R8r,-8.19e-03,-3.21e-02,1.12e-03,2.89e-02
5088,732,R93,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5089,732,R94,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5090,732,R95,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5091,732,R96,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5092,733,R1,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5093,733,R10a,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5094,733,R10b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5095,733,R10c,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5096,733,R11r,5.23e-05,1.31e-04,-6.67e-06,-1.18e-04
5097,733,R12r,-2.03e-05,-5.07e-05,2.59e-06,4.58e-05
5098,733,R15r,3.53e-05,1.43e-03,-4.50e-06,-1.29e-03
5099,733,R21,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5100,733,R22,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5101,733,R23r,-1.70e-03,-1.35e-04,2.16e-04,1.22e-04
5102,733,R24,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5103,733,R27b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5104,733,R28r,1.78e-03,9.09e-03,-2.28e-04,-8.21e-03
5105,733,R29r,1.58e+02,1.04e-02,-2.02e+01,-9.39e-03
5106,733,R2r,-9.55e-02,-5.24e-02,1.22e-02,4.73e-02
5107,733,R3,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5108,733,R40,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5109,733,R41,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5110,733,R53r,-2.63e-08,-5.83e-04,3.35e-09,5.26e-04
5111,733,R5r,-3.62e+02,-1.16e-01,4.62e+01,1.05e-01
5112,733,R6r,1.41e-02,1.71e-01,-1.80e-03,-1.55e-01
5113,733,R7ra,-5.63e-01,-5.36e-02,7.18e-02,4.84e-02
5114,733,R7rb,-2.26e-05,-1.77e-02,2.88e-06,1.60e-02
5115,733,R7rc,-3.04e-01,-5.26e-02,3.87e-02,4.75e-02
5116,733,R8r,-9.01e-03,-3.40e-02,1.15e-03,3.07e-02
5117,733,R93,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5118,733,R94,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5119,733,R95,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5120,736,R1,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5121,736,R10a,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5122,736,R10b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5123,736,R10c,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5124,736,R12r,-4.95e-05,-3.64e-05,6.28e-07,3.52e-05
5125,736,R13r,-1.08e-05,-1.24e-05,1.37e-07,1.21e-05
5126,736,R14r,-1.85e-05,-5.28e-06,2.35e-07,5.12e-06
5127,736,R15r,1.53e-05,1.82e-04,-1.94e-07,-1.76e-04
5128,736,R20,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5129,736,R22,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5130,736,R23r,-3.03e-03,-7.08e-05,3.85e-05,6.86e-05
5131,736,R24,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5132,736,R2r,-1.87e-01,-3.02e-02,2.38e-03,2.93e-02
5133,736,R3,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5134,736,R40,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5135,736,R54ra,-1.15e+01,-8.19e-03,1.46e-01,7.94e-03
5136,736,R54rb,-4.53e-07,-3.97e-04,5.75e-09,3.84e-04
5137,736,R55a,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5138,736,R55b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5139,736,R5r,-4.96e+02,-4.67e-02,6.29e+00,4.53e-02
5140,736,R6r,1.61e-02,5.73e-02,-2.04e-04,-5.56e-02
5141,736,R7ra,-1.76e+00,-4.92e-02,2.23e-02,4.77e-02
5142,736,R7rb,-9.38e-05,-2.16e-02,1.19e-06,2.09e-02
5143,736,R7rc,-5.83e-01,-2.97e-02,7.40e-03,2.88e-02
5144,736,R8r,-2.13e-02,-2.36e-02,2.70e-04,2.29e-02
5145,736,R9,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5146,736,R91,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5147,736,R93,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5148,736,R96,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5149,738,R1,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5150,738,R11r,1.90e-04,7.32e-04,-5.18e-05,-6.28e-04
5151,738,R12r,-7.55e-05,-2.90e-04,2.05e-05,2.49e-04
5152,738,R13r,1.40e-04,8.46e-04,-3.81e-05,-7.26e-04
5153,738,R14r,3.59e-04,5.34e-04,-9.77e-05,-4.59e-04
5154,738,R15r,6.05e-05,3.75e-03,-1.65e-05,-3.22e-03
5155,738,R20,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5156,738,R22,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5157,738,R23r,-1.27e-03,-1.55e-04,3.46e-04,1.33e-04
5158,738,R24,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5159,738,R27b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5160,738,R28r,3.34e-03,2.62e-02,-9.09e-04,-2.24e-02
5161,738,R29r,1.28e+02,1.29e-02,-3.48e+01,-1.11e-02
5162,738,R2r,-7.74e-02,-6.53e-02,2.11e-02,5.61e-02
5163,738,R3,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5164,738,R40,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5165,738,R55a,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5166,738,R55b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5167,738,R5r,-2.26e+02,-1.12e-01,6.16e+01,9.57e-02
5168,738,R6r,8.58e-03,1.60e-01,-2.33e-03,-1.37e-01
5169,738,R7ra,-4.63e-01,-6.77e-02,1.26e-01,5.81e-02
5170,738,R7rb,-1.88e-05,-2.27e-02,5.12e-06,1.94e-02
5171,738,R7rc,-2.13e-01,-5.68e-02,5.81e-02,4.87e-02
5172,738,R8r,-6.56e-03,-3.80e-02,1.79e-03,3.26e-02
5173,738,R91,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5174,738,R93,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5175,738,R95,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5176,738,R96,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5177,738,RR9,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5178,742,R1,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5179,742,R10a,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5180,742,R10b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5181,742,R10c,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5182,742,R11r,4.68e-05,6.60e-05,-2.07e-06,-6.22e-05
5183,742,R12r,-1.87e-05,-2.64e-05,8.26e-07,2.49e-05
5184,742,R15r,3.04e-05,6.92e-04,-1.34e-06,-6.52e-04
5185,742,R21,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5186,742,R22,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5187,742,R23r,-1.87e-03,-8.39e-05,8.27e-05,7.91e-05
5188,742,R24,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5189,742,R27b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5190,742,R28r,2.47e-04,7.10e-04,-1.09e-05,-6.69e-04
5191,742,R29r,4.84e+01,1.80e-03,-2.14e+00,-1.69e-03
5192,742,R2r,-2.40e-01,-7.42e-02,1.06e-02,6.99e-02
5193,742,R3,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5194,742,R40,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5195,742,R41,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5196,742,R53r,-1.11e-09,-1.38e-05,4.89e-11,1.30e-05
5197,742,R54ra,-2.07e+01,-2.83e-02,9.12e-01,2.67e-02
5198,742,R54rb,-1.06e-05,-1.78e-02,4.67e-07,1.67e-02
5199,742,R5r,-6.06e+02,-1.09e-01,2.67e+01,1.03e-01
5200,742,R6r,2.17e-02,1.48e-01,-9.58e-04,-1.40e-01
5201,742,R7ra,-1.75e+00,-9.40e-02,7.73e-02,8.86e-02
5202,742,R7rb,-8.74e-05,-3.85e-02,3.86e-06,3.63e-02
5203,742,R7rc,-7.61e-01,-7.43e-02,3.36e-02,7.00e-02
5204,742,R8r,-2.59e-02,-5.50e-02,1.14e-03,5.19e-02
5205,742,R93,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5206,742,R94,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5207,742,R95,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5208,743,R1,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5209,743,R10a,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5210,743,R10b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5211,743,R10c,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5212,743,R11r,4.65e-05,6.33e-05,-1.92e-06,-5.98e-05
5213,743,R12r,-1.90e-05,-2.58e-05,7.84e-07,2.44e-05
5214,743,R15r,3.03e-05,6.64e-04,-1.25e-06,-6.27e-04
5215,743,R20,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5216,743,R22,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5217,743,R23r,-1.30e-02,-5.63e-04,5.37e-04,5.32e-04
5218,743,R24,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5219,743,R25,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5220,743,R26r,-9.27e-05,-2.83e-05,3.82e-06,2.67e-05
5221,743,R29r,3.57e+01,1.28e-03,-1.47e+00,-1.21e-03
5222,743,R2r,-2.17e-01,-6.48e-02,8.95e-03,6.12e-02
5223,743,R3,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5224,743,R40,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5225,743,R41,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5226,743,R53r,-1.89e-09,-2.28e-05,7.80e-11,2.15e-05
5227,743,R54ra,-9.76e+00,-1.29e-02,4.02e-01,1.22e-02
5228,743,R54rb,-2.73e-06,-4.42e-03,1.13e-07,4.18e-03
5229,743,R5r,-6.11e+02,-1.06e-01,2.52e+01,1.00e-01
5230,743,R6r,2.18e-02,1.44e-01,-8.99e-04,-1.36e-01
5231,743,R7ra,-1.73e+00,-8.96e-02,7.13e-02,8.46e-02
5232,743,R7rb,-7.95e-05,-3.38e-02,3.28e-06,3.20e-02
5233,743,R7rc,-6.69e-01,-6.30e-02,2.76e-02,5.95e-02
5234,743,R8r,-2.19e-02,-4.47e-02,9.00e-04,4.23e-02
5235,743,R93,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5236,743,R94,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5237,743,R95,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5238,743,R96,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5239,744,R1,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5240,744,R10a,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5241,744,R10b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5242,744,R10c,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5243,744,R11r,3.99e-05,1.94e-05,-2.25e-07,-1.90e-05
5244,744,R12r,-2.00e-05,-9.69e-06,1.13e-07,9.49e-06
5245,744,R15r,2.55e-05,2.00e-04,-1.44e-07,-1.96e-04
5246,744,R20,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5247,744,R22,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5248,744,R23r,-2.59e-02,-4.00e-04,1.47e-04,3.92e-04
5249,744,R24,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5250,744,R25,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5251,744,R26r,-9.18e-05,-1.00e-05,5.19e-07,9.80e-06
5252,744,R29r,1.08e+01,1.38e-04,-6.13e-02,-1.36e-04
5253,744,R2r,-2.78e-01,-2.96e-02,1.57e-03,2.90e-02
5254,744,R3,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5255,744,R40,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5256,744,R41,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5257,744,R54ra,-1.79e+01,-8.43e-03,1.01e-01,8.26e-03
5258,744,R54rb,-7.06e-07,-4.08e-04,3.99e-09,4.00e-04
5259,744,R55a,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5260,744,R55b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5261,744,R5r,-7.32e+02,-4.55e-02,4.14e+00,4.46e-02
5262,744,R6r,2.37e-02,5.57e-02,-1.34e-04,-5.46e-02
5263,744,R7ra,-2.61e+00,-4.82e-02,1.47e-02,4.72e-02
5264,744,R7rb,-1.40e-04,-2.13e-02,7.91e-07,2.08e-02
5265,744,R7rc,-8.65e-01,-2.91e-02,4.89e-03,2.85e-02
5266,744,R8r,-3.17e-02,-2.32e-02,1.79e-04,2.27e-02
5267,744,R91,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5268,744,R93,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5269,744,R95,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5270,744,R96,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5271,745,R1,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5272,745,R11r,1.80e-04,5.41e-04,-3.18e-05,-4.79e-04
5273,745,R12r,-7.08e-05,-2.13e-04,1.25e-05,1.88e-04
5274,745,R13r,1.29e-04,6.09e-04,-2.28e-05,-5.40e-04
5275,745,R14r,3.38e-04,3.93e-04,-5.98e-05,-3.48e-04
5276,745,R15r,5.57e-05,2.70e-03,-9.86e-06,-2.39e-03
5277,745,R20,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5278,745,R22,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5279,745,R23r,-1.43e-03,-1.36e-04,2.53e-04,1.21e-04
5280,745,R24,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5281,745,R27b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5282,745,R28r,2.12e-03,1.30e-02,-3.76e-04,-1.15e-02
5283,745,R29r,5.63e+01,4.45e-03,-9.97e+00,-3.94e-03
5284,745,R2r,-1.18e-01,-7.77e-02,2.09e-02,6.88e-02
5285,745,R3,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5286,745,R40,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5287,745,R54ra,-7.23e+00,-2.11e-02,1.28e+00,1.87e-02
5288,745,R54rb,-4.11e-06,-1.47e-02,7.29e-07,1.30e-02
5289,745,R55a,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5290,745,R55b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5291,745,R5r,-3.03e+02,-1.17e-01,5.37e+01,1.03e-01
5292,745,R6r,1.09e-02,1.59e-01,-1.94e-03,-1.41e-01
5293,745,R7ra,-8.32e-01,-9.52e-02,1.47e-01,8.43e-02
5294,745,R7rb,-3.99e-05,-3.75e-02,7.06e-06,3.32e-02
5295,745,R7rc,-3.58e-01,-7.45e-02,6.34e-02,6.60e-02
5296,745,R8r,-1.20e-02,-5.42e-02,2.12e-03,4.80e-02
5297,745,R91,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5298,745,R93,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5299,745,R95,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5300,745,R96,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5301,748,R1,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5302,748,R11r,1.90e-04,7.38e-04,-5.25e-05,-6.32e-04
5303,748,R12r,-7.55e-05,-2.92e-04,2.08e-05,2.51e-04
5304,748,R13r,1.40e-04,8.53e-04,-3.86e-05,-7.31e-04
5305,748,R14r,3.59e-04,5.38e-04,-9.89e-05,-4.61e-04
5306,748,R15r,6.05e-05,3.79e-03,-1.67e-05,-3.24e-03
5307,748,R20,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5308,748,R22,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5309,748,R23r,-1.28e-03,-1.58e-04,3.54e-04,1.35e-04
5310,748,R24,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5311,748,R27b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5312,748,R28r,3.30e-03,2.60e-02,-9.10e-04,-2.23e-02
5313,748,R29r,1.26e+02,1.29e-02,-3.49e+01,-1.10e-02
5314,748,R2r,-7.84e-02,-6.67e-02,2.16e-02,5.72e-02
5315,748,R3,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5316,748,R40,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5317,748,R53r,-3.73e-11,-1.28e-06,1.03e-11,1.10e-06
5318,748,R55a,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5319,748,R55b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
5320,748,R5r,-2.25e+02,-1.12e-01,6.21e+01,9.57e-02
5321,748,R6r,8.53e-03,1.60e-01,-2.35e-03,-1.37e-01
5322,748,R7ra,-4.57e-01,-6.75e-02,1.26e-01,5.78e-02
