,efm,reaction,dq/dKeq,dlnq/dlnKeq,dmu/dKeq,dlnmu/dlnKeq
1697,328,R12r,-1.51e-05,-2.23e-05,7.29e-07,2.10e-05
1698,328,R13r,-2.45e-06,-5.71e-06,1.19e-07,5.37e-06
1699,328,R14r,-2.53e-05,-1.45e-05,1.23e-06,1.37e-05
1700,328,R15r,1.65e-05,3.95e-04,-8.00e-07,-3.71e-04
1701,328,R21,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1702,328,R22,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1703,328,R23r,-1.47e-03,-6.90e-05,7.09e-05,6.48e-05
1704,328,R24,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1705,328,R27b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1706,328,R28r,8.53e-03,2.57e-02,-4.13e-04,-2.42e-02
1707,328,R29r,3.04e+02,1.18e-02,-1.47e+01,-1.11e-02
1708,328,R2r,-1.54e-01,-4.99e-02,7.44e-03,4.69e-02
1709,328,R3,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1710,328,R40,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1711,328,R55a,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1712,328,R55b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1713,328,R5r,-5.06e+02,-9.59e-02,2.45e+01,9.02e-02
1714,328,R6r,1.88e-02,1.35e-01,-9.10e-04,-1.27e-01
1715,328,R7ra,-1.22e+00,-6.88e-02,5.90e-02,6.46e-02
1716,328,R7rb,-5.76e-05,-2.67e-02,2.78e-06,2.51e-02
1717,328,R7rc,-5.93e-01,-6.07e-02,2.87e-02,5.71e-02
1718,328,R8r,-1.95e-02,-4.35e-02,9.43e-04,4.09e-02
1719,328,R91,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1720,328,R93,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1721,328,R95,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1722,328,RR9,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1723,329,R1,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1724,329,R10a,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1725,329,R10b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1726,329,R10c,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1727,329,R11r,-4.99e-06,-1.11e-05,5.13e-07,1.01e-05
1728,329,R12r,-9.02e-06,-2.00e-05,9.28e-07,1.83e-05
1729,329,R13r,-8.38e-07,-2.93e-06,8.62e-08,2.67e-06
1730,329,R14r,-4.69e-05,-4.04e-05,4.83e-06,3.69e-05
1731,329,R21,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1732,329,R22,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1733,329,R23r,-3.65e-02,-2.58e-03,3.76e-03,2.35e-03
1734,329,R24,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1735,329,R25,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1736,329,R26r,-2.91e-03,-1.45e-03,2.99e-04,1.32e-03
1737,329,R27b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1738,329,R28r,4.57e-03,2.07e-02,-4.70e-04,-1.89e-02
1739,329,R29r,1.70e+02,9.93e-03,-1.75e+01,-9.06e-03
1740,329,R2r,-1.28e-01,-6.22e-02,1.31e-02,5.68e-02
1741,329,R3,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1742,329,R40,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1743,329,R53r,-2.18e-09,-4.29e-05,2.24e-10,3.92e-05
1744,329,R5r,-3.74e+02,-1.07e-01,3.85e+01,9.73e-02
1745,329,R6r,1.42e-02,1.52e-01,-1.46e-03,-1.39e-01
1746,329,R7ra,-7.86e-01,-6.65e-02,8.09e-02,6.07e-02
1747,329,R7rb,-3.36e-05,-2.34e-02,3.46e-06,2.14e-02
1748,329,R7rc,-3.80e-01,-5.84e-02,3.91e-02,5.33e-02
1749,329,R8r,-1.20e-02,-4.01e-02,1.23e-03,3.66e-02
1750,329,R93,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1751,329,R94,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1752,329,R95,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1753,331,R1,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1754,331,R10a,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1755,331,R10b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1756,331,R10c,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1757,331,R11r,-4.46e-05,-5.48e-06,1.66e-08,5.45e-06
1758,331,R12r,-6.10e-05,-7.49e-06,2.27e-08,7.45e-06
1759,331,R13r,-1.21e-05,-2.34e-06,4.51e-09,2.32e-06
1760,331,R14r,-3.03e-05,-1.44e-06,1.13e-08,1.43e-06
1761,331,R21,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1762,331,R22,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1763,331,R23r,-5.31e-03,-2.07e-05,1.98e-06,2.06e-05
1764,331,R24,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1765,331,R27b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1766,331,R28r,1.86e-04,4.64e-05,-6.92e-08,-4.61e-05
1767,331,R29r,1.94e+01,6.27e-05,-7.25e-03,-6.24e-05
1768,331,R2r,-1.29e+00,-3.47e-02,4.81e-04,3.46e-02
1769,331,R3,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1770,331,R40,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1771,331,R41,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1772,331,R54ra,-1.19e+02,-1.42e-02,4.44e-02,1.41e-02
1773,331,R54rb,-6.54e-06,-9.56e-04,2.44e-09,9.51e-04
1774,331,R5r,-2.37e+03,-3.72e-02,8.83e-01,3.70e-02
1775,331,R6r,7.31e-02,4.34e-02,-2.72e-05,-4.32e-02
1776,331,R7ra,-1.01e+01,-4.74e-02,3.78e-03,4.71e-02
1777,331,R7rb,-7.30e-04,-2.80e-02,2.72e-07,2.79e-02
1778,331,R7rc,-4.21e+00,-3.58e-02,1.57e-03,3.56e-02
1779,331,R8r,-1.70e-01,-3.14e-02,6.33e-05,3.12e-02
1780,331,R93,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1781,331,R95,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1782,334,R1,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1783,334,R10a,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1784,334,R10b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1785,334,R10c,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1786,334,R11r,-4.50e-05,-5.39e-06,1.60e-08,5.37e-06
1787,334,R12r,-6.15e-05,-7.37e-06,2.18e-08,7.33e-06
1788,334,R13r,-1.22e-05,-2.30e-06,4.35e-09,2.29e-06
1789,334,R14r,-3.03e-05,-1.41e-06,1.08e-08,1.40e-06
1790,334,R20,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1791,334,R21,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1792,334,R22,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1793,334,R23r,-5.35e-03,-2.04e-05,1.90e-06,2.03e-05
1794,334,R24,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1795,334,R29r,1.94e+01,6.10e-05,-6.88e-03,-6.07e-05
1796,334,R2r,-1.30e+00,-3.42e-02,4.62e-04,3.40e-02
1797,334,R3,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1798,334,R40,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1799,334,R41,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1800,334,R54ra,-1.21e+02,-1.41e-02,4.30e-02,1.40e-02
1801,334,R54rb,-6.51e-06,-9.29e-04,2.31e-09,9.25e-04
1802,334,R5r,-2.39e+03,-3.66e-02,8.48e-01,3.64e-02
1803,334,R6r,7.36e-02,4.27e-02,-2.62e-05,-4.25e-02
1804,334,R7ra,-1.02e+01,-4.67e-02,3.63e-03,4.64e-02
1805,334,R7rb,-7.36e-04,-2.76e-02,2.62e-07,2.75e-02
1806,334,R7rc,-4.24e+00,-3.52e-02,1.51e-03,3.50e-02
1807,334,R8r,-1.71e-01,-3.09e-02,6.08e-05,3.08e-02
1808,334,R93,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1809,334,R96,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1810,335,R1,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1811,335,R10a,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1812,335,R10b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1813,335,R10c,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1814,335,R12r,-4.83e-05,-1.06e-05,5.68e-08,1.05e-05
1815,335,R13r,-1.06e-05,-3.66e-06,1.25e-08,3.62e-06
1816,335,R14r,-1.79e-05,-1.52e-06,2.10e-08,1.50e-06
1817,335,R15r,1.50e-05,5.30e-05,-1.77e-08,-5.25e-05
1818,335,R21,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1819,335,R22,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1820,335,R23r,-1.85e-01,-1.29e-03,2.18e-04,1.28e-03
1821,335,R24,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1822,335,R25,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1823,335,R26r,-5.66e-03,-2.78e-04,6.66e-06,2.76e-04
1824,335,R27b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1825,335,R28r,3.70e-03,1.65e-03,-4.35e-06,-1.63e-03
1826,335,R29r,1.20e+01,6.90e-05,-1.41e-02,-6.83e-05
1827,335,R2r,-1.00e+00,-4.81e-02,1.18e-03,4.76e-02
1828,335,R3,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1829,335,R40,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1830,335,R54ra,-7.88e+01,-1.68e-02,9.28e-02,1.66e-02
1831,335,R54rb,-8.91e-06,-2.32e-03,1.05e-08,2.30e-03
1832,335,R5r,-2.01e+03,-5.63e-02,2.36e+00,5.57e-02
1833,335,R6r,6.41e-02,6.80e-02,-7.55e-05,-6.74e-02
1834,335,R7ra,-8.08e+00,-6.74e-02,9.51e-03,6.68e-02
1835,335,R7rb,-5.42e-04,-3.72e-02,6.38e-07,3.68e-02
1836,335,R7rc,-3.36e+00,-5.09e-02,3.95e-03,5.05e-02
1837,335,R8r,-1.31e-01,-4.32e-02,1.54e-04,4.27e-02
1838,335,R93,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1839,335,R95,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1840,335,RR9,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1841,338,R1,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1842,338,R10a,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1843,338,R10b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1844,338,R10c,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1845,338,R11r,-2.62e-05,-9.86e-06,8.97e-08,9.71e-06
1846,338,R12r,-3.82e-05,-1.44e-05,1.31e-07,1.41e-05
1847,338,R13r,-6.22e-06,-3.68e-06,2.13e-08,3.62e-06
1848,338,R14r,-3.87e-05,-5.64e-06,1.33e-07,5.55e-06
1849,338,R21,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1850,338,R22,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1851,338,R23r,-8.78e-02,-1.05e-03,3.01e-04,1.03e-03
1852,338,R24,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1853,338,R25,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1854,338,R26r,-2.47e-03,-2.09e-04,8.46e-06,2.05e-04
1855,338,R27b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1856,338,R28r,2.09e-03,1.60e-03,-7.16e-06,-1.58e-03
1857,338,R29r,6.29e+00,6.22e-05,-2.15e-02,-6.12e-05
1858,338,R2r,-6.33e-01,-5.22e-02,2.17e-03,5.14e-02
1859,338,R3,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1860,338,R40,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1861,338,R53r,-2.33e-11,-7.76e-08,7.97e-14,7.63e-08
1862,338,R54ra,-4.76e+01,-1.74e-02,1.63e-01,1.71e-02
1863,338,R54rb,-6.09e-06,-2.73e-03,2.08e-08,2.68e-03
1864,338,R5r,-1.25e+03,-6.00e-02,4.27e+00,5.91e-02
1865,338,R6r,4.02e-02,7.32e-02,-1.38e-04,-7.21e-02
1866,338,R7ra,-4.91e+00,-7.03e-02,1.68e-02,6.92e-02
1867,338,R7rb,-3.20e-04,-3.76e-02,1.09e-06,3.70e-02
1868,338,R7rc,-2.05e+00,-5.34e-02,7.02e-03,5.25e-02
1869,338,R8r,-7.94e-02,-4.50e-02,2.72e-04,4.43e-02
1870,338,R93,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1871,338,R94,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1872,338,R95,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1873,340,R1,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1874,340,R10a,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1875,340,R10b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1876,340,R10c,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1877,340,R11r,-5.38e-06,-1.97e-05,1.34e-06,1.70e-05
1878,340,R12r,-9.64e-06,-3.52e-05,2.40e-06,3.04e-05
1879,340,R13r,-9.06e-07,-5.21e-06,2.26e-07,4.50e-06
1880,340,R14r,-4.66e-05,-6.60e-05,1.16e-05,5.70e-05
1881,340,R20,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1882,340,R22,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1883,340,R23r,-1.24e-03,-1.44e-04,3.10e-04,1.25e-04
1884,340,R24,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1885,340,R27b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1886,340,R28r,3.59e-03,2.67e-02,-8.94e-04,-2.31e-02
1887,340,R29r,1.37e+02,1.32e-02,-3.42e+01,-1.14e-02
1888,340,R2r,-7.54e-02,-6.04e-02,1.88e-02,5.22e-02
1889,340,R3,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1890,340,R40,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1891,340,R55a,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1892,340,R55b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1893,340,R5r,-2.37e+02,-1.11e-01,5.92e+01,9.60e-02
1894,340,R6r,8.98e-03,1.59e-01,-2.24e-03,-1.37e-01
1895,340,R7ra,-4.94e-01,-6.88e-02,1.23e-01,5.94e-02
1896,340,R7rb,-2.04e-05,-2.33e-02,5.09e-06,2.02e-02
1897,340,R7rc,-2.29e-01,-5.79e-02,5.70e-02,5.00e-02
1898,340,R8r,-7.07e-03,-3.89e-02,1.76e-03,3.36e-02
1899,340,R91,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1900,340,R93,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1901,340,R95,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1902,340,R96,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1903,340,RR9,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1904,342,R1,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1905,342,R10a,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1906,342,R10b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1907,342,R10c,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1908,342,R11r,-3.36e-05,-1.66e-05,1.95e-07,1.62e-05
1909,342,R12r,-4.75e-05,-2.34e-05,2.77e-07,2.29e-05
1910,342,R13r,-8.23e-06,-6.37e-06,4.78e-08,6.24e-06
1911,342,R14r,-3.85e-05,-7.35e-06,2.24e-07,7.20e-06
1912,342,R20,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1913,342,R22,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1914,342,R23r,-4.98e-03,-7.79e-05,2.90e-05,7.63e-05
1915,342,R24,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1916,342,R27b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1917,342,R28r,1.89e-06,1.90e-06,-1.10e-08,-1.86e-06
1918,342,R29r,1.95e+01,2.52e-04,-1.13e-01,-2.47e-04
1919,342,R2r,-2.78e-01,-3.00e-02,1.61e-03,2.94e-02
1920,342,R3,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1921,342,R40,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1922,342,R41,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1923,342,R54ra,-1.67e+01,-7.98e-03,9.70e-02,7.81e-03
1924,342,R54rb,-6.42e-07,-3.77e-04,3.73e-09,3.69e-04
1925,342,R55a,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1926,342,R55b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1927,342,R5r,-7.22e+02,-4.55e-02,4.20e+00,4.46e-02
1928,342,R6r,2.34e-02,5.58e-02,-1.36e-04,-5.46e-02
1929,342,R7ra,-2.58e+00,-4.84e-02,1.50e-02,4.74e-02
1930,342,R7rb,-1.40e-04,-2.16e-02,8.15e-07,2.12e-02
1931,342,R7rc,-8.70e-01,-2.97e-02,5.06e-03,2.91e-02
1932,342,R8r,-3.20e-02,-2.38e-02,1.86e-04,2.33e-02
1933,342,R91,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1934,342,R93,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1935,342,R95,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1936,342,R96,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1937,343,R1,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1938,343,R10a,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1939,343,R10b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1940,343,R10c,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1941,343,R11r,-1.25e-05,-2.88e-05,1.38e-06,2.62e-05
1942,343,R12r,-2.01e-05,-4.64e-05,2.21e-06,4.22e-05
1943,343,R13r,-2.43e-06,-8.83e-06,2.68e-07,8.04e-06
1944,343,R14r,-4.31e-05,-3.85e-05,4.75e-06,3.51e-05
1945,343,R20,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1946,343,R22,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1947,343,R23r,-1.98e-03,-1.45e-04,2.18e-04,1.32e-04
1948,343,R24,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1949,343,R27b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1950,343,R28r,1.88e-03,8.81e-03,-2.07e-04,-8.02e-03
1951,343,R29r,4.21e+01,2.56e-03,-4.64e+00,-2.32e-03
1952,343,R2r,-1.44e-01,-7.28e-02,1.58e-02,6.62e-02
1953,343,R3,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1954,343,R40,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1955,343,R54ra,-6.69e+00,-1.50e-02,7.37e-01,1.36e-02
1956,343,R54rb,-2.20e-06,-6.04e-03,2.42e-07,5.49e-03
1957,343,R55a,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1958,343,R55b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1959,343,R5r,-3.61e+02,-1.07e-01,3.98e+01,9.71e-02
1960,343,R6r,1.27e-02,1.42e-01,-1.40e-03,-1.29e-01
1961,343,R7ra,-1.09e+00,-9.56e-02,1.20e-01,8.70e-02
1962,343,R7rb,-5.45e-05,-3.94e-02,6.01e-06,3.58e-02
1963,343,R7rc,-4.44e-01,-7.09e-02,4.89e-02,6.45e-02
1964,343,R8r,-1.52e-02,-5.29e-02,1.68e-03,4.81e-02
1965,343,R91,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1966,343,R93,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1967,343,R95,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1968,343,R96,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1969,344,R1,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1970,344,R10a,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1971,344,R10b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1972,344,R10c,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1973,344,R11r,-5.37e-06,-2.04e-05,1.43e-06,1.76e-05
1974,344,R12r,-9.63e-06,-3.66e-05,2.57e-06,3.14e-05
1975,344,R13r,-9.01e-07,-5.38e-06,2.40e-07,4.63e-06
1976,344,R14r,-4.71e-05,-6.92e-05,1.25e-05,5.95e-05
1977,344,R20,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1978,344,R22,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1979,344,R23r,-1.29e-03,-1.56e-04,3.45e-04,1.34e-04
1980,344,R24,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1981,344,R27b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1982,344,R28r,3.38e-03,2.62e-02,-9.02e-04,-2.25e-02
1983,344,R29r,1.30e+02,1.30e-02,-3.46e+01,-1.11e-02
1984,344,R2r,-7.88e-02,-6.57e-02,2.10e-02,5.64e-02
1985,344,R3,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1986,344,R40,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1987,344,R53r,-2.05e-10,-6.90e-06,5.47e-11,5.93e-06
1988,344,R55a,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1989,344,R55b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1990,344,R5r,-2.30e+02,-1.12e-01,6.13e+01,9.62e-02
1991,344,R6r,8.71e-03,1.60e-01,-2.32e-03,-1.38e-01
1992,344,R7ra,-4.69e-01,-6.79e-02,1.25e-01,5.83e-02
1993,344,R7rb,-1.90e-05,-2.26e-02,5.06e-06,1.94e-02
1994,344,R7rc,-2.16e-01,-5.68e-02,5.76e-02,4.88e-02
1995,344,R8r,-6.63e-03,-3.80e-02,1.77e-03,3.26e-02
1996,344,R91,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1997,344,R93,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1998,344,R94,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
1999,344,R95,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
2000,344,R96,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
2001,348,R1,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
2002,348,R10a,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
2003,348,R10b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
2004,348,R10c,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
2005,348,R11r,-9.80e-06,-1.53e-05,5.21e-07,1.43e-05
2006,348,R12r,-1.63e-05,-2.53e-05,8.65e-07,2.37e-05
2007,348,R13r,-1.81e-06,-4.42e-06,9.60e-08,4.14e-06
2008,348,R14r,-4.44e-05,-2.67e-05,2.36e-06,2.50e-05
2009,348,R20,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
2010,348,R22,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
2011,348,R23r,-2.27e-03,-1.12e-04,1.21e-04,1.05e-04
2012,348,R24,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
2013,348,R27b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
2014,348,R28r,4.58e-06,1.45e-05,-2.43e-07,-1.36e-05
2015,348,R29r,4.19e+01,1.71e-03,-2.23e+00,-1.61e-03
2016,348,R2r,-1.97e-01,-6.72e-02,1.05e-02,6.30e-02
2017,348,R3,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
2018,348,R40,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
2019,348,R41,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
2020,348,R53r,-2.33e-09,-3.21e-05,1.24e-10,3.01e-05
2021,348,R54ra,-8.16e+00,-1.23e-02,4.34e-01,1.16e-02
2022,348,R54rb,-2.75e-06,-5.09e-03,1.46e-07,4.77e-03
2023,348,R5r,-5.62e+02,-1.12e-01,2.99e+01,1.05e-01
2024,348,R6r,2.03e-02,1.53e-01,-1.08e-03,-1.44e-01
2025,348,R7ra,-1.51e+00,-8.95e-02,8.02e-02,8.38e-02
2026,348,R7rb,-6.84e-05,-3.33e-02,3.64e-06,3.12e-02
2027,348,R7rc,-6.12e-01,-6.59e-02,3.25e-02,6.18e-02
2028,348,R8r,-1.98e-02,-4.64e-02,1.05e-03,4.35e-02
2029,348,R93,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
2030,348,R94,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
2031,348,R95,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
2032,348,R96,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
2033,349,R1,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
2034,349,R10a,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
2035,349,R10b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
2036,349,R10c,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
2037,349,R11r,-2.83e-05,-1.23e-05,1.29e-07,1.21e-05
2038,349,R12r,-4.09e-05,-1.78e-05,1.86e-07,1.74e-05
2039,349,R13r,-6.82e-06,-4.66e-06,3.10e-08,4.58e-06
2040,349,R14r,-3.37e-05,-5.68e-06,1.54e-07,5.58e-06
2041,349,R21,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
2042,349,R22,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
2043,349,R23r,-3.75e-03,-5.18e-05,1.71e-05,5.08e-05
2044,349,R24,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
2045,349,R27b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
2046,349,R28r,2.25e-03,1.99e-03,-1.02e-05,-1.95e-03
2047,349,R29r,2.07e+01,2.37e-04,-9.44e-02,-2.33e-04
2048,349,R2r,-5.61e-01,-5.36e-02,2.56e-03,5.26e-02
2049,349,R3,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
2050,349,R40,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
2051,349,R54ra,-4.18e+01,-1.77e-02,1.90e-01,1.73e-02
2052,349,R54rb,-5.48e-06,-2.84e-03,2.50e-08,2.79e-03
2053,349,R55a,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
2054,349,R55b,0.00e+00,0.00e+00,-0.00e+00,-0.00e+00
2055,349,R5r,-1.09e+03,-6.06e-02,4.95e+00,5.95e-02
